"Status","Year","Function_of_post","Region_ITL2","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","East Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Wales","Unknown","210","200","32740","29540"
"In post","2021","Analysis","East Wales","White","770","740","37470","36030"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Yorkshire and Northern Lincolnshire","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","White","30","30","[c]","[c]"
"In post","2021","Analysis","Essex","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","White","270","250","39430","37320"
"In post","2021","Analysis","Greater Manchester","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Unknown","40","30","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","White","150","150","39250","38630"
"In post","2021","Analysis","Hampshire and Isle of Wight","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","Undeclared","40","40","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","Unknown","70","70","33660","29540"
"In post","2021","Analysis","Hampshire and Isle of Wight","White","660","630","39390","37320"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Asian","80","70","45250","42120"
"In post","2021","Analysis","Inner London - East","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Unknown","90","80","47320","41090"
"In post","2021","Analysis","Inner London - East","White","440","430","52870","54320"
"In post","2021","Analysis","Inner London - West","Asian","240","240","45280","41760"
"In post","2021","Analysis","Inner London - West","Black","110","110","39400","36160"
"In post","2021","Analysis","Inner London - West","Chinese","40","40","[c]","[c]"
"In post","2021","Analysis","Inner London - West","Mixed","110","110","45240","42020"
"In post","2021","Analysis","Inner London - West","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - West","Undeclared","80","80","49440","48090"
"In post","2021","Analysis","Inner London - West","Unknown","430","420","45570","42500"
"In post","2021","Analysis","Inner London - West","White","1680","1630","50350","46030"
"In post","2021","Analysis","Kent","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","White","90","90","40740","38630"
"In post","2021","Analysis","North Yorkshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","White","60","60","37150","31380"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","White","100","90","44700","43030"
"In post","2021","Analysis","Surrey, East and West Sussex","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","White","30","30","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","White","110","110","42340","45870"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","White","160","150","38920","36600"
"In post","2021","Commercial","Cheshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Asian","[c]","[c]","[c]","[c]"
