"Status","Year","Region_ITL2","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Anglia","Female","Declared disabled","760","680","28220","27570"
"In post","2021","East Anglia","Female","Declared non-disabled","4500","4030","28700","27130"
"In post","2021","East Anglia","Female","Undeclared","460","410","29500","27380"
"In post","2021","East Anglia","Female","Unknown","650","590","31060","26440"
"In post","2021","East Anglia","Male","Declared disabled","600","570","30630","28200"
"In post","2021","East Anglia","Male","Declared non-disabled","4030","3900","31270","28130"
"In post","2021","East Anglia","Male","Undeclared","660","620","32060","31650"
"In post","2021","East Anglia","Male","Unknown","810","790","31880","27920"
"In post","2021","East Wales","Female","Declared disabled","1060","950","30430","27570"
"In post","2021","East Wales","Female","Declared non-disabled","7460","6760","32450","27570"
"In post","2021","East Wales","Female","Undeclared","410","370","30850","27570"
"In post","2021","East Wales","Female","Unknown","2060","1880","28500","25560"
"In post","2021","East Wales","Male","Declared disabled","720","680","32340","27680"
"In post","2021","East Wales","Male","Declared non-disabled","6050","5860","35160","30130"
"In post","2021","East Wales","Male","Undeclared","570","540","31790","28850"
"In post","2021","East Wales","Male","Unknown","2040","1990","30840","26670"
"In post","2021","East Wales","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Declared disabled","280","240","26580","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Declared non-disabled","1730","1500","26780","26750"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Undeclared","140","120","28270","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Unknown","180","170","24950","22350"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Declared disabled","230","210","27560","26930"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Declared non-disabled","1610","1540","29230","27150"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Undeclared","280","260","31540","31650"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Unknown","270","260","26280","24920"
"In post","2021","Eastern Scotland","Female","Declared disabled","1100","1000","31990","27570"
"In post","2021","Eastern Scotland","Female","Declared non-disabled","5790","5280","34280","27570"
"In post","2021","Eastern Scotland","Female","Undeclared","290","260","31150","27570"
"In post","2021","Eastern Scotland","Female","Unknown","3540","3290","33200","29350"
"In post","2021","Eastern Scotland","Male","Declared disabled","820","790","33440","30080"
"In post","2021","Eastern Scotland","Male","Declared non-disabled","4330","4220","36710","31810"
"In post","2021","Eastern Scotland","Male","Undeclared","250","250","32440","27570"
"In post","2021","Eastern Scotland","Male","Unknown","3720","3570","33870","32140"
"In post","2021","Essex","Female","Declared disabled","470","410","29320","29290"
"In post","2021","Essex","Female","Declared non-disabled","2220","1980","29640","29290"
"In post","2021","Essex","Female","Undeclared","190","170","29640","29050"
"In post","2021","Essex","Female","Unknown","350","310","29900","25850"
"In post","2021","Essex","Male","Declared disabled","240","230","31930","29290"
"In post","2021","Essex","Male","Declared non-disabled","1630","1540","32450","29290"
"In post","2021","Essex","Male","Undeclared","180","170","33600","31100"
"In post","2021","Essex","Male","Unknown","330","320","31750","28130"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Declared disabled","1540","1400","32670","28880"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Declared non-disabled","9630","8840","34010","30620"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","720","660","34680","31990"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","1770","1640","34640","31810"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Declared disabled","1460","1410","36440","33300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Declared non-disabled","10720","10480","38830","36000"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","1150","1120","39840","38090"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","2320","2280","38530","35740"
"In post","2021","Greater Manchester","Female","Declared disabled","1250","1120","29130","27570"
"In post","2021","Greater Manchester","Female","Declared non-disabled","7330","6680","30640","27570"
"In post","2021","Greater Manchester","Female","Undeclared","580","530","29810","27570"
"In post","2021","Greater Manchester","Female","Unknown","1590","1480","29040","25560"
"In post","2021","Greater Manchester","Male","Declared disabled","890","850","30270","27570"
"In post","2021","Greater Manchester","Male","Declared non-disabled","5790","5620","32530","27570"
"In post","2021","Greater Manchester","Male","Undeclared","620","580","31130","31180"
"In post","2021","Greater Manchester","Male","Unknown","1670","1640","30740","26130"
"In post","2021","Hampshire and Isle of Wight","Female","Declared disabled","920","810","29680","27570"
"In post","2021","Hampshire and Isle of Wight","Female","Declared non-disabled","4960","4460","30620","27570"
"In post","2021","Hampshire and Isle of Wight","Female","Undeclared","440","400","30360","27380"
"In post","2021","Hampshire and Isle of Wight","Female","Unknown","1260","1110","29510","26350"
"In post","2021","Hampshire and Isle of Wight","Male","Declared disabled","750","710","31300","28650"
"In post","2021","Hampshire and Isle of Wight","Male","Declared non-disabled","4810","4620","34690","31810"
"In post","2021","Hampshire and Isle of Wight","Male","Undeclared","750","710","34250","31990"
"In post","2021","Hampshire and Isle of Wight","Male","Unknown","1450","1350","32350","28650"
"In post","2021","Hampshire and Isle of Wight","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Declared disabled","290","260","26970","26300"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Declared non-disabled","1570","1410","27240","25400"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","170","160","28350","26330"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","120","110","24900","22850"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Declared disabled","150","140","29320","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Declared non-disabled","1300","1270","28700","26700"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","230","220","31250","31900"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","160","160","28060","24440"
"In post","2021","Highlands and Islands","Female","Declared disabled","90","80","27970","27570"
"In post","2021","Highlands and Islands","Female","Declared non-disabled","730","670","28070","27570"
"In post","2021","Highlands and Islands","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Unknown","170","150","27330","26160"
"In post","2021","Highlands and Islands","Male","Declared disabled","70","70","28510","27570"
"In post","2021","Highlands and Islands","Male","Declared non-disabled","670","650","29840","27570"
"In post","2021","Highlands and Islands","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Male","Unknown","180","170","30120","29190"
"In post","2021","Inner London - East","Female","Declared disabled","980","910","36590","31090"
"In post","2021","Inner London - East","Female","Declared non-disabled","6250","5830","40560","34100"
"In post","2021","Inner London - East","Female","Undeclared","540","490","39370","33930"
"In post","2021","Inner London - East","Female","Unknown","1880","1790","41460","36160"
"In post","2021","Inner London - East","Male","Declared disabled","600","580","39680","34870"
"In post","2021","Inner London - East","Male","Declared non-disabled","4760","4630","44830","38320"
"In post","2021","Inner London - East","Male","Undeclared","470","440","41260","35900"
"In post","2021","Inner London - East","Male","Unknown","1740","1710","45290","40000"
"In post","2021","Inner London - West","Female","Declared disabled","2910","2780","43940","39190"
"In post","2021","Inner London - West","Female","Declared non-disabled","20790","19850","46750","41970"
"In post","2021","Inner London - West","Female","Undeclared","1690","1630","43780","39460"
"In post","2021","Inner London - West","Female","Unknown","6920","6720","44270","38670"
"In post","2021","Inner London - West","Male","Declared disabled","2270","2230","45720","40380"
"In post","2021","Inner London - West","Male","Declared non-disabled","18670","18460","49330","45200"
"In post","2021","Inner London - West","Male","Undeclared","1970","1950","46700","42460"
"In post","2021","Inner London - West","Male","Unknown","5900","5850","47040","40650"
"In post","2021","Inner London - West","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Female","Declared disabled","530","480","28800","27380"
"In post","2021","Kent","Female","Declared non-disabled","2990","2710","28760","27370"
"In post","2021","Kent","Female","Undeclared","340","300","28900","27370"
"In post","2021","Kent","Female","Unknown","360","340","28150","25560"
"In post","2021","Kent","Male","Declared disabled","430","410","30470","29290"
"In post","2021","Kent","Male","Declared non-disabled","2940","2820","30230","29200"
"In post","2021","Kent","Male","Undeclared","440","410","31610","30890"
"In post","2021","Kent","Male","Unknown","490","490","31420","29290"
"In post","2021","Lancashire","Female","Declared disabled","1230","1060","26680","27130"
"In post","2021","Lancashire","Female","Declared non-disabled","5850","5130","28090","27570"
"In post","2021","Lancashire","Female","Undeclared","490","440","27650","27130"
"In post","2021","Lancashire","Female","Unknown","700","630","26070","22350"
"In post","2021","Lancashire","Male","Declared disabled","720","670","27820","27130"
"In post","2021","Lancashire","Male","Declared non-disabled","3950","3780","29590","27570"
"In post","2021","Lancashire","Male","Undeclared","510","470","29470","27680"
"In post","2021","Lancashire","Male","Unknown","660","640","26920","23440"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Female","Declared disabled","460","400","25770","24000"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Female","Declared non-disabled","2510","2190","27170","25560"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","220","200","26050","25830"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Female","Unknown","460","410","25280","22350"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Male","Declared disabled","280","260","27030","25850"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Male","Declared non-disabled","1730","1670","28870","27370"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","230","220","29810","31180"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Male","Unknown","370","360","26580","23970"
"In post","2021","Lincolnshire","Female","Declared disabled","240","210","27230","26810"
"In post","2021","Lincolnshire","Female","Declared non-disabled","1020","930","26570","25560"
"In post","2021","Lincolnshire","Female","Undeclared","100","90","27070","23240"
"In post","2021","Lincolnshire","Female","Unknown","90","90","26750","21580"
"In post","2021","Lincolnshire","Male","Declared disabled","150","150","29680","27570"
"In post","2021","Lincolnshire","Male","Declared non-disabled","950","930","29690","27570"
"In post","2021","Lincolnshire","Male","Undeclared","160","150","30220","29600"
"In post","2021","Lincolnshire","Male","Unknown","120","110","27550","24440"
"In post","2021","Merseyside","Female","Declared disabled","1460","1240","27420","25560"
"In post","2021","Merseyside","Female","Declared non-disabled","8180","7190","27890","25310"
"In post","2021","Merseyside","Female","Undeclared","410","360","28810","26670"
"In post","2021","Merseyside","Female","Unknown","1630","1460","27710","22970"
"In post","2021","Merseyside","Male","Declared disabled","820","770","28610","25560"
"In post","2021","Merseyside","Male","Declared non-disabled","5250","5060","30090","26670"
"In post","2021","Merseyside","Male","Undeclared","460","430","30840","27570"
"In post","2021","Merseyside","Male","Unknown","1270","1240","29770","25560"
"In post","2021","North Eastern Scotland","Female","Declared disabled","80","70","29420","27570"
"In post","2021","North Eastern Scotland","Female","Declared non-disabled","530","480","33730","28170"
"In post","2021","North Eastern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Female","Unknown","300","280","30650","28410"
"In post","2021","North Eastern Scotland","Male","Declared disabled","50","50","39650","32400"
"In post","2021","North Eastern Scotland","Male","Declared non-disabled","520","510","43490","35110"
"In post","2021","North Eastern Scotland","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","North Eastern Scotland","Male","Unknown","330","310","33420","33650"
"In post","2021","North Yorkshire","Female","Declared disabled","280","260","33090","27570"
"In post","2021","North Yorkshire","Female","Declared non-disabled","1740","1610","33610","29180"
"In post","2021","North Yorkshire","Female","Undeclared","140","130","32750","30810"
"In post","2021","North Yorkshire","Female","Unknown","300","280","32250","26670"
"In post","2021","North Yorkshire","Male","Declared disabled","180","170","31590","28020"
"In post","2021","North Yorkshire","Male","Declared non-disabled","1590","1550","34710","30440"
"In post","2021","North Yorkshire","Male","Undeclared","190","190","32420","30810"
"In post","2021","North Yorkshire","Male","Unknown","310","300","30340","26670"
"In post","2021","Northern Ireland","Female","Declared disabled","170","160","28530","25560"
"In post","2021","Northern Ireland","Female","Declared non-disabled","1090","980","29000","25560"
"In post","2021","Northern Ireland","Female","Undeclared","100","90","28810","26750"
"In post","2021","Northern Ireland","Female","Unknown","400","360","26610","22330"
"In post","2021","Northern Ireland","Male","Declared disabled","150","140","26090","23250"
"In post","2021","Northern Ireland","Male","Declared non-disabled","1230","1190","28350","25490"
"In post","2021","Northern Ireland","Male","Undeclared","110","110","28340","25560"
"In post","2021","Northern Ireland","Male","Unknown","570","560","26360","21880"
"In post","2021","Northumberland and Tyne and Wear","Female","Declared disabled","1440","1220","26640","25560"
"In post","2021","Northumberland and Tyne and Wear","Female","Declared non-disabled","8470","7230","27860","25560"
"In post","2021","Northumberland and Tyne and Wear","Female","Undeclared","460","400","27360","25560"
"In post","2021","Northumberland and Tyne and Wear","Female","Unknown","2310","1960","25330","21440"
"In post","2021","Northumberland and Tyne and Wear","Male","Declared disabled","880","820","27140","23420"
"In post","2021","Northumberland and Tyne and Wear","Male","Declared non-disabled","5500","5290","30720","27570"
"In post","2021","Northumberland and Tyne and Wear","Male","Undeclared","500","480","30540","27570"
"In post","2021","Northumberland and Tyne and Wear","Male","Unknown","1810","1740","28320","25560"
"In post","2021","Outer London - East and North East","Female","Declared disabled","340","310","30020","31060"
"In post","2021","Outer London - East and North East","Female","Declared non-disabled","1580","1420","30110","31060"
"In post","2021","Outer London - East and North East","Female","Undeclared","150","140","29600","30340"
"In post","2021","Outer London - East and North East","Female","Unknown","200","190","27870","28720"
"In post","2021","Outer London - East and North East","Male","Declared disabled","150","140","30670","31060"
"In post","2021","Outer London - East and North East","Male","Declared non-disabled","1040","1010","31980","31060"
"In post","2021","Outer London - East and North East","Male","Undeclared","150","150","33140","33950"
"In post","2021","Outer London - East and North East","Male","Unknown","170","170","30620","31060"
"In post","2021","Outer London - South","Female","Declared disabled","660","590","34560","31060"
"In post","2021","Outer London - South","Female","Declared non-disabled","4410","4060","36360","31160"
"In post","2021","Outer London - South","Female","Undeclared","310","290","35900","31120"
"In post","2021","Outer London - South","Female","Unknown","700","670","34730","31060"
"In post","2021","Outer London - South","Male","Declared disabled","420","410","38400","35050"
"In post","2021","Outer London - South","Male","Declared non-disabled","3290","3230","39960","35200"
"In post","2021","Outer London - South","Male","Undeclared","260","250","41010","36620"
"In post","2021","Outer London - South","Male","Unknown","690","670","37920","35050"
"In post","2021","Outer London - West and North West","Female","Declared disabled","500","450","31340","31060"
"In post","2021","Outer London - West and North West","Female","Declared non-disabled","3570","3250","32030","31060"
"In post","2021","Outer London - West and North West","Female","Undeclared","250","230","32820","31060"
"In post","2021","Outer London - West and North West","Female","Unknown","630","590","37780","31060"
"In post","2021","Outer London - West and North West","Male","Declared disabled","380","360","32850","31060"
"In post","2021","Outer London - West and North West","Male","Declared non-disabled","2920","2770","33350","31060"
"In post","2021","Outer London - West and North West","Male","Undeclared","300","290","36410","31800"
"In post","2021","Outer London - West and North West","Male","Unknown","500","490","36600","31060"
"In post","2021","Overseas","Female","Declared disabled","90","90","47880","51500"
"In post","2021","Overseas","Female","Declared non-disabled","980","970","48630","47000"
"In post","2021","Overseas","Female","Undeclared","50","50","[c]","[c]"
"In post","2021","Overseas","Female","Unknown","390","390","50680","46620"
"In post","2021","Overseas","Male","Declared disabled","140","140","48330","42800"
"In post","2021","Overseas","Male","Declared non-disabled","1590","1590","49920","48120"
"In post","2021","Overseas","Male","Undeclared","120","120","46480","41160"
"In post","2021","Overseas","Male","Unknown","400","400","54610","53470"
"In post","2021","Shropshire and Staffordshire","Female","Declared disabled","620","560","28920","27570"
"In post","2021","Shropshire and Staffordshire","Female","Declared non-disabled","3120","2810","28860","27570"
"In post","2021","Shropshire and Staffordshire","Female","Undeclared","280","250","28910","26910"
"In post","2021","Shropshire and Staffordshire","Female","Unknown","510","480","29110","23970"
"In post","2021","Shropshire and Staffordshire","Male","Declared disabled","440","420","29850","27570"
"In post","2021","Shropshire and Staffordshire","Male","Declared non-disabled","2500","2420","31350","27570"
"In post","2021","Shropshire and Staffordshire","Male","Undeclared","370","350","30390","28410"
"In post","2021","Shropshire and Staffordshire","Male","Unknown","460","450","30970","25560"
"In post","2021","South Yorkshire","Female","Declared disabled","760","650","29430","27570"
"In post","2021","South Yorkshire","Female","Declared non-disabled","4260","3700","30370","27570"
"In post","2021","South Yorkshire","Female","Undeclared","280","260","32010","29730"
"In post","2021","South Yorkshire","Female","Unknown","420","400","30460","27570"
"In post","2021","South Yorkshire","Male","Declared disabled","480","450","31090","27570"
"In post","2021","South Yorkshire","Male","Declared non-disabled","3020","2910","33200","27680"
"In post","2021","South Yorkshire","Male","Undeclared","310","300","32110","30830"
"In post","2021","South Yorkshire","Male","Unknown","410","400","32440","27570"
"In post","2021","Southern Scotland","Female","Declared disabled","320","280","28650","26160"
"In post","2021","Southern Scotland","Female","Declared non-disabled","2040","1770","29500","27570"
"In post","2021","Southern Scotland","Female","Undeclared","70","60","29130","26160"
"In post","2021","Southern Scotland","Female","Unknown","1060","930","27190","23340"
"In post","2021","Southern Scotland","Male","Declared disabled","180","170","29110","26120"
"In post","2021","Southern Scotland","Male","Declared non-disabled","1440","1370","31410","27570"
"In post","2021","Southern Scotland","Male","Undeclared","90","80","31630","27570"
"In post","2021","Southern Scotland","Male","Unknown","820","780","28830","25560"
"In post","2021","Surrey, East and West Sussex","Female","Declared disabled","560","490","28350","27570"
"In post","2021","Surrey, East and West Sussex","Female","Declared non-disabled","3390","3010","29890","27570"
"In post","2021","Surrey, East and West Sussex","Female","Undeclared","320","290","30020","27570"
"In post","2021","Surrey, East and West Sussex","Female","Unknown","430","400","30490","27570"
"In post","2021","Surrey, East and West Sussex","Male","Declared disabled","390","360","29910","27570"
"In post","2021","Surrey, East and West Sussex","Male","Declared non-disabled","2450","2320","31690","28350"
"In post","2021","Surrey, East and West Sussex","Male","Undeclared","360","340","32400","31650"
"In post","2021","Surrey, East and West Sussex","Male","Unknown","410","400","31380","29170"
"In post","2021","Tees Valley and Durham","Female","Declared disabled","680","580","26920","27130"
"In post","2021","Tees Valley and Durham","Female","Declared non-disabled","3820","3330","27490","25790"
"In post","2021","Tees Valley and Durham","Female","Undeclared","320","280","27850","27130"
"In post","2021","Tees Valley and Durham","Female","Unknown","560","530","24700","22350"
"In post","2021","Tees Valley and Durham","Male","Declared disabled","420","390","27840","27140"
"In post","2021","Tees Valley and Durham","Male","Declared non-disabled","2540","2410","29200","27280"
"In post","2021","Tees Valley and Durham","Male","Undeclared","490","440","30700","31650"
"In post","2021","Tees Valley and Durham","Male","Unknown","430","420","26480","24440"
"In post","2021","Unknown","Female","Declared disabled","120","110","30860","27570"
"In post","2021","Unknown","Female","Declared non-disabled","580","530","32300","27570"
"In post","2021","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Unknown","480","470","34480","32000"
"In post","2021","Unknown","Male","Declared disabled","70","70","32220","27570"
"In post","2021","Unknown","Male","Declared non-disabled","430","420","33850","27570"
"In post","2021","Unknown","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Unknown","Male","Unknown","1990","1990","37870","33570"
"In post","2021","West Central Scotland","Female","Declared disabled","1030","880","27710","26120"
"In post","2021","West Central Scotland","Female","Declared non-disabled","6170","5480","29570","26570"
"In post","2021","West Central Scotland","Female","Undeclared","340","300","28200","26280"
"In post","2021","West Central Scotland","Female","Unknown","1960","1800","31070","26670"
"In post","2021","West Central Scotland","Male","Declared disabled","720","670","29380","27570"
"In post","2021","West Central Scotland","Male","Declared non-disabled","4760","4590","31700","27570"
"In post","2021","West Central Scotland","Male","Undeclared","300","290","30890","27570"
"In post","2021","West Central Scotland","Male","Unknown","2650","2530","32660","31810"
"In post","2021","West Midlands","Female","Declared disabled","1360","1200","28440","27570"
"In post","2021","West Midlands","Female","Declared non-disabled","7450","6590","30050","27570"
"In post","2021","West Midlands","Female","Undeclared","490","440","29660","27570"
"In post","2021","West Midlands","Female","Unknown","1520","1420","30360","25560"
"In post","2021","West Midlands","Male","Declared disabled","740","700","29850","27570"
"In post","2021","West Midlands","Male","Declared non-disabled","4880","4740","32500","27570"
"In post","2021","West Midlands","Male","Undeclared","410","390","31580","27570"
"In post","2021","West Midlands","Male","Unknown","1370","1330","32510","28130"
"In post","2021","West Wales and The Valleys","Female","Declared disabled","1190","990","25230","21710"
"In post","2021","West Wales and The Valleys","Female","Declared non-disabled","7140","6210","28040","26130"
"In post","2021","West Wales and The Valleys","Female","Undeclared","470","400","26370","21590"
"In post","2021","West Wales and The Valleys","Female","Unknown","880","800","25470","21590"
"In post","2021","West Wales and The Valleys","Male","Declared disabled","570","540","27900","26120"
"In post","2021","West Wales and The Valleys","Male","Declared non-disabled","4330","4180","31420","27570"
"In post","2021","West Wales and The Valleys","Male","Undeclared","490","460","30990","27370"
"In post","2021","West Wales and The Valleys","Male","Unknown","640","620","28340","23840"
"In post","2021","West Yorkshire","Female","Declared disabled","1130","990","29490","27570"
"In post","2021","West Yorkshire","Female","Declared non-disabled","6220","5510","30830","27570"
"In post","2021","West Yorkshire","Female","Undeclared","460","410","30340","27570"
"In post","2021","West Yorkshire","Female","Unknown","1750","1640","31450","26800"
"In post","2021","West Yorkshire","Male","Declared disabled","670","630","31530","27570"
"In post","2021","West Yorkshire","Male","Declared non-disabled","4830","4650","32980","27570"
"In post","2021","West Yorkshire","Male","Undeclared","480","460","31120","31650"
"In post","2021","West Yorkshire","Male","Unknown","1710","1680","30530","25560"
"In post","2022","Bedfordshire and Hertfordshire","Female","Declared disabled","370","330","31850","29290"
"In post","2022","Bedfordshire and Hertfordshire","Female","Declared non-disabled","1840","1680","32680","29290"
"In post","2022","Bedfordshire and Hertfordshire","Female","Undeclared","130","120","32910","29290"
"In post","2022","Bedfordshire and Hertfordshire","Female","Unknown","370","350","34310","30730"
"In post","2022","Bedfordshire and Hertfordshire","Male","Declared disabled","180","170","32800","29290"
