"Status","Year","Profession_of_post","Sex","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Corporate Finance","Female","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","London","40","40","[c]","[c]"
"In post","2021","Corporate Finance","Male","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","London","160","150","40720","34980"
"In post","2021","Counter Fraud","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","North West (England)","50","50","33620","32390"
"In post","2021","Counter Fraud","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Scotland","60","50","27920","25310"
"In post","2021","Counter Fraud","Female","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","London","240","240","45040","40590"
"In post","2021","Counter Fraud","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","North West (England)","50","50","38550","36060"
"In post","2021","Counter Fraud","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Scotland","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Male","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Male","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","East Midlands (England)","110","100","36210","32180"
"In post","2021","Digital, Data and Technology","Female","East of England","160","140","35850","33000"
"In post","2021","Digital, Data and Technology","Female","London","1250","1210","47840","43960"
"In post","2021","Digital, Data and Technology","Female","North East (England)","280","260","39080","37100"
"In post","2021","Digital, Data and Technology","Female","North West (England)","360","340","38550","35820"
"In post","2021","Digital, Data and Technology","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Scotland","170","160","39090","35960"
"In post","2021","Digital, Data and Technology","Female","South East (England)","300","280","36590","33010"
"In post","2021","Digital, Data and Technology","Female","South West (England)","650","600","37030","35030"
"In post","2021","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Wales","610","580","37380","36030"
"In post","2021","Digital, Data and Technology","Female","West Midlands (England)","370","350","40270","37100"
"In post","2021","Digital, Data and Technology","Female","Yorkshire and The Humber","380","360","38940","35900"
"In post","2021","Digital, Data and Technology","Male","East Midlands (England)","180","170","36300","32300"
"In post","2021","Digital, Data and Technology","Male","East of England","350","340","36660","34620"
"In post","2021","Digital, Data and Technology","Male","London","2050","2040","50520","46140"
"In post","2021","Digital, Data and Technology","Male","North East (England)","430","410","39130","38630"
"In post","2021","Digital, Data and Technology","Male","North West (England)","690","680","39740","37460"
"In post","2021","Digital, Data and Technology","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Scotland","440","430","38710","35230"
"In post","2021","Digital, Data and Technology","Male","South East (England)","530","530","39570","36460"
"In post","2021","Digital, Data and Technology","Male","South West (England)","1510","1480","40080","38450"
"In post","2021","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Wales","1400","1390","40600","38000"
"In post","2021","Digital, Data and Technology","Male","West Midlands (England)","520","510","41270","38230"
"In post","2021","Digital, Data and Technology","Male","Yorkshire and The Humber","540","530","41410","38630"
"In post","2021","Digital, Data and Technology","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","London","640","620","47810","45470"
"In post","2021","Economics","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","Wales","70","60","36810","31090"
"In post","2021","Economics","Female","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Male","London","1130","1120","47900","42470"
"In post","2021","Economics","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Male","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Male","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Male","Wales","110","110","41950","36030"
"In post","2021","Economics","Male","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","East Midlands (England)","120","110","33760","30370"
"In post","2021","Finance","Female","East of England","240","220","34950","31810"
"In post","2021","Finance","Female","London","1230","1190","46890","41980"
"In post","2021","Finance","Female","North East (England)","200","190","36530","31810"
"In post","2021","Finance","Female","North West (England)","330","310","36990","33300"
"In post","2021","Finance","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Scotland","500","420","27600","21440"
"In post","2021","Finance","Female","South East (England)","530","500","35660","33000"
"In post","2021","Finance","Female","South West (England)","740","690","37980","33300"
"In post","2021","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Wales","420","380","35940","30890"
"In post","2021","Finance","Female","West Midlands (England)","310","290","40110","37100"
"In post","2021","Finance","Female","Yorkshire and The Humber","470","420","33170","28970"
"In post","2021","Finance","Male","East Midlands (England)","80","80","38080","33300"
"In post","2021","Finance","Male","East of England","150","150","39830","36970"
"In post","2021","Finance","Male","London","1320","1310","51290","47250"
"In post","2021","Finance","Male","North East (England)","170","170","41900","38630"
"In post","2021","Finance","Male","North West (England)","320","320","39530","36870"
"In post","2021","Finance","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Scotland","200","180","29320","22670"
"In post","2021","Finance","Male","South East (England)","370","360","39050","35000"
"In post","2021","Finance","Male","South West (England)","560","550","42000","39860"
"In post","2021","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Wales","290","290","40640","37410"
"In post","2021","Finance","Male","West Midlands (England)","210","210","42050","38060"
"In post","2021","Finance","Male","Yorkshire and The Humber","320","310","37650","33590"
"In post","2021","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","East Midlands (England)","260","250","37800","33840"
"In post","2021","Human Resources","Female","East of England","140","130","34570","31180"
"In post","2021","Human Resources","Female","London","1640","1570","46480","41970"
"In post","2021","Human Resources","Female","North East (England)","90","80","34850","32900"
"In post","2021","Human Resources","Female","North West (England)","720","660","33710","30530"
"In post","2021","Human Resources","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Scotland","520","480","28880","23350"
"In post","2021","Human Resources","Female","South East (England)","380","360","35510","31180"
"In post","2021","Human Resources","Female","South West (England)","680","620","35390","32730"
"In post","2021","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Wales","590","540","34950","31090"
"In post","2021","Human Resources","Female","West Midlands (England)","210","200","37800","34850"
"In post","2021","Human Resources","Female","Yorkshire and The Humber","290","270","39260","36820"
"In post","2021","Human Resources","Male","East Midlands (England)","110","100","37720","33350"
"In post","2021","Human Resources","Male","East of England","60","50","36860","33300"
"In post","2021","Human Resources","Male","London","780","770","47410","42620"
"In post","2021","Human Resources","Male","North East (England)","40","40","[c]","[c]"
"In post","2021","Human Resources","Male","North West (England)","320","310","33840","30830"
"In post","2021","Human Resources","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Scotland","240","240","30380","26670"
"In post","2021","Human Resources","Male","South East (England)","120","120","40020","37560"
"In post","2021","Human Resources","Male","South West (England)","230","220","36510","33300"
"In post","2021","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Wales","210","200","36050","31040"
"In post","2021","Human Resources","Male","West Midlands (England)","110","110","38920","33520"
"In post","2021","Human Resources","Male","Yorkshire and The Humber","100","90","39780","37450"
"In post","2021","Human Resources","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","East Midlands (England)","50","50","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","East of England","60","60","61880","51360"
"In post","2021","Inspector of Education and Training","Female","London","170","160","63060","51360"
"In post","2021","Inspector of Education and Training","Female","North West (England)","80","80","63080","64500"
"In post","2021","Inspector of Education and Training","Female","South West (England)","60","60","62380","51360"
"In post","2021","Inspector of Education and Training","Female","Wales","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","West Midlands (England)","70","70","62880","51360"
"In post","2021","Inspector of Education and Training","Female","Yorkshire and The Humber","90","80","64790","64500"
"In post","2021","Inspector of Education and Training","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","London","60","60","74370","75500"
"In post","2021","Inspector of Education and Training","Male","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","Wales","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","East Midlands (England)","60","50","28190","26850"
"In post","2021","Intelligence Analysis","Female","East of England","160","150","31730","30450"
"In post","2021","Intelligence Analysis","Female","London","600","560","39550","36140"
"In post","2021","Intelligence Analysis","Female","North East (England)","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","North West (England)","190","180","27660","25830"
"In post","2021","Intelligence Analysis","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","Overseas","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","Scotland","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","South East (England)","200","190","28390","27370"
"In post","2021","Intelligence Analysis","Female","South West (England)","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","West Midlands (England)","60","50","32080","28200"
"In post","2021","Intelligence Analysis","Female","Yorkshire and The Humber","140","130","32090","28080"
"In post","2021","Intelligence Analysis","Male","East Midlands (England)","70","70","30960","31810"
"In post","2021","Intelligence Analysis","Male","East of England","260","260","32860","33300"
"In post","2021","Intelligence Analysis","Male","London","820","800","41500","37640"
"In post","2021","Intelligence Analysis","Male","North East (England)","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Male","North West (England)","180","170","29240","26910"
"In post","2021","Intelligence Analysis","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Male","Overseas","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Male","Scotland","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Male","South East (England)","190","180","29250","27370"
"In post","2021","Intelligence Analysis","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Male","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Male","Yorkshire and The Humber","140","130","34150","30830"
"In post","2021","Internal Audit","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","London","90","90","51060","49600"
"In post","2021","Internal Audit","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","North West (England)","30","30","[c]","[c]"
"In post","2021","Internal Audit","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","Scotland","40","40","[c]","[c]"
"In post","2021","Internal Audit","Female","South East (England)","40","40","[c]","[c]"
"In post","2021","Internal Audit","Female","South West (England)","50","50","43350","41300"
"In post","2021","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","Internal Audit","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","London","120","110","56020","53690"
"In post","2021","Internal Audit","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","North West (England)","30","30","[c]","[c]"
"In post","2021","Internal Audit","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","Scotland","30","30","[c]","[c]"
"In post","2021","Internal Audit","Male","South East (England)","30","30","[c]","[c]"
"In post","2021","Internal Audit","Male","South West (England)","40","40","[c]","[c]"
"In post","2021","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","East of England","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","London","500","490","46460","40780"
"In post","2021","International Trade","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","Overseas","40","40","[c]","[c]"
"In post","2021","International Trade","Female","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","London","580","570","48140","44030"
"In post","2021","International Trade","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","Overseas","110","110","57190","53750"
"In post","2021","International Trade","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","South East (England)","40","40","[c]","[c]"
"In post","2021","International Trade","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Female","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Female","East of England","90","90","34840","30610"
"In post","2021","Knowledge and Information Management","Female","London","410","380","40680","36140"
"In post","2021","Knowledge and Information Management","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Female","North West (England)","70","60","32840","29750"
"In post","2021","Knowledge and Information Management","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Female","Scotland","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Female","South East (England)","160","150","31780","28930"
"In post","2021","Knowledge and Information Management","Female","South West (England)","220","210","34150","33300"
"In post","2021","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Female","Wales","90","80","32300","28850"
"In post","2021","Knowledge and Information Management","Female","West Midlands (England)","80","70","30640","26480"
"In post","2021","Knowledge and Information Management","Female","Yorkshire and The Humber","80","70","34420","31780"
"In post","2021","Knowledge and Information Management","Male","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Male","East of England","70","60","37440","37000"
"In post","2021","Knowledge and Information Management","Male","London","340","330","42320","37920"
"In post","2021","Knowledge and Information Management","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Male","North West (England)","60","60","35800","36330"
"In post","2021","Knowledge and Information Management","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Male","South East (England)","100","100","34990","33300"
"In post","2021","Knowledge and Information Management","Male","South West (England)","310","300","37660","35700"
"In post","2021","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Male","Wales","80","80","34310","33620"
"In post","2021","Knowledge and Information Management","Male","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Female","East Midlands (England)","270","240","43150","45700"
"In post","2021","Legal","Female","East of England","410","360","38150","33840"
"In post","2021","Legal","Female","London","2780","2550","55510","54070"
"In post","2021","Legal","Female","North East (England)","240","220","41860","40590"
"In post","2021","Legal","Female","North West (England)","670","610","43530","43460"
"In post","2021","Legal","Female","Northern Ireland","70","70","29610","27010"
"In post","2021","Legal","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Female","Scotland","590","550","49330","52490"
"In post","2021","Legal","Female","South East (England)","460","410","45710","45100"
"In post","2021","Legal","Female","South West (England)","290","260","43220","43160"
"In post","2021","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Female","Wales","400","360","45290","48080"
"In post","2021","Legal","Female","West Midlands (England)","380","340","45300","48080"
"In post","2021","Legal","Female","Yorkshire and The Humber","470","420","45700","48080"
"In post","2021","Legal","Male","East Midlands (England)","240","230","41520","38630"
"In post","2021","Legal","Male","East of England","270","260","39790","33610"
"In post","2021","Legal","Male","London","1990","1940","53810","52100"
"In post","2021","Legal","Male","North East (England)","180","180","40010","37780"
"In post","2021","Legal","Male","North West (England)","550","530","41260","38280"
"In post","2021","Legal","Male","Northern Ireland","90","90","29350","26030"
"In post","2021","Legal","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Male","Scotland","310","290","46720","43530"
"In post","2021","Legal","Male","South East (England)","330","310","45400","46150"
"In post","2021","Legal","Male","South West (England)","250","240","43750","41750"
"In post","2021","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Male","Wales","260","250","46020","47000"
"In post","2021","Legal","Male","West Midlands (England)","270","260","42980","38730"
"In post","2021","Legal","Male","Yorkshire and The Humber","380","370","45500","48080"
"In post","2021","Medicine","Female","East Midlands (England)","140","130","42730","37890"
"In post","2021","Medicine","Female","East of England","110","100","49180","37890"
"In post","2021","Medicine","Female","London","250","220","78970","78450"
"In post","2021","Medicine","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Female","North West (England)","50","40","[c]","[c]"
"In post","2021","Medicine","Female","Northern Ireland","30","20","[c]","[c]"
"In post","2021","Medicine","Female","Overseas","40","30","[c]","[c]"
"In post","2021","Medicine","Female","Scotland","70","60","43770","37890"
"In post","2021","Medicine","Female","South East (England)","310","270","47060","37890"
"In post","2021","Medicine","Female","South West (England)","310","270","42060","33180"
"In post","2021","Medicine","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Female","Wales","170","150","50030","37890"
"In post","2021","Medicine","Female","West Midlands (England)","130","120","55320","38890"
"In post","2021","Medicine","Female","Yorkshire and The Humber","120","110","45550","35300"
"In post","2021","Medicine","Male","East Midlands (England)","50","50","[c]","[c]"
