"Status","Year","Region_ITL2","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Internal Audit","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Legal","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Legal","Hertfordshire","190","170","42610","40000"
"In post","2021","Bedfordshire and Hertfordshire","Legal","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","No function","Bedford","490","470","30760","29920"
"In post","2021","Bedfordshire and Hertfordshire","No function","Central Bedfordshire","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","No function","Hertfordshire","910","860","30930","30210"
"In post","2021","Bedfordshire and Hertfordshire","No function","Luton","210","190","23470","22450"
"In post","2021","Bedfordshire and Hertfordshire","Project Delivery","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Project Delivery","Central Bedfordshire","80","80","34660","33630"
"In post","2021","Bedfordshire and Hertfordshire","Project Delivery","Hertfordshire","110","110","44160","41690"
"In post","2021","Bedfordshire and Hertfordshire","Project Delivery","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Property","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Property","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Property","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Security","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Security","Central Bedfordshire","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Security","Hertfordshire","50","50","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Bedford","290","270","28240","27570"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Central Bedfordshire","220","210","30270","27570"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Hertfordshire","1190","1120","34680","30020"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Luton","330","290","27660","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Analysis","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Analysis","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Analysis","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Buckinghamshire CC","70","70","39960","36800"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Milton Keynes","80","70","43780","41160"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Oxfordshire","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Berkshire","40","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","Berkshire","90","80","32030","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Debt","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Berkshire","130","120","40720","38320"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Milton Keynes","110","100","44270","40670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Berkshire","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Buckinghamshire CC","130","130","38670","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Milton Keynes","70","70","38760","31730"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Oxfordshire","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","Berkshire","150","140","28830","25190"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Berkshire","40","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Buckinghamshire CC","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Milton Keynes","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Berkshire","160","150","44880","41790"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Milton Keynes","50","30","48980","53630"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Berkshire","700","660","33390","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Buckinghamshire CC","730","690","30800","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Milton Keynes","1030","1000","28700","27260"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Oxfordshire","1300","1200","33570","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Berkshire","80","80","46250","40680"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Buckinghamshire CC","140","140","39140","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Milton Keynes","60","60","37820","32970"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Oxfordshire","220","210","37560","34000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Berkshire","50","50","31450","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Buckinghamshire CC","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Milton Keynes","190","180","35820","33510"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Oxfordshire","90","90","32690","32470"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Berkshire","640","630","34910","39070"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Milton Keynes","300","290","34260","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Oxfordshire","140","140","29280","21130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Berkshire","760","720","30250","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Buckinghamshire CC","470","450","28800","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Milton Keynes","280","250","27240","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Oxfordshire","850","810","28390","26670"
"In post","2021","Cheshire","Analysis","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Counter Fraud","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data & Technology","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data & Technology","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data & Technology","Warrington","120","120","41950","41700"
"In post","2021","Cheshire","Finance","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Grants Management","Cheshire East","100","90","24740","24920"
"In post","2021","Cheshire","Human Resources","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Warrington","60","60","41600","39240"
"In post","2021","Cheshire","Internal Audit","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Warrington","40","40","[c]","[c]"
"In post","2021","Cheshire","No function","Cheshire East","460","430","30800","27420"
"In post","2021","Cheshire","No function","Cheshire West and Chester","130","120","26220","23840"
"In post","2021","Cheshire","No function","Warrington","1820","1760","33020","31650"
"In post","2021","Cheshire","Project Delivery","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Warrington","50","50","[c]","[c]"
"In post","2021","Cheshire","Property","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Cheshire East","150","140","27190","27570"
"In post","2021","Cheshire","Unknown","Cheshire West and Chester","300","280","25350","27570"
"In post","2021","Cheshire","Unknown","Warrington","520","470","25130","27570"
"In post","2021","Cornwall and Isles of Scilly","Analysis","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Grants Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","No function","Cornwall and Isles of Scilly","260","230","29180","26700"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Cornwall and Isles of Scilly","60","50","28850","26430"
"In post","2021","Cornwall and Isles of Scilly","Security","Cornwall and Isles of Scilly","50","50","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Cornwall and Isles of Scilly","1170","1060","25420","26670"
"In post","2021","Cumbria","Analysis","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Analysis","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","West Cumbria","40","40","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Grants Management","East Cumbria","230","200","25290","21050"
"In post","2021","Cumbria","Grants Management","West Cumbria","420","370","23300","21050"
"In post","2021","Cumbria","Human Resources","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","East Cumbria","40","30","[c]","[c]"
"In post","2021","Cumbria","Legal","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","No function","East Cumbria","320","290","27670","23130"
"In post","2021","Cumbria","No function","West Cumbria","290","270","27730","26300"
"In post","2021","Cumbria","Project Delivery","East Cumbria","120","120","26570","22950"
"In post","2021","Cumbria","Project Delivery","West Cumbria","160","160","41990","40290"
"In post","2021","Cumbria","Property","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","East Cumbria","50","50","[c]","[c]"
"In post","2021","Cumbria","Security","West Cumbria","50","50","[c]","[c]"
"In post","2021","Cumbria","Unknown","East Cumbria","110","90","27330","27570"
"In post","2021","Cumbria","Unknown","West Cumbria","170","150","25890","27570"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","Nottingham","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Nottingham","60","50","41870","40470"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","Nottingham","480","470","29450","25560"
"In post","2021","Derbyshire and Nottinghamshire","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Nottingham","510","480","33500","31810"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Debt","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Debt","Nottingham","250","220","21440","20140"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","Nottingham","190","190","39750","36500"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","Nottingham","180","170","37290","32230"
"In post","2021","Derbyshire and Nottinghamshire","Finance","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","Nottingham","60","60","25370","25100"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Nottingham","410","380","37360","31900"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Nottingham","390","350","36440","31000"
"In post","2021","Derbyshire and Nottinghamshire","No function","Derby","310","280","28240","22920"
"In post","2021","Derbyshire and Nottinghamshire","No function","East Derbyshire","70","60","28420","26750"
"In post","2021","Derbyshire and Nottinghamshire","No function","North Nottinghamshire","660","620","28480","26810"
"In post","2021","Derbyshire and Nottinghamshire","No function","Nottingham","4070","3790","30550","27130"
"In post","2021","Derbyshire and Nottinghamshire","No function","South and West Derbyshire","770","710","33820","31650"
"In post","2021","Derbyshire and Nottinghamshire","No function","South Nottinghamshire","540","510","31460","28220"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Nottingham","230","220","43590","38630"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","Nottingham","300","280","37840","33840"
"In post","2021","Derbyshire and Nottinghamshire","Property","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","Derby","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Derby","630","540","24290","21010"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","East Derbyshire","320","270","26040","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","North Nottinghamshire","280","260","28550","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Nottingham","760","690","26530","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","South and West Derbyshire","310","270","27940","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","South Nottinghamshire","150","140","25690","23610"
"In post","2021","Devon","Analysis","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","Devon CC","200","190","42960","40140"
"In post","2021","Devon","Commercial","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Communications","Devon CC","50","50","34400","32730"
"In post","2021","Devon","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Counter Fraud","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Counter Fraud","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Debt","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Digital, Data & Technology","Devon CC","850","810","40250","39650"
"In post","2021","Devon","Digital, Data & Technology","Plymouth","530","500","38070","38450"
"In post","2021","Devon","Digital, Data & Technology","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Finance","Devon CC","60","60","43720","39840"
"In post","2021","Devon","Finance","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Grants Management","Devon CC","180","170","26610","25190"
"In post","2021","Devon","Human Resources","Devon CC","100","90","36610","32940"
"In post","2021","Devon","Human Resources","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Human Resources","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Internal Audit","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Internal Audit","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Legal","Devon CC","110","110","40700","39030"
"In post","2021","Devon","Legal","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Devon","No function","Devon CC","1730","1610","29980","26630"
"In post","2021","Devon","No function","Plymouth","630","560","28910","27130"
"In post","2021","Devon","No function","Torbay","60","60","29210","24200"
"In post","2021","Devon","Project Delivery","Devon CC","370","360","40440","39650"
"In post","2021","Devon","Project Delivery","Plymouth","290","280","34860","33300"
"In post","2021","Devon","Property","Devon CC","130","120","33300","32100"
"In post","2021","Devon","Property","Plymouth","390","370","26040","21100"
"In post","2021","Devon","Property","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Security","Devon CC","90","90","21220","19530"
"In post","2021","Devon","Security","Plymouth","340","330","28590","25680"
"In post","2021","Devon","Unknown","Devon CC","1680","1440","25330","23320"
"In post","2021","Devon","Unknown","Plymouth","820","750","29510","27570"
"In post","2021","Devon","Unknown","Torbay","270","220","24720","26120"
"In post","2021","Dorset and Somerset","Analysis","Dorset CC","120","110","33040","29270"
"In post","2021","Dorset and Somerset","Analysis","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Somerset","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Counter Fraud","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","Somerset","200","200","38760","35340"
"In post","2021","Dorset and Somerset","Finance","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Finance","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Finance","Somerset","[c]","[c]","[c]","[c]"
