"Status","Year","Sex","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","North West (England)","50","50","33620","32390"
"In post","2021","Female","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Scotland","60","50","27920","25310"
"In post","2021","Female","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Female","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data and Technology","East Midlands (England)","110","100","36210","32180"
"In post","2021","Female","Digital, Data and Technology","East of England","160","140","35850","33000"
"In post","2021","Female","Digital, Data and Technology","London","1250","1210","47840","43960"
"In post","2021","Female","Digital, Data and Technology","North East (England)","280","260","39080","37100"
"In post","2021","Female","Digital, Data and Technology","North West (England)","360","340","38550","35820"
"In post","2021","Female","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data and Technology","Scotland","170","160","39090","35960"
"In post","2021","Female","Digital, Data and Technology","South East (England)","300","280","36590","33010"
"In post","2021","Female","Digital, Data and Technology","South West (England)","650","600","37030","35030"
"In post","2021","Female","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data and Technology","Wales","610","580","37380","36030"
"In post","2021","Female","Digital, Data and Technology","West Midlands (England)","370","350","40270","37100"
"In post","2021","Female","Digital, Data and Technology","Yorkshire and The Humber","380","360","38940","35900"
"In post","2021","Female","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Economics","London","640","620","47810","45470"
"In post","2021","Female","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Economics","Wales","70","60","36810","31090"
"In post","2021","Female","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Finance","East Midlands (England)","120","110","33760","30370"
"In post","2021","Female","Finance","East of England","240","220","34950","31810"
"In post","2021","Female","Finance","London","1230","1190","46890","41980"
"In post","2021","Female","Finance","North East (England)","200","190","36530","31810"
"In post","2021","Female","Finance","North West (England)","330","310","36990","33300"
"In post","2021","Female","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Finance","Scotland","500","420","27600","21440"
"In post","2021","Female","Finance","South East (England)","530","500","35660","33000"
"In post","2021","Female","Finance","South West (England)","740","690","37980","33300"
"In post","2021","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Finance","Wales","420","380","35940","30890"
"In post","2021","Female","Finance","West Midlands (England)","310","290","40110","37100"
"In post","2021","Female","Finance","Yorkshire and The Humber","470","420","33170","28970"
"In post","2021","Female","Human Resources","East Midlands (England)","260","250","37800","33840"
"In post","2021","Female","Human Resources","East of England","140","130","34570","31180"
"In post","2021","Female","Human Resources","London","1640","1570","46480","41970"
"In post","2021","Female","Human Resources","North East (England)","90","80","34850","32900"
"In post","2021","Female","Human Resources","North West (England)","720","660","33710","30530"
"In post","2021","Female","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Human Resources","Scotland","520","480","28880","23350"
"In post","2021","Female","Human Resources","South East (England)","380","360","35510","31180"
"In post","2021","Female","Human Resources","South West (England)","680","620","35390","32730"
"In post","2021","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Human Resources","Wales","590","540","34950","31090"
"In post","2021","Female","Human Resources","West Midlands (England)","210","200","37800","34850"
"In post","2021","Female","Human Resources","Yorkshire and The Humber","290","270","39260","36820"
"In post","2021","Female","Inspector of Education and Training","East Midlands (England)","50","50","[c]","[c]"
"In post","2021","Female","Inspector of Education and Training","East of England","60","60","61880","51360"
"In post","2021","Female","Inspector of Education and Training","London","170","160","63060","51360"
"In post","2021","Female","Inspector of Education and Training","North West (England)","80","80","63080","64500"
"In post","2021","Female","Inspector of Education and Training","South West (England)","60","60","62380","51360"
"In post","2021","Female","Inspector of Education and Training","Wales","30","30","[c]","[c]"
"In post","2021","Female","Inspector of Education and Training","West Midlands (England)","70","70","62880","51360"
"In post","2021","Female","Inspector of Education and Training","Yorkshire and The Humber","90","80","64790","64500"
"In post","2021","Female","Intelligence Analysis","East Midlands (England)","60","50","28190","26850"
"In post","2021","Female","Intelligence Analysis","East of England","160","150","31730","30450"
"In post","2021","Female","Intelligence Analysis","London","600","560","39550","36140"
"In post","2021","Female","Intelligence Analysis","North East (England)","40","30","[c]","[c]"
"In post","2021","Female","Intelligence Analysis","North West (England)","190","180","27660","25830"
"In post","2021","Female","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Intelligence Analysis","Overseas","30","30","[c]","[c]"
"In post","2021","Female","Intelligence Analysis","Scotland","30","30","[c]","[c]"
"In post","2021","Female","Intelligence Analysis","South East (England)","200","190","28390","27370"
"In post","2021","Female","Intelligence Analysis","South West (England)","30","30","[c]","[c]"
"In post","2021","Female","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Intelligence Analysis","West Midlands (England)","60","50","32080","28200"
"In post","2021","Female","Intelligence Analysis","Yorkshire and The Humber","140","130","32090","28080"
"In post","2021","Female","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","London","90","90","51060","49600"
"In post","2021","Female","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","North West (England)","30","30","[c]","[c]"
"In post","2021","Female","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Scotland","40","40","[c]","[c]"
"In post","2021","Female","Internal Audit","South East (England)","40","40","[c]","[c]"
"In post","2021","Female","Internal Audit","South West (England)","50","50","43350","41300"
"In post","2021","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","Female","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","International Trade","London","500","490","46460","40780"
"In post","2021","Female","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","International Trade","Overseas","40","40","[c]","[c]"
"In post","2021","Female","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Knowledge and Information Management","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","Female","Knowledge and Information Management","East of England","90","90","34840","30610"
"In post","2021","Female","Knowledge and Information Management","London","410","380","40680","36140"
"In post","2021","Female","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Knowledge and Information Management","North West (England)","70","60","32840","29750"
"In post","2021","Female","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Knowledge and Information Management","Scotland","30","30","[c]","[c]"
"In post","2021","Female","Knowledge and Information Management","South East (England)","160","150","31780","28930"
"In post","2021","Female","Knowledge and Information Management","South West (England)","220","210","34150","33300"
"In post","2021","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Knowledge and Information Management","Wales","90","80","32300","28850"
"In post","2021","Female","Knowledge and Information Management","West Midlands (England)","80","70","30640","26480"
"In post","2021","Female","Knowledge and Information Management","Yorkshire and The Humber","80","70","34420","31780"
"In post","2021","Female","Legal","East Midlands (England)","270","240","43150","45700"
"In post","2021","Female","Legal","East of England","410","360","38150","33840"
"In post","2021","Female","Legal","London","2780","2550","55510","54070"
"In post","2021","Female","Legal","North East (England)","240","220","41860","40590"
"In post","2021","Female","Legal","North West (England)","670","610","43530","43460"
"In post","2021","Female","Legal","Northern Ireland","70","70","29610","27010"
"In post","2021","Female","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Scotland","590","550","49330","52490"
"In post","2021","Female","Legal","South East (England)","460","410","45710","45100"
"In post","2021","Female","Legal","South West (England)","290","260","43220","43160"
"In post","2021","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Wales","400","360","45290","48080"
"In post","2021","Female","Legal","West Midlands (England)","380","340","45300","48080"
"In post","2021","Female","Legal","Yorkshire and The Humber","470","420","45700","48080"
"In post","2021","Female","Medicine","East Midlands (England)","140","130","42730","37890"
"In post","2021","Female","Medicine","East of England","110","100","49180","37890"
"In post","2021","Female","Medicine","London","250","220","78970","78450"
"In post","2021","Female","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medicine","North West (England)","50","40","[c]","[c]"
"In post","2021","Female","Medicine","Northern Ireland","30","20","[c]","[c]"
"In post","2021","Female","Medicine","Overseas","40","30","[c]","[c]"
"In post","2021","Female","Medicine","Scotland","70","60","43770","37890"
"In post","2021","Female","Medicine","South East (England)","310","270","47060","37890"
"In post","2021","Female","Medicine","South West (England)","310","270","42060","33180"
"In post","2021","Female","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medicine","Wales","170","150","50030","37890"
"In post","2021","Female","Medicine","West Midlands (England)","130","120","55320","38890"
"In post","2021","Female","Medicine","Yorkshire and The Humber","120","110","45550","35300"
"In post","2021","Female","Operational Delivery","East Midlands (England)","5540","4960","26420","23910"
"In post","2021","Female","Operational Delivery","East of England","5260","4730","27030","24920"
"In post","2021","Female","Operational Delivery","London","14690","13630","33470","29570"
"In post","2021","Female","Operational Delivery","North East (England)","8180","6850","24970","21440"
"In post","2021","Female","Operational Delivery","North West (England)","14790","13140","26550","24890"
"In post","2021","Female","Operational Delivery","Northern Ireland","880","760","26040","25040"
"In post","2021","Female","Operational Delivery","Overseas","90","90","39940","31910"
"In post","2021","Female","Operational Delivery","Scotland","7370","6550","26560","24500"
"In post","2021","Female","Operational Delivery","South East (England)","8860","7840","27520","25560"
"In post","2021","Female","Operational Delivery","South West (England)","5550","4960","28000","25400"
"In post","2021","Female","Operational Delivery","Unknown","60","60","35250","33920"
"In post","2021","Female","Operational Delivery","Wales","10030","8730","25790","22350"
"In post","2021","Female","Operational Delivery","West Midlands (England)","7610","6900","26780","23840"
"In post","2021","Female","Operational Delivery","Yorkshire and The Humber","8010","7100","27030","24890"
"In post","2021","Female","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","London","160","150","48000","42800"
"In post","2021","Female","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","North West (England)","30","30","[c]","[c]"
"In post","2021","Female","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","South East (England)","140","130","39690","37360"
"In post","2021","Female","Operational Research","South West (England)","50","50","[c]","[c]"
"In post","2021","Female","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","East Midlands (England)","480","450","23470","21130"
"In post","2021","Female","Other","East of England","620","590","23460","21130"
"In post","2021","Female","Other","London","2270","2170","39100","32410"
"In post","2021","Female","Other","North East (England)","110","100","27660","21590"
"In post","2021","Female","Other","North West (England)","470","440","27880","23490"
"In post","2021","Female","Other","Northern Ireland","170","170","23800","21980"
"In post","2021","Female","Other","Overseas","240","230","49350","46620"
"In post","2021","Female","Other","Scotland","890","830","27880","23130"
"In post","2021","Female","Other","South East (England)","1440","1360","25100","21580"
"In post","2021","Female","Other","South West (England)","2200","2030","27780","24540"
"In post","2021","Female","Other","Unknown","170","170","32810","32700"
"In post","2021","Female","Other","Wales","640","600","35540","37410"
"In post","2021","Female","Other","West Midlands (England)","560","520","24370","21190"
"In post","2021","Female","Other","Yorkshire and The Humber","500","470","25260","21130"
"In post","2021","Female","Planning","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","London","40","40","[c]","[c]"
"In post","2021","Female","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning Inspectors","South West (England)","120","100","57830","58810"
"In post","2021","Female","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Policy","East Midlands (England)","170","150","40170","36780"
"In post","2021","Female","Policy","East of England","110","100","42590","38630"
"In post","2021","Female","Policy","London","10450","10060","48000","44080"
"In post","2021","Female","Policy","North East (England)","230","220","39040","36780"
"In post","2021","Female","Policy","North West (England)","580","550","40070","36820"
"In post","2021","Female","Policy","Northern Ireland","50","50","[c]","[c]"
"In post","2021","Female","Policy","Overseas","750","750","51740","53370"
"In post","2021","Female","Policy","Scotland","240","230","41580","35900"
"In post","2021","Female","Policy","South East (England)","250","240","37610","33350"
"In post","2021","Female","Policy","South West (England)","460","420","39420","36520"
"In post","2021","Female","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Policy","Wales","1160","1090","40170","37410"
"In post","2021","Female","Policy","West Midlands (England)","360","340","39610","34860"
"In post","2021","Female","Policy","Yorkshire and The Humber","920","870","41340","36960"
"In post","2021","Female","Project Delivery","East Midlands (England)","200","190","37970","34120"
"In post","2021","Female","Project Delivery","East of England","310","300","37920","34800"
"In post","2021","Female","Project Delivery","London","1910","1840","48690","42890"
"In post","2021","Female","Project Delivery","North East (England)","460","430","39610","38630"
"In post","2021","Female","Project Delivery","North West (England)","730","700","39250","37460"
"In post","2021","Female","Project Delivery","Northern Ireland","40","30","[c]","[c]"
"In post","2021","Female","Project Delivery","Overseas","70","70","45750","45200"
"In post","2021","Female","Project Delivery","Scotland","330","320","37960","33930"
"In post","2021","Female","Project Delivery","South East (England)","960","930","36850","33300"
"In post","2021","Female","Project Delivery","South West (England)","2090","1980","37300","34850"
"In post","2021","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Project Delivery","Wales","260","240","39910","37750"
"In post","2021","Female","Project Delivery","West Midlands (England)","420","410","38370","36680"
"In post","2021","Female","Project Delivery","Yorkshire and The Humber","270","260","38540","35900"
"In post","2021","Female","Property","East Midlands (England)","230","210","31760","28660"
"In post","2021","Female","Property","East of England","220","210","31630","31100"
"In post","2021","Female","Property","London","460","430","41360","35900"
"In post","2021","Female","Property","North East (England)","120","110","31910","30000"
"In post","2021","Female","Property","North West (England)","240","220","34660","30000"
"In post","2021","Female","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Property","Scotland","120","110","29420","27710"
"In post","2021","Female","Property","South East (England)","350","330","33280","33000"
"In post","2021","Female","Property","South West (England)","360","330","33480","33250"
"In post","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Property","Wales","160","150","34440","32110"
"In post","2021","Female","Property","West Midlands (England)","230","210","33350","31100"
"In post","2021","Female","Property","Yorkshire and The Humber","240","220","34560","31460"
"In post","2021","Female","Psychology","East Midlands (England)","150","150","34650","30450"
"In post","2021","Female","Psychology","East of England","150","140","35180","30450"
"In post","2021","Female","Psychology","London","60","50","42440","40520"
"In post","2021","Female","Psychology","North East (England)","80","80","37650","38150"
"In post","2021","Female","Psychology","North West (England)","130","130","35130","30450"
"In post","2021","Female","Psychology","Scotland","60","60","37340","33650"
"In post","2021","Female","Psychology","South East (England)","200","190","35220","30450"
"In post","2021","Female","Psychology","South West (England)","90","80","37630","31180"
"In post","2021","Female","Psychology","Wales","40","40","[c]","[c]"
"In post","2021","Female","Psychology","West Midlands (England)","110","100","32950","29750"
"In post","2021","Female","Psychology","Yorkshire and The Humber","160","150","34000","30450"
"In post","2021","Female","Science and Engineering","East Midlands (England)","170","160","39160","37890"
"In post","2021","Female","Science and Engineering","East of England","380","350","37430","35900"
"In post","2021","Female","Science and Engineering","London","850","790","45360","40960"
"In post","2021","Female","Science and Engineering","North East (England)","30","30","[c]","[c]"
"In post","2021","Female","Science and Engineering","North West (England)","230","210","33960","31710"
"In post","2021","Female","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Science and Engineering","Scotland","70","70","35470","34930"
"In post","2021","Female","Science and Engineering","South East (England)","680","640","36900","33790"
"In post","2021","Female","Science and Engineering","South West (England)","1530","1430","36290","36330"
"In post","2021","Female","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Science and Engineering","Wales","140","130","41270","40680"
"In post","2021","Female","Science and Engineering","West Midlands (England)","170","150","36180","34930"
"In post","2021","Female","Science and Engineering","Yorkshire and The Humber","200","180","36320","33520"
"In post","2021","Female","Security","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Female","Security","East of England","150","140","29040","24620"
"In post","2021","Female","Security","London","440","420","40010","35990"
"In post","2021","Female","Security","North East (England)","40","30","[c]","[c]"
"In post","2021","Female","Security","North West (England)","80","80","31390","30820"
"In post","2021","Female","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Security","Scotland","220","210","29320","26670"
"In post","2021","Female","Security","South East (England)","280","270","29840","26670"
"In post","2021","Female","Security","South West (England)","210","210","27230","23540"
"In post","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Security","Wales","80","80","29030","26780"
"In post","2021","Female","Security","West Midlands (England)","90","90","31910","28970"
"In post","2021","Female","Security","Yorkshire and The Humber","80","70","32290","28890"
"In post","2021","Female","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Social Research","London","330","310","46930","42890"
"In post","2021","Female","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Social Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Social Research","South East (England)","130","110","37530","37020"
"In post","2021","Female","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Social Research","Wales","290","270","40770","41560"
"In post","2021","Female","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Statistics","London","410","390","46850","42890"
"In post","2021","Female","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Statistics","North West (England)","50","50","38500","32480"
"In post","2021","Female","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Statistics","Scotland","30","30","[c]","[c]"
"In post","2021","Female","Statistics","South East (England)","90","90","40110","37020"
"In post","2021","Female","Statistics","South West (England)","80","70","40040","39070"
"In post","2021","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Statistics","Wales","190","180","39880","37020"
"In post","2021","Female","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Statistics","Yorkshire and The Humber","50","50","36520","31380"
"In post","2021","Female","Tax","East Midlands (England)","620","570","32560","31810"
"In post","2021","Female","Tax","East of England","150","130","32220","29570"
"In post","2021","Female","Tax","London","1030","960","41080","36160"
"In post","2021","Female","Tax","North East (England)","1090","1020","28110","25560"
"In post","2021","Female","Tax","North West (England)","1580","1460","30840","28130"
"In post","2021","Female","Tax","Northern Ireland","310","280","31400","31810"
"In post","2021","Female","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tax","Scotland","1030","940","30050","28130"
"In post","2021","Female","Tax","South East (England)","300","270","32440","31810"
"In post","2021","Female","Tax","South West (England)","230","210","37720","31870"
"In post","2021","Female","Tax","Wales","770","720","29370","25560"
"In post","2021","Female","Tax","West Midlands (England)","610","560","32740","31810"
"In post","2021","Female","Tax","Yorkshire and The Humber","710","660","31230","31810"
"In post","2021","Female","Unknown","East Midlands (England)","3180","2730","26190","27570"
"In post","2021","Female","Unknown","East of England","3220","2790","28450","27570"
"In post","2021","Female","Unknown","London","10710","10050","38680","31060"
"In post","2021","Female","Unknown","North East (England)","6630","5650","26450","27570"
"In post","2021","Female","Unknown","North West (England)","12160","10580","26860","27570"
"In post","2021","Female","Unknown","Northern Ireland","70","60","29120","25560"
"In post","2021","Female","Unknown","Overseas","120","120","[c]","[c]"
"In post","2021","Female","Unknown","Scotland","13030","11700","32850","27570"
"In post","2021","Female","Unknown","South East (England)","4740","4160","27840","27570"
"In post","2021","Female","Unknown","South West (England)","4250","3590","27190","27570"
"In post","2021","Female","Unknown","Unknown","910","850","32270","28000"
"In post","2021","Female","Unknown","Wales","4010","3490","25820","27570"
"In post","2021","Female","Unknown","West Midlands (England)","5370","4550","26320","27570"
"In post","2021","Female","Unknown","Yorkshire and The Humber","6470","5540","29080","27570"
"In post","2021","Female","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Female","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Veterinarian","South West (England)","50","50","43720","37910"
"In post","2021","Female","Veterinarian","Wales","40","40","[c]","[c]"
"In post","2021","Female","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Male","Commercial","East Midlands (England)","70","60","45880","46870"
"In post","2021","Male","Commercial","East of England","110","110","41660","37320"
"In post","2021","Male","Commercial","London","420","410","49660","45810"
