"Status","Year","Organisation","Region_ITL2","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","London","80","80","33930","31800"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","West Midlands (England)","110","100","29190","24920"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Scotland","50","50","30950","26520"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","South East (England)","590","560","33200","28600"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Wales","210","190","27660","25150"
"In post","2021","Animal and Plant Health Agency","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","London","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","120","110","35550","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","East of England","110","110","47220","40250"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","Wales","60","60","38710","30620"
"In post","2021","Cabinet Office (excl. agencies)","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","170","170","55360","52600"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","North West (England)","270","270","45320","38650"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","South East (England)","90","90","51790","51480"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","London","900","880","52110","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","London","5550","5480","49460","40600"
"In post","2021","Cabinet Office (excl. agencies)","Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancashire","North West (England)","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Merseyside","North West (England)","130","120","49120","49700"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire","Yorkshire and The Humber","450","420","29430","26670"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","North East (England)","400","380","28460","23850"
"In post","2021","Cabinet Office (excl. agencies)","Outer London - South","London","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Yorkshire","Yorkshire and The Humber","100","100","46980","49700"
"In post","2021","Cabinet Office (excl. agencies)","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tees Valley and Durham","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","600","600","36250","32000"
"In post","2021","Cabinet Office (excl. agencies)","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Yorkshire","Yorkshire and The Humber","190","180","47020","40250"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Devon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","South West (England)","140","130","33130","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","East of England","460","440","34620","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Dorset and Somerset","South West (England)","50","50","35580","30350"
"In post","2021","Charity Commission","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","London","70","70","42950","37910"
"In post","2021","Charity Commission","Merseyside","North West (England)","310","290","32780","29160"
"In post","2021","Companies House","East Wales","Wales","1030","950","31130","27460"
"In post","2021","Companies House","Eastern Scotland","Scotland","40","40","[c]","[c]"
"In post","2021","Companies House","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Eastern Scotland","Scotland","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Inner London - East","London","790","760","60810","56630"
"In post","2021","Competition and Markets Authority","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","West Central Scotland","Scotland","300","280","26120","22640"
"In post","2021","Crown Commercial Service","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East Anglia","East of England","170","160","35020","33340"
"In post","2021","Crown Commercial Service","East Wales","Wales","110","110","33670","31680"
"In post","2021","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Inner London - East","London","70","70","50350","49300"
"In post","2021","Crown Commercial Service","Merseyside","North West (England)","400","390","38230","34800"
"In post","2021","Crown Commercial Service","West Midlands","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","Scotland","770","720","36840","31720"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Scotland","80","70","34120","23480"
"In post","2021","Crown Office and Procurator Fiscal Service","North Eastern Scotland","Scotland","100","90","33070","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Southern Scotland","Scotland","270","240","35120","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","West Central Scotland","Scotland","820","750","35310","30500"
"In post","2021","Crown Prosecution Service","Bedfordshire and Hertfordshire","East of England","170","150","42490","40000"
"In post","2021","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","140","130","43310","40000"
"In post","2021","Crown Prosecution Service","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Cumbria","North West (England)","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Derbyshire and Nottinghamshire","East Midlands (England)","270","260","37450","30370"
"In post","2021","Crown Prosecution Service","Devon","South West (England)","100","90","39950","36240"
"In post","2021","Crown Prosecution Service","East Anglia","East of England","120","110","36490","28430"
"In post","2021","Crown Prosecution Service","East Wales","Wales","290","270","41190","38760"
"In post","2021","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","70","70","38580","28430"
"In post","2021","Crown Prosecution Service","Essex","East of England","190","170","41150","35020"
"In post","2021","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","160","150","40250","37780"
"In post","2021","Crown Prosecution Service","Greater Manchester","North West (England)","360","330","40750","38000"
"In post","2021","Crown Prosecution Service","Hampshire and Isle of Wight","South East (England)","260","240","42870","39750"
"In post","2021","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Inner London - West","London","1570","1480","45210","40530"
"In post","2021","Crown Prosecution Service","Kent","South East (England)","130","120","39410","30110"
"In post","2021","Crown Prosecution Service","Lancashire","North West (England)","180","170","40040","38000"
"In post","2021","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","160","140","39390","38470"
"In post","2021","Crown Prosecution Service","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Merseyside","North West (England)","360","350","37570","30930"
"In post","2021","Crown Prosecution Service","North Yorkshire","Yorkshire and The Humber","310","280","46790","53350"
"In post","2021","Crown Prosecution Service","Northumberland and Tyne and Wear","North East (England)","240","220","37990","32370"
"In post","2021","Crown Prosecution Service","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Outer London - South","London","50","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Shropshire and Staffordshire","West Midlands (England)","70","60","41790","48080"
"In post","2021","Crown Prosecution Service","South Yorkshire","Yorkshire and The Humber","140","120","35940","28430"
"In post","2021","Crown Prosecution Service","Surrey, East and West Sussex","South East (England)","170","160","42360","36240"
"In post","2021","Crown Prosecution Service","Tees Valley and Durham","North East (England)","100","90","38060","32370"
"In post","2021","Crown Prosecution Service","West Midlands","West Midlands (England)","490","460","39800","38000"
"In post","2021","Crown Prosecution Service","West Wales and The Valleys","Wales","70","70","41350","38180"
"In post","2021","Crown Prosecution Service","West Yorkshire","Yorkshire and The Humber","410","380","39720","37780"
"In post","2021","Crown Prosecution Service Inspectorate","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Inner London - West","London","110","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","East Wales","Wales","380","360","28840","28750"
"In post","2021","Defence Electronics and Components Agency","Shropshire and Staffordshire","West Midlands (England)","60","60","25720","25950"
"In post","2021","Defence Equipment and Support","Bedfordshire and Hertfordshire","East of England","60","60","36410","35370"
"In post","2021","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","130","130","35840","34260"
"In post","2021","Defence Equipment and Support","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Cumbria","North West (England)","100","90","23950","21660"
"In post","2021","Defence Equipment and Support","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Devon","South West (England)","100","90","26980","22540"
"In post","2021","Defence Equipment and Support","Dorset and Somerset","South West (England)","370","350","34640","33740"
"In post","2021","Defence Equipment and Support","East Anglia","East of England","160","150","34080","33250"
"In post","2021","Defence Equipment and Support","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Eastern Scotland","Scotland","70","70","34510","32350"
"In post","2021","Defence Equipment and Support","Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","8180","7900","38070","35630"
"In post","2021","Defence Equipment and Support","Greater Manchester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Hampshire and Isle of Wight","South East (England)","330","320","27470","25070"
"In post","2021","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","140","140","24030","21430"
"In post","2021","Defence Equipment and Support","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Lincolnshire","East Midlands (England)","210","200","35900","34880"
"In post","2021","Defence Equipment and Support","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northumberland and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Outer London - West and North West","London","180","170","24050","21530"
"In post","2021","Defence Equipment and Support","Overseas","Overseas","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Shropshire and Staffordshire","West Midlands (England)","60","60","30360","26940"
"In post","2021","Defence Equipment and Support","Southern Scotland","Scotland","250","240","25160","23910"
"In post","2021","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","West Central Scotland","Scotland","180","170","31890","30000"
"In post","2021","Defence Equipment and Support","West Midlands","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East Anglia","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","2670","2580","39860","37320"
"In post","2021","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","South East (England)","1440","1380","41690","42860"
"In post","2021","Defence Science and Technology Laboratory","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Kent","South East (England)","260","240","38760","37320"
"In post","2021","Defence Science and Technology Laboratory","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Devon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Anglia","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","Wales","80","70","34620","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","London","4830","4740","49520","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","Scotland","100","90","50000","45620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","London","60","60","43510","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","West Midlands (England)","150","150","40000","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Greater Manchester","North West (England)","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Inner London - West","London","1710","1680","49440","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","East Midlands (England)","220","210","41850","37100"
"In post","2021","Department for Education (excl. agencies)","East Anglia","East of England","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","140","130","46090","42220"
"In post","2021","Department for Education (excl. agencies)","Greater Manchester","North West (England)","930","910","40660","36780"
"In post","2021","Department for Education (excl. agencies)","Inner London - West","London","2130","2050","50210","53420"
"In post","2021","Department for Education (excl. agencies)","Northumberland and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Outer London - South","London","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","South Yorkshire","Yorkshire and The Humber","1080","1040","40920","36960"
"In post","2021","Department for Education (excl. agencies)","Tees Valley and Durham","North East (England)","540","520","38190","36780"
"In post","2021","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","West Midlands","West Midlands (England)","480","460","39870","36780"
"In post","2021","Department for Education (excl. agencies)","West Yorkshire","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","190","190","40770","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","North West (England)","170","170","43090","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","North West (England)","80","70","36740","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","East Midlands (England)","60","50","41520","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","South West (England)","110","100","37800","36560"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","South West (England)","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","East of England","160","150","38090","36750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","780","740","40650","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","140","130","44230","38040"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","London","2480","2410","45270","39830"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancashire","North West (England)","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","Yorkshire and The Humber","550","530","39250","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland and Tyne and Wear","North East (England)","190","180","39460","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Surrey, East and West Sussex","South East (England)","110","100","44190","39420"
