"Status","Year","Region_ITL2","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cornwall and Isles of Scilly","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Unknown","690","600","25640","27570"
"In post","2021","Cornwall and Isles of Scilly","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","No function","120","120","30770","26780"
"In post","2021","Cornwall and Isles of Scilly","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Property","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Security","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Unknown","470","460","25090","25190"
"In post","2021","Cumbria","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Communications","50","40","27920","26030"
"In post","2021","Cumbria","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Grants Management","430","360","23900","21050"
"In post","2021","Cumbria","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Legal","40","30","[c]","[c]"
"In post","2021","Cumbria","Female","No function","380","340","26510","23240"
"In post","2021","Cumbria","Female","Project Delivery","70","70","32370","30600"
"In post","2021","Cumbria","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Unknown","210","180","26570","27570"
"In post","2021","Cumbria","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Grants Management","220","210","24210","21050"
"In post","2021","Cumbria","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","No function","230","220","29640","26810"
"In post","2021","Cumbria","Male","Project Delivery","210","210","36500","33740"
"In post","2021","Cumbria","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Security","80","70","28070","23540"
"In post","2021","Cumbria","Male","Unknown","70","70","26060","27570"
"In post","2021","Derbyshire and Nottinghamshire","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Commercial","60","60","37500","37970"
"In post","2021","Derbyshire and Nottinghamshire","Female","Communications","230","220","30700","26700"
"In post","2021","Derbyshire and Nottinghamshire","Female","Counter Fraud","230","210","31980","31810"
"In post","2021","Derbyshire and Nottinghamshire","Female","Debt","130","110","21690","20140"
"In post","2021","Derbyshire and Nottinghamshire","Female","Digital, Data & Technology","80","70","42170","39670"
"In post","2021","Derbyshire and Nottinghamshire","Female","Finance","110","110","35150","31810"
"In post","2021","Derbyshire and Nottinghamshire","Female","Grants Management","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Human Resources","300","280","37800","33690"
"In post","2021","Derbyshire and Nottinghamshire","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Legal","260","230","35680","28430"
"In post","2021","Derbyshire and Nottinghamshire","Female","No function","3490","3170","29750","26470"
"In post","2021","Derbyshire and Nottinghamshire","Female","Project Delivery","170","150","41140","38630"
"In post","2021","Derbyshire and Nottinghamshire","Female","Property","170","150","35020","32100"
"In post","2021","Derbyshire and Nottinghamshire","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Unknown","1620","1390","26050","27570"
"In post","2021","Derbyshire and Nottinghamshire","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Commercial","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Communications","260","250","28480","25560"
"In post","2021","Derbyshire and Nottinghamshire","Male","Counter Fraud","280","280","34660","31810"
"In post","2021","Derbyshire and Nottinghamshire","Male","Debt","120","110","21210","20140"
"In post","2021","Derbyshire and Nottinghamshire","Male","Digital, Data & Technology","130","130","37920","33590"
"In post","2021","Derbyshire and Nottinghamshire","Male","Finance","80","70","41500","38650"
"In post","2021","Derbyshire and Nottinghamshire","Male","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Human Resources","140","140","37370","31810"
"In post","2021","Derbyshire and Nottinghamshire","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Legal","150","140","38520","33020"
"In post","2021","Derbyshire and Nottinghamshire","Male","No function","2930","2800","31770","28130"
"In post","2021","Derbyshire and Nottinghamshire","Male","Project Delivery","130","130","43760","39630"
"In post","2021","Derbyshire and Nottinghamshire","Male","Property","170","160","39480","38550"
"In post","2021","Derbyshire and Nottinghamshire","Male","Security","60","60","33050","33200"
"In post","2021","Derbyshire and Nottinghamshire","Male","Unknown","830","790","26660","27570"
"In post","2021","Devon","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Commercial","120","110","40890","38370"
"In post","2021","Devon","Female","Communications","30","30","[c]","[c]"
"In post","2021","Devon","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Digital, Data & Technology","420","380","37380","38450"
"In post","2021","Devon","Female","Finance","40","40","[c]","[c]"
"In post","2021","Devon","Female","Grants Management","90","80","25420","25190"
"In post","2021","Devon","Female","Human Resources","80","70","36150","32810"
"In post","2021","Devon","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Legal","80","70","40470","38890"
"In post","2021","Devon","Female","No function","1190","1060","28450","24920"
"In post","2021","Devon","Female","Project Delivery","250","230","37050","38200"
"In post","2021","Devon","Female","Property","270","240","26070","21100"
"In post","2021","Devon","Female","Security","60","50","25950","21250"
"In post","2021","Devon","Female","Unknown","1720","1420","25700","26120"
"In post","2021","Devon","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Commercial","110","110","44940","46750"
"In post","2021","Devon","Male","Communications","30","30","[c]","[c]"
"In post","2021","Devon","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Digital, Data & Technology","960","930","40280","39650"
"In post","2021","Devon","Male","Finance","50","50","[c]","[c]"
"In post","2021","Devon","Male","Grants Management","90","90","27840","25560"
"In post","2021","Devon","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Legal","60","50","43370","43460"
"In post","2021","Devon","Male","No function","1230","1170","30860","27380"
"In post","2021","Devon","Male","Project Delivery","420","410","38540","39000"
"In post","2021","Devon","Male","Property","250","250","29830","25860"
"In post","2021","Devon","Male","Security","380","360","27140","20920"
"In post","2021","Devon","Male","Unknown","1040","990","27850","27570"
"In post","2021","Dorset and Somerset","Female","Analysis","50","50","30150","29270"
"In post","2021","Dorset and Somerset","Female","Commercial","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Human Resources","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","No function","1070","950","27680","26740"
"In post","2021","Dorset and Somerset","Female","Project Delivery","180","170","32280","30560"
"In post","2021","Dorset and Somerset","Female","Property","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Security","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Unknown","910","780","26480","27570"
"In post","2021","Dorset and Somerset","Male","Analysis","70","60","35240","29990"
"In post","2021","Dorset and Somerset","Male","Commercial","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Digital, Data & Technology","180","180","38750","35340"
"In post","2021","Dorset and Somerset","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","No function","1170","1120","29810","28200"
"In post","2021","Dorset and Somerset","Male","Project Delivery","270","260","35520","34560"
"In post","2021","Dorset and Somerset","Male","Property","50","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Security","110","100","23990","19560"
"In post","2021","Dorset and Somerset","Male","Unknown","770","750","28530","27570"
"In post","2021","East Anglia","Female","Analysis","160","140","31770","29270"
"In post","2021","East Anglia","Female","Commercial","200","190","38740","35760"
"In post","2021","East Anglia","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Counter Fraud","200","180","26780","25560"
"In post","2021","East Anglia","Female","Debt","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Digital, Data & Technology","60","60","33220","29760"
"In post","2021","East Anglia","Female","Finance","90","80","32240","26930"
"In post","2021","East Anglia","Female","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Human Resources","90","90","34070","30000"
"In post","2021","East Anglia","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Legal","110","100","35070","29900"
"In post","2021","East Anglia","Female","No function","2730","2480","29530","26380"
"In post","2021","East Anglia","Female","Project Delivery","210","200","35510","33300"
"In post","2021","East Anglia","Female","Property","180","170","32040","33000"
"In post","2021","East Anglia","Female","Security","70","70","25220","20920"
"In post","2021","East Anglia","Female","Unknown","2200","1910","25770","26910"
"In post","2021","East Anglia","Male","Analysis","200","200","36570","35900"
"In post","2021","East Anglia","Male","Commercial","150","150","44200","40130"
"In post","2021","East Anglia","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Counter Fraud","180","180","29460","28130"
"In post","2021","East Anglia","Male","Debt","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Digital, Data & Technology","100","100","34470","32960"
"In post","2021","East Anglia","Male","Finance","60","60","39620","36970"
"In post","2021","East Anglia","Male","Grants Management","30","30","[c]","[c]"
"In post","2021","East Anglia","Male","Human Resources","30","30","[c]","[c]"
"In post","2021","East Anglia","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Legal","60","50","45970","48080"
"In post","2021","East Anglia","Male","No function","2800","2680","31330","29870"
"In post","2021","East Anglia","Male","Project Delivery","280","280","38240","35690"
"In post","2021","East Anglia","Male","Property","210","210","35010","33300"
"In post","2021","East Anglia","Male","Security","170","170","31060","28890"
"In post","2021","East Anglia","Male","Unknown","1760","1690","27460","27570"
"In post","2021","East Wales","Female","Analysis","550","510","35250","33020"
"In post","2021","East Wales","Female","Commercial","90","90","36440","34030"
"In post","2021","East Wales","Female","Communications","440","410","29680","25560"
"In post","2021","East Wales","Female","Counter Fraud","190","170","29800","27130"
"In post","2021","East Wales","Female","Debt","160","150","23090","20140"
"In post","2021","East Wales","Female","Digital, Data & Technology","360","340","38280","36070"
"In post","2021","East Wales","Female","Finance","110","100","31560","27290"
"In post","2021","East Wales","Female","Human Resources","320","290","35830","31000"
"In post","2021","East Wales","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Female","Legal","260","230","39110","38090"
"In post","2021","East Wales","Female","No function","4310","3880","27760","23520"
"In post","2021","East Wales","Female","Project Delivery","220","200","36290","31810"
"In post","2021","East Wales","Female","Property","160","150","33550","31130"
"In post","2021","East Wales","Female","Security","40","40","[c]","[c]"
"In post","2021","East Wales","Female","Unknown","3780","3400","33770","27570"
"In post","2021","East Wales","Male","Analysis","490","480","37920","36030"
"In post","2021","East Wales","Male","Commercial","90","90","39270","35420"
"In post","2021","East Wales","Male","Communications","430","430","29080","25560"
"In post","2021","East Wales","Male","Counter Fraud","190","180","32900","31810"
"In post","2021","East Wales","Male","Debt","170","160","23100","20140"
"In post","2021","East Wales","Male","Digital, Data & Technology","690","690","40710","38000"
"In post","2021","East Wales","Male","Finance","70","70","40640","36130"
"In post","2021","East Wales","Male","Human Resources","120","120","36260","31500"
"In post","2021","East Wales","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Male","Legal","150","140","45520","45770"
"In post","2021","East Wales","Male","No function","3690","3550","30900","26780"
"In post","2021","East Wales","Male","Project Delivery","440","430","34270","30040"
"In post","2021","East Wales","Male","Property","160","150","32960","30990"
"In post","2021","East Wales","Male","Security","120","110","26660","20060"
"In post","2021","East Wales","Male","Unknown","2560","2480","36000","28850"
"In post","2021","East Wales","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Debt","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Legal","70","60","39280","35790"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","No function","1110","990","26860","25420"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Property","40","40","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Unknown","1050","880","25480","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Debt","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","No function","1370","1310","29660","27380"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Property","40","40","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Security","50","50","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Unknown","860","820","26650","26930"
"In post","2021","Eastern Scotland","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Female","Commercial","40","40","[c]","[c]"
"In post","2021","Eastern Scotland","Female","Communications","80","80","34130","31810"
"In post","2021","Eastern Scotland","Female","Counter Fraud","110","100","30060","28130"
"In post","2021","Eastern Scotland","Female","Debt","310","280","21420","20140"
"In post","2021","Eastern Scotland","Female","Digital, Data & Technology","70","70","37810","34150"
"In post","2021","Eastern Scotland","Female","Finance","120","120","35410","31810"
"In post","2021","Eastern Scotland","Female","Human Resources","190","180","34840","32930"
"In post","2021","Eastern Scotland","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Female","Legal","840","760","33420","29350"
