"Status","Year","Ethnicity","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bristol, City of","Female","100","80","34230","28590"
"In post","2021","Asian","Bristol, City of","Male","70","60","32800","27570"
"In post","2021","Asian","Bromley","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bromley","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","Female","50","50","29680","27570"
"In post","2021","Asian","Buckinghamshire CC","Male","40","40","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","Female","80","70","25920","27570"
"In post","2021","Asian","Calderdale and Kirklees","Male","60","60","27130","27570"
"In post","2021","Asian","Cambridgeshire CC","Female","30","30","[c]","[c]"
"In post","2021","Asian","Cambridgeshire CC","Male","50","50","37600","31310"
"In post","2021","Asian","Camden and City of London","Female","330","300","32530","29570"
"In post","2021","Asian","Camden and City of London","Male","250","240","34260","29570"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","Female","120","100","28880","25560"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","Male","120","120","30160","25280"
"In post","2021","Asian","Causeway Coast and Glens","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Causeway Coast and Glens","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Hampshire","Male","40","30","[c]","[c]"
"In post","2021","Asian","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","City of Edinburgh","Female","80","70","33660","29190"
"In post","2021","Asian","City of Edinburgh","Male","50","50","35540","31970"
"In post","2021","Asian","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Coventry","Female","250","230","33360","29730"
"In post","2021","Asian","Coventry","Male","170","170","33950","29730"
"In post","2021","Asian","Croydon","Female","1000","900","33330","29370"
"In post","2021","Asian","Croydon","Male","610","600","35850","31130"
"In post","2021","Asian","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derby","Female","70","60","24080","21010"
"In post","2021","Asian","Derby","Male","40","40","[c]","[c]"
"In post","2021","Asian","Derry City and Strabane","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derry City and Strabane","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dudley","Female","60","50","25010","25410"
"In post","2021","Asian","Dudley","Male","40","30","[c]","[c]"
"In post","2021","Asian","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Durham CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Durham CC","Male","30","20","[c]","[c]"
"In post","2021","Asian","Ealing","Female","140","130","31690","31060"
"In post","2021","Asian","Ealing","Male","60","50","30590","31060"
"In post","2021","Asian","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Lancashire","Female","40","30","[c]","[c]"
"In post","2021","Asian","East Lancashire","Male","30","30","[c]","[c]"
"In post","2021","Asian","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Enfield","Female","40","40","[c]","[c]"
"In post","2021","Asian","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Glasgow City","Female","110","100","27630","24770"
"In post","2021","Asian","Glasgow City","Male","90","90","30270","26410"
"In post","2021","Asian","Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester North East","Female","50","50","27050","27570"
"In post","2021","Asian","Greater Manchester North East","Male","60","60","27800","27570"
"In post","2021","Asian","Greater Manchester North West","Female","40","30","[c]","[c]"
"In post","2021","Asian","Greater Manchester North West","Male","40","40","[c]","[c]"
"In post","2021","Asian","Greater Manchester South East","Female","50","40","[c]","[c]"
"In post","2021","Asian","Greater Manchester South East","Male","40","30","[c]","[c]"
"In post","2021","Asian","Greater Manchester South West","Female","200","170","26980","24940"
"In post","2021","Asian","Greater Manchester South West","Male","270","260","29680","27570"
"In post","2021","Asian","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwynedd","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwynedd","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hackney and Newham","Female","430","360","30320","30420"
"In post","2021","Asian","Hackney and Newham","Male","270","260","33140","31060"
"In post","2021","Asian","Haringey and Islington","Female","80","70","27750","27490"
"In post","2021","Asian","Haringey and Islington","Male","80","80","30210","31060"
"In post","2021","Asian","Harrow and Hillingdon","Female","700","620","29880","29080"
"In post","2021","Asian","Harrow and Hillingdon","Male","540","520","29810","29030"
"In post","2021","Asian","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hertfordshire","Female","220","200","32980","29290"
"In post","2021","Asian","Hertfordshire","Male","120","120","34550","31810"
"In post","2021","Asian","Hounslow and Richmond upon Thames","Female","430","390","29680","29080"
"In post","2021","Asian","Hounslow and Richmond upon Thames","Male","230","220","30070","29080"
"In post","2021","Asian","Inverclyde, East Renfrewshire and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inverclyde, East Renfrewshire and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kensington & Chelsea and Hammersmith & Fulham","Female","60","50","32520","31060"
"In post","2021","Asian","Kensington & Chelsea and Hammersmith & Fulham","Male","60","60","33490","31060"
"In post","2021","Asian","Kent Thames Gateway","Female","30","30","[c]","[c]"
"In post","2021","Asian","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lambeth","Female","250","230","40230","33150"
"In post","2021","Asian","Lambeth","Male","140","130","42600","38380"
"In post","2021","Asian","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leeds","Female","440","390","29040","27370"
"In post","2021","Asian","Leeds","Male","500","490","30570","27570"
"In post","2021","Asian","Leicester","Female","460","380","24650","21440"
"In post","2021","Asian","Leicester","Male","370","350","25110","21490"
"In post","2021","Asian","Leicestershire CC and Rutland","Female","70","60","26140","24890"
"In post","2021","Asian","Leicestershire CC and Rutland","Male","60","50","26530","24890"
"In post","2021","Asian","Lewisham and Southwark","Female","70","60","33560","31060"
"In post","2021","Asian","Lewisham and Southwark","Male","80","80","30590","29080"
"In post","2021","Asian","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Liverpool","Female","50","40","[c]","[c]"
"In post","2021","Asian","Liverpool","Male","50","50","[c]","[c]"
"In post","2021","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Luton","Female","70","60","24820","24550"
"In post","2021","Asian","Luton","Male","50","50","26010","27290"
"In post","2021","Asian","Manchester","Female","300","280","29520","27570"
"In post","2021","Asian","Manchester","Male","320","320","31540","27570"
"In post","2021","Asian","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merton, Kingston upon Thames and Sutton","Female","60","50","30360","31060"
"In post","2021","Asian","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Mid Lancashire","Female","270","220","23550","21010"
"In post","2021","Asian","Mid Lancashire","Male","380","360","23820","21010"
"In post","2021","Asian","Milton Keynes","Female","60","50","28170","27260"
"In post","2021","Asian","Milton Keynes","Male","70","60","30980","27570"
"In post","2021","Asian","Monmouthshire and Newport","Female","40","40","[c]","[c]"
"In post","2021","Asian","Monmouthshire and Newport","Male","40","40","[c]","[c]"
"In post","2021","Asian","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Nottingham","Female","270","240","30550","27570"
"In post","2021","Asian","Nottingham","Male","220","210","30930","30650"
"In post","2021","Asian","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Orkney Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Female","60","60","42680","34770"
"In post","2021","Asian","Overseas","Male","90","90","48870","45910"
"In post","2021","Asian","Oxfordshire","Female","40","40","[c]","[c]"
"In post","2021","Asian","Oxfordshire","Male","40","40","[c]","[c]"
"In post","2021","Asian","Perth and Kinross and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Perth and Kinross and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Peterborough","Female","140","110","23210","21430"
"In post","2021","Asian","Peterborough","Male","90","80","24170","21430"
"In post","2021","Asian","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Portsmouth","Female","40","30","[c]","[c]"
"In post","2021","Asian","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Powys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Redbridge and Waltham Forest","Female","260","220","28650","30280"
"In post","2021","Asian","Redbridge and Waltham Forest","Male","130","130","29310","31060"
"In post","2021","Asian","Sandwell","Female","60","60","26680","27570"
"In post","2021","Asian","Sandwell","Male","30","30","[c]","[c]"
"In post","2021","Asian","Scottish Borders","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Borders","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Sefton","Male","40","30","[c]","[c]"
"In post","2021","Asian","Sheffield","Female","200","180","27240","24890"
"In post","2021","Asian","Sheffield","Male","190","180","28900","25020"
"In post","2021","Asian","Shetland Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Solihull","Female","160","140","26080","25310"
"In post","2021","Asian","Solihull","Male","110","110","27760","25310"
"In post","2021","Asian","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Hampshire","Female","40","40","[c]","[c]"
"In post","2021","Asian","South Hampshire","Male","30","30","[c]","[c]"
"In post","2021","Asian","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southampton","Female","40","30","[c]","[c]"
"In post","2021","Asian","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Staffordshire CC","Female","70","70","32790","27570"
"In post","2021","Asian","Staffordshire CC","Male","80","80","31450","27570"
"In post","2021","Asian","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Suffolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Swansea","Female","30","30","[c]","[c]"
"In post","2021","Asian","Swansea","Male","40","40","[c]","[c]"
"In post","2021","Asian","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Telford and Wrekin","Female","40","40","[c]","[c]"
"In post","2021","Asian","Telford and Wrekin","Male","50","50","37960","31810"
"In post","2021","Asian","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tower Hamlets","Female","630","590","39330","34550"
"In post","2021","Asian","Tower Hamlets","Male","510","500","42930","36650"
"In post","2021","Asian","Tyneside","Female","140","130","27390","21950"
"In post","2021","Asian","Tyneside","Male","110","110","30490","25560"
"In post","2021","Asian","Unknown","Female","110","90","28840","27570"
"In post","2021","Asian","Unknown","Male","60","60","31140","27570"
"In post","2021","Asian","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Walsall","Female","60","50","24670","21010"
"In post","2021","Asian","Walsall","Male","50","40","[c]","[c]"
"In post","2021","Asian","Wandsworth","Female","40","40","[c]","[c]"
"In post","2021","Asian","Wandsworth","Male","50","40","[c]","[c]"
"In post","2021","Asian","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Warwickshire","Female","80","70","24580","22220"
"In post","2021","Asian","Warwickshire","Male","60","50","27330","25300"
"In post","2021","Asian","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Essex","Female","40","30","[c]","[c]"
"In post","2021","Asian","West Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Lothian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Northamptonshire","Female","40","40","[c]","[c]"
"In post","2021","Asian","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Surrey","Female","90","80","31340","29290"
"In post","2021","Asian","West Surrey","Male","60","60","29580","27850"
"In post","2021","Asian","West Sussex (North East)","Female","50","40","27220","27390"
"In post","2021","Asian","West Sussex (North East)","Male","30","30","[c]","[c]"
"In post","2021","Asian","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Westminster","Female","3130","2990","42080","37640"
"In post","2021","Asian","Westminster","Male","2090","2070","43320","38750"
"In post","2021","Asian","Wiltshire","Female","60","60","35290","28780"
"In post","2021","Asian","Wiltshire","Male","60","60","37130","36330"
"In post","2021","Asian","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wolverhampton","Female","90","80","24030","21010"
"In post","2021","Asian","Wolverhampton","Male","70","60","25390","27570"
"In post","2021","Asian","Worcestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Worcestershire","Male","30","30","[c]","[c]"
"In post","2021","Asian","York","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
