"Status","Year","Age","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Undeclared","Undeclared","880","860","30940","28650"
"In post","2021","20-29","Undeclared","Unknown","550","540","28650","27400"
"In post","2021","20-29","Unknown","Declared disabled","180","180","28510","27570"
"In post","2021","20-29","Unknown","Declared non-disabled","1950","1910","28290","27570"
"In post","2021","20-29","Unknown","Undeclared","380","370","33900","33460"
"In post","2021","20-29","Unknown","Unknown","18460","18200","28160","26410"
"In post","2021","30-39","Heterosexual / straight","Declared disabled","6030","5690","32510","28700"
"In post","2021","30-39","Heterosexual / straight","Declared non-disabled","56010","53010","34520","30830"
"In post","2021","30-39","Heterosexual / straight","Undeclared","2340","2210","32910","29540"
"In post","2021","30-39","Heterosexual / straight","Unknown","4630","4440","36810","33650"
"In post","2021","30-39","LGBO","Declared disabled","1010","990","33340","29540"
"In post","2021","30-39","LGBO","Declared non-disabled","3680","3620","36000","31670"
"In post","2021","30-39","LGBO","Undeclared","280","270","33820","30790"
"In post","2021","30-39","LGBO","Unknown","350","350","37210","33650"
"In post","2021","30-39","Undeclared","Declared disabled","680","640","32650","27570"
"In post","2021","30-39","Undeclared","Declared non-disabled","3660","3460","34680","31060"
"In post","2021","30-39","Undeclared","Undeclared","1970","1900","35760","31810"
"In post","2021","30-39","Undeclared","Unknown","850","810","34180","30540"
"In post","2021","30-39","Unknown","Declared disabled","420","390","32460","27770"
"In post","2021","30-39","Unknown","Declared non-disabled","5890","5330","32070","27570"
"In post","2021","30-39","Unknown","Undeclared","860","800","35540","31990"
"In post","2021","30-39","Unknown","Unknown","14750","14160","34160","30370"
"In post","2021","40-49","Heterosexual / straight","Declared disabled","8770","8110","32900","27570"
"In post","2021","40-49","Heterosexual / straight","Declared non-disabled","59210","55610","37080","31810"
"In post","2021","40-49","Heterosexual / straight","Undeclared","2820","2660","33950","30840"
"In post","2021","40-49","Heterosexual / straight","Unknown","4260","4050","39620","36410"
"In post","2021","40-49","LGBO","Declared disabled","900","860","35120","30820"
"In post","2021","40-49","LGBO","Declared non-disabled","2540","2470","39590","31990"
"In post","2021","40-49","LGBO","Undeclared","220","210","35650","31650"
"In post","2021","40-49","LGBO","Unknown","190","180","38240","33650"
"In post","2021","40-49","Undeclared","Declared disabled","1230","1140","32300","27570"
"In post","2021","40-49","Undeclared","Declared non-disabled","5470","5090","35050","30450"
"In post","2021","40-49","Undeclared","Undeclared","2600","2490","36140","31810"
"In post","2021","40-49","Undeclared","Unknown","980","920","36880","32940"
"In post","2021","40-49","Unknown","Declared disabled","900","800","30360","27570"
"In post","2021","40-49","Unknown","Declared non-disabled","9640","8590","32990","27570"
"In post","2021","40-49","Unknown","Undeclared","1180","1100","34280","31650"
"In post","2021","40-49","Unknown","Unknown","11390","10780","37770","31810"
"In post","2021","50-59","Heterosexual / straight","Declared disabled","13780","12760","31980","27570"
"In post","2021","50-59","Heterosexual / straight","Declared non-disabled","70530","66520","35560","30790"
"In post","2021","50-59","Heterosexual / straight","Undeclared","4090","3890","32850","30410"
"In post","2021","50-59","Heterosexual / straight","Unknown","4730","4510","38260","33650"
"In post","2021","50-59","LGBO","Declared disabled","860","820","34370","30060"
"In post","2021","50-59","LGBO","Declared non-disabled","2150","2070","37100","31650"
"In post","2021","50-59","LGBO","Undeclared","210","200","34600","31220"
"In post","2021","50-59","LGBO","Unknown","130","130","40550","33300"
"In post","2021","50-59","Undeclared","Declared disabled","2130","1950","31630","27570"
"In post","2021","50-59","Undeclared","Declared non-disabled","8470","7900","34050","28820"
"In post","2021","50-59","Undeclared","Undeclared","4130","3930","35340","31810"
"In post","2021","50-59","Undeclared","Unknown","1280","1190","34430","29350"
"In post","2021","50-59","Unknown","Declared disabled","1680","1500","30220","27570"
"In post","2021","50-59","Unknown","Declared non-disabled","13630","12330","32100","27570"
"In post","2021","50-59","Unknown","Undeclared","1790","1670","32990","31650"
"In post","2021","50-59","Unknown","Unknown","11450","10790","36670","31810"
"In post","2021","60-64","Heterosexual / straight","Declared disabled","4100","3330","29750","27570"
"In post","2021","60-64","Heterosexual / straight","Declared non-disabled","18250","15280","32410","27570"
"In post","2021","60-64","Heterosexual / straight","Undeclared","1050","890","30170","27440"
"In post","2021","60-64","Heterosexual / straight","Unknown","1200","1000","33530","28870"
"In post","2021","60-64","LGBO","Declared disabled","170","140","31650","27570"
"In post","2021","60-64","LGBO","Declared non-disabled","420","350","33060","27570"
"In post","2021","60-64","LGBO","Undeclared","40","40","[c]","[c]"
"In post","2021","60-64","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Declared disabled","710","570","28630","27530"
"In post","2021","60-64","Undeclared","Declared non-disabled","2570","2060","31500","27570"
"In post","2021","60-64","Undeclared","Undeclared","1050","870","33080","28130"
"In post","2021","60-64","Undeclared","Unknown","400","340","31470","26550"
"In post","2021","60-64","Unknown","Declared disabled","540","420","27720","26120"
"In post","2021","60-64","Unknown","Declared non-disabled","3840","2970","29740","27570"
"In post","2021","60-64","Unknown","Undeclared","470","360","30090","31420"
"In post","2021","60-64","Unknown","Unknown","2860","2390","32950","27570"
"In post","2021","65+","Heterosexual / straight","Declared disabled","1210","920","28590","26580"
"In post","2021","65+","Heterosexual / straight","Declared non-disabled","5430","4220","30870","26780"
"In post","2021","65+","Heterosexual / straight","Undeclared","340","270","28900","26620"
"In post","2021","65+","Heterosexual / straight","Unknown","360","290","31970","26670"
"In post","2021","65+","LGBO","Declared disabled","40","30","[c]","[c]"
"In post","2021","65+","LGBO","Declared non-disabled","130","100","28910","25010"
"In post","2021","65+","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Declared disabled","230","170","27440","26140"
"In post","2021","65+","Undeclared","Declared non-disabled","830","620","30880","26780"
"In post","2021","65+","Undeclared","Undeclared","280","210","33130","28130"
"In post","2021","65+","Undeclared","Unknown","150","110","32970","25870"
"In post","2021","65+","Unknown","Declared disabled","170","120","28050","25750"
"In post","2021","65+","Unknown","Declared non-disabled","1350","970","29350","26710"
"In post","2021","65+","Unknown","Undeclared","210","150","28050","26110"
"In post","2021","65+","Unknown","Unknown","900","690","34080","27400"
"In post","2021","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"In post","2022","16-19","Heterosexual / straight","Declared non-disabled","560","540","22060","21260"
"In post","2022","16-19","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Heterosexual / straight","Unknown","70","70","22210","21680"
"In post","2022","16-19","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","LGBO","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","16-19","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","470","450","21490","21250"
"In post","2022","20-29","Heterosexual / straight","Declared disabled","3840","3780","29550","27570"
"In post","2022","20-29","Heterosexual / straight","Declared non-disabled","41360","40790","29730","27570"
"In post","2022","20-29","Heterosexual / straight","Undeclared","1290","1270","30580","28000"
"In post","2022","20-29","Heterosexual / straight","Unknown","4440","4390","31620","30040"
"In post","2022","20-29","LGBO","Declared disabled","1310","1290","29610","27570"
"In post","2022","20-29","LGBO","Declared non-disabled","4410","4370","30520","27570"
"In post","2022","20-29","LGBO","Undeclared","330","320","29570","27570"
"In post","2022","20-29","LGBO","Unknown","610","600","32270","30210"
"In post","2022","20-29","Undeclared","Declared disabled","440","430","30100","27570"
"In post","2022","20-29","Undeclared","Declared non-disabled","2330","2290","30920","28310"
"In post","2022","20-29","Undeclared","Undeclared","750","740","31770","30450"
"In post","2022","20-29","Undeclared","Unknown","900","890","34970","32790"
"In post","2022","20-29","Unknown","Declared disabled","190","190","28440","27540"
"In post","2022","20-29","Unknown","Declared non-disabled","2290","2260","28380","27570"
"In post","2022","20-29","Unknown","Undeclared","70","70","27630","27570"
"In post","2022","20-29","Unknown","Unknown","20020","19740","28880","27020"
"In post","2022","30-39","Heterosexual / straight","Declared disabled","6490","6140","33500","29810"
"In post","2022","30-39","Heterosexual / straight","Declared non-disabled","60250","57280","35240","31180"
"In post","2022","30-39","Heterosexual / straight","Undeclared","2480","2350","33810","30200"
"In post","2022","30-39","Heterosexual / straight","Unknown","5470","5260","37890","35730"
"In post","2022","30-39","LGBO","Declared disabled","1330","1300","34260","30740"
"In post","2022","30-39","LGBO","Declared non-disabled","4370","4300","36430","32230"
"In post","2022","30-39","LGBO","Undeclared","330","320","34640","31060"
"In post","2022","30-39","LGBO","Unknown","480","470","38140","35000"
"In post","2022","30-39","Undeclared","Declared disabled","710","670","33860","30590"
"In post","2022","30-39","Undeclared","Declared non-disabled","3780","3600","35680","32040"
"In post","2022","30-39","Undeclared","Undeclared","1900","1840","36600","33210"
"In post","2022","30-39","Undeclared","Unknown","880","850","43370","40650"
"In post","2022","30-39","Unknown","Declared disabled","380","350","32880","29230"
"In post","2022","30-39","Unknown","Declared non-disabled","4990","4560","32800","29230"
"In post","2022","30-39","Unknown","Undeclared","460","410","31340","27570"
"In post","2022","30-39","Unknown","Unknown","17240","16580","34470","30730"
"In post","2022","40-49","Heterosexual / straight","Declared disabled","9430","8750","33880","29170"
"In post","2022","40-49","Heterosexual / straight","Declared non-disabled","62790","59120","37880","33000"
"In post","2022","40-49","Heterosexual / straight","Undeclared","2920","2760","34870","31380"
"In post","2022","40-49","Heterosexual / straight","Unknown","4790","4570","41190","37740"
"In post","2022","40-49","LGBO","Declared disabled","1040","1000","35970","31380"
"In post","2022","40-49","LGBO","Declared non-disabled","2800","2720","40330","33380"
"In post","2022","40-49","LGBO","Undeclared","230","220","36950","32040"
"In post","2022","40-49","LGBO","Unknown","220","220","40950","36620"
"In post","2022","40-49","Undeclared","Declared disabled","1210","1130","32670","28200"
"In post","2022","40-49","Undeclared","Declared non-disabled","5300","4940","36170","31420"
"In post","2022","40-49","Undeclared","Undeclared","2480","2380","37270","33350"
"In post","2022","40-49","Undeclared","Unknown","880","840","45370","40650"
"In post","2022","40-49","Unknown","Declared disabled","790","700","31340","27570"
"In post","2022","40-49","Unknown","Declared non-disabled","8380","7500","34090","27570"
"In post","2022","40-49","Unknown","Undeclared","820","750","32320","31650"
"In post","2022","40-49","Unknown","Unknown","12420","11770","38050","33000"
"In post","2022","50-59","Heterosexual / straight","Declared disabled","14790","13720","32780","27570"
"In post","2022","50-59","Heterosexual / straight","Declared non-disabled","73330","69400","36250","31180"
"In post","2022","50-59","Heterosexual / straight","Undeclared","4260","4040","33220","30790"
"In post","2022","50-59","Heterosexual / straight","Unknown","5000","4760","39600","35000"
"In post","2022","50-59","LGBO","Declared disabled","940","900","34570","30100"
"In post","2022","50-59","LGBO","Declared non-disabled","2300","2220","37810","31900"
"In post","2022","50-59","LGBO","Undeclared","190","190","35240","31650"
"In post","2022","50-59","LGBO","Unknown","150","140","39580","34600"
"In post","2022","50-59","Undeclared","Declared disabled","2200","2020","32530","27570"
"In post","2022","50-59","Undeclared","Declared non-disabled","8300","7760","34690","29470"
"In post","2022","50-59","Undeclared","Undeclared","3990","3800","35910","32750"
"In post","2022","50-59","Undeclared","Unknown","940","900","43400","39070"
"In post","2022","50-59","Unknown","Declared disabled","1480","1330","30700","27570"
"In post","2022","50-59","Unknown","Declared non-disabled","11730","10640","33050","27570"
"In post","2022","50-59","Unknown","Undeclared","1350","1250","32120","31650"
"In post","2022","50-59","Unknown","Unknown","12100","11350","37000","31990"
"In post","2022","60-64","Heterosexual / straight","Declared disabled","4650","3800","30090","27570"
"In post","2022","60-64","Heterosexual / straight","Declared non-disabled","20180","16980","32780","27570"
"In post","2022","60-64","Heterosexual / straight","Undeclared","1250","1040","30430","27570"
"In post","2022","60-64","Heterosexual / straight","Unknown","1240","1040","34680","31190"
"In post","2022","60-64","LGBO","Declared disabled","200","170","32420","27570"
"In post","2022","60-64","LGBO","Declared non-disabled","470","400","33990","27570"
"In post","2022","60-64","LGBO","Undeclared","40","40","[c]","[c]"
"In post","2022","60-64","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Declared disabled","760","610","29550","27570"
"In post","2022","60-64","Undeclared","Declared non-disabled","2610","2110","31710","27570"
"In post","2022","60-64","Undeclared","Undeclared","1090","910","33390","29470"
"In post","2022","60-64","Undeclared","Unknown","240","210","41390","34530"
"In post","2022","60-64","Unknown","Declared disabled","520","400","29010","26900"
"In post","2022","60-64","Unknown","Declared non-disabled","3670","2870","31080","27570"
"In post","2022","60-64","Unknown","Undeclared","400","300","30460","31650"
"In post","2022","60-64","Unknown","Unknown","3200","2700","33510","28200"
"In post","2022","65+","Heterosexual / straight","Declared disabled","1420","1080","29420","27200"
"In post","2022","65+","Heterosexual / straight","Declared non-disabled","6140","4800","31250","27380"
"In post","2022","65+","Heterosexual / straight","Undeclared","370","300","29730","26820"
"In post","2022","65+","Heterosexual / straight","Unknown","390","310","32550","27360"
"In post","2022","65+","LGBO","Declared disabled","50","40","[c]","[c]"
"In post","2022","65+","LGBO","Declared non-disabled","140","110","30330","26520"
"In post","2022","65+","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Declared disabled","230","170","27790","27570"
"In post","2022","65+","Undeclared","Declared non-disabled","890","670","31610","27570"
"In post","2022","65+","Undeclared","Undeclared","310","230","32680","28920"
"In post","2022","65+","Undeclared","Unknown","90","70","43010","35980"
"In post","2022","65+","Unknown","Declared disabled","180","130","28640","26400"
"In post","2022","65+","Unknown","Declared non-disabled","1200","870","30810","27570"
"In post","2022","65+","Unknown","Undeclared","160","120","27300","25170"
"In post","2022","65+","Unknown","Unknown","1010","760","34020","28380"
"In post","2022","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","20-29","Heterosexual / straight","Declared disabled","190","180","25000","22570"
"Leaver CS","2021","20-29","Heterosexual / straight","Declared non-disabled","1990","1940","25620","23760"
"Leaver CS","2021","20-29","Heterosexual / straight","Undeclared","70","70","26190","22300"
"Leaver CS","2021","20-29","Heterosexual / straight","Unknown","160","150","26640","24220"
"Leaver CS","2021","20-29","LGBO","Declared disabled","70","70","26190","22350"
"Leaver CS","2021","20-29","LGBO","Declared non-disabled","220","210","25680","24000"
"Leaver CS","2021","20-29","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Declared non-disabled","100","100","29040","25980"
"Leaver CS","2021","20-29","Undeclared","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Declared non-disabled","320","280","27320","25820"
"Leaver CS","2021","20-29","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","2080","1980","24760","22680"
"Leaver CS","2021","30-39","Heterosexual / straight","Declared disabled","160","150","29070","27570"
"Leaver CS","2021","30-39","Heterosexual / straight","Declared non-disabled","1580","1480","34480","29390"
"Leaver CS","2021","30-39","Heterosexual / straight","Undeclared","80","70","[c]","[c]"
"Leaver CS","2021","30-39","Heterosexual / straight","Unknown","140","140","35500","32890"
"Leaver CS","2021","30-39","LGBO","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Declared non-disabled","110","100","37030","33730"
"Leaver CS","2021","30-39","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Declared non-disabled","130","120","36550","31740"
"Leaver CS","2021","30-39","Undeclared","Undeclared","70","60","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Declared non-disabled","380","320","32160","27570"
"Leaver CS","2021","30-39","Unknown","Undeclared","80","70","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","1210","1120","32940","29290"
"Leaver CS","2021","40-49","Heterosexual / straight","Declared disabled","190","170","30410","27570"
"Leaver CS","2021","40-49","Heterosexual / straight","Declared non-disabled","1160","1060","37080","29930"
"Leaver CS","2021","40-49","Heterosexual / straight","Undeclared","60","60","[c]","[c]"
"Leaver CS","2021","40-49","Heterosexual / straight","Unknown","120","110","39040","36730"
"Leaver CS","2021","40-49","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Declared non-disabled","100","90","35050","29200"
"Leaver CS","2021","40-49","Undeclared","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Declared disabled","100","80","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Declared non-disabled","480","410","36160","26890"
"Leaver CS","2021","40-49","Unknown","Undeclared","90","80","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","930","850","36740","29700"
"Leaver CS","2021","50-59","Heterosexual / straight","Declared disabled","460","420","33270","27570"
"Leaver CS","2021","50-59","Heterosexual / straight","Declared non-disabled","1830","1690","36400","29290"
"Leaver CS","2021","50-59","Heterosexual / straight","Undeclared","140","130","37120","31650"
"Leaver CS","2021","50-59","Heterosexual / straight","Unknown","150","140","40820","36310"
"Leaver CS","2021","50-59","LGBO","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Declared non-disabled","60","50","42620","27570"
"Leaver CS","2021","50-59","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Declared disabled","80","70","33870","27970"
"Leaver CS","2021","50-59","Undeclared","Declared non-disabled","240","210","38110","27760"
"Leaver CS","2021","50-59","Undeclared","Undeclared","100","90","33720","29910"
"Leaver CS","2021","50-59","Undeclared","Unknown","50","50","35770","34070"
"Leaver CS","2021","50-59","Unknown","Declared disabled","330","290","28680","27570"
"Leaver CS","2021","50-59","Unknown","Declared non-disabled","1470","1270","33190","27570"
"Leaver CS","2021","50-59","Unknown","Undeclared","280","250","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","1180","1080","37910","30560"
"Leaver CS","2021","60-64","Heterosexual / straight","Declared disabled","330","270","30800","27240"
"Leaver CS","2021","60-64","Heterosexual / straight","Declared non-disabled","1590","1350","36820","29270"
"Leaver CS","2021","60-64","Heterosexual / straight","Undeclared","100","80","31710","27570"
"Leaver CS","2021","60-64","Heterosexual / straight","Unknown","110","100","40080","34410"
"Leaver CS","2021","60-64","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Declared disabled","70","60","31440","27180"
"Leaver CS","2021","60-64","Undeclared","Declared non-disabled","260","210","36100","31190"
"Leaver CS","2021","60-64","Undeclared","Undeclared","110","90","33940","32390"
"Leaver CS","2021","60-64","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Declared disabled","190","140","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Declared non-disabled","1080","840","30820","26890"
"Leaver CS","2021","60-64","Unknown","Undeclared","140","110","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","640","540","41470","33730"
"Leaver CS","2021","65+","Heterosexual / straight","Declared disabled","330","240","26580","23440"
"Leaver CS","2021","65+","Heterosexual / straight","Declared non-disabled","1250","950","29110","25120"
"Leaver CS","2021","65+","Heterosexual / straight","Undeclared","90","70","29190","26910"
"Leaver CS","2021","65+","Heterosexual / straight","Unknown","70","60","32060","24910"
"Leaver CS","2021","65+","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Declared disabled","80","60","25890","25210"
"Leaver CS","2021","65+","Undeclared","Declared non-disabled","220","160","28790","25260"
"Leaver CS","2021","65+","Undeclared","Undeclared","60","50","31640","27570"
"Leaver CS","2021","65+","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Declared disabled","150","100","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Declared non-disabled","770","510","29520","26550"
"Leaver CS","2021","65+","Unknown","Undeclared","110","70","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","400","300","35470","29570"
"Leaver CS","2021","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","110","30","[c]","[c]"
"Leaver CS","2022","16-19","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Heterosexual / straight","Declared non-disabled","70","60","21510","21260"
"Leaver CS","2022","16-19","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
