"Status","Year","Region_ITL3","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bexley and Greenwich","Male","Declared non-disabled","540","530","33600","33180"
"In post","2021","Bexley and Greenwich","Male","Undeclared","110","110","34480","34750"
"In post","2021","Bexley and Greenwich","Male","Unknown","120","120","31140","31590"
"In post","2021","Birmingham","Female","Declared disabled","800","710","28870","27570"
"In post","2021","Birmingham","Female","Declared non-disabled","4300","3840","30630","27570"
"In post","2021","Birmingham","Female","Undeclared","320","290","30560","27570"
"In post","2021","Birmingham","Female","Unknown","1190","1110","29710","25560"
"In post","2021","Birmingham","Male","Declared disabled","470","450","30150","27570"
"In post","2021","Birmingham","Male","Declared non-disabled","3100","3020","32850","27570"
"In post","2021","Birmingham","Male","Undeclared","300","290","32040","27570"
"In post","2021","Birmingham","Male","Unknown","1120","1100","32200","28130"
"In post","2021","Blackburn with Darwen","Female","Declared disabled","50","40","27330","27570"
"In post","2021","Blackburn with Darwen","Female","Declared non-disabled","220","180","26580","27570"
"In post","2021","Blackburn with Darwen","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Declared non-disabled","150","150","27220","27570"
"In post","2021","Blackburn with Darwen","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Declared disabled","510","440","27220","27570"
"In post","2021","Blackpool","Female","Declared non-disabled","2480","2190","28510","27570"
"In post","2021","Blackpool","Female","Undeclared","140","130","28300","27570"
"In post","2021","Blackpool","Female","Unknown","90","80","31150","27570"
"In post","2021","Blackpool","Male","Declared disabled","260","250","28000","27570"
"In post","2021","Blackpool","Male","Declared non-disabled","1460","1410","30670","27570"
"In post","2021","Blackpool","Male","Undeclared","110","110","28730","27570"
"In post","2021","Blackpool","Male","Unknown","100","100","30560","27570"
"In post","2021","Bournemouth and Poole","Female","Declared disabled","80","70","26460","27570"
"In post","2021","Bournemouth and Poole","Female","Declared non-disabled","300","250","27350","27570"
"In post","2021","Bournemouth and Poole","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Male","Declared disabled","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","Male","Declared non-disabled","220","210","26670","27370"
"In post","2021","Bournemouth and Poole","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Female","Declared disabled","240","200","25730","24000"
"In post","2021","Bradford","Female","Declared non-disabled","1240","1050","27560","25560"
"In post","2021","Bradford","Female","Undeclared","70","60","24980","21440"
"In post","2021","Bradford","Female","Unknown","310","260","25510","21440"
"In post","2021","Bradford","Male","Declared disabled","100","90","27030","25560"
"In post","2021","Bradford","Male","Declared non-disabled","780","740","28490","26700"
"In post","2021","Bradford","Male","Undeclared","60","60","26710","25560"
"In post","2021","Bradford","Male","Unknown","300","290","25870","21020"
"In post","2021","Breckland and South Norfolk","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Female","Declared non-disabled","170","160","27590","26320"
"In post","2021","Breckland and South Norfolk","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Male","Declared disabled","30","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Male","Declared non-disabled","220","210","29030","26810"
"In post","2021","Breckland and South Norfolk","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Female","Declared disabled","50","40","[c]","[c]"
"In post","2021","Brent","Female","Declared non-disabled","290","260","30410","30940"
"In post","2021","Brent","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Female","Unknown","40","30","[c]","[c]"
"In post","2021","Brent","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Male","Declared non-disabled","150","150","33230","31060"
"In post","2021","Brent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Female","Declared disabled","80","70","26100","27570"
"In post","2021","Bridgend and Neath Port Talbot","Female","Declared non-disabled","370","310","26340","27570"
"In post","2021","Bridgend and Neath Port Talbot","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Male","Declared disabled","30","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Male","Declared non-disabled","150","140","27250","27570"
"In post","2021","Bridgend and Neath Port Talbot","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Female","Declared disabled","60","50","29500","27570"
"In post","2021","Brighton and Hove","Female","Declared non-disabled","290","260","31080","27570"
"In post","2021","Brighton and Hove","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Female","Unknown","40","40","[c]","[c]"
"In post","2021","Brighton and Hove","Male","Declared disabled","40","30","[c]","[c]"
"In post","2021","Brighton and Hove","Male","Declared non-disabled","170","150","31210","27570"
"In post","2021","Brighton and Hove","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Female","Declared disabled","370","330","31540","27570"
"In post","2021","Bristol, City of","Female","Declared non-disabled","2440","2200","35140","30350"
"In post","2021","Bristol, City of","Female","Undeclared","150","130","31540","27820"
"In post","2021","Bristol, City of","Female","Unknown","560","510","33730","30040"
"In post","2021","Bristol, City of","Male","Declared disabled","300","280","33830","28990"
"In post","2021","Bristol, City of","Male","Declared non-disabled","2060","1980","38300","32300"
"In post","2021","Bristol, City of","Male","Undeclared","180","170","38070","31880"
"In post","2021","Bristol, City of","Male","Unknown","550","530","36570","31810"
"In post","2021","Bromley","Female","Declared disabled","50","50","31440","31060"
"In post","2021","Bromley","Female","Declared non-disabled","250","220","29160","31060"
"In post","2021","Bromley","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Male","Declared non-disabled","100","90","28900","30780"
"In post","2021","Bromley","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Female","Declared disabled","120","110","29650","27850"
"In post","2021","Buckinghamshire CC","Female","Declared non-disabled","680","640","30940","28670"
"In post","2021","Buckinghamshire CC","Female","Undeclared","80","70","32620","33520"
"In post","2021","Buckinghamshire CC","Female","Unknown","90","90","32080","28350"
"In post","2021","Buckinghamshire CC","Male","Declared disabled","70","70","31560","30400"
"In post","2021","Buckinghamshire CC","Male","Declared non-disabled","460","460","34040","31810"
"In post","2021","Buckinghamshire CC","Male","Undeclared","90","90","34610","34250"
"In post","2021","Buckinghamshire CC","Male","Unknown","70","70","32470","28670"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Female","Declared non-disabled","80","80","27280","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Male","Declared non-disabled","80","80","31700","29190"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Female","Declared disabled","120","110","26540","27570"
"In post","2021","Calderdale and Kirklees","Female","Declared non-disabled","500","410","27040","27570"
"In post","2021","Calderdale and Kirklees","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Female","Unknown","50","40","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Male","Declared disabled","60","60","26990","27570"
"In post","2021","Calderdale and Kirklees","Male","Declared non-disabled","240","230","27820","27570"
"In post","2021","Calderdale and Kirklees","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Male","Unknown","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","Female","Declared disabled","180","170","31660","28840"
"In post","2021","Cambridgeshire CC","Female","Declared non-disabled","1110","1030","32830","28550"
"In post","2021","Cambridgeshire CC","Female","Undeclared","170","150","32490","30000"
"In post","2021","Cambridgeshire CC","Female","Unknown","160","150","36030","28400"
"In post","2021","Cambridgeshire CC","Male","Declared disabled","170","160","34220","31900"
"In post","2021","Cambridgeshire CC","Male","Declared non-disabled","1110","1080","35380","31900"
"In post","2021","Cambridgeshire CC","Male","Undeclared","280","260","33580","31900"
"In post","2021","Cambridgeshire CC","Male","Unknown","210","210","34660","31000"
"In post","2021","Camden and City of London","Female","Declared disabled","160","150","34140","29570"
"In post","2021","Camden and City of London","Female","Declared non-disabled","1140","1070","36060","31060"
"In post","2021","Camden and City of London","Female","Undeclared","110","100","34850","31060"
"In post","2021","Camden and City of London","Female","Unknown","370","350","36000","31520"
"In post","2021","Camden and City of London","Male","Declared disabled","130","130","36400","32520"
"In post","2021","Camden and City of London","Male","Declared non-disabled","1130","1100","40970","36160"
"In post","2021","Camden and City of London","Male","Undeclared","140","140","36690","32520"
"In post","2021","Camden and City of London","Male","Unknown","460","450","42260","36160"
"In post","2021","Cardiff and Vale of Glamorgan","Female","Declared disabled","620","560","31230","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Female","Declared non-disabled","4510","4100","33640","28850"
"In post","2021","Cardiff and Vale of Glamorgan","Female","Undeclared","260","230","31780","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Female","Unknown","1120","1000","27630","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Male","Declared disabled","460","440","32120","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Male","Declared non-disabled","3720","3610","35300","30610"
"In post","2021","Cardiff and Vale of Glamorgan","Male","Undeclared","310","290","33140","31360"
"In post","2021","Cardiff and Vale of Glamorgan","Male","Unknown","1070","1040","29020","25560"
"In post","2021","Causeway Coast and Glens","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Male","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Female","Declared non-disabled","150","140","27970","26670"
"In post","2021","Central Bedfordshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Male","Declared non-disabled","170","160","31550","30580"
"In post","2021","Central Bedfordshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Female","Declared disabled","220","210","33470","33000"
"In post","2021","Central Hampshire","Female","Declared non-disabled","1320","1250","33100","33000"
"In post","2021","Central Hampshire","Female","Undeclared","130","120","32740","31700"
"In post","2021","Central Hampshire","Female","Unknown","190","180","36750","33300"
"In post","2021","Central Hampshire","Male","Declared disabled","210","210","35100","33300"
"In post","2021","Central Hampshire","Male","Declared non-disabled","1490","1460","38700","37320"
"In post","2021","Central Hampshire","Male","Undeclared","260","250","37660","37320"
"In post","2021","Central Hampshire","Male","Unknown","360","350","39260","37320"
"In post","2021","Central Valleys","Female","Declared disabled","120","110","27590","27570"
"In post","2021","Central Valleys","Female","Declared non-disabled","920","830","33240","28850"
"In post","2021","Central Valleys","Female","Undeclared","30","30","[c]","[c]"
"In post","2021","Central Valleys","Female","Unknown","60","60","35710","32610"
"In post","2021","Central Valleys","Male","Declared disabled","60","60","30950","27570"
"In post","2021","Central Valleys","Male","Declared non-disabled","450","430","38830","33260"
"In post","2021","Central Valleys","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Male","Unknown","40","40","[c]","[c]"
"In post","2021","Cheshire East","Female","Declared disabled","60","60","30340","27570"
"In post","2021","Cheshire East","Female","Declared non-disabled","340","310","30010","27570"
"In post","2021","Cheshire East","Female","Undeclared","30","30","[c]","[c]"
"In post","2021","Cheshire East","Female","Unknown","40","30","[c]","[c]"
"In post","2021","Cheshire East","Male","Declared disabled","30","30","[c]","[c]"
"In post","2021","Cheshire East","Male","Declared non-disabled","200","190","31030","27570"
"In post","2021","Cheshire East","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Cheshire East","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Female","Declared disabled","60","50","26340","27570"
"In post","2021","Cheshire West and Chester","Female","Declared non-disabled","210","190","26520","27570"
"In post","2021","Cheshire West and Chester","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Male","Declared non-disabled","120","120","24990","21010"
"In post","2021","Cheshire West and Chester","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Female","Declared disabled","70","60","26950","26810"
"In post","2021","Chorley and West Lancashire","Female","Declared non-disabled","410","370","29060","27380"
"In post","2021","Chorley and West Lancashire","Female","Undeclared","70","60","29820","30700"
"In post","2021","Chorley and West Lancashire","Female","Unknown","80","80","27520","25790"
"In post","2021","Chorley and West Lancashire","Male","Declared disabled","60","50","30770","30880"
"In post","2021","Chorley and West Lancashire","Male","Declared non-disabled","420","390","30760","27570"
"In post","2021","Chorley and West Lancashire","Male","Undeclared","120","110","31340","31650"
"In post","2021","Chorley and West Lancashire","Male","Unknown","110","110","28990","26300"
"In post","2021","City of Edinburgh","Female","Declared disabled","600","550","36320","30650"
"In post","2021","City of Edinburgh","Female","Declared non-disabled","3470","3250","39050","33620"
"In post","2021","City of Edinburgh","Female","Undeclared","140","130","35820","31810"
"In post","2021","City of Edinburgh","Female","Unknown","2540","2370","34710","30080"
"In post","2021","City of Edinburgh","Male","Declared disabled","500","490","36180","32140"
"In post","2021","City of Edinburgh","Male","Declared non-disabled","2900","2840","40230","35110"
"In post","2021","City of Edinburgh","Male","Undeclared","160","150","35800","31810"
"In post","2021","City of Edinburgh","Male","Unknown","2490","2410","35200","31850"
"In post","2021","Clackmannanshire and Fife","Female","Declared disabled","90","80","28540","27570"
"In post","2021","Clackmannanshire and Fife","Female","Declared non-disabled","390","340","27400","27570"
"In post","2021","Clackmannanshire and Fife","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Female","Unknown","190","170","27670","25870"
"In post","2021","Clackmannanshire and Fife","Male","Declared disabled","80","80","32140","33300"
"In post","2021","Clackmannanshire and Fife","Male","Declared non-disabled","290","280","32160","27750"
"In post","2021","Clackmannanshire and Fife","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Male","Unknown","270","260","31960","33650"
"In post","2021","Conwy and Denbighshire","Female","Declared disabled","50","50","31140","27570"
"In post","2021","Conwy and Denbighshire","Female","Declared non-disabled","360","330","35000","32920"
"In post","2021","Conwy and Denbighshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Male","Declared non-disabled","190","180","36790","33300"
"In post","2021","Conwy and Denbighshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Declared disabled","130","110","26430","27570"
"In post","2021","Cornwall and Isles of Scilly","Female","Declared non-disabled","670","590","25830","26590"
"In post","2021","Cornwall and Isles of Scilly","Female","Undeclared","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Unknown","70","60","29480","22640"
"In post","2021","Cornwall and Isles of Scilly","Male","Declared disabled","80","70","26520","26690"
"In post","2021","Cornwall and Isles of Scilly","Male","Declared non-disabled","510","490","27370","26670"
"In post","2021","Cornwall and Isles of Scilly","Male","Undeclared","50","50","27840","26630"
"In post","2021","Cornwall and Isles of Scilly","Male","Unknown","90","90","25170","21950"
"In post","2021","Coventry","Female","Declared disabled","150","130","33090","29360"
"In post","2021","Coventry","Female","Declared non-disabled","1060","980","35810","31420"
"In post","2021","Coventry","Female","Undeclared","50","50","[c]","[c]"
"In post","2021","Coventry","Female","Unknown","200","190","37340","33020"
"In post","2021","Coventry","Male","Declared disabled","90","80","34730","30200"
"In post","2021","Coventry","Male","Declared non-disabled","690","680","39630","36540"
"In post","2021","Coventry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Male","Unknown","160","160","37460","36200"
"In post","2021","Croydon","Female","Declared disabled","560","500","35260","30600"
"In post","2021","Croydon","Female","Declared non-disabled","3890","3590","37270","33120"
"In post","2021","Croydon","Female","Undeclared","280","260","36680","32300"
"In post","2021","Croydon","Female","Unknown","630","600","35330","31030"
"In post","2021","Croydon","Male","Declared disabled","380","370","39110","35200"
"In post","2021","Croydon","Male","Declared non-disabled","3030","2970","40730","36160"
"In post","2021","Croydon","Male","Undeclared","250","240","41490","37340"
"In post","2021","Croydon","Male","Unknown","620","600","38360","35050"
"In post","2021","Darlington","Female","Declared disabled","60","60","31120","29360"
"In post","2021","Darlington","Female","Declared non-disabled","440","410","34850","30260"
"In post","2021","Darlington","Female","Undeclared","30","30","[c]","[c]"
"In post","2021","Darlington","Female","Unknown","60","60","33400","29360"
"In post","2021","Darlington","Male","Declared disabled","40","40","[c]","[c]"
"In post","2021","Darlington","Male","Declared non-disabled","260","250","37630","36500"
"In post","2021","Darlington","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Darlington","Male","Unknown","50","50","37980","30880"
"In post","2021","Derby","Female","Declared disabled","90","70","24670","21010"
"In post","2021","Derby","Female","Declared non-disabled","490","410","25260","22260"
