"Status","Year","Function_of_post","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","240","230","39270","37320"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30","30","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Declared non-disabled","150","150","39070","38630"
"In post","2021","Analysis","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester","Unknown","50","40","[c]","[c]"
"In post","2021","Analysis","Hampshire and Isle of Wight","Declared disabled","100","90","38330","37320"
"In post","2021","Analysis","Hampshire and Isle of Wight","Declared non-disabled","460","430","40210","37320"
"In post","2021","Analysis","Hampshire and Isle of Wight","Undeclared","60","60","41060","43120"
"In post","2021","Analysis","Hampshire and Isle of Wight","Unknown","210","200","34980","30130"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Declared disabled","50","50","47130","42260"
"In post","2021","Analysis","Inner London - East","Declared non-disabled","510","500","51610","51770"
"In post","2021","Analysis","Inner London - East","Undeclared","40","40","[c]","[c]"
"In post","2021","Analysis","Inner London - East","Unknown","90","90","48370","41880"
"In post","2021","Analysis","Inner London - West","Declared disabled","180","170","47160","42470"
"In post","2021","Analysis","Inner London - West","Declared non-disabled","1720","1670","49610","45540"
"In post","2021","Analysis","Inner London - West","Undeclared","190","180","44800","42470"
"In post","2021","Analysis","Inner London - West","Unknown","640","620","46740","41760"
"In post","2021","Analysis","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Declared non-disabled","90","80","41090","38630"
"In post","2021","Analysis","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","Declared non-disabled","60","60","36900","31060"
"In post","2021","Analysis","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Declared non-disabled","90","90","45600","45290"
"In post","2021","Analysis","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Analysis","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Declared non-disabled","90","80","41630","41140"
"In post","2021","Analysis","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Unknown","40","40","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","150","150","39320","36800"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","30","30","[c]","[c]"
"In post","2021","Commercial","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Declared non-disabled","70","60","40610","38950"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Declared non-disabled","200","190","43140","40140"
"In post","2021","Commercial","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Declared disabled","30","30","[c]","[c]"
"In post","2021","Commercial","East Anglia","Declared non-disabled","190","180","39050","36260"
"In post","2021","Commercial","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Unknown","110","110","45390","38500"
"In post","2021","Commercial","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Declared non-disabled","90","80","39160","35440"
"In post","2021","Commercial","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Unknown","70","70","36750","34800"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Unknown","60","60","30860","25870"
"In post","2021","Commercial","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","110","100","41320","40580"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","690","670","39360","35990"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","70","70","42060","40000"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","190","180","53720","49020"
"In post","2021","Commercial","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Declared non-disabled","200","190","40640","37920"
"In post","2021","Commercial","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Unknown","110","100","52660","51560"
"In post","2021","Commercial","Hampshire and Isle of Wight","Declared disabled","40","40","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Declared non-disabled","230","220","34040","33300"
"In post","2021","Commercial","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Unknown","70","70","54350","53320"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Declared non-disabled","110","110","48860","45020"
"In post","2021","Commercial","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Unknown","60","60","63810","57860"
"In post","2021","Commercial","Inner London - West","Declared disabled","80","80","44380","40650"
"In post","2021","Commercial","Inner London - West","Declared non-disabled","720","700","58710","50420"
"In post","2021","Commercial","Inner London - West","Undeclared","50","40","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Unknown","620","610","68580","64000"
"In post","2021","Commercial","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Unknown","30","30","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Declared non-disabled","100","90","44390","35570"
"In post","2021","Commercial","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Unknown","200","190","41060","35490"
"In post","2021","Commercial","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Declared non-disabled","70","60","46550","42550"
"In post","2021","Commercial","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Declared non-disabled","60","60","35910","29870"
"In post","2021","Commercial","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Declared non-disabled","120","120","35080","31810"
"In post","2021","Commercial","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Unknown","40","40","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Unknown","50","40","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Unknown","50","50","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Declared non-disabled","60","50","38080","34520"
"In post","2021","Commercial","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Declared non-disabled","110","100","34890","33300"
"In post","2021","Commercial","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Unknown","50","50","[c]","[c]"
"In post","2021","Commercial","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Declared non-disabled","80","80","44420","39930"
"In post","2021","Commercial","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Unknown","40","40","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Declared non-disabled","150","140","33560","31040"
"In post","2021","Commercial","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Declared non-disabled","110","100","43640","37100"
"In post","2021","Commercial","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Unknown","130","120","51080","49700"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","70","60","33990","33000"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Declared non-disabled","60","60","27940","25880"
"In post","2021","Communications","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Unknown","[c]","[c]","[c]","[c]"
