"Status","Year","Age","Region_ITL3","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","East Surrey","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Sussex CC","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Enfield","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Haven Gateway","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Thames Gateway","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Falkirk","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Flintshire and Wrexham","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Glasgow City","West Central Scotland","30","30","[c]","[c]"
"In post","2021","16-19","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester North West","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester South East","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester South West","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwent Valleys","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwynedd","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hackney and Newham","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Haringey and Islington","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Harrow and Hillingdon","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heart of Essex","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hertfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hounslow and Richmond upon Thames","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverclyde, East Renfrewshire and Renfrewshire","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent Thames Gateway","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lambeth","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancaster and Wyre","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leeds","West Yorkshire","50","50","[c]","[c]"
"In post","2021","16-19","Leicester","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lewisham and Southwark","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Liverpool","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Manchester","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medway","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Kent","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Monmouthshire and Newport","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Na h-Eileanan Siar","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Hampshire","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Lanarkshire","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Nottinghamshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Norwich and East Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Nottingham","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Orkney Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Perth and Kinross and Stirling","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Peterborough","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Portsmouth","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Redbridge and Waltham Forest","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Borders","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sefton","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sheffield","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire CC","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Solihull","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South and West Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Nottinghamshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Teesside","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southampton","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southend-on-Sea","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Stoke-on-Trent","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sunderland","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Swansea","West Wales and The Valleys","50","40","[c]","[c]"
"In post","2021","16-19","Thurrock","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tyneside","Northumberland and Tyne and Wear","60","60","21200","21010"
"In post","2021","16-19","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Wakefield","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Warwickshire","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Cumbria","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Lothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Surrey","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Westminster","Inner London - West","100","100","25700","25170"
"In post","2021","16-19","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","16-19","Wirral","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wolverhampton","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Worcestershire","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","York","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","North Eastern Scotland","230","220","27170","26570"
"In post","2021","20-29","Angus and Dundee City","Eastern Scotland","220","210","23100","21010"
"In post","2021","20-29","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barking & Dagenham and Havering","Outer London - East and North East","90","90","29550","31060"
"In post","2021","20-29","Barnet","Outer London - West and North West","340","320","30480","31060"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","South Yorkshire","420","410","24710","24620"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","2820","2790","27730","27540"
"In post","2021","20-29","Bedford","Bedfordshire and Hertfordshire","160","160","27230","27850"
"In post","2021","20-29","Belfast","Northern Ireland","390","370","23310","20140"
"In post","2021","20-29","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","420","420","28790","26970"
"In post","2021","20-29","Bexley and Greenwich","Outer London - East and North East","330","320","29640","31060"
"In post","2021","20-29","Birmingham","West Midlands","1800","1760","25440","24240"
"In post","2021","20-29","Blackburn with Darwen","Lancashire","60","60","25470","27570"
"In post","2021","20-29","Blackpool","Lancashire","580","570","24450","21010"
"In post","2021","20-29","Bournemouth and Poole","Dorset and Somerset","50","50","23520","22920"
"In post","2021","20-29","Bradford","West Yorkshire","480","470","23630","21010"
"In post","2021","20-29","Breckland and South Norfolk","East Anglia","110","110","24310","23970"
"In post","2021","20-29","Brent","Outer London - West and North West","110","110","29580","31060"
"In post","2021","20-29","Bridgend and Neath Port Talbot","West Wales and The Valleys","80","80","24300","21010"
"In post","2021","20-29","Brighton and Hove","Surrey, East and West Sussex","80","80","25080","27050"
"In post","2021","20-29","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","1110","1090","27920","25860"
"In post","2021","20-29","Bromley","Outer London - South","60","60","27720","31060"
"In post","2021","20-29","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","270","260","27890","27850"
"In post","2021","20-29","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Calderdale and Kirklees","West Yorkshire","110","100","25710","27570"
"In post","2021","20-29","Cambridgeshire CC","East Anglia","450","440","27160","26910"
"In post","2021","20-29","Camden and City of London","Inner London - West","570","570","31910","29570"
"In post","2021","20-29","Cardiff and Vale of Glamorgan","East Wales","1980","1950","25680","25210"
"In post","2021","20-29","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Central Bedfordshire","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2021","20-29","Central Hampshire","Hampshire and Isle of Wight","640","630","29100","28650"
"In post","2021","20-29","Central Valleys","West Wales and The Valleys","150","150","25880","25550"
"In post","2021","20-29","Cheshire East","Cheshire","110","110","24900","24920"
"In post","2021","20-29","Cheshire West and Chester","Cheshire","70","70","23080","21010"
"In post","2021","20-29","Chorley and West Lancashire","Lancashire","210","200","25010","24620"
"In post","2021","20-29","City of Edinburgh","Eastern Scotland","2190","2160","27680","26160"
"In post","2021","20-29","Clackmannanshire and Fife","Eastern Scotland","120","120","26400","26450"
"In post","2021","20-29","Conwy and Denbighshire","West Wales and The Valleys","50","50","24670","23830"
"In post","2021","20-29","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","120","120","23510","21010"
"In post","2021","20-29","Coventry","West Midlands","410","410","29510","29250"
"In post","2021","20-29","Croydon","Outer London - South","1240","1240","32560","29570"
"In post","2021","20-29","Darlington","Tees Valley and Durham","110","110","29480","29250"
"In post","2021","20-29","Derby","Derbyshire and Nottinghamshire","130","120","24700","25680"
"In post","2021","20-29","Devon CC","Devon","620","610","25610","24650"
"In post","2021","20-29","Dorset CC","Dorset and Somerset","260","260","24840","24770"
"In post","2021","20-29","Dudley","West Midlands","110","100","23440","21010"
"In post","2021","20-29","Dumfries and Galloway","Southern Scotland","60","60","25730","25870"
"In post","2021","20-29","Durham CC","Tees Valley and Durham","860","830","23540","22350"
"In post","2021","20-29","Ealing","Outer London - West and North West","80","80","30740","31060"
"In post","2021","20-29","East Ayrshire and North Ayrshire mainland","Southern Scotland","80","80","23510","23230"
"In post","2021","20-29","East Cumbria","Cumbria","60","60","22810","21050"
"In post","2021","20-29","East Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","350","350","25380","24610"
"In post","2021","20-29","East Kent","Kent","520","510","24720","24880"
"In post","2021","20-29","East Lancashire","Lancashire","30","30","[c]","[c]"
"In post","2021","20-29","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Merseyside","Merseyside","90","90","25550","27570"
"In post","2021","20-29","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","270","270","24330","24440"
"In post","2021","20-29","East Surrey","Surrey, East and West Sussex","170","170","30650","32150"
"In post","2021","20-29","East Sussex CC","Surrey, East and West Sussex","290","280","24680","25850"
"In post","2021","20-29","Enfield","Outer London - East and North East","70","70","30000","31060"
"In post","2021","20-29","Essex Haven Gateway","Essex","90","90","25320","24890"
"In post","2021","20-29","Essex Thames Gateway","Essex","130","120","25680","24180"
"In post","2021","20-29","Falkirk","Eastern Scotland","250","240","23600","21010"
"In post","2021","20-29","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Flintshire and Wrexham","East Wales","330","330","23730","22970"
"In post","2021","20-29","Glasgow City","West Central Scotland","1620","1590","26320","24890"
"In post","2021","20-29","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","150","150","25960","26240"
"In post","2021","20-29","Greater Manchester North East","Greater Manchester","180","170","25880","27570"
"In post","2021","20-29","Greater Manchester North West","Greater Manchester","220","220","23810","22850"
"In post","2021","20-29","Greater Manchester South East","Greater Manchester","180","170","23960","21010"
"In post","2021","20-29","Greater Manchester South West","Greater Manchester","1160","1140","26250","25560"
"In post","2021","20-29","Gwent Valleys","West Wales and The Valleys","100","100","24190","23830"
"In post","2021","20-29","Gwynedd","West Wales and The Valleys","100","100","22410","21010"
"In post","2021","20-29","Hackney and Newham","Inner London - East","350","340","32060","31060"
"In post","2021","20-29","Haringey and Islington","Inner London - East","300","290","28760","30850"
"In post","2021","20-29","Harrow and Hillingdon","Outer London - West and North West","320","320","28790","28670"
"In post","2021","20-29","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","170","160","24680","24440"
"In post","2021","20-29","Heart of Essex","Essex","220","220","28030","28610"
"In post","2021","20-29","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"In post","2021","20-29","Hertfordshire","Bedfordshire and Hertfordshire","410","400","30020","29290"
"In post","2021","20-29","Hounslow and Richmond upon Thames","Outer London - West and North West","550","550","29550","29250"
"In post","2021","20-29","Inverclyde, East Renfrewshire and Renfrewshire","West Central Scotland","100","100","26200","25430"
"In post","2021","20-29","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","100","100","25080","22920"
"In post","2021","20-29","Isle of Anglesey","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Isle of Wight","Hampshire and Isle of Wight","100","100","24670","25300"
"In post","2021","20-29","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","190","190","30820","31060"
"In post","2021","20-29","Kent Thames Gateway","Kent","270","270","28870","29920"
"In post","2021","20-29","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","260","260","24350","24220"
"In post","2021","20-29","Lambeth","Inner London - East","840","820","33230","32260"
"In post","2021","20-29","Lancaster and Wyre","Lancashire","150","150","24020","24120"
"In post","2021","20-29","Leeds","West Yorkshire","2410","2380","27060","25560"
"In post","2021","20-29","Leicester","Leicestershire, Rutland and Northamptonshire","340","330","24170","22350"
"In post","2021","20-29","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","270","270","24320","24620"
"In post","2021","20-29","Lewisham and Southwark","Inner London - East","210","210","28310","28760"
"In post","2021","20-29","Lincolnshire","Lincolnshire","280","280","25570","26300"
"In post","2021","20-29","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Liverpool","Merseyside","1580","1530","24890","24890"
"In post","2021","20-29","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Highlands and Islands","30","30","[c]","[c]"
"In post","2021","20-29","Luton","Bedfordshire and Hertfordshire","100","90","23950","22920"
"In post","2021","20-29","Manchester","Greater Manchester","1540","1520","28110","26550"
"In post","2021","20-29","Medway","Kent","250","250","28240","29630"
"In post","2021","20-29","Merton, Kingston upon Thames and Sutton","Outer London - South","100","100","29300","31060"
"In post","2021","20-29","Mid Kent","Kent","110","110","26270","27150"
"In post","2021","20-29","Mid Lancashire","Lancashire","530","500","23150","21010"
"In post","2021","20-29","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","430","430","26560","26560"
"In post","2021","20-29","Monmouthshire and Newport","East Wales","1130","1110","28670","28220"
"In post","2021","20-29","Na h-Eileanan Siar","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","100","100","22860","21430"
"In post","2021","20-29","North and West Norfolk","East Anglia","60","60","24350","24620"
"In post","2021","20-29","North Hampshire","Hampshire and Isle of Wight","90","80","25650","23310"
"In post","2021","20-29","North Lanarkshire","West Central Scotland","360","340","22800","20140"
"In post","2021","20-29","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","60","60","24370","22920"
"In post","2021","20-29","North Nottinghamshire","Derbyshire and Nottinghamshire","170","160","25610","26300"
"In post","2021","20-29","North Yorkshire CC","North Yorkshire","140","140","25650","25680"
"In post","2021","20-29","Northumberland","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Norwich and East Norfolk","East Anglia","220","210","25100","23970"
"In post","2021","20-29","Nottingham","Derbyshire and Nottinghamshire","1350","1320","26170","25560"
"In post","2021","20-29","Orkney Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","Overseas","310","310","37350","34220"
"In post","2021","20-29","Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire","370","360","27060","27570"
"In post","2021","20-29","Perth and Kinross and Stirling","Eastern Scotland","140","130","26790","26550"
"In post","2021","20-29","Peterborough","East Anglia","170","150","24380","22350"
"In post","2021","20-29","Plymouth","Devon","390","380","26370","25680"
"In post","2021","20-29","Portsmouth","Hampshire and Isle of Wight","370","370","25850","25260"
"In post","2021","20-29","Powys","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Redbridge and Waltham Forest","Outer London - East and North East","190","190","28250","31060"
"In post","2021","20-29","Sandwell","West Midlands","50","50","25480","27570"
"In post","2021","20-29","Scottish Borders","Southern Scotland","50","50","25930","24910"
"In post","2021","20-29","Sefton","Merseyside","800","780","24300","24440"
"In post","2021","20-29","Sheffield","South Yorkshire","1000","980","27740","25000"
"In post","2021","20-29","Shetland Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Shropshire CC","Shropshire and Staffordshire","100","100","24960","25300"
"In post","2021","20-29","Solihull","West Midlands","150","150","25570","24890"
"In post","2021","20-29","Somerset","Dorset and Somerset","230","230","26220","26740"
"In post","2021","20-29","South and West Derbyshire","Derbyshire and Nottinghamshire","120","120","25280","25790"
"In post","2021","20-29","South Ayrshire","Southern Scotland","30","30","[c]","[c]"
"In post","2021","20-29","South Hampshire","Hampshire and Isle of Wight","560","540","27640","27570"
"In post","2021","20-29","South Lanarkshire","Southern Scotland","480","470","25930","21490"
"In post","2021","20-29","South Nottinghamshire","Derbyshire and Nottinghamshire","80","80","25470","25790"
"In post","2021","20-29","South Teesside","Tees Valley and Durham","110","110","22920","21010"
"In post","2021","20-29","South West Wales","West Wales and The Valleys","140","140","24140","22920"
"In post","2021","20-29","Southampton","Hampshire and Isle of Wight","170","170","26840","26470"
"In post","2021","20-29","Southend-on-Sea","Essex","100","100","28820","29290"
"In post","2021","20-29","Staffordshire CC","Shropshire and Staffordshire","610","600","25430","24920"
"In post","2021","20-29","Stoke-on-Trent","Shropshire and Staffordshire","200","190","21410","18880"
"In post","2021","20-29","Suffolk","East Anglia","500","500","25490","25380"
"In post","2021","20-29","Sunderland","Northumberland and Tyne and Wear","400","380","23810","21010"
"In post","2021","20-29","Swansea","West Wales and The Valleys","1140","1090","23440","21590"
"In post","2021","20-29","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","25960","24000"
"In post","2021","20-29","Telford and Wrekin","Shropshire and Staffordshire","210","200","27050","26750"
"In post","2021","20-29","Thurrock","Essex","60","60","22850","21430"
"In post","2021","20-29","Torbay","Devon","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Tower Hamlets","Inner London - East","1350","1350","35710","33460"
"In post","2021","20-29","Tyneside","Northumberland and Tyne and Wear","2270","2220","25540","25560"
"In post","2021","20-29","Unknown","Unknown","890","890","29890","29250"
"In post","2021","20-29","Wakefield","West Yorkshire","220","220","24810","24440"
"In post","2021","20-29","Walsall","West Midlands","40","40","[c]","[c]"
"In post","2021","20-29","Wandsworth","Inner London - West","200","200","31180","31060"
"In post","2021","20-29","Warrington","Cheshire","450","450","28140","27570"
"In post","2021","20-29","Warwickshire","Herefordshire, Worcestershire and Warwickshire","140","130","22960","21010"
"In post","2021","20-29","West Cumbria","Cumbria","160","150","24160","23540"
"In post","2021","20-29","West Essex","Essex","80","70","25870","25040"
"In post","2021","20-29","West Kent","Kent","60","60","29910","28650"
"In post","2021","20-29","West Lothian","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","20-29","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","200","190","22870","22920"
"In post","2021","20-29","West Surrey","Surrey, East and West Sussex","330","330","27740","27960"
"In post","2021","20-29","West Sussex (North East)","Surrey, East and West Sussex","140","140","25980","25990"
"In post","2021","20-29","West Sussex (South West)","Surrey, East and West Sussex","100","100","27470","27360"
"In post","2021","20-29","Westminster","Inner London - West","15520","15460","37740","34550"
"In post","2021","20-29","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","1210","1190","27880","28400"
"In post","2021","20-29","Wirral","Merseyside","190","180","24240","22350"
"In post","2021","20-29","Wolverhampton","West Midlands","80","80","23230","21010"
