"Status","Year","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","150","140","37980","35840"
"In post","2021","Digital, Data & Technology","Operational Delivery","470","450","35210","31810"
"In post","2021","Digital, Data & Technology","Operational Research","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","540","500","42700","40040"
"In post","2021","Digital, Data & Technology","Security","50","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","70","70","36470","33860"
"In post","2021","Digital, Data & Technology","Unknown","1340","1320","49000","52990"
"In post","2021","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Corporate Finance","130","130","46350","42390"
"In post","2021","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Economics","100","90","44240","36820"
"In post","2021","Finance","Finance","7550","7170","39780","36160"
"In post","2021","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Finance","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Delivery","870","790","28820","25560"
"In post","2021","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","150","140","44070","35830"
"In post","2021","Finance","Policy","40","40","[c]","[c]"
"In post","2021","Finance","Project Delivery","80","80","44550","40290"
"In post","2021","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","70","60","33360","31810"
"In post","2021","Finance","Unknown","330","320","44070","38630"
"In post","2021","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","1890","1720","25450","21050"
"In post","2021","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Human Resources","6930","6570","38290","33350"
"In post","2021","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","940","860","29650","25560"
"In post","2021","Human Resources","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","50","50","40090","38430"
"In post","2021","Human Resources","Policy","90","80","39350","36030"
"In post","2021","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","180","160","36020","31810"
"In post","2021","Human Resources","Unknown","1320","1270","39350","35270"
"In post","2021","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","750","720","45940","42950"
"In post","2021","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Legal","8650","8010","54380","53630"
"In post","2021","Legal","Operational Delivery","5180","4750","27310","25480"
"In post","2021","Legal","Other","360","350","31000","27580"
"In post","2021","Legal","Policy","70","70","49750","44090"
"In post","2021","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Tax","350","340","38880","35000"
"In post","2021","Legal","Unknown","200","190","57490","59160"
"In post","2021","No function","Commercial","290","280","44250","38710"
"In post","2021","No function","Communications","130","120","41490","38970"
"In post","2021","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","50","40","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","230","220","39520","36500"
"In post","2021","No function","Economics","470","460","48040","50070"
"In post","2021","No function","Finance","410","390","43140","37420"
"In post","2021","No function","Human Resources","70","70","41370","36450"
"In post","2021","No function","Inspector of Education and Training","860","840","66460","74730"
"In post","2021","No function","Intelligence Analysis","480","470","31420","28330"
"In post","2021","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","1460","1450","46950","41020"
"In post","2021","No function","Knowledge and Information Management","980","920","38400","35700"
"In post","2021","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","450","390","100540","98480"
"In post","2021","No function","Operational Delivery","126790","116720","28690","26290"
"In post","2021","No function","Operational Research","300","290","44550","46080"
"In post","2021","No function","Other","2320","2200","39770","33390"
"In post","2021","No function","Planning","140","140","46410","40720"
"In post","2021","No function","Planning Inspectors","340","300","57920","58810"
"In post","2021","No function","Policy","20640","20150","46910","41810"
"In post","2021","No function","Project Delivery","220","210","41820","36800"
"In post","2021","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","1390","1330","35540","30930"
"In post","2021","No function","Science and Engineering","6960","6600","40170","37840"
"In post","2021","No function","Security","190","190","45580","43360"
"In post","2021","No function","Social Research","40","40","[c]","[c]"
"In post","2021","No function","Statistics","30","30","[c]","[c]"
"In post","2021","No function","Tax","11940","11190","34170","31810"
"In post","2021","No function","Unknown","7270","7110","36090","31180"
"In post","2021","No function","Veterinarian","430","410","45180","41090"
"In post","2021","Project Delivery","Commercial","800","770","38630","34950"
"In post","2021","Project Delivery","Communications","30","30","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","440","430","42720","42530"
"In post","2021","Project Delivery","Economics","110","110","54470","55620"
"In post","2021","Project Delivery","Finance","400","390","43080","39980"
"In post","2021","Project Delivery","Human Resources","30","30","[c]","[c]"
"In post","2021","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","190","190","37240","36500"
"In post","2021","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","60","60","51700","54700"
"In post","2021","Project Delivery","Operational Delivery","1900","1790","35670","31810"
"In post","2021","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","3350","3220","34420","30000"
"In post","2021","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","2450","2350","52110","53000"
"In post","2021","Project Delivery","Project Delivery","14040","13610","42120","38650"
"In post","2021","Project Delivery","Property","310","300","49480","50630"
"In post","2021","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","3460","3380","37220","35220"
"In post","2021","Project Delivery","Security","60","60","41370","39830"
"In post","2021","Project Delivery","Statistics","30","30","[c]","[c]"
"In post","2021","Project Delivery","Tax","130","120","42470","38630"
"In post","2021","Project Delivery","Unknown","570","550","50300","38450"
"In post","2021","Property","Commercial","40","30","[c]","[c]"
"In post","2021","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Property","Operational Delivery","1450","1350","28850","21250"
"In post","2021","Property","Other","320","310","31920","28870"
"In post","2021","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","70","70","51020","50450"
"In post","2021","Property","Property","6460","6170","35640","33300"
"In post","2021","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","850","820","32970","30160"
"In post","2021","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","200","190","45800","39220"
"In post","2021","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Security","Security","7630","7480","31000","26750"
"In post","2021","Security","Unknown","870","840","33080","33300"
"In post","2021","Unknown","Commercial","110","110","40610","41820"
"In post","2021","Unknown","Communications","350","330","44200","41970"
"In post","2021","Unknown","Counter Fraud","180","160","26930","25310"
"In post","2021","Unknown","Digital, Data and Technology","1440","1420","48180","44970"
"In post","2021","Unknown","Economics","210","200","46420","37730"
"In post","2021","Unknown","Finance","640","610","43680","37460"
"In post","2021","Unknown","Human Resources","780","740","40960","36780"
"In post","2021","Unknown","Intelligence Analysis","2230","2130","32550","30150"
"In post","2021","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","210","200","37400","35200"
"In post","2021","Unknown","Legal","150","140","56580","60830"
"In post","2021","Unknown","Medicine","1990","1800","46410","37890"
"In post","2021","Unknown","Operational Delivery","27630","25370","28550","25630"
"In post","2021","Unknown","Operational Research","170","170","45170","40580"
"In post","2021","Unknown","Other","15200","14650","29370","26350"
"In post","2021","Unknown","Planning","40","40","[c]","[c]"
"In post","2021","Unknown","Policy","5340","5170","47190","42360"
"In post","2021","Unknown","Project Delivery","1450","1410","44970","41950"
"In post","2021","Unknown","Property","160","150","42500","37410"
"In post","2021","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","2340","2280","36720","33300"
"In post","2021","Unknown","Security","350","340","31090","28670"
"In post","2021","Unknown","Social Research","250","240","46340","47000"
"In post","2021","Unknown","Statistics","180","170","41080","37410"
"In post","2021","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","105250","95150","29360","27570"
"In post","2021","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","170","160","44510","42210"
"In post","2022","Analysis","Economics","1370","1340","46830","40650"
"In post","2022","Analysis","Finance","60","60","46040","40150"
"In post","2022","Analysis","Geography","60","60","31580","33000"
"In post","2022","Analysis","Human Resources","40","40","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","110","110","39840","37810"
"In post","2022","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","Analysis","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","850","810","35320","31700"
"In post","2022","Analysis","Operational Research","720","690","44570","42470"
"In post","2022","Analysis","Other","380","360","56880","49550"
"In post","2022","Analysis","Policy","570","540","49090","50630"
"In post","2022","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","710","670","37550","35900"
"In post","2022","Analysis","Security","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","1090","1040","41810","38340"
"In post","2022","Analysis","Statistics","2070","2000","43990","39850"
"In post","2022","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","150","150","40960","37610"
"In post","2022","Commercial","Commercial","4070","3940","39510","37400"
"In post","2022","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","50","50","[c]","[c]"
"In post","2022","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","400","390","43170","38490"
"In post","2022","Commercial","Other","90","90","43380","40340"
"In post","2022","Commercial","Policy","30","30","[c]","[c]"
"In post","2022","Commercial","Project Delivery","100","90","45160","41350"
"In post","2022","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","130","120","41490","41810"
"In post","2022","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","1680","1660","68950","64500"
"In post","2022","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","3440","3330","42400","38680"
"In post","2022","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","100","90","40780","38950"
"In post","2022","Communications","Operational Delivery","1810","1740","30380","26820"
"In post","2022","Communications","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","40","40","[c]","[c]"
"In post","2022","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tax","2490","2420","28980","26820"
"In post","2022","Communications","Unknown","550","540","44430","40600"
"In post","2022","Counter Fraud","Counter Fraud","6390","5760","29270","27570"
"In post","2022","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","250","240","38670","37610"
"In post","2022","Counter Fraud","Knowledge and Information Management","40","30","[c]","[c]"
"In post","2022","Counter Fraud","Legal","3400","3250","33750","33080"
"In post","2022","Counter Fraud","Operational Delivery","3900","3580","30680","27570"
"In post","2022","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Other","330","300","41870","40180"
"In post","2022","Counter Fraud","Tax","1910","1800","41890","37930"
"In post","2022","Counter Fraud","Unknown","790","780","33730","30750"
"In post","2022","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Operational Delivery","3340","2980","24980","22080"
"In post","2022","Debt","Other","2500","2130","22600","21260"
"In post","2022","Debt","Tax","860","820","22200","21250"
"In post","2022","Debt","Unknown","110","110","26240","21250"
"In post","2022","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","17390","16920","41390","38000"
"In post","2022","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","910","880","32840","29810"
"In post","2022","Digital, Data & Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","550","530","38000","33840"
"In post","2022","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","50","50","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","250","240","44390","40230"
"In post","2022","Digital, Data & Technology","Project Delivery","190","180","40120","35310"
"In post","2022","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","980","920","38900","39650"
"In post","2022","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","80","80","40250","40180"
"In post","2022","Digital, Data & Technology","Unknown","1530","1510","49540","54160"
"In post","2022","Finance","Commercial","620","580","36970","33820"
"In post","2022","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","110","110","45810","42000"
"In post","2022","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","240","230","39160","36500"
"In post","2022","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Finance","8910","8540","40930","36960"
"In post","2022","Finance","Human Resources","30","30","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Delivery","1500","1310","27800","22080"
"In post","2022","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","40","30","[c]","[c]"
"In post","2022","Finance","Policy","60","60","46070","42570"
"In post","2022","Finance","Project Delivery","50","50","41230","38280"
"In post","2022","Finance","Property","40","40","[c]","[c]"
"In post","2022","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","320","310","42300","36650"
"In post","2022","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","90","90","36380","37770"
"In post","2022","Finance","Unknown","330","320","46430","41140"
"In post","2022","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","2310","2120","25120","21300"
"In post","2022","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","8460","8030","38640","34110"
"In post","2022","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Operational Delivery","1520","1410","30290","27570"
"In post","2022","Human Resources","Other","80","80","36240","37240"
"In post","2022","Human Resources","Policy","30","30","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","30","30","[c]","[c]"
"In post","2022","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","210","200","35200","33080"
"In post","2022","Human Resources","Unknown","1320","1260","40020","35590"
"In post","2022","Internal Audit","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","720","690","46700","43520"
"In post","2022","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","30","30","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","80","80","27060","26220"
"In post","2022","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","80","80","34480","27570"
"In post","2022","Legal","Legal","7750","7220","56090","55610"
"In post","2022","Legal","Operational Delivery","3250","3010","27200","25530"
"In post","2022","Legal","Other","460","440","33890","27580"
"In post","2022","Legal","Policy","100","100","47400","45000"
"In post","2022","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Tax","340","330","41560","37930"
"In post","2022","Legal","Unknown","220","220","58700","62120"
"In post","2022","No function","Commercial","520","500","48360","46550"
"In post","2022","No function","Communications","250","240","41230","37100"
"In post","2022","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","140","140","42240","40700"
"In post","2022","No function","Economics","400","390","48470","51920"
"In post","2022","No function","Finance","150","140","47100","46360"
"In post","2022","No function","Geography","430","410","31400","33290"
"In post","2022","No function","Human Resources","80","80","47640","46000"
"In post","2022","No function","Inspector of Education and Training","870","850","64950","64500"
"In post","2022","No function","Intelligence Analysis","430","420","30830","28640"
"In post","2022","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","No function","International Trade","1630","1610","47300","43840"
"In post","2022","No function","Knowledge and Information Management","820","780","35860","31990"
"In post","2022","No function","Legal","1330","1220","44240","43320"
"In post","2022","No function","Medicine","590","530","82770","84300"
"In post","2022","No function","Operational Delivery","205080","187260","28590","27570"
"In post","2022","No function","Operational Research","290","280","45550","47010"
"In post","2022","No function","Other","7500","7050","32250","27570"
"In post","2022","No function","Planning","150","150","44770","40720"
"In post","2022","No function","Planning Inspectors","380","330","56300","58810"
"In post","2022","No function","Policy","23550","22950","46870","42220"
"In post","2022","No function","Project Delivery","490","480","45130","41940"
"In post","2022","No function","Property","30","30","[c]","[c]"
