"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Declared disabled","Department for Environment, Food and Rural Affairs","270","250","37390","35900"
"In post","2022","30-39","Declared disabled","Department for International Trade","60","60","51090","51970"
"In post","2022","30-39","Declared disabled","Department for Levelling Up, Housing and Communities","110","110","42340","39600"
"In post","2022","30-39","Declared disabled","Department for Transport","200","180","30020","26130"
"In post","2022","30-39","Declared disabled","Department for Work and Pensions","1880","1730","27840","27570"
"In post","2022","30-39","Declared disabled","Department of Health and Social Care","140","140","40730","39030"
"In post","2022","30-39","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Foreign, Commonwealth and Development Office","210","210","46120","45860"
"In post","2022","30-39","Declared disabled","HM Land Registry","90","80","28110","27130"
"In post","2022","30-39","Declared disabled","HM Revenue and Customs","980","940","34290","33080"
"In post","2022","30-39","Declared disabled","HM Treasury","70","70","49960","52530"
"In post","2022","30-39","Declared disabled","Home Office","540","510","32460","27370"
"In post","2022","30-39","Declared disabled","Ministry of Defence","780","750","34870","33300"
"In post","2022","30-39","Declared disabled","Ministry of Justice","1850","1760","29370","27120"
"In post","2022","30-39","Declared disabled","National Crime Agency","50","50","35720","35170"
"In post","2022","30-39","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Scottish Government","460","440","35130","32170"
"In post","2022","30-39","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","UK Statistics Authority","120","110","34530","32290"
"In post","2022","30-39","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Welsh Government","60","60","37380","34190"
"In post","2022","30-39","Declared non-disabled","Attorney General's Departments","1470","1390","45530","50500"
"In post","2022","30-39","Declared non-disabled","Cabinet Office","1540","1510","48200","51520"
"In post","2022","30-39","Declared non-disabled","Chancellor's other departments","90","90","55350","47940"
"In post","2022","30-39","Declared non-disabled","Charity Commission","70","60","33400","29160"
"In post","2022","30-39","Declared non-disabled","Competition and Markets Authority","280","270","60430","56830"
"In post","2022","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","2580","2480","43700","40050"
"In post","2022","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","540","530","50370","51730"
"In post","2022","30-39","Declared non-disabled","Department for Education","1410","1350","44980","45390"
"In post","2022","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","2170","2070","35490","33120"
"In post","2022","30-39","Declared non-disabled","Department for International Trade","410","410","51110","51970"
"In post","2022","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","780","760","46910","48200"
"In post","2022","30-39","Declared non-disabled","Department for Transport","2610","2450","33980","28230"
"In post","2022","30-39","Declared non-disabled","Department for Work and Pensions","11500","10600","28430","27570"
"In post","2022","30-39","Declared non-disabled","Department of Health and Social Care","1420","1330","42290","40060"
"In post","2022","30-39","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Food Standards Agency","160","160","38580","37350"
"In post","2022","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","1430","1400","46410","47810"
"In post","2022","30-39","Declared non-disabled","HM Land Registry","510","480","31010","27130"
"In post","2022","30-39","Declared non-disabled","HM Revenue and Customs","9720","9320","34690","33080"
"In post","2022","30-39","Declared non-disabled","HM Treasury","560","550","55200","56440"
"In post","2022","30-39","Declared non-disabled","Home Office","6500","6130","32360","28670"
"In post","2022","30-39","Declared non-disabled","Ministry of Defence","7440","7170","35840","33700"
"In post","2022","30-39","Declared non-disabled","Ministry of Justice","14010","13270","30330","28200"
"In post","2022","30-39","Declared non-disabled","National Crime Agency","310","300","41180","40170"
"In post","2022","30-39","Declared non-disabled","Northern Ireland Office","40","40","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","350","330","43910","39850"
"In post","2022","30-39","Declared non-disabled","Office of Gas and Electricity Markets","420","420","44060","41000"
"In post","2022","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","60","60","40060","38000"
"In post","2022","30-39","Declared non-disabled","Office of Rail and Road","90","90","49730","50810"
"In post","2022","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Scottish Government","2950","2850","37590","34600"
"In post","2022","30-39","Declared non-disabled","The National Archives","90","90","34810","34260"
"In post","2022","30-39","Declared non-disabled","UK Export Finance","90","90","53460","51250"
"In post","2022","30-39","Declared non-disabled","UK Statistics Authority","660","620","38160","36840"
"In post","2022","30-39","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Water Services Regulation Authority","50","40","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Welsh Government","1070","1020","38380","38160"
"In post","2022","30-39","Undeclared","Attorney General's Departments","40","40","[c]","[c]"
"In post","2022","30-39","Undeclared","Cabinet Office","90","90","44040","40600"
"In post","2022","30-39","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","140","140","47520","49340"
"In post","2022","30-39","Undeclared","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Education","110","110","44010","40780"
"In post","2022","30-39","Undeclared","Department for Environment, Food and Rural Affairs","110","100","38540","36590"
"In post","2022","30-39","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Levelling Up, Housing and Communities","50","50","47210","48640"
"In post","2022","30-39","Undeclared","Department for Transport","250","230","35120","30730"
"In post","2022","30-39","Undeclared","Department for Work and Pensions","1030","960","28160","27570"
"In post","2022","30-39","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Food Standards Agency","120","120","37060","37350"
"In post","2022","30-39","Undeclared","Foreign, Commonwealth and Development Office","70","70","45890","39310"
"In post","2022","30-39","Undeclared","HM Land Registry","30","30","[c]","[c]"
"In post","2022","30-39","Undeclared","HM Revenue and Customs","580","570","34880","33080"
"In post","2022","30-39","Undeclared","HM Treasury","110","110","53160","52720"
"In post","2022","30-39","Undeclared","Home Office","240","230","35000","29080"
"In post","2022","30-39","Undeclared","Ministry of Defence","520","510","36380","35480"
"In post","2022","30-39","Undeclared","Ministry of Justice","1410","1330","31080","30210"
"In post","2022","30-39","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Scottish Government","100","100","39510","36130"
"In post","2022","30-39","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Attorney General's Departments","510","490","43030","48080"
"In post","2022","30-39","Unknown","Cabinet Office","960","950","50000","51230"
"In post","2022","30-39","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Charity Commission","40","40","[c]","[c]"
"In post","2022","30-39","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Department for Business, Energy and Industrial Strategy","680","650","38320","35780"
"In post","2022","30-39","Unknown","Department for Digital, Culture, Media and Sport","80","80","49560","51730"
"In post","2022","30-39","Unknown","Department for Education","700","680","41330","36570"
"In post","2022","30-39","Unknown","Department for Environment, Food and Rural Affairs","360","340","40910","37750"
"In post","2022","30-39","Unknown","Department for International Trade","340","330","49250","51710"
"In post","2022","30-39","Unknown","Department for Levelling Up, Housing and Communities","160","150","48510","49700"
"In post","2022","30-39","Unknown","Department for Transport","730","690","32850","26700"
"In post","2022","30-39","Unknown","Department for Work and Pensions","1000","950","30980","27570"
"In post","2022","30-39","Unknown","Department of Health and Social Care","1360","1310","45910","41260"
"In post","2022","30-39","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Foreign, Commonwealth and Development Office","470","470","49340","52430"
"In post","2022","30-39","Unknown","HM Land Registry","440","410","28380","25660"
"In post","2022","30-39","Unknown","HM Revenue and Customs","5000","4770","30980","26820"
"In post","2022","30-39","Unknown","HM Treasury","50","50","53660","55420"
"In post","2022","30-39","Unknown","Home Office","1450","1420","34010","27370"
"In post","2022","30-39","Unknown","Ministry of Defence","2040","1970","35720","33300"
"In post","2022","30-39","Unknown","Ministry of Justice","2900","2760","28750","25820"
"In post","2022","30-39","Unknown","National Crime Agency","970","950","37770","36410"
"In post","2022","30-39","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2022","30-39","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Scottish Government","2890","2790","34510","32170"
"In post","2022","30-39","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","UK Statistics Authority","630","580","35560","36840"
"In post","2022","30-39","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Welsh Government","110","100","39080","38160"
"In post","2022","40-49","Declared disabled","Attorney General's Departments","280","250","44260","48080"
"In post","2022","40-49","Declared disabled","Cabinet Office","200","190","47390","49700"
"In post","2022","40-49","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","300","290","42170","39540"
"In post","2022","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2022","40-49","Declared disabled","Department for Education","220","210","43070","37100"
"In post","2022","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","370","350","37460","33390"
"In post","2022","40-49","Declared disabled","Department for International Trade","50","50","[c]","[c]"
"In post","2022","40-49","Declared disabled","Department for Levelling Up, Housing and Communities","90","90","43050","39600"
"In post","2022","40-49","Declared disabled","Department for Transport","330","300","31410","26700"
"In post","2022","40-49","Declared disabled","Department for Work and Pensions","3620","3230","27900","27570"
"In post","2022","40-49","Declared disabled","Department of Health and Social Care","130","120","46370","40950"
"In post","2022","40-49","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Foreign, Commonwealth and Development Office","190","190","48350","44130"
"In post","2022","40-49","Declared disabled","HM Land Registry","130","120","30270","27130"
"In post","2022","40-49","Declared disabled","HM Revenue and Customs","1420","1320","33570","33080"
"In post","2022","40-49","Declared disabled","HM Treasury","40","40","[c]","[c]"
"In post","2022","40-49","Declared disabled","Home Office","820","770","33490","29050"
"In post","2022","40-49","Declared disabled","Ministry of Defence","970","930","35960","33300"
"In post","2022","40-49","Declared disabled","Ministry of Justice","2380","2250","31490","28960"
"In post","2022","40-49","Declared disabled","National Crime Agency","70","70","39140","36740"
"In post","2022","40-49","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","40-49","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Scottish Government","470","440","40630","35000"
"In post","2022","40-49","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","UK Statistics Authority","120","110","38830","36840"
"In post","2022","40-49","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Welsh Government","80","80","41920","38160"
"In post","2022","40-49","Declared non-disabled","Attorney General's Departments","2030","1850","48890","51470"
"In post","2022","40-49","Declared non-disabled","Cabinet Office","1220","1190","54550","54700"
"In post","2022","40-49","Declared non-disabled","Chancellor's other departments","100","100","67170","59510"
"In post","2022","40-49","Declared non-disabled","Charity Commission","80","80","38920","31000"
"In post","2022","40-49","Declared non-disabled","Competition and Markets Authority","180","170","72030","72430"
"In post","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","2420","2290","46530","43150"
"In post","2022","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","250","230","57970","57680"
"In post","2022","40-49","Declared non-disabled","Department for Education","1620","1530","49130","50130"
"In post","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","2610","2440","37870","35900"
"In post","2022","40-49","Declared non-disabled","Department for International Trade","280","270","55490","51970"
"In post","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","710","680","49740","48200"
"In post","2022","40-49","Declared non-disabled","Department for Transport","2830","2680","36090","30730"
"In post","2022","40-49","Declared non-disabled","Department for Work and Pensions","16600","14990","29400","27570"
"In post","2022","40-49","Declared non-disabled","Department of Health and Social Care","1240","1150","49190","46000"
"In post","2022","40-49","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Food Standards Agency","240","240","42050","38600"
"In post","2022","40-49","Declared non-disabled","Foreign, Commonwealth and Development Office","1540","1500","52770","54470"
"In post","2022","40-49","Declared non-disabled","HM Land Registry","810","750","36060","33840"
"In post","2022","40-49","Declared non-disabled","HM Revenue and Customs","9330","8810","36460","33370"
"In post","2022","40-49","Declared non-disabled","HM Treasury","290","270","58300","55270"
"In post","2022","40-49","Declared non-disabled","Home Office","6990","6550","34520","29080"
"In post","2022","40-49","Declared non-disabled","Ministry of Defence","8170","7880","38000","34850"
"In post","2022","40-49","Declared non-disabled","Ministry of Justice","12860","12100","33310","30450"
"In post","2022","40-49","Declared non-disabled","National Crime Agency","510","490","44100","43230"
"In post","2022","40-49","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","470","450","53520","51360"
"In post","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","260","250","53660","50740"
"In post","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","60","60","50660","46660"
"In post","2022","40-49","Declared non-disabled","Office of Rail and Road","90","80","58550","56540"
"In post","2022","40-49","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Scottish Government","2950","2810","44530","39660"
"In post","2022","40-49","Declared non-disabled","The National Archives","110","110","42230","39700"
"In post","2022","40-49","Declared non-disabled","UK Export Finance","110","110","59010","52900"
"In post","2022","40-49","Declared non-disabled","UK Statistics Authority","630","580","39880","36840"
"In post","2022","40-49","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Water Services Regulation Authority","80","70","61780","55420"
"In post","2022","40-49","Declared non-disabled","Welsh Government","1550","1480","44920","41980"
"In post","2022","40-49","Undeclared","Attorney General's Departments","50","50","57800","63730"
"In post","2022","40-49","Undeclared","Cabinet Office","80","70","48430","42250"
"In post","2022","40-49","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Department for Business, Energy and Industrial Strategy","100","100","47150","44170"
"In post","2022","40-49","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Department for Education","80","80","46270","41460"
"In post","2022","40-49","Undeclared","Department for Environment, Food and Rural Affairs","120","120","40550","37240"
"In post","2022","40-49","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Department for Levelling Up, Housing and Communities","50","40","[c]","[c]"
"In post","2022","40-49","Undeclared","Department for Transport","300","290","34710","30720"
"In post","2022","40-49","Undeclared","Department for Work and Pensions","1020","940","29750","27570"
"In post","2022","40-49","Undeclared","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2022","40-49","Undeclared","Food Standards Agency","90","90","41310","37910"
"In post","2022","40-49","Undeclared","Foreign, Commonwealth and Development Office","80","80","51290","54320"
"In post","2022","40-49","Undeclared","HM Land Registry","60","50","34450","33840"
"In post","2022","40-49","Undeclared","HM Revenue and Customs","820","780","36720","33370"
"In post","2022","40-49","Undeclared","HM Treasury","40","40","[c]","[c]"
"In post","2022","40-49","Undeclared","Home Office","490","470","34120","30820"
"In post","2022","40-49","Undeclared","Ministry of Defence","780","760","36400","33300"
"In post","2022","40-49","Undeclared","Ministry of Justice","2030","1920","32940","31650"
"In post","2022","40-49","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Scottish Government","100","90","42720","37710"
"In post","2022","40-49","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","70","60","40410","38160"
"In post","2022","40-49","Unknown","Attorney General's Departments","490","450","49120","52030"
"In post","2022","40-49","Unknown","Cabinet Office","800","780","62190","59510"
"In post","2022","40-49","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Charity Commission","60","50","37920","29420"
"In post","2022","40-49","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","440","420","39220","34500"
"In post","2022","40-49","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Department for Education","390","370","44790","40230"
"In post","2022","40-49","Unknown","Department for Environment, Food and Rural Affairs","300","290","42100","37690"
"In post","2022","40-49","Unknown","Department for International Trade","130","130","54210","54650"
"In post","2022","40-49","Unknown","Department for Levelling Up, Housing and Communities","110","100","53690","53130"
"In post","2022","40-49","Unknown","Department for Transport","500","480","33140","26700"
"In post","2022","40-49","Unknown","Department for Work and Pensions","630","600","32050","27570"
"In post","2022","40-49","Unknown","Department of Health and Social Care","1430","1350","51290","49530"
"In post","2022","40-49","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Foreign, Commonwealth and Development Office","360","350","54350","55290"
"In post","2022","40-49","Unknown","HM Land Registry","280","270","29680","22600"
"In post","2022","40-49","Unknown","HM Revenue and Customs","3890","3620","32050","26820"
"In post","2022","40-49","Unknown","HM Treasury","40","40","[c]","[c]"
"In post","2022","40-49","Unknown","Home Office","920","900","36550","28650"
"In post","2022","40-49","Unknown","Ministry of Defence","2070","1990","37960","36000"
"In post","2022","40-49","Unknown","Ministry of Justice","1660","1550","30690","27070"
"In post","2022","40-49","Unknown","National Crime Agency","780","750","42810","40210"
"In post","2022","40-49","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Office for Standards in Education, Children's Services and Skills","50","40","[c]","[c]"
"In post","2022","40-49","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Scottish Government","2350","2240","38620","35000"
"In post","2022","40-49","Unknown","The National Archives","30","30","[c]","[c]"
"In post","2022","40-49","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","UK Statistics Authority","380","350","37000","36840"
"In post","2022","40-49","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Welsh Government","100","90","45240","38160"
"In post","2022","50-59","Declared disabled","Attorney General's Departments","430","400","46640","48830"
"In post","2022","50-59","Declared disabled","Cabinet Office","220","210","49180","41640"
"In post","2022","50-59","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","320","310","39980","36030"
"In post","2022","50-59","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Department for Education","220","210","42690","38360"
"In post","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","410","390","34690","29750"
"In post","2022","50-59","Declared disabled","Department for International Trade","60","50","47040","39110"
"In post","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","90","80","44550","38160"
"In post","2022","50-59","Declared disabled","Department for Transport","470","430","29960","26780"
"In post","2022","50-59","Declared disabled","Department for Work and Pensions","6530","5840","27860","27570"
"In post","2022","50-59","Declared disabled","Department of Health and Social Care","120","110","48990","46000"
"In post","2022","50-59","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","200","190","46250","41180"
"In post","2022","50-59","Declared disabled","HM Land Registry","290","260","31290","27130"
"In post","2022","50-59","Declared disabled","HM Revenue and Customs","2420","2210","34030","30620"
"In post","2022","50-59","Declared disabled","HM Treasury","40","40","[c]","[c]"
"In post","2022","50-59","Declared disabled","Home Office","1080","1010","32700","28760"
"In post","2022","50-59","Declared disabled","Ministry of Defence","1890","1840","34140","32940"
"In post","2022","50-59","Declared disabled","Ministry of Justice","3460","3270","31650","28500"
"In post","2022","50-59","Declared disabled","National Crime Agency","80","70","41880","39800"
"In post","2022","50-59","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","60","60","52670","51360"
"In post","2022","50-59","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Scottish Government","610","580","38260","35000"
"In post","2022","50-59","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","UK Statistics Authority","160","140","33800","30810"
"In post","2022","50-59","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Welsh Government","120","110","42340","38160"
"In post","2022","50-59","Declared non-disabled","Attorney General's Departments","2080","1950","48570","51470"
"In post","2022","50-59","Declared non-disabled","Cabinet Office","1010","990","54150","49700"
"In post","2022","50-59","Declared non-disabled","Chancellor's other departments","70","70","67890","55250"
"In post","2022","50-59","Declared non-disabled","Charity Commission","40","40","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Competition and Markets Authority","120","110","67810","59140"
"In post","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","2190","2110","44350","40150"
"In post","2022","50-59","Declared non-disabled","Department for Digital, Culture, Media and Sport","140","130","50650","51730"
"In post","2022","50-59","Declared non-disabled","Department for Education","1310","1270","47450","46170"
"In post","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","2200","2110","37820","34100"
"In post","2022","50-59","Declared non-disabled","Department for International Trade","290","290","48850","42630"
"In post","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","560","540","47800","46120"
"In post","2022","50-59","Declared non-disabled","Department for Transport","2950","2810","35270","29730"
"In post","2022","50-59","Declared non-disabled","Department for Work and Pensions","24200","22010","29260","27570"
"In post","2022","50-59","Declared non-disabled","Department of Health and Social Care","940","890","49100","41650"
"In post","2022","50-59","Declared non-disabled","Estyn","40","40","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Food Standards Agency","340","330","36790","30810"
"In post","2022","50-59","Declared non-disabled","Foreign, Commonwealth and Development Office","1460","1430","52420","49370"
"In post","2022","50-59","Declared non-disabled","HM Land Registry","1850","1670","33280","33840"
