"Status","Year","Age","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","East Midlands (England)","SEO/HEO","420","420","32290","31810"
"In post","2021","20-29","East Midlands (England)","Unknown","180","180","25190","22920"
"In post","2021","20-29","East of England","AA/AO","1420","1380","24280","22850"
"In post","2021","20-29","East of England","EO","850","840","27410","27570"
"In post","2021","20-29","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","SEO/HEO","360","360","33680","33000"
"In post","2021","20-29","East of England","Unknown","230","220","24080","22920"
"In post","2021","20-29","London","AA/AO","2660","2620","25640","24590"
"In post","2021","20-29","London","EO","5460","5420","29180","28810"
"In post","2021","20-29","London","G6/G7","3400","3390","55290","54110"
"In post","2021","20-29","London","SCS","40","40","[c]","[c]"
"In post","2021","20-29","London","SEO/HEO","11090","11050","35670","34710"
"In post","2021","20-29","London","Unknown","360","350","28830","26810"
"In post","2021","20-29","North East (England)","AA/AO","2000","1930","21230","21010"
"In post","2021","20-29","North East (England)","EO","1160","1140","26190","25560"
"In post","2021","20-29","North East (England)","G6/G7","50","50","51350","52580"
"In post","2021","20-29","North East (England)","SEO/HEO","610","600","32470","31810"
"In post","2021","20-29","North East (England)","Unknown","110","100","24610","22920"
"In post","2021","20-29","North West (England)","AA/AO","3730","3620","21360","21010"
"In post","2021","20-29","North West (England)","EO","2810","2780","26330","25560"
"In post","2021","20-29","North West (England)","G6/G7","150","150","51230","52580"
"In post","2021","20-29","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","SEO/HEO","1360","1350","32580","31810"
"In post","2021","20-29","North West (England)","Unknown","290","280","25460","23840"
"In post","2021","20-29","Northern Ireland","AA/AO","260","250","20360","20140"
"In post","2021","20-29","Northern Ireland","EO","110","110","25520","25560"
"In post","2021","20-29","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","SEO/HEO","50","50","32670","31810"
"In post","2021","20-29","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","G6/G7","40","40","[c]","[c]"
"In post","2021","20-29","Overseas","SEO/HEO","230","230","35900","34220"
"In post","2021","20-29","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","AA/AO","3210","3100","21670","21010"
"In post","2021","20-29","Scotland","EO","1870","1860","27010","27150"
"In post","2021","20-29","Scotland","G6/G7","120","120","51000","52480"
"In post","2021","20-29","Scotland","SEO/HEO","1310","1300","34100","32890"
"In post","2021","20-29","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South East (England)","AA/AO","2670","2610","24960","24180"
"In post","2021","20-29","South East (England)","EO","1640","1620","27080","27050"
"In post","2021","20-29","South East (England)","G6/G7","60","60","50560","50520"
"In post","2021","20-29","South East (England)","SEO/HEO","1060","1050","32640","31810"
"In post","2021","20-29","South East (England)","Unknown","310","300","24810","24020"
"In post","2021","20-29","South West (England)","AA/AO","1800","1760","21820","21010"
"In post","2021","20-29","South West (England)","EO","2240","2210","24900","25620"
"In post","2021","20-29","South West (England)","G6/G7","110","110","50800","52260"
"In post","2021","20-29","South West (England)","SEO/HEO","2390","2370","32210","31810"
"In post","2021","20-29","South West (England)","Unknown","510","500","27690","27540"
"In post","2021","20-29","Unknown","AA/AO","50","50","[c]","[c]"
"In post","2021","20-29","Unknown","EO","100","100","27360","27570"
"In post","2021","20-29","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","SEO/HEO","350","350","31170","31990"
"In post","2021","20-29","Unknown","Unknown","370","370","28960","28980"
"In post","2021","20-29","Wales","AA/AO","2530","2440","21250","21010"
"In post","2021","20-29","Wales","EO","1500","1480","26280","26290"
"In post","2021","20-29","Wales","G6/G7","100","100","51670","49500"
"In post","2021","20-29","Wales","SEO/HEO","970","960","33170","31810"
"In post","2021","20-29","Wales","Unknown","160","150","24580","22920"
"In post","2021","20-29","West Midlands (England)","AA/AO","2020","1970","21610","21000"
"In post","2021","20-29","West Midlands (England)","EO","1320","1300","26240","26670"
"In post","2021","20-29","West Midlands (England)","G6/G7","70","70","51800","52580"
"In post","2021","20-29","West Midlands (England)","SEO/HEO","660","660","32740","31810"
"In post","2021","20-29","West Midlands (England)","Unknown","220","210","24420","22920"
"In post","2021","20-29","Yorkshire and The Humber","AA/AO","2600","2540","22050","21010"
"In post","2021","20-29","Yorkshire and The Humber","EO","1680","1660","26120","25560"
"In post","2021","20-29","Yorkshire and The Humber","G6/G7","170","160","51930","51560"
"In post","2021","20-29","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","SEO/HEO","1140","1130","32290","31810"
"In post","2021","20-29","Yorkshire and The Humber","Unknown","220","220","24370","22920"
"In post","2021","30-39","East Midlands (England)","AA/AO","1560","1420","22520","21010"
"In post","2021","30-39","East Midlands (England)","EO","1200","1130","26760","27380"
"In post","2021","30-39","East Midlands (England)","G6/G7","220","210","53790","52580"
"In post","2021","30-39","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","SEO/HEO","1030","990","34670","31990"
"In post","2021","30-39","East Midlands (England)","Unknown","230","200","29540","30210"
"In post","2021","30-39","East of England","AA/AO","1420","1310","24540","22850"
"In post","2021","30-39","East of England","EO","1150","1080","27880","27570"
"In post","2021","30-39","East of England","G6/G7","220","210","55360","53620"
"In post","2021","30-39","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","SEO/HEO","1020","980","35470","33300"
"In post","2021","30-39","East of England","Unknown","250","230","29260","30210"
"In post","2021","30-39","London","AA/AO","1960","1830","26690","25390"
"In post","2021","30-39","London","EO","3860","3700","29950","29570"
"In post","2021","30-39","London","G6/G7","9450","9190","59080","57460"
"In post","2021","30-39","London","SCS","940","910","79220","74840"
"In post","2021","30-39","London","SEO/HEO","7730","7570","38650","38580"
"In post","2021","30-39","London","Unknown","390","380","32600","34100"
"In post","2021","30-39","North East (England)","AA/AO","2440","2170","21410","21010"
"In post","2021","30-39","North East (England)","EO","1700","1610","26390","25820"
"In post","2021","30-39","North East (England)","G6/G7","410","400","53200","52580"
"In post","2021","30-39","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North East (England)","SEO/HEO","1480","1430","34030","31990"
"In post","2021","30-39","North East (England)","Unknown","170","160","27680","26310"
"In post","2021","30-39","North West (England)","AA/AO","3740","3400","21580","21010"
"In post","2021","30-39","North West (England)","EO","3910","3710","26570","26480"
"In post","2021","30-39","North West (England)","G6/G7","890","870","53760","52580"
"In post","2021","30-39","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North West (England)","SEO/HEO","2990","2910","34240","31990"
"In post","2021","30-39","North West (England)","Unknown","500","470","29680","30210"
"In post","2021","30-39","Northern Ireland","AA/AO","300","280","20610","20140"
"In post","2021","30-39","Northern Ireland","EO","250","240","25910","25560"
"In post","2021","30-39","Northern Ireland","G6/G7","60","60","54250","52580"
"In post","2021","30-39","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","SEO/HEO","220","210","33410","31810"
"In post","2021","30-39","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","EO","50","50","27410","26670"
"In post","2021","30-39","Overseas","G6/G7","470","470","56620","55060"
"In post","2021","30-39","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","SEO/HEO","430","430","38060","34770"
"In post","2021","30-39","Overseas","Unknown","80","80","[c]","[c]"
"In post","2021","30-39","Scotland","AA/AO","3130","2870","22270","21010"
"In post","2021","30-39","Scotland","EO","2950","2830","28020","27570"
"In post","2021","30-39","Scotland","G6/G7","1060","1030","57180","56120"
"In post","2021","30-39","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland","SEO/HEO","3150","3050","36940","35110"
"In post","2021","30-39","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South East (England)","AA/AO","2420","2260","25820","24180"
"In post","2021","30-39","South East (England)","EO","2270","2140","27970","27570"
"In post","2021","30-39","South East (England)","G6/G7","580","560","53080","51730"
"In post","2021","30-39","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South East (England)","SEO/HEO","1890","1820","35840","35300"
"In post","2021","30-39","South East (England)","Unknown","370","330","30690","31450"
"In post","2021","30-39","South West (England)","AA/AO","1670","1520","22530","21010"
"In post","2021","30-39","South West (England)","EO","1840","1710","26510","26740"
"In post","2021","30-39","South West (England)","G6/G7","1240","1190","52530","50630"
"In post","2021","30-39","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South West (England)","SEO/HEO","4140","3980","35810","35890"
"In post","2021","30-39","South West (England)","Unknown","590","560","35660","33360"
"In post","2021","30-39","Unknown","AA/AO","30","30","[c]","[c]"
"In post","2021","30-39","Unknown","EO","130","120","27670","27570"
"In post","2021","30-39","Unknown","G6/G7","60","60","58190","56730"
"In post","2021","30-39","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","SEO/HEO","130","130","34080","32320"
"In post","2021","30-39","Unknown","Unknown","420","420","37240","33860"
"In post","2021","30-39","Wales","AA/AO","2910","2590","21330","21590"
"In post","2021","30-39","Wales","EO","2320","2190","26760","27080"
"In post","2021","30-39","Wales","G6/G7","650","630","55460","53440"
"In post","2021","30-39","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales","SEO/HEO","2460","2370","35850","36030"
"In post","2021","30-39","Wales","Unknown","300","280","28740","30210"
"In post","2021","30-39","West Midlands (England)","AA/AO","2020","1850","21860","21010"
"In post","2021","30-39","West Midlands (England)","EO","1930","1820","26710","27570"
"In post","2021","30-39","West Midlands (England)","G6/G7","440","430","53820","52580"
"In post","2021","30-39","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Midlands (England)","SEO/HEO","1610","1560","35010","33090"
"In post","2021","30-39","West Midlands (England)","Unknown","290","260","27830","28200"
"In post","2021","30-39","Yorkshire and The Humber","AA/AO","2220","1990","22620","21430"
"In post","2021","30-39","Yorkshire and The Humber","EO","2120","1980","26960","26980"
"In post","2021","30-39","Yorkshire and The Humber","G6/G7","780","750","54020","52150"
"In post","2021","30-39","Yorkshire and The Humber","SCS","30","30","[c]","[c]"
"In post","2021","30-39","Yorkshire and The Humber","SEO/HEO","2070","1990","34320","31990"
"In post","2021","30-39","Yorkshire and The Humber","Unknown","280","240","28840","30210"
"In post","2021","40-49","East Midlands (England)","AA/AO","1510","1360","22130","21010"
"In post","2021","40-49","East Midlands (England)","EO","1440","1320","27170","27570"
"In post","2021","40-49","East Midlands (England)","G6/G7","460","440","56480","52580"
"In post","2021","40-49","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","40-49","East Midlands (England)","SEO/HEO","1290","1230","36170","34190"
"In post","2021","40-49","East Midlands (England)","Unknown","260","230","31480","32690"
"In post","2021","40-49","East of England","AA/AO","1540","1390","23850","21550"
"In post","2021","40-49","East of England","EO","1740","1620","28120","27570"
"In post","2021","40-49","East of England","G6/G7","420","400","58170","54540"
"In post","2021","40-49","East of England","SCS","40","40","[c]","[c]"
"In post","2021","40-49","East of England","SEO/HEO","1320","1250","36950","36040"
"In post","2021","40-49","East of England","Unknown","230","210","30740","30880"
"In post","2021","40-49","London","AA/AO","2270","2060","25840","25110"
"In post","2021","40-49","London","EO","3990","3730","30150","30270"
"In post","2021","40-49","London","G6/G7","7480","7130","61710","59900"
"In post","2021","40-49","London","SCS","2010","1930","89160","80800"
"In post","2021","40-49","London","SEO/HEO","6230","6020","39680","39530"
"In post","2021","40-49","London","Unknown","340","320","36260","36580"
"In post","2021","40-49","North East (England)","AA/AO","2900","2510","21490","21010"
"In post","2021","40-49","North East (England)","EO","1890","1750","26830","27570"
"In post","2021","40-49","North East (England)","G6/G7","710","700","54920","52580"
"In post","2021","40-49","North East (England)","SCS","40","40","[c]","[c]"
"In post","2021","40-49","North East (England)","SEO/HEO","1750","1680","34990","32960"
"In post","2021","40-49","North East (England)","Unknown","190","180","31120","32100"
"In post","2021","40-49","North West (England)","AA/AO","4500","3970","21560","21010"
"In post","2021","40-49","North West (England)","EO","4380","4070","27000","27570"
"In post","2021","40-49","North West (England)","G6/G7","1470","1430","56260","52580"
"In post","2021","40-49","North West (England)","SCS","100","90","85970","81000"
"In post","2021","40-49","North West (England)","SEO/HEO","3580","3450","35430","33720"
"In post","2021","40-49","North West (England)","Unknown","540","500","32630","32690"
"In post","2021","40-49","Northern Ireland","AA/AO","410","380","20940","20310"
"In post","2021","40-49","Northern Ireland","EO","270","250","26230","25560"
"In post","2021","40-49","Northern Ireland","G6/G7","70","70","54650","52580"
"In post","2021","40-49","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland","SEO/HEO","240","230","34530","31810"
"In post","2021","40-49","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Overseas","EO","80","80","27920","27170"
"In post","2021","40-49","Overseas","G6/G7","450","450","60710","60080"
"In post","2021","40-49","Overseas","SCS","120","120","81810","74740"
"In post","2021","40-49","Overseas","SEO/HEO","430","420","41090","39230"
"In post","2021","40-49","Overseas","Unknown","90","80","[c]","[c]"
"In post","2021","40-49","Scotland","AA/AO","3190","2890","22280","21010"
"In post","2021","40-49","Scotland","EO","2800","2640","28310","27570"
"In post","2021","40-49","Scotland","G6/G7","1590","1520","61310","61010"
"In post","2021","40-49","Scotland","SCS","110","100","86780","83230"
"In post","2021","40-49","Scotland","SEO/HEO","3040","2920","38730","37460"
"In post","2021","40-49","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","South East (England)","AA/AO","2460","2240","24680","21680"
"In post","2021","40-49","South East (England)","EO","2940","2740","28000","27570"
"In post","2021","40-49","South East (England)","G6/G7","1050","1010","57200","54540"
"In post","2021","40-49","South East (England)","SCS","70","70","87880","84380"
"In post","2021","40-49","South East (England)","SEO/HEO","2370","2270","37030","36140"
"In post","2021","40-49","South East (England)","Unknown","310","280","33070","34340"
"In post","2021","40-49","South West (England)","AA/AO","1710","1560","22450","21010"
"In post","2021","40-49","South West (England)","EO","2180","1990","27070","27570"
"In post","2021","40-49","South West (England)","G6/G7","2110","2040","55890","54540"
"In post","2021","40-49","South West (England)","SCS","110","110","91010","86700"
"In post","2021","40-49","South West (England)","SEO/HEO","3700","3520","37020","37320"
"In post","2021","40-49","South West (England)","Unknown","550","520","40970","38280"
"In post","2021","40-49","Unknown","AA/AO","40","30","[c]","[c]"
"In post","2021","40-49","Unknown","EO","120","120","27890","27570"
"In post","2021","40-49","Unknown","G6/G7","50","40","[c]","[c]"
"In post","2021","40-49","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","SEO/HEO","100","100","36430","34500"
"In post","2021","40-49","Unknown","Unknown","410","410","39660","34460"
"In post","2021","40-49","Wales","AA/AO","2510","2230","21250","21140"
"In post","2021","40-49","Wales","EO","2100","1970","27080","27570"
"In post","2021","40-49","Wales","G6/G7","1160","1110","58390","58840"
"In post","2021","40-49","Wales","SCS","110","110","83700","78460"
"In post","2021","40-49","Wales","SEO/HEO","2480","2380","37870","37410"
"In post","2021","40-49","Wales","Unknown","300","280","32510","31420"
"In post","2021","40-49","West Midlands (England)","AA/AO","2020","1790","22070","21010"
"In post","2021","40-49","West Midlands (England)","EO","2110","1940","27170","27570"
"In post","2021","40-49","West Midlands (England)","G6/G7","810","780","57110","53430"
"In post","2021","40-49","West Midlands (England)","SCS","80","70","89470","81790"
"In post","2021","40-49","West Midlands (England)","SEO/HEO","1840","1760","36660","36500"
"In post","2021","40-49","West Midlands (England)","Unknown","350","320","32060","32690"
"In post","2021","40-49","Yorkshire and The Humber","AA/AO","2160","1910","22660","21010"
"In post","2021","40-49","Yorkshire and The Humber","EO","2350","2160","27220","27570"
"In post","2021","40-49","Yorkshire and The Humber","G6/G7","1320","1270","56110","52580"
"In post","2021","40-49","Yorkshire and The Humber","SCS","100","90","80760","75000"
"In post","2021","40-49","Yorkshire and The Humber","SEO/HEO","2320","2210","35750","35310"
"In post","2021","40-49","Yorkshire and The Humber","Unknown","380","340","31950","32690"
"In post","2021","50-59","East Midlands (England)","AA/AO","2360","2130","22110","21010"
"In post","2021","50-59","East Midlands (England)","EO","1990","1850","27360","27570"
"In post","2021","50-59","East Midlands (England)","G6/G7","570","550","59380","55610"
"In post","2021","50-59","East Midlands (England)","SCS","50","50","91230","83300"
"In post","2021","50-59","East Midlands (England)","SEO/HEO","1640","1570","36990","35000"
"In post","2021","50-59","East Midlands (England)","Unknown","230","220","31670","30780"
"In post","2021","50-59","East of England","AA/AO","2270","2110","23230","21440"
"In post","2021","50-59","East of England","EO","2560","2370","28600","27570"
"In post","2021","50-59","East of England","G6/G7","560","550","60510","57330"
"In post","2021","50-59","East of England","SCS","60","60","101450","98620"
"In post","2021","50-59","East of England","SEO/HEO","1840","1780","37600","36250"
"In post","2021","50-59","East of England","Unknown","210","190","30170","28200"
"In post","2021","50-59","London","AA/AO","3600","3380","25290","25060"
"In post","2021","50-59","London","EO","5820","5510","30510","30560"
"In post","2021","50-59","London","G6/G7","5980","5830","63300","61590"
"In post","2021","50-59","London","SCS","1420","1380","98630","90520"
"In post","2021","50-59","London","SEO/HEO","7030","6870","40200","39800"
"In post","2021","50-59","London","Unknown","380","370","36500","36580"
"In post","2021","50-59","North East (England)","AA/AO","4150","3510","21750","21010"
"In post","2021","50-59","North East (England)","EO","2300","2060","27220","27570"
"In post","2021","50-59","North East (England)","G6/G7","750","730","55380","52580"
"In post","2021","50-59","North East (England)","SCS","60","60","87980","77950"
"In post","2021","50-59","North East (England)","SEO/HEO","1900","1810","35590","34290"
"In post","2021","50-59","North East (England)","Unknown","170","160","31760","28200"
"In post","2021","50-59","North West (England)","AA/AO","6230","5540","21710","21010"
"In post","2021","50-59","North West (England)","EO","5500","5060","27240","27570"
"In post","2021","50-59","North West (England)","G6/G7","1740","1710","57540","54750"
"In post","2021","50-59","North West (England)","SCS","140","140","88810","80440"
"In post","2021","50-59","North West (England)","SEO/HEO","4090","3940","36120","34500"
"In post","2021","50-59","North West (England)","Unknown","500","480","32410","31420"
"In post","2021","50-59","Northern Ireland","AA/AO","500","470","20970","20310"
"In post","2021","50-59","Northern Ireland","EO","280","260","27520","27420"
"In post","2021","50-59","Northern Ireland","G6/G7","90","90","57830","53090"
"In post","2021","50-59","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland","SEO/HEO","330","320","35860","35000"
"In post","2021","50-59","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Overseas","EO","100","100","28390","27370"
"In post","2021","50-59","Overseas","G6/G7","320","320","63490","63200"
"In post","2021","50-59","Overseas","SCS","110","110","90990","84620"
"In post","2021","50-59","Overseas","SEO/HEO","380","380","42720","40120"
"In post","2021","50-59","Overseas","Unknown","60","60","[c]","[c]"
"In post","2021","50-59","Scotland","AA/AO","4920","4430","22380","21010"
"In post","2021","50-59","Scotland","EO","4380","4080","28850","27570"
"In post","2021","50-59","Scotland","G6/G7","1570","1530","62990","61010"
"In post","2021","50-59","Scotland","SCS","170","170","89870","83230"
"In post","2021","50-59","Scotland","SEO/HEO","3630","3480","38980","37600"
"In post","2021","50-59","Scotland","Unknown","40","40","[c]","[c]"
"In post","2021","50-59","South East (England)","AA/AO","4190","3790","23430","21430"
"In post","2021","50-59","South East (England)","EO","4240","3940","28490","27570"
"In post","2021","50-59","South East (England)","G6/G7","1300","1270","58800","56350"
"In post","2021","50-59","South East (England)","SCS","90","80","92070","89940"
"In post","2021","50-59","South East (England)","SEO/HEO","3340","3250","37800","36480"
"In post","2021","50-59","South East (England)","Unknown","360","330","32030","31420"
"In post","2021","50-59","South West (England)","AA/AO","2780","2560","22320","21010"
"In post","2021","50-59","South West (England)","EO","3000","2780","27280","27570"
"In post","2021","50-59","South West (England)","G6/G7","2200","2150","57630","55790"
"In post","2021","50-59","South West (England)","SCS","170","170","99850","93640"
"In post","2021","50-59","South West (England)","SEO/HEO","4490","4350","37820","37420"
"In post","2021","50-59","South West (England)","Unknown","600","570","44120","39970"
"In post","2021","50-59","Unknown","AA/AO","70","70","22810","22080"
"In post","2021","50-59","Unknown","EO","180","170","28450","27570"
"In post","2021","50-59","Unknown","G6/G7","60","60","56540","54700"
"In post","2021","50-59","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","SEO/HEO","140","130","38150","36460"
"In post","2021","50-59","Unknown","Unknown","520","520","42180","37150"
"In post","2021","50-59","Wales","AA/AO","3180","2790","21300","21010"
"In post","2021","50-59","Wales","EO","2580","2400","27340","27570"
"In post","2021","50-59","Wales","G6/G7","1070","1050","60560","60830"
"In post","2021","50-59","Wales","SCS","120","120","87010","79280"
"In post","2021","50-59","Wales","SEO/HEO","2520","2420","37940","37410"
"In post","2021","50-59","Wales","Unknown","240","230","30800","28750"
"In post","2021","50-59","West Midlands (England)","AA/AO","2990","2700","22200","21010"
"In post","2021","50-59","West Midlands (England)","EO","2960","2720","27470","27570"
"In post","2021","50-59","West Midlands (England)","G6/G7","860","850","58370","54850"
"In post","2021","50-59","West Midlands (England)","SCS","90","90","98130","87970"
"In post","2021","50-59","West Midlands (England)","SEO/HEO","2160","2090","36850","35000"
"In post","2021","50-59","West Midlands (England)","Unknown","380","350","31230","31150"
"In post","2021","50-59","Yorkshire and The Humber","AA/AO","3200","2870","22710","21010"
"In post","2021","50-59","Yorkshire and The Humber","EO","3300","3030","27530","27570"
"In post","2021","50-59","Yorkshire and The Humber","G6/G7","1350","1310","57840","55610"
"In post","2021","50-59","Yorkshire and The Humber","SCS","130","130","91020","84740"
"In post","2021","50-59","Yorkshire and The Humber","SEO/HEO","2800","2680","36330","35000"
"In post","2021","50-59","Yorkshire and The Humber","Unknown","310","300","31580","31420"
"In post","2021","60-64","East Midlands (England)","AA/AO","780","650","21230","20920"
"In post","2021","60-64","East Midlands (England)","EO","510","410","27480","27570"
"In post","2021","60-64","East Midlands (England)","G6/G7","100","80","60670","58130"
"In post","2021","60-64","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","60-64","East Midlands (England)","SEO/HEO","300","250","36930","35000"
"In post","2021","60-64","East Midlands (England)","Unknown","90","70","31060","28200"
"In post","2021","60-64","East of England","AA/AO","840","720","22370","21220"
"In post","2021","60-64","East of England","EO","660","540","28670","27570"
"In post","2021","60-64","East of England","G6/G7","90","80","61310","57590"
"In post","2021","60-64","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","60-64","East of England","SEO/HEO","440","380","37640","35450"
"In post","2021","60-64","East of England","Unknown","80","70","30900","28200"
"In post","2021","60-64","London","AA/AO","1360","1210","24730","24900"
"In post","2021","60-64","London","EO","1520","1310","30570","30780"
"In post","2021","60-64","London","G6/G7","1020","920","64750","63180"
"In post","2021","60-64","London","SCS","240","220","103960","94900"
"In post","2021","60-64","London","SEO/HEO","1440","1290","40900","39800"
"In post","2021","60-64","London","Unknown","120","110","36740","34170"
"In post","2021","60-64","North East (England)","AA/AO","1660","1220","21310","21010"
"In post","2021","60-64","North East (England)","EO","690","500","27420","27570"
"In post","2021","60-64","North East (England)","G6/G7","100","80","57750","55610"
"In post","2021","60-64","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","60-64","North East (England)","SEO/HEO","350","270","36120","35000"
"In post","2021","60-64","North East (England)","Unknown","60","50","29870","28200"
"In post","2021","60-64","North West (England)","AA/AO","2090","1650","21360","21010"
"In post","2021","60-64","North West (England)","EO","1370","1040","27300","27570"
"In post","2021","60-64","North West (England)","G6/G7","250","210","59360","56730"
"In post","2021","60-64","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","60-64","North West (England)","SEO/HEO","780","620","36560","35000"
"In post","2021","60-64","North West (England)","Unknown","160","140","30250","28200"
"In post","2021","60-64","Northern Ireland","AA/AO","150","130","20870","20310"
"In post","2021","60-64","Northern Ireland","EO","60","50","27910","28130"
"In post","2021","60-64","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland","SEO/HEO","40","40","[c]","[c]"
"In post","2021","60-64","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","G6/G7","60","60","64300","64130"
"In post","2021","60-64","Overseas","SCS","30","30","[c]","[c]"
"In post","2021","60-64","Overseas","SEO/HEO","70","70","42150","40580"
