"Status","Year","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Hampshire","50","50","33840","29670"
"In post","2021","Asian","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","City of Edinburgh","130","120","34410","30650"
"In post","2021","Asian","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Coventry","420","400","33600","29730"
"In post","2021","Asian","Croydon","1610","1500","34290","29570"
"In post","2021","Asian","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derby","110","90","25500","22570"
"In post","2021","Asian","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon CC","30","30","[c]","[c]"
"In post","2021","Asian","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dudley","90","80","24040","21010"
"In post","2021","Asian","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Durham CC","50","40","25090","21430"
"In post","2021","Asian","Ealing","190","180","31380","31060"
"In post","2021","Asian","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Kent","40","40","[c]","[c]"
"In post","2021","Asian","East Lancashire","70","60","24680","27570"
"In post","2021","Asian","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Surrey","40","40","[c]","[c]"
"In post","2021","Asian","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Enfield","70","60","30170","31060"
"In post","2021","Asian","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex Thames Gateway","40","40","[c]","[c]"
"In post","2021","Asian","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Glasgow City","200","180","28810","25390"
"In post","2021","Asian","Gloucestershire","30","30","[c]","[c]"
"In post","2021","Asian","Greater Manchester North East","120","110","27460","27570"
"In post","2021","Asian","Greater Manchester North West","80","70","24510","24700"
"In post","2021","Asian","Greater Manchester South East","90","80","24280","21130"
"In post","2021","Asian","Greater Manchester South West","460","430","28540","25560"
"In post","2021","Asian","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hackney and Newham","690","620","31410","31060"
"In post","2021","Asian","Haringey and Islington","160","140","29000","31060"
"In post","2021","Asian","Harrow and Hillingdon","1240","1130","29850","29080"
"In post","2021","Asian","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heart of Essex","30","30","[c]","[c]"
"In post","2021","Asian","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hertfordshire","340","320","33550","30090"
"In post","2021","Asian","Hounslow and Richmond upon Thames","660","600","29820","29080"
"In post","2021","Asian","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kensington & Chelsea and Hammersmith & Fulham","110","110","33010","31060"
"In post","2021","Asian","Kent Thames Gateway","50","40","[c]","[c]"
"In post","2021","Asian","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lambeth","380","360","41070","34950"
"In post","2021","Asian","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leeds","940","880","29860","27570"
"In post","2021","Asian","Leicester","820","730","24850","21440"
"In post","2021","Asian","Leicestershire CC and Rutland","120","110","26330","24890"
"In post","2021","Asian","Lewisham and Southwark","150","140","31980","30890"
"In post","2021","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Liverpool","90","90","35400","25040"
"In post","2021","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Luton","120","100","25330","25260"
"In post","2021","Asian","Manchester","630","600","30570","27570"
"In post","2021","Asian","Medway","40","40","[c]","[c]"
"In post","2021","Asian","Merton, Kingston upon Thames and Sutton","80","70","30150","31060"
"In post","2021","Asian","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Mid Lancashire","650","580","23710","21010"
"In post","2021","Asian","Milton Keynes","120","110","29690","27290"
"In post","2021","Asian","Monmouthshire and Newport","90","80","33520","29890"
"In post","2021","Asian","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Hampshire","50","50","25970","24090"
"In post","2021","Asian","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Nottingham","480","450","30720","27570"
"In post","2021","Asian","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","150","150","46340","41410"
"In post","2021","Asian","Oxfordshire","90","80","32960","27570"
"In post","2021","Asian","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Peterborough","230","180","23580","21430"
"In post","2021","Asian","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Portsmouth","60","60","28510","26930"
"In post","2021","Asian","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Redbridge and Waltham Forest","390","340","28870","30780"
"In post","2021","Asian","Sandwell","90","90","26350","27570"
"In post","2021","Asian","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Sefton","60","50","33430","27570"
"In post","2021","Asian","Sheffield","390","360","28040","24890"
"In post","2021","Asian","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Solihull","270","250","26770","25310"
"In post","2021","Asian","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Hampshire","80","70","28740","23780"
"In post","2021","Asian","South Lanarkshire","50","40","[c]","[c]"
"In post","2021","Asian","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southampton","60","50","34670","27570"
"In post","2021","Asian","Southend-on-Sea","40","40","[c]","[c]"
"In post","2021","Asian","Staffordshire CC","150","140","32080","27570"
"In post","2021","Asian","Stoke-on-Trent","40","40","[c]","[c]"
"In post","2021","Asian","Suffolk","50","40","[c]","[c]"
"In post","2021","Asian","Sunderland","40","30","[c]","[c]"
"In post","2021","Asian","Swansea","70","60","28870","21590"
"In post","2021","Asian","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Telford and Wrekin","90","90","35200","27570"
"In post","2021","Asian","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tower Hamlets","1140","1090","40940","35940"
"In post","2021","Asian","Tyneside","250","230","28730","25190"
"In post","2021","Asian","Unknown","170","150","29630","27570"
"In post","2021","Asian","Wakefield","40","30","[c]","[c]"
"In post","2021","Asian","Walsall","110","100","24580","21010"
"In post","2021","Asian","Wandsworth","90","80","30230","31060"
"In post","2021","Asian","Warrington","40","40","[c]","[c]"
"In post","2021","Asian","Warwickshire","140","120","25720","23840"
"In post","2021","Asian","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Essex","70","60","37820","29290"
"In post","2021","Asian","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Northamptonshire","70","60","26570","24440"
"In post","2021","Asian","West Surrey","150","140","30640","29290"
"In post","2021","Asian","West Sussex (North East)","80","70","28030","27390"
"In post","2021","Asian","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Westminster","5220","5060","42570","38160"
"In post","2021","Asian","Wiltshire","120","110","36220","33000"
"In post","2021","Asian","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wolverhampton","160","150","24590","23970"
"In post","2021","Asian","Worcestershire","60","50","27980","25790"
"In post","2021","Asian","York","40","40","[c]","[c]"
"In post","2021","Black","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Black","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Black","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Black","Barking & Dagenham and Havering","100","90","31020","31060"
"In post","2021","Black","Barnet","210","200","34320","31060"
"In post","2021","Black","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bath and North East Somerset, North Somerset and South Gloucestershire","270","260","33950","33000"
"In post","2021","Black","Bedford","30","30","[c]","[c]"
"In post","2021","Black","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Black","Berkshire","90","80","32390","29290"
"In post","2021","Black","Bexley and Greenwich","260","260","31000","31060"
"In post","2021","Black","Birmingham","760","710","28440","26120"
"In post","2021","Black","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Black","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bradford","40","30","[c]","[c]"
"In post","2021","Black","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Black","Brent","130","130","29690","31060"
"In post","2021","Black","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Black","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bristol, City of","130","120","30580","27570"
"In post","2021","Black","Bromley","100","100","29760","31060"
"In post","2021","Black","Buckinghamshire CC","50","50","29180","27570"
"In post","2021","Black","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Black","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cambridgeshire CC","50","40","[c]","[c]"
"In post","2021","Black","Camden and City of London","460","440","30330","28780"
"In post","2021","Black","Cardiff and Vale of Glamorgan","100","100","27870","25560"
"In post","2021","Black","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Black","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Central Hampshire","50","50","[c]","[c]"
"In post","2021","Black","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","City of Edinburgh","70","70","35030","31230"
"In post","2021","Black","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Black","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Black","Coventry","80","70","33420","30200"
"In post","2021","Black","Croydon","1390","1320","33390","29630"
"In post","2021","Black","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derby","30","30","[c]","[c]"
"In post","2021","Black","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dudley","40","30","[c]","[c]"
"In post","2021","Black","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Black","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ealing","90","90","31230","31060"
"In post","2021","Black","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Kent","40","40","[c]","[c]"
"In post","2021","Black","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Surrey","90","90","32120","33570"
"In post","2021","Black","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Enfield","100","100","30350","31060"
"In post","2021","Black","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex Thames Gateway","70","70","26680","24180"
"In post","2021","Black","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Black","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Black","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Black","Glasgow City","90","90","29140","27570"
"In post","2021","Black","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester North East","40","30","[c]","[c]"
"In post","2021","Black","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester South East","30","30","[c]","[c]"
"In post","2021","Black","Greater Manchester South West","170","160","27300","25560"
"In post","2021","Black","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Black","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hackney and Newham","570","540","30180","31060"
"In post","2021","Black","Haringey and Islington","390","370","30650","31060"
"In post","2021","Black","Harrow and Hillingdon","270","250","30100","29170"
"In post","2021","Black","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heart of Essex","40","40","[c]","[c]"
"In post","2021","Black","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hertfordshire","150","140","32870","29700"
"In post","2021","Black","Hounslow and Richmond upon Thames","170","170","31040","31060"
"In post","2021","Black","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Black","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Black","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kensington & Chelsea and Hammersmith & Fulham","210","200","31130","31060"
"In post","2021","Black","Kent Thames Gateway","60","60","30400","29290"
"In post","2021","Black","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lambeth","570","550","35810","31880"
"In post","2021","Black","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leeds","250","240","28890","27570"
"In post","2021","Black","Leicester","80","70","26330","22850"
"In post","2021","Black","Leicestershire CC and Rutland","30","30","[c]","[c]"
"In post","2021","Black","Lewisham and Southwark","410","400","30990","31060"
"In post","2021","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Black","Liverpool","70","70","28670","24890"
"In post","2021","Black","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Black","Luton","50","40","[c]","[c]"
"In post","2021","Black","Manchester","270","250","30140","27570"
"In post","2021","Black","Medway","50","50","31470","29290"
"In post","2021","Black","Merton, Kingston upon Thames and Sutton","90","90","30780","31060"
"In post","2021","Black","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Black","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Black","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Milton Keynes","90","90","29200","27570"
"In post","2021","Black","Monmouthshire and Newport","50","40","[c]","[c]"
"In post","2021","Black","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Black","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Black","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Black","Nottingham","240","220","27240","25560"
"In post","2021","Black","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","70","70","41950","37500"
"In post","2021","Black","Oxfordshire","50","50","30390","27570"
"In post","2021","Black","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Black","Peterborough","30","30","[c]","[c]"
"In post","2021","Black","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Black","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Black","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Black","Redbridge and Waltham Forest","180","170","30340","31060"
"In post","2021","Black","Sandwell","40","40","[c]","[c]"
"In post","2021","Black","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sefton","30","30","[c]","[c]"
"In post","2021","Black","Sheffield","130","130","27410","25000"
"In post","2021","Black","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Black","Solihull","40","40","[c]","[c]"
"In post","2021","Black","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Black","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Hampshire","50","40","25950","23520"
"In post","2021","Black","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Black","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southend-on-Sea","30","30","[c]","[c]"
"In post","2021","Black","Staffordshire CC","60","60","29250","27570"
"In post","2021","Black","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Black","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Black","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Black","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Black","Thurrock","30","30","[c]","[c]"
"In post","2021","Black","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tower Hamlets","590","580","38000","34430"
"In post","2021","Black","Tyneside","100","100","27650","25560"
"In post","2021","Black","Unknown","60","60","30280","29870"
"In post","2021","Black","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Black","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wandsworth","230","220","31250","31060"
"In post","2021","Black","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Black","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Essex","50","50","30940","29290"
"In post","2021","Black","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Northamptonshire","50","40","24820","22920"
"In post","2021","Black","West Surrey","40","40","[c]","[c]"
"In post","2021","Black","West Sussex (North East)","40","40","[c]","[c]"
"In post","2021","Black","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Westminster","3440","3370","38590","34710"
"In post","2021","Black","Wiltshire","70","70","34110","32960"
"In post","2021","Black","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wolverhampton","50","50","23190","21010"
"In post","2021","Black","Worcestershire","30","30","[c]","[c]"
"In post","2021","Black","York","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cardiff and Vale of Glamorgan","40","30","[c]","[c]"
"In post","2021","Chinese","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
