"Status","Year","Disability","Region_ITL2","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Surrey, East and West Sussex","South East (England)","5840","5330","30640","27570"
"In post","2021","Declared non-disabled","Tees Valley and Durham","North East (England)","6360","5740","28170","26630"
"In post","2021","Declared non-disabled","Unknown","Unknown","1020","950","32960","27570"
"In post","2021","Declared non-disabled","West Central Scotland","Scotland","10930","10080","30500","27570"
"In post","2021","Declared non-disabled","West Midlands","West Midlands (England)","12330","11330","31020","27570"
"In post","2021","Declared non-disabled","West Wales and The Valleys","Wales","11480","10390","29310","26780"
"In post","2021","Declared non-disabled","West Yorkshire","Yorkshire and The Humber","11040","10160","31770","27570"
"In post","2021","Undeclared","Bedfordshire and Hertfordshire","East of England","260","240","32400","29870"
"In post","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","730","690","33340","33000"
"In post","2021","Undeclared","Cheshire","North West (England)","280","260","30710","31650"
"In post","2021","Undeclared","Cornwall and Isles of Scilly","South West (England)","100","90","27270","26670"
"In post","2021","Undeclared","Cumbria","North West (England)","110","100","29680","26810"
"In post","2021","Undeclared","Derbyshire and Nottinghamshire","East Midlands (England)","790","730","30580","28330"
"In post","2021","Undeclared","Devon","South West (England)","450","410","29360","27570"
"In post","2021","Undeclared","Dorset and Somerset","South West (England)","400","380","30800","29240"
"In post","2021","Undeclared","East Anglia","East of England","1120","1030","31010","30980"
"In post","2021","Undeclared","East Wales","Wales","980","910","31400","28750"
"In post","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","420","380","30460","31650"
"In post","2021","Undeclared","Eastern Scotland","Scotland","540","500","31760","27570"
"In post","2021","Undeclared","Essex","East of England","360","340","31560","29290"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","1870","1780","37850","36300"
"In post","2021","Undeclared","Greater Manchester","North West (England)","1200","1120","30490","27570"
"In post","2021","Undeclared","Hampshire and Isle of Wight","South East (England)","1190","1110","32810","31650"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","400","380","30000","30880"
"In post","2021","Undeclared","Highlands and Islands","Scotland","40","40","[c]","[c]"
"In post","2021","Undeclared","Inner London - East","London","1000","930","40250","35320"
"In post","2021","Undeclared","Inner London - West","London","3660","3580","45350","40940"
"In post","2021","Undeclared","Kent","South East (England)","780","720","30430","29290"
"In post","2021","Undeclared","Lancashire","North West (England)","1000","920","28580","27570"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","450","410","27940","27570"
"In post","2021","Undeclared","Lincolnshire","East Midlands (England)","260","240","29010","27570"
"In post","2021","Undeclared","Merseyside","North West (England)","870","790","29880","27570"
"In post","2021","Undeclared","North Eastern Scotland","Scotland","60","50","42700","30360"
"In post","2021","Undeclared","North Yorkshire","Yorkshire and The Humber","330","310","32560","30810"
"In post","2021","Undeclared","Northern Ireland","Northern Ireland","210","200","28570","26550"
"In post","2021","Undeclared","Northumberland and Tyne and Wear","North East (England)","960","880","29020","26090"
"In post","2021","Undeclared","Outer London - East and North East","London","300","280","31390","31060"
"In post","2021","Undeclared","Outer London - South","London","570","540","38230","35030"
"In post","2021","Undeclared","Outer London - West and North West","London","550","510","34750","31060"
"In post","2021","Undeclared","Overseas","Overseas","160","160","47110","41800"
"In post","2021","Undeclared","Shropshire and Staffordshire","West Midlands (England)","650","600","29740","27570"
"In post","2021","Undeclared","South Yorkshire","Yorkshire and The Humber","590","560","32060","30200"
"In post","2021","Undeclared","Southern Scotland","Scotland","160","140","30480","27570"
"In post","2021","Undeclared","Surrey, East and West Sussex","South East (England)","680","630","31270","29290"
"In post","2021","Undeclared","Tees Valley and Durham","North East (England)","800","720","29580","30450"
"In post","2021","Undeclared","Unknown","Unknown","60","50","31670","27570"
"In post","2021","Undeclared","West Central Scotland","Scotland","640","590","29480","26670"
"In post","2021","Undeclared","West Midlands","West Midlands (England)","890","830","30530","27570"
"In post","2021","Undeclared","West Wales and The Valleys","Wales","950","860","28730","26350"
"In post","2021","Undeclared","West Yorkshire","Yorkshire and The Humber","940","860","30740","28130"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","East of England","650","630","34180","30990"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","1470","1410","33880","30400"
"In post","2021","Unknown","Cheshire","North West (England)","980","960","33280","32770"
"In post","2021","Unknown","Cornwall and Isles of Scilly","South West (England)","160","150","27000","21960"
"In post","2021","Unknown","Cumbria","North West (England)","110","110","32250","29370"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","East Midlands (England)","1910","1820","28990","25560"
"In post","2021","Unknown","Devon","South West (England)","1010","960","28280","24500"
"In post","2021","Unknown","Dorset and Somerset","South West (England)","680","640","30390","26740"
"In post","2021","Unknown","East Anglia","East of England","1460","1380","31510","27570"
"In post","2021","Unknown","East Wales","Wales","4110","3890","29670","25560"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","440","430","25750","24880"
"In post","2021","Unknown","Eastern Scotland","Scotland","7260","6860","33540","30160"
"In post","2021","Unknown","Essex","East of England","670","630","30800","26760"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","4090","3910","36850","33300"
"In post","2021","Unknown","Greater Manchester","North West (England)","3260","3120","29910","25560"
"In post","2021","Unknown","Hampshire and Isle of Wight","South East (England)","2720","2470","31030","27030"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","280","270","26710","24000"
"In post","2021","Unknown","Highlands and Islands","Scotland","350","320","28750","27570"
"In post","2021","Unknown","Inner London - East","London","3620","3500","43300","37560"
"In post","2021","Unknown","Inner London - West","London","12840","12580","45540","40050"
"In post","2021","Unknown","Kent","South East (England)","860","830","30030","27850"
"In post","2021","Unknown","Lancashire","North West (England)","1370","1270","26480","22350"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","830","770","25860","22850"
"In post","2021","Unknown","Lincolnshire","East Midlands (England)","210","200","27190","23150"
"In post","2021","Unknown","Merseyside","North West (England)","2900","2700","28610","24880"
"In post","2021","Unknown","North Eastern Scotland","Scotland","630","590","32110","29350"
"In post","2021","Unknown","North Yorkshire","Yorkshire and The Humber","610","580","31280","26670"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","970","910","26460","22330"
"In post","2021","Unknown","Northumberland and Tyne and Wear","North East (England)","4120","3690","26640","21440"
"In post","2021","Unknown","Outer London - East and North East","London","370","370","29160","30470"
"In post","2021","Unknown","Outer London - South","London","1390","1350","36310","32520"
"In post","2021","Unknown","Outer London - West and North West","London","1130","1080","37260","31060"
"In post","2021","Unknown","Overseas","Overseas","800","790","52670","51870"
"In post","2021","Unknown","Shropshire and Staffordshire","West Midlands (England)","980","930","29990","25560"
"In post","2021","Unknown","South Yorkshire","Yorkshire and The Humber","830","800","31430","27570"
"In post","2021","Unknown","Southern Scotland","Scotland","1880","1710","27900","24110"
"In post","2021","Unknown","Surrey, East and West Sussex","South East (England)","850","800","30930","27960"
"In post","2021","Unknown","Tees Valley and Durham","North East (England)","990","950","25470","22350"
"In post","2021","Unknown","Unknown","Unknown","2470","2460","37220","32700"
"In post","2021","Unknown","West Central Scotland","Scotland","4610","4330","31980","29350"
"In post","2021","Unknown","West Midlands","West Midlands (England)","2880","2750","31380","27560"
"In post","2021","Unknown","West Wales and The Valleys","Wales","1520","1420","26680","22350"
"In post","2021","Unknown","West Yorkshire","Yorkshire and The Humber","3460","3320","31000","25560"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","East of England","550","500","32170","29290"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","1040","980","32410","29290"
"In post","2022","Declared disabled","Cheshire","North West (England)","460","420","30370","27570"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","South West (England)","250","230","26730","27570"
"In post","2022","Declared disabled","Cumbria","North West (England)","260","230","28950","25930"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","East Midlands (England)","1740","1600","30220","27570"
"In post","2022","Declared disabled","Devon","South West (England)","1060","950","29250","27570"
"In post","2022","Declared disabled","Dorset and Somerset","South West (England)","660","600","29460","27570"
"In post","2022","Declared disabled","East Anglia","East of England","1480","1350","29690","27570"
"In post","2022","Declared disabled","East Wales","Wales","1900","1750","32260","27570"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","550","490","27730","27380"
"In post","2022","Declared disabled","Eastern Scotland","Scotland","2060","1920","33870","28990"
"In post","2022","Declared disabled","Essex","East of England","690","620","30280","29290"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","3030","2850","34850","32380"
"In post","2022","Declared disabled","Greater Manchester","North West (England)","2390","2210","30950","27570"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","South East (England)","1660","1490","30650","27570"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","480","440","28870","27570"
"In post","2022","Declared disabled","Highlands and Islands","Scotland","180","160","28940","27570"
"In post","2022","Declared disabled","Inner London - East","London","1860","1760","38740","33440"
"In post","2022","Declared disabled","Inner London - West","London","5450","5280","45430","40600"
"In post","2022","Declared disabled","Kent","South East (England)","990","920","29870","29260"
"In post","2022","Declared disabled","Lancashire","North West (England)","2070","1850","27880","27570"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","800","720","27210","26830"
"In post","2022","Declared disabled","Lincolnshire","East Midlands (England)","410","380","28500","27570"
"In post","2022","Declared disabled","Merseyside","North West (England)","2500","2240","28770","26820"
"In post","2022","Declared disabled","North Eastern Scotland","Scotland","130","130","33920","27750"
"In post","2022","Declared disabled","North Yorkshire","Yorkshire and The Humber","490","460","31710","27570"
"In post","2022","Declared disabled","Northern Ireland","Northern Ireland","340","310","29440","26820"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","North East (England)","2600","2300","28260","26820"
"In post","2022","Declared disabled","Outer London - East and North East","London","530","490","30950","31060"
"In post","2022","Declared disabled","Outer London - South","London","1210","1130","37480","33230"
"In post","2022","Declared disabled","Outer London - West and North West","London","880","810","32430","31060"
"In post","2022","Declared disabled","Overseas","Overseas","240","240","47790","44970"
"In post","2022","Declared disabled","Shropshire and Staffordshire","West Midlands (England)","1170","1070","29900","27570"
"In post","2022","Declared disabled","South Yorkshire","Yorkshire and The Humber","1310","1180","30610","27570"
"In post","2022","Declared disabled","Southern Scotland","Scotland","540","480","29180","26990"
"In post","2022","Declared disabled","Surrey, East and West Sussex","South East (England)","1040","940","30070","27570"
"In post","2022","Declared disabled","Tees Valley and Durham","North East (England)","1230","1090","28220","27570"
"In post","2022","Declared disabled","Unknown","Unknown","150","140","32460","28000"
"In post","2022","Declared disabled","West Central Scotland","Scotland","1930","1750","29600","27570"
"In post","2022","Declared disabled","West Midlands","West Midlands (England)","2380","2160","29970","27570"
"In post","2022","Declared disabled","West Wales and The Valleys","Wales","1930","1690","26660","25570"
"In post","2022","Declared disabled","West Yorkshire","Yorkshire and The Humber","2020","1830","31560","27570"
"In post","2022","Declared non-disabled","Bedfordshire and Hertfordshire","East of England","3150","2960","33440","29290"
"In post","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","6300","5980","33410","29530"
"In post","2022","Declared non-disabled","Cheshire","North West (England)","2500","2330","31480","27570"
"In post","2022","Declared non-disabled","Cornwall and Isles of Scilly","South West (England)","1250","1150","27850","26840"
"In post","2022","Declared non-disabled","Cumbria","North West (England)","1790","1640","28450","25100"
"In post","2022","Declared non-disabled","Derbyshire and Nottinghamshire","East Midlands (England)","8890","8250","32580","27570"
"In post","2022","Declared non-disabled","Devon","South West (England)","6760","6210","33070","28080"
"In post","2022","Declared non-disabled","Dorset and Somerset","South West (England)","3680","3430","30530","27570"
"In post","2022","Declared non-disabled","East Anglia","East of England","8780","8190","30380","27570"
"In post","2022","Declared non-disabled","East Wales","Wales","13990","13150","34950","30450"
"In post","2022","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","3490","3180","28620","27130"
"In post","2022","Declared non-disabled","Eastern Scotland","Scotland","11180","10570","36350","30840"
"In post","2022","Declared non-disabled","Essex","East of England","3590","3310","31500","29290"
"In post","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","21610","20560","36970","33350"
"In post","2022","Declared non-disabled","Greater Manchester","North West (England)","13920","13110","32530","27570"
"In post","2022","Declared non-disabled","Hampshire and Isle of Wight","South East (England)","10390","9680","33990","30450"
"In post","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","2960","2770","29030","26700"
"In post","2022","Declared non-disabled","Highlands and Islands","Scotland","1430","1350","29990","27570"
"In post","2022","Declared non-disabled","Inner London - East","London","11910","11410","42900","37610"
"In post","2022","Declared non-disabled","Inner London - West","London","38320","37190","48580","44500"
"In post","2022","Declared non-disabled","Kent","South East (England)","5940","5550","30140","28710"
"In post","2022","Declared non-disabled","Lancashire","North West (England)","10240","9360","29650","27570"
"In post","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","4290","3940","28580","26950"
"In post","2022","Declared non-disabled","Lincolnshire","East Midlands (England)","2100","1970","28880","26930"
"In post","2022","Declared non-disabled","Merseyside","North West (England)","14290","13170","29800","26820"
"In post","2022","Declared non-disabled","North Eastern Scotland","Scotland","1120","1050","38920","31540"
"In post","2022","Declared non-disabled","North Yorkshire","Yorkshire and The Humber","3230","3070","33160","29270"
"In post","2022","Declared non-disabled","Northern Ireland","Northern Ireland","2560","2430","30190","26820"
"In post","2022","Declared non-disabled","Northumberland, and Tyne and Wear","North East (England)","15370","13960","30610","27570"
"In post","2022","Declared non-disabled","Outer London - East and North East","London","2820","2630","31650","31060"
"In post","2022","Declared non-disabled","Outer London - South","London","7950","7540","39090","35070"
"In post","2022","Declared non-disabled","Outer London - West and North West","London","6370","5930","33320","31060"
"In post","2022","Declared non-disabled","Overseas","Overseas","2350","2340","49080","47470"
"In post","2022","Declared non-disabled","Shropshire and Staffordshire","West Midlands (England)","6050","5650","31160","27570"
"In post","2022","Declared non-disabled","South Yorkshire","Yorkshire and The Humber","7250","6600","32340","27570"
"In post","2022","Declared non-disabled","Southern Scotland","Scotland","3730","3410","30930","27570"
"In post","2022","Declared non-disabled","Surrey, East and West Sussex","South East (England)","6080","5570","31600","28140"
"In post","2022","Declared non-disabled","Tees Valley and Durham","North East (England)","6650","6050","29160","27130"
"In post","2022","Declared non-disabled","Unknown","Unknown","850","810","33320","29390"
"In post","2022","Declared non-disabled","West Central Scotland","Scotland","11990","11160","32000","27570"
"In post","2022","Declared non-disabled","West Midlands","West Midlands (England)","13160","12180","31540","27570"
"In post","2022","Declared non-disabled","West Wales and The Valleys","Wales","12320","11230","29760","27030"
"In post","2022","Declared non-disabled","West Yorkshire","Yorkshire and The Humber","12100","11230","33000","27570"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","East of England","260","240","33340","30700"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","720","680","34050","33430"
"In post","2022","Undeclared","Cheshire","North West (England)","280","260","31040","31180"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","South West (England)","90","90","27930","26710"
"In post","2022","Undeclared","Cumbria","North West (England)","120","110","30490","27570"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","East Midlands (England)","800","740","32050","29190"
"In post","2022","Undeclared","Devon","South West (England)","470","430","30440","27570"
"In post","2022","Undeclared","Dorset and Somerset","South West (England)","400","370","31210","28700"
"In post","2022","Undeclared","East Anglia","East of England","1030","950","31190","31180"
"In post","2022","Undeclared","East Wales","Wales","910","860","32450","29470"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","400","370","30740","31300"
"In post","2022","Undeclared","Eastern Scotland","Scotland","570","530","33360","27570"
"In post","2022","Undeclared","Essex","East of England","300","280","31750","29290"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","1650","1560","37250","33840"
"In post","2022","Undeclared","Greater Manchester","North West (England)","1200","1130","31960","29360"
"In post","2022","Undeclared","Hampshire and Isle of Wight","South East (England)","1000","920","31670","29670"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","390","370","30400","30450"
"In post","2022","Undeclared","Highlands and Islands","Scotland","50","40","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","London","930","890","40490","35900"
"In post","2022","Undeclared","Inner London - West","London","3020","2950","46590","42250"
"In post","2022","Undeclared","Kent","South East (England)","690","640","30300","29290"
"In post","2022","Undeclared","Lancashire","North West (England)","1000","910","29180","27570"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","440","400","29000","27570"
"In post","2022","Undeclared","Lincolnshire","East Midlands (England)","270","260","29470","27570"
"In post","2022","Undeclared","Merseyside","North West (England)","900","820","30620","27570"
"In post","2022","Undeclared","North Eastern Scotland","Scotland","60","50","41370","30360"
"In post","2022","Undeclared","North Yorkshire","Yorkshire and The Humber","300","280","31860","29390"
"In post","2022","Undeclared","Northern Ireland","Northern Ireland","220","210","29910","26820"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","North East (England)","1020","940","30660","27570"
"In post","2022","Undeclared","Outer London - East and North East","London","290","270","32040","31060"
"In post","2022","Undeclared","Outer London - South","London","620","590","39800","35200"
"In post","2022","Undeclared","Outer London - West and North West","London","490","460","33900","31060"
"In post","2022","Undeclared","Overseas","Overseas","160","160","46740","41820"
"In post","2022","Undeclared","Shropshire and Staffordshire","West Midlands (England)","650","600","30770","27570"
"In post","2022","Undeclared","South Yorkshire","Yorkshire and The Humber","580","540","32740","30820"
"In post","2022","Undeclared","Southern Scotland","Scotland","180","160","30860","27370"
"In post","2022","Undeclared","Surrey, East and West Sussex","South East (England)","660","610","32440","30170"
"In post","2022","Undeclared","Tees Valley and Durham","North East (England)","800","710","30390","31150"
"In post","2022","Undeclared","Unknown","Unknown","60","50","35620","31060"
"In post","2022","Undeclared","West Central Scotland","Scotland","690","640","30500","27570"
"In post","2022","Undeclared","West Midlands","West Midlands (England)","900","830","30810","27570"
"In post","2022","Undeclared","West Wales and The Valleys","Wales","1000","900","29230","26750"
"In post","2022","Undeclared","West Yorkshire","Yorkshire and The Humber","970","890","31950","30450"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","East of England","750","720","35120","32120"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","1470","1400","34810","30700"
"In post","2022","Unknown","Cheshire","North West (England)","1140","1110","33960","32770"
"In post","2022","Unknown","Cornwall and Isles of Scilly","South West (England)","170","160","28790","24090"
"In post","2022","Unknown","Cumbria","North West (England)","150","140","31180","27570"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","East Midlands (England)","2270","2170","30760","26820"
"In post","2022","Unknown","Devon","South West (England)","1030","980","29070","25120"
"In post","2022","Unknown","Dorset and Somerset","South West (England)","730","690","30980","27130"
"In post","2022","Unknown","East Anglia","East of England","1630","1540","31760","27260"
"In post","2022","Unknown","East Wales","Wales","4060","3860","31400","26880"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","510","490","26690","24880"
"In post","2022","Unknown","Eastern Scotland","Scotland","7180","6790","35320","31800"
"In post","2022","Unknown","Essex","East of England","740","690","30830","26820"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","3880","3710","36790","33080"
"In post","2022","Unknown","Greater Manchester","North West (England)","4090","3930","31820","27570"
"In post","2022","Unknown","Hampshire and Isle of Wight","South East (England)","2520","2270","31470","26830"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","360","340","28940","24770"
"In post","2022","Unknown","Highlands and Islands","Scotland","350","330","30420","27940"
"In post","2022","Unknown","Inner London - East","London","4350","4190","42680","37930"
"In post","2022","Unknown","Inner London - West","London","13970","13730","46280","40650"
"In post","2022","Unknown","Kent","South East (England)","1140","1090","29260","26640"
"In post","2022","Unknown","Lancashire","North West (England)","1480","1380","28350","24800"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","750","710","26930","24260"
"In post","2022","Unknown","Lincolnshire","East Midlands (England)","230","220","28760","26110"
"In post","2022","Unknown","Merseyside","North West (England)","3540","3340","28930","24900"
"In post","2022","Unknown","North Eastern Scotland","Scotland","630","590","33140","30680"
"In post","2022","Unknown","North Yorkshire","Yorkshire and The Humber","640","600","32810","28200"
