"Status","Year","Disability","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","White","560","540","41860","37100"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Asian","50","40","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Undeclared","60","50","33470","29690"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","White","980","920","34240","30230"
"In post","2021","Declared disabled","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","White","130","130","46280","48220"
"In post","2021","Declared disabled","Department for Transport","Asian","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Undeclared","60","50","30560","27230"
"In post","2021","Declared disabled","Department for Transport","Unknown","50","40","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","White","1220","1060","29020","26700"
"In post","2021","Declared disabled","Department for Work and Pensions","Asian","990","880","27800","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Black","580","530","29360","30330"
"In post","2021","Declared disabled","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Mixed","340","310","27830","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Other ethnicity","100","100","29120","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Undeclared","680","600","27200","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","200","170","27480","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","White","12640","11050","27140","27570"
"In post","2021","Declared disabled","Department of Health and Social Care","Asian","40","40","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","White","400","380","42140","36820"
"In post","2021","Declared disabled","ESTYN","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","White","60","50","35130","30810"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Asian","40","40","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Black","40","40","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Mixed","40","30","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","White","620","600","44950","38970"
"In post","2021","Declared disabled","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","White","420","360","30470","27130"
"In post","2021","Declared disabled","HM Revenue and Customs","Asian","330","300","31590","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","Black","150","140","32270","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Mixed","100","90","30930","28130"
"In post","2021","Declared disabled","HM Revenue and Customs","Other ethnicity","40","30","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Undeclared","180","160","31180","28130"
"In post","2021","Declared disabled","HM Revenue and Customs","Unknown","250","220","28720","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","White","4680","4180","31050","27230"
"In post","2021","Declared disabled","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","White","200","190","46530","44450"
"In post","2021","Declared disabled","Home Office","Asian","370","330","32030","29080"
"In post","2021","Declared disabled","Home Office","Black","190","180","32140","29080"
"In post","2021","Declared disabled","Home Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Mixed","90","80","31940","27370"
"In post","2021","Declared disabled","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Undeclared","200","180","30590","28350"
"In post","2021","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","White","2180","2000","31140","26160"
"In post","2021","Declared disabled","Ministry of Defence","Asian","100","90","36640","33230"
"In post","2021","Declared disabled","Ministry of Defence","Black","80","70","32190","28650"
"In post","2021","Declared disabled","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Mixed","80","80","38380","34560"
"In post","2021","Declared disabled","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Undeclared","320","310","35530","33300"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","130","130","34510","33190"
"In post","2021","Declared disabled","Ministry of Defence","White","4550","4370","32980","30750"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Asian","40","30","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","White","250","240","42050","38160"
"In post","2021","Declared disabled","Ministry of Justice","Asian","430","400","28940","25570"
"In post","2021","Declared disabled","Ministry of Justice","Black","450","430","30870","27730"
"In post","2021","Declared disabled","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice","Mixed","280","270","31640","28850"
"In post","2021","Declared disabled","Ministry of Justice","Other ethnicity","70","60","31620","31260"
"In post","2021","Declared disabled","Ministry of Justice","Undeclared","280","260","29730","27380"
"In post","2021","Declared disabled","Ministry of Justice","Unknown","130","120","27790","27210"
"In post","2021","Declared disabled","Ministry of Justice","White","7320","6800","29190","26630"
"In post","2021","Declared disabled","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","White","170","160","38880","36740"
"In post","2021","Declared disabled","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education","White","130","120","45890","51360"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","White","40","40","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","White","50","50","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Undeclared","60","50","36520","33650"
"In post","2021","Declared disabled","Scottish Government","Unknown","180","170","32900","33650"
"In post","2021","Declared disabled","Scottish Government","White","1450","1380","36440","33620"
"In post","2021","Declared disabled","The National Archives","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Unknown","40","30","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","White","460","410","31820","29540"
"In post","2021","Declared disabled","Wales Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","White","300","280","38670","37410"
"In post","2021","Declared non-disabled","Attorney General's Departments","Asian","660","610","43410","48080"
"In post","2021","Declared non-disabled","Attorney General's Departments","Black","420","400","41460","33310"
"In post","2021","Declared non-disabled","Attorney General's Departments","Chinese","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Attorney General's Departments","Mixed","200","190","47960","51070"
"In post","2021","Declared non-disabled","Attorney General's Departments","Other ethnicity","80","70","49140","51250"
"In post","2021","Declared non-disabled","Attorney General's Departments","Undeclared","100","100","45070","48830"
"In post","2021","Declared non-disabled","Attorney General's Departments","Unknown","340","320","43860","39800"
"In post","2021","Declared non-disabled","Attorney General's Departments","White","4920","4550","46730","50500"
"In post","2021","Declared non-disabled","Cabinet Office","Asian","380","370","46900","40600"
"In post","2021","Declared non-disabled","Cabinet Office","Black","200","200","42270","35590"
"In post","2021","Declared non-disabled","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Cabinet Office","Mixed","150","140","47330","38580"
"In post","2021","Declared non-disabled","Cabinet Office","Other ethnicity","60","60","46960","40030"
"In post","2021","Declared non-disabled","Cabinet Office","Undeclared","100","100","49490","42200"
"In post","2021","Declared non-disabled","Cabinet Office","Unknown","160","160","61320","54700"
"In post","2021","Declared non-disabled","Cabinet Office","White","3420","3330","49150","43060"
"In post","2021","Declared non-disabled","Chancellor's other departments","Asian","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
