"Status","Year","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Female","Unknown","100","90","34130","29320"
"In post","2021","Charity Commission","Male","Heterosexual / straight","100","100","34560","29160"
"In post","2021","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","Unknown","80","70","37100","30980"
"In post","2021","Companies House","Female","Heterosexual / straight","430","380","30060","24900"
"In post","2021","Companies House","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Female","Undeclared","40","30","[c]","[c]"
"In post","2021","Companies House","Female","Unknown","130","100","26020","22490"
"In post","2021","Companies House","Male","Heterosexual / straight","290","280","34620","32810"
"In post","2021","Companies House","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Male","Undeclared","50","50","32620","31780"
"In post","2021","Companies House","Male","Unknown","140","130","29330","24860"
"In post","2021","Competition and Markets Authority","Female","Heterosexual / straight","360","350","58160","55860"
"In post","2021","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Undeclared","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Heterosexual / straight","320","320","61680","58320"
"In post","2021","Competition and Markets Authority","Male","LGBO","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Female","Heterosexual / straight","120","100","27150","22710"
"In post","2021","Criminal Injuries Compensation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Male","Heterosexual / straight","70","70","25840","22640"
"In post","2021","Criminal Injuries Compensation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Male","Unknown","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","Heterosexual / straight","300","280","37040","34800"
"In post","2021","Crown Commercial Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","Unknown","80","80","34970","31000"
"In post","2021","Crown Commercial Service","Male","Heterosexual / straight","260","260","40600","35420"
"In post","2021","Crown Commercial Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","Unknown","90","80","34600","30970"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Heterosexual / straight","1270","1160","34420","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","LGBO","40","40","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Undeclared","70","60","37190","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Unknown","80","70","43220","52490"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Heterosexual / straight","470","450","37130","31720"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Heterosexual / straight","3240","2960","39340","33310"
"In post","2021","Crown Prosecution Service","Female","LGBO","120","110","37240","28430"
"In post","2021","Crown Prosecution Service","Female","Undeclared","120","110","39780","34170"
"In post","2021","Crown Prosecution Service","Female","Unknown","1010","870","41150","34480"
"In post","2021","Crown Prosecution Service","Male","Heterosexual / straight","1550","1510","44330","48080"
"In post","2021","Crown Prosecution Service","Male","LGBO","140","130","43600","40270"
"In post","2021","Crown Prosecution Service","Male","Undeclared","80","80","43040","46800"
"In post","2021","Crown Prosecution Service","Male","Unknown","500","490","46160","51470"
"In post","2021","Crown Prosecution Service Inspectorate","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Female","Unknown","40","40","[c]","[c]"
"In post","2021","Debt Management Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Male","Unknown","80","70","63150","58810"
"In post","2021","Defence Electronics and Components Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Female","Undeclared","40","40","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Male","Heterosexual / straight","110","110","28590","27460"
"In post","2021","Defence Electronics and Components Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Male","Undeclared","250","240","28770","28750"
"In post","2021","Defence Electronics and Components Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Female","Heterosexual / straight","2920","2730","34070","31600"
"In post","2021","Defence Equipment and Support","Female","LGBO","120","110","30080","27540"
"In post","2021","Defence Equipment and Support","Female","Undeclared","400","380","36190","33920"
"In post","2021","Defence Equipment and Support","Female","Unknown","210","200","32750","31950"
"In post","2021","Defence Equipment and Support","Male","Heterosexual / straight","5550","5450","37760","35630"
"In post","2021","Defence Equipment and Support","Male","LGBO","160","160","33580","31390"
"In post","2021","Defence Equipment and Support","Male","Undeclared","850","820","39780","38910"
"In post","2021","Defence Equipment and Support","Male","Unknown","500","490","32930","30210"
"In post","2021","Defence Science and Technology Laboratory","Female","Heterosexual / straight","1190","1100","37900","37320"
"In post","2021","Defence Science and Technology Laboratory","Female","LGBO","70","70","34120","33240"
"In post","2021","Defence Science and Technology Laboratory","Female","Undeclared","80","80","37640","37320"
"In post","2021","Defence Science and Technology Laboratory","Female","Unknown","200","190","38010","37320"
"In post","2021","Defence Science and Technology Laboratory","Male","Heterosexual / straight","1890","1850","41750","40850"
"In post","2021","Defence Science and Technology Laboratory","Male","LGBO","90","80","35960","35160"
"In post","2021","Defence Science and Technology Laboratory","Male","Undeclared","230","230","44500","46080"
"In post","2021","Defence Science and Technology Laboratory","Male","Unknown","640","620","42140","42260"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","1900","1820","48160","47780"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","200","200","45960","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","240","230","48820","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","270","260","43450","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","1890","1870","50810","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","250","250","49260","52730"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","270","270","51860","53550"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","310","310","45620","40050"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","700","670","48940","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","LGBO","80","80","41960","34130"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Undeclared","60","60","47810","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Unknown","120","120","48210","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","550","550","50570","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","LGBO","100","100","51280","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Undeclared","50","50","49250","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Unknown","110","110","48200","46050"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Female","Heterosexual / straight","2430","2290","43600","40230"
"In post","2021","Department for Education (excl. agencies)","Female","LGBO","160","160","42200","39780"
"In post","2021","Department for Education (excl. agencies)","Female","Undeclared","230","210","43600","40230"
"In post","2021","Department for Education (excl. agencies)","Female","Unknown","550","520","44830","40780"
"In post","2021","Department for Education (excl. agencies)","Male","Heterosexual / straight","1570","1560","45560","41990"
"In post","2021","Department for Education (excl. agencies)","Male","LGBO","170","170","44570","38280"
"In post","2021","Department for Education (excl. agencies)","Male","Undeclared","190","180","45620","42320"
"In post","2021","Department for Education (excl. agencies)","Male","Unknown","410","400","44470","40330"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","2120","2000","41430","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","130","130","43180","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","200","190","40370","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","510","470","42520","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","1660","1640","43950","39370"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","160","160","42710","37860"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","180","180","41300","39330"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","450","440","42900","38750"
"In post","2021","Department for International Trade","Female","Heterosexual / straight","740","720","45780","40290"
"In post","2021","Department for International Trade","Female","LGBO","60","60","43870","38540"
"In post","2021","Department for International Trade","Female","Undeclared","70","70","44980","39340"
"In post","2021","Department for International Trade","Female","Unknown","400","390","42510","38540"
"In post","2021","Department for International Trade","Male","Heterosexual / straight","810","800","47070","42160"
"In post","2021","Department for International Trade","Male","LGBO","130","120","48750","51710"
"In post","2021","Department for International Trade","Male","Undeclared","70","70","46650","40780"
"In post","2021","Department for International Trade","Male","Unknown","420","420","46100","39440"
"In post","2021","Department for Transport (excl. agencies)","Female","Heterosexual / straight","1070","1020","47240","43360"
"In post","2021","Department for Transport (excl. agencies)","Female","LGBO","80","80","43640","40480"
"In post","2021","Department for Transport (excl. agencies)","Female","Undeclared","80","80","45120","42470"
"In post","2021","Department for Transport (excl. agencies)","Female","Unknown","310","300","41610","35430"
"In post","2021","Department for Transport (excl. agencies)","Male","Heterosexual / straight","1210","1190","51060","46710"
"In post","2021","Department for Transport (excl. agencies)","Male","LGBO","150","150","47640","43360"
"In post","2021","Department for Transport (excl. agencies)","Male","Undeclared","200","190","52020","47060"
"In post","2021","Department for Transport (excl. agencies)","Male","Unknown","410","400","43360","37660"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Heterosexual / straight","39010","34060","27530","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","LGBO","1690","1590","27670","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Undeclared","4620","3940","26670","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Unknown","14220","11710","26540","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Heterosexual / straight","19720","18990","28630","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","LGBO","1960","1900","27970","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Undeclared","2580","2450","27810","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Unknown","7160","6790","28300","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Heterosexual / straight","840","790","46900","42000"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","LGBO","80","80","42650","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Undeclared","60","60","45710","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Unknown","1130","1100","44580","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","Heterosexual / straight","540","530","49990","49530"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","LGBO","70","70","48660","52720"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","Unknown","780","780","47560","40650"
"In post","2021","Disclosure Scotland","Female","Heterosexual / straight","90","80","29290","26030"
"In post","2021","Disclosure Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Female","Unknown","60","50","26060","22230"
"In post","2021","Disclosure Scotland","Male","Heterosexual / straight","100","90","29840","24110"
"In post","2021","Disclosure Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Male","Unknown","40","40","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Heterosexual / straight","2270","1930","24890","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Female","LGBO","90","80","23080","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Undeclared","1000","750","23430","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Unknown","400","340","22760","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Heterosexual / straight","1560","1510","29690","25910"
"In post","2021","Driver and Vehicle Licensing Agency","Male","LGBO","80","80","26730","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Undeclared","550","530","27920","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Unknown","280","270","27460","21590"
"In post","2021","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","790","730","29710","26780"
"In post","2021","Driver and Vehicle Standards Agency","Female","LGBO","50","50","27440","26610"
"In post","2021","Driver and Vehicle Standards Agency","Female","Undeclared","270","230","29090","26780"
"In post","2021","Driver and Vehicle Standards Agency","Female","Unknown","320","300","27500","26470"
"In post","2021","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","1990","1910","30480","27680"
"In post","2021","Driver and Vehicle Standards Agency","Male","LGBO","90","80","31210","29730"
"In post","2021","Driver and Vehicle Standards Agency","Male","Undeclared","650","590","29600","26780"
"In post","2021","Driver and Vehicle Standards Agency","Male","Unknown","640","630","28380","26700"
"In post","2021","Education and Skills Funding Agency","Female","Heterosexual / straight","700","660","41010","36960"
"In post","2021","Education and Skills Funding Agency","Female","LGBO","40","30","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Female","Undeclared","50","50","40320","36780"
"In post","2021","Education and Skills Funding Agency","Female","Unknown","230","220","41630","37100"
"In post","2021","Education and Skills Funding Agency","Male","Heterosexual / straight","510","510","41870","36960"
"In post","2021","Education and Skills Funding Agency","Male","LGBO","40","40","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Male","Undeclared","50","50","44110","40940"
"In post","2021","Education and Skills Funding Agency","Male","Unknown","200","200","45660","42580"
"In post","2021","Education Scotland","Female","Heterosexual / straight","130","130","57450","65650"
"In post","2021","Education Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Female","Unknown","90","80","51000","52480"
"In post","2021","Education Scotland","Male","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Education Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Male","Unknown","40","30","[c]","[c]"
"In post","2021","ESTYN","Female","Heterosexual / straight","60","50","53540","62360"
"In post","2021","ESTYN","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Male","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","ESTYN","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Female","Heterosexual / straight","250","240","39210","32670"
"In post","2021","FCDO Services","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Male","Heterosexual / straight","560","540","40960","38760"
"In post","2021","FCDO Services","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Male","Undeclared","70","60","44380","41320"
"In post","2021","FCDO Services","Male","Unknown","120","120","40600","40410"
"In post","2021","Food Standards Agency","Female","Heterosexual / straight","390","370","39120","37910"
"In post","2021","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","Undeclared","60","60","40570","40350"
"In post","2021","Food Standards Agency","Female","Unknown","60","60","38570","33150"
"In post","2021","Food Standards Agency","Male","Heterosexual / straight","470","460","37490","32830"
"In post","2021","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Undeclared","60","60","38990","35630"
"In post","2021","Food Standards Agency","Male","Unknown","230","220","31320","26750"
"In post","2021","Food Standards Scotland","Female","Heterosexual / straight","70","70","35600","33620"
"In post","2021","Food Standards Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Food Standards Scotland","Male","Heterosexual / straight","70","60","36350","30650"
"In post","2021","Food Standards Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Male","Unknown","60","60","33930","30650"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Heterosexual / straight","2720","2630","47070","41000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Female","LGBO","130","130","43550","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Undeclared","250","250","47640","42880"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Unknown","750","720","47120","45490"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Heterosexual / straight","2380","2360","50380","48840"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Male","LGBO","250","240","51670","53470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Undeclared","330","330","50400","45660"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Unknown","670","660","49290","51500"
"In post","2021","Forestry and Land Scotland","Female","Heterosexual / straight","90","90","33980","30160"
"In post","2021","Forestry and Land Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Female","Unknown","230","210","30440","28120"
"In post","2021","Forestry and Land Scotland","Male","Heterosexual / straight","130","120","35280","35330"
"In post","2021","Forestry and Land Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Male","Unknown","520","510","30630","28120"
"In post","2021","Government Actuary's Department","Female","Heterosexual / straight","60","60","61570","64100"
"In post","2021","Government Actuary's Department","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Male","Heterosexual / straight","100","90","71170","60780"
"In post","2021","Government Actuary's Department","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Female","Heterosexual / straight","200","190","45600","42720"
"In post","2021","Government Internal Audit Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Male","Heterosexual / straight","190","190","51260","49750"
"In post","2021","Government Internal Audit Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Female","Heterosexual / straight","1090","1000","53390","51830"
"In post","2021","Government Legal Department","Female","LGBO","60","60","50820","51250"
"In post","2021","Government Legal Department","Female","Undeclared","110","100","53650","52080"
"In post","2021","Government Legal Department","Female","Unknown","380","330","57850","63730"
"In post","2021","Government Legal Department","Male","Heterosexual / straight","530","520","52870","51250"
"In post","2021","Government Legal Department","Male","LGBO","100","90","54030","51830"
"In post","2021","Government Legal Department","Male","Undeclared","70","60","58090","63730"
"In post","2021","Government Legal Department","Male","Unknown","200","190","60120","65630"
"In post","2021","Government Property Agency","Female","Heterosexual / straight","80","70","46050","45200"
"In post","2021","Government Property Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Male","Heterosexual / straight","90","90","54480","53140"
"In post","2021","Government Property Agency","Male","LGBO","[c]","[c]","[c]","[c]"
