"Status","Year","Region_ITL2","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","No function","Department for Transport","100","90","29500","27680"
"In post","2021","Bedfordshire and Hertfordshire","No function","Department for Work and Pensions","60","60","42850","45100"
"In post","2021","Bedfordshire and Hertfordshire","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","No function","Ministry of Justice","1270","1200","27860","27240"
"In post","2021","Bedfordshire and Hertfordshire","No function","National Crime Agency","110","100","38680","37860"
"In post","2021","Bedfordshire and Hertfordshire","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Project Delivery","Ministry of Defence","180","170","40320","37640"
"In post","2021","Bedfordshire and Hertfordshire","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Security","Ministry of Defence","80","80","25050","22650"
"In post","2021","Bedfordshire and Hertfordshire","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Department for Work and Pensions","1110","1020","28790","29290"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Department of Health and Social Care","300","290","44550","41010"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Home Office","280","250","28740","26520"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Ministry of Defence","340","330","34790","32200"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Foreign, Commonwealth and Development Office","70","70","43520","40850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Ministry of Defence","90","90","35110","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Ministry of Defence","70","60","30630","28670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","HM Revenue and Customs","90","80","32030","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","90","80","41520","36970"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Foreign, Commonwealth and Development Office","110","100","44010","40670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Foreign, Commonwealth and Development Office","70","70","38610","31730"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Ministry of Defence","180","170","36890","35000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","Department for Environment, Food and Rural Affairs","160","150","28760","25190"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Ministry of Defence","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Attorney General's Departments","130","120","43640","40000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Foreign, Commonwealth and Development Office","40","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Ministry of Justice","40","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Department for International Trade","70","70","43490","38540"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Department for Transport","90","80","27680","26780"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Department of Health and Social Care","350","310","44540","40030"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Foreign, Commonwealth and Development Office","230","220","29870","24750"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","HM Revenue and Customs","330","310","30360","28130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","Ministry of Justice","2490","2360","29500","29920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","No function","National Crime Agency","110","100","39540","39570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Foreign, Commonwealth and Development Office","60","60","37890","32480"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Ministry of Defence","400","390","38960","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Foreign, Commonwealth and Development Office","180","180","35920","34080"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","HM Revenue and Customs","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Ministry of Defence","130","130","29260","27640"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Cabinet Office","100","90","30270","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Foreign, Commonwealth and Development Office","210","200","35880","33390"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Ministry of Defence","730","720","33490","30890"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Ministry of Justice","50","50","40700","40450"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Department for Work and Pensions","1150","1050","28280","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Home Office","80","70","28450","25630"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Ministry of Defence","1120","1080","29590","23580"
"In post","2021","Cheshire","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","80","80","45110","48370"
"In post","2021","Cheshire","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data & Technology","National Crime Agency","50","50","[c]","[c]"
"In post","2021","Cheshire","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Grants Management","Department for Environment, Food and Rural Affairs","100","90","24740","24920"
"In post","2021","Cheshire","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Cheshire","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","No function","Department for Environment, Food and Rural Affairs","60","50","37610","33900"
"In post","2021","Cheshire","No function","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","No function","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Cheshire","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","No function","Ministry of Housing, Communities and Local Government","60","50","37700","34100"
"In post","2021","Cheshire","No function","Ministry of Justice","1190","1110","28400","26300"
"In post","2021","Cheshire","No function","National Crime Agency","1060","1040","35780","34440"
"In post","2021","Cheshire","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Department for Work and Pensions","940","850","25480","27570"
"In post","2021","Cheshire","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","No function","Department for Environment, Food and Rural Affairs","60","60","33260","29180"
"In post","2021","Cornwall and Isles of Scilly","No function","Department for Transport","60","50","29350","26780"
"In post","2021","Cornwall and Isles of Scilly","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","No function","Ministry of Justice","110","90","25340","22050"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","Ministry of Defence","50","50","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Department for Work and Pensions","830","740","25490","27570"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Ministry of Defence","340","320","25240","21580"
"In post","2021","Cumbria","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","Department for Environment, Food and Rural Affairs","70","60","28090","25880"
"In post","2021","Cumbria","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Grants Management","Department for Environment, Food and Rural Affairs","650","570","24000","21050"
"In post","2021","Cumbria","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","Attorney General's Departments","40","30","[c]","[c]"
"In post","2021","Cumbria","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","No function","Department for Environment, Food and Rural Affairs","180","170","27650","21050"
"In post","2021","Cumbria","No function","Department for Transport","[c]","[c]","[c]","[c]"
