"Status","Year","Organisation","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","White","Male","270","260","36500","34500"
"In post","2021","Animal and Plant Health Agency","Asian","Female","40","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Undeclared","Female","70","70","32940","30150"
"In post","2021","Animal and Plant Health Agency","Undeclared","Male","90","80","32260","29360"
"In post","2021","Animal and Plant Health Agency","Unknown","Female","140","130","29330","25330"
"In post","2021","Animal and Plant Health Agency","Unknown","Male","90","90","30060","25750"
"In post","2021","Animal and Plant Health Agency","White","Female","1320","1220","29430","25660"
"In post","2021","Animal and Plant Health Agency","White","Male","840","820","32570","29180"
"In post","2021","Attorney General's Office","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","White","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","White","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Asian","Female","280","270","44200","38560"
"In post","2021","Cabinet Office (excl. agencies)","Asian","Male","190","190","48330","42040"
"In post","2021","Cabinet Office (excl. agencies)","Black","Female","170","170","40040","35590"
"In post","2021","Cabinet Office (excl. agencies)","Black","Male","90","90","45850","40600"
"In post","2021","Cabinet Office (excl. agencies)","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Mixed","Female","110","100","43660","36890"
"In post","2021","Cabinet Office (excl. agencies)","Mixed","Male","90","90","51220","51100"
"In post","2021","Cabinet Office (excl. agencies)","Other ethnicity","Female","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Undeclared","Female","80","80","44910","40600"
"In post","2021","Cabinet Office (excl. agencies)","Undeclared","Male","150","150","49170","52200"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Female","2150","2110","42630","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Male","1890","1880","47930","34550"
"In post","2021","Cabinet Office (excl. agencies)","White","Female","2200","2110","46390","40600"
"In post","2021","Cabinet Office (excl. agencies)","White","Male","1970","1950","50830","51190"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","White","Female","270","250","31620","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","White","Male","290","280","36310","30860"
"In post","2021","Charity Commission","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Female","50","50","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Male","40","40","[c]","[c]"
"In post","2021","Charity Commission","White","Female","190","170","33700","29160"
"In post","2021","Charity Commission","White","Male","140","130","35200","29400"
"In post","2021","Companies House","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Undeclared","Female","40","30","[c]","[c]"
"In post","2021","Companies House","Undeclared","Male","50","40","[c]","[c]"
"In post","2021","Companies House","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Companies House","Unknown","Male","60","60","29630","24500"
"In post","2021","Companies House","White","Female","510","440","29230","24500"
"In post","2021","Companies House","White","Male","360","360","33820","30720"
"In post","2021","Competition and Markets Authority","Asian","Female","60","60","42590","35270"
"In post","2021","Competition and Markets Authority","Asian","Male","50","50","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","White","Female","290","270","62780","58920"
"In post","2021","Competition and Markets Authority","White","Male","280","270","64700","59940"
"In post","2021","Criminal Injuries Compensation Authority","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Unknown","Male","40","40","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","White","Female","120","110","27250","22710"
"In post","2021","Criminal Injuries Compensation Authority","White","Male","100","90","26010","23000"
"In post","2021","Crown Commercial Service","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Female","60","60","35170","34800"
"In post","2021","Crown Commercial Service","Unknown","Male","60","60","31070","27770"
"In post","2021","Crown Commercial Service","White","Female","300","290","36460","34800"
"In post","2021","Crown Commercial Service","White","Male","270","270","40380","35420"
"In post","2021","Crown Office and Procurator Fiscal Service","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Undeclared","Female","30","30","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","White","Female","1370","1240","34640","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","White","Male","510","490","37680","32360"
"In post","2021","Crown Prosecution Service","Asian","Female","430","380","38990","31820"
"In post","2021","Crown Prosecution Service","Asian","Male","180","170","40460","38760"
"In post","2021","Crown Prosecution Service","Black","Female","280","260","39330","32240"
"In post","2021","Crown Prosecution Service","Black","Male","90","90","43300","35630"
"In post","2021","Crown Prosecution Service","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Mixed","Female","120","110","41450","39260"
"In post","2021","Crown Prosecution Service","Mixed","Male","60","50","46140","48830"
"In post","2021","Crown Prosecution Service","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","Female","60","60","39630","33650"
"In post","2021","Crown Prosecution Service","Undeclared","Male","60","60","42260","42300"
"In post","2021","Crown Prosecution Service","Unknown","Female","440","400","38440","30110"
"In post","2021","Crown Prosecution Service","Unknown","Male","240","230","42630","38180"
"In post","2021","Crown Prosecution Service","White","Female","3110","2810","39930","33930"
"In post","2021","Crown Prosecution Service","White","Male","1620","1580","45510","48080"
"In post","2021","Crown Prosecution Service Inspectorate","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","White","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","White","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","White","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","White","Male","50","50","67790","60660"
"In post","2021","Defence Electronics and Components Agency","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","White","Female","60","60","27930","25630"
"In post","2021","Defence Electronics and Components Agency","White","Male","330","320","28820","28750"
"In post","2021","Defence Equipment and Support","Asian","Female","110","100","32420","29230"
"In post","2021","Defence Equipment and Support","Asian","Male","220","210","34540","32620"
"In post","2021","Defence Equipment and Support","Black","Female","80","80","30190","30160"
"In post","2021","Defence Equipment and Support","Black","Male","130","130","34040","33950"
"In post","2021","Defence Equipment and Support","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Mixed","Female","60","60","33240","29640"
"In post","2021","Defence Equipment and Support","Mixed","Male","80","80","35980","32670"
"In post","2021","Defence Equipment and Support","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Female","140","130","36730","34290"
"In post","2021","Defence Equipment and Support","Undeclared","Male","500","490","39850","38970"
"In post","2021","Defence Equipment and Support","Unknown","Female","170","160","32770","30420"
"In post","2021","Defence Equipment and Support","Unknown","Male","440","430","31820","29400"
"In post","2021","Defence Equipment and Support","White","Female","3060","2860","34250","32050"
"In post","2021","Defence Equipment and Support","White","Male","5650","5550","38040","35790"
"In post","2021","Defence Science and Technology Laboratory","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Asian","Male","50","50","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Mixed","Male","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Female","90","90","39380","37320"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Male","350","340","42800","46080"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Female","80","70","31950","28650"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Male","200","200","36490","37320"
"In post","2021","Defence Science and Technology Laboratory","White","Female","1330","1240","37990","37320"
"In post","2021","Defence Science and Technology Laboratory","White","Male","2170","2120","42370","46080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","Female","260","250","44690","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","Male","190","190","42980","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","Female","180","180","40140","35530"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","Male","90","90","42600","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","Female","100","90","45920","40650"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","Male","100","90","48590","52300"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Female","90","90","50160","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Male","160","160","53750","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","280","270","44190","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","320","310","46240","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","Female","1650","1580","49440","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","Male","1820","1800","51760","53380"
"In post","2021","Department for Digital, Culture, Media and Sport","Asian","Female","70","70","46090","50860"
"In post","2021","Department for Digital, Culture, Media and Sport","Asian","Male","60","60","47270","42020"
"In post","2021","Department for Digital, Culture, Media and Sport","Black","Female","60","60","39590","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Mixed","Female","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Mixed","Male","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","100","90","46660","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","90","90","48370","44530"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","White","Female","660","640","49730","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","White","Male","560","560","51320","51730"
"In post","2021","Department for Education (excl. agencies)","Asian","Female","260","250","40380","36660"
"In post","2021","Department for Education (excl. agencies)","Asian","Male","200","200","39940","36500"
"In post","2021","Department for Education (excl. agencies)","Black","Female","150","150","40070","36500"
