"Status","Year","Ethnicity","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Inner London - West","110","110","46170","37640"
"In post","2021","Asian","Commercial","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","Asian","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Greater Manchester","70","70","28610","25560"
"In post","2021","Asian","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Inner London - West","120","120","43120","38600"
"In post","2021","Asian","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Outer London - West and North West","50","50","[c]","[c]"
"In post","2021","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Midlands","40","40","[c]","[c]"
"In post","2021","Asian","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Yorkshire","80","70","28540","25560"
"In post","2021","Asian","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Greater Manchester","60","50","30040","28130"
"In post","2021","Asian","Counter Fraud","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Inner London - West","190","180","35440","32520"
"In post","2021","Asian","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Outer London - South","50","50","35120","29570"
"In post","2021","Asian","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","West Midlands","110","100","29360","25560"
"In post","2021","Asian","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","West Yorkshire","90","80","28840","25560"
"In post","2021","Asian","Debt","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Inner London - East","80","60","26400","25630"
"In post","2021","Asian","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Outer London - South","40","30","[c]","[c]"
"In post","2021","Asian","Debt","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","West Midlands","80","70","21500","20140"
"In post","2021","Asian","Debt","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","West Yorkshire","60","50","21440","20140"
"In post","2021","Asian","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Inner London - East","190","180","47330","42290"
"In post","2021","Asian","Digital, Data & Technology","Inner London - West","220","210","44550","40750"
"In post","2021","Asian","Digital, Data & Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","West Midlands","80","80","37410","36240"
"In post","2021","Asian","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","West Yorkshire","50","50","33180","31810"
"In post","2021","Asian","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Asian","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Inner London - East","80","70","43180","41760"
"In post","2021","Asian","Finance","Inner London - West","290","280","43370","39240"
"In post","2021","Asian","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","West Midlands","70","60","34420","29980"
"In post","2021","Asian","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","West Yorkshire","90","80","25560","21440"
"In post","2021","Asian","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2021","Asian","Human Resources","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Asian","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
