"Status","Year","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Medicine","Male","750","690","65430","62860"
"In post","2022","Operational Delivery","Female","150110","133020","27940","26820"
"In post","2022","Operational Delivery","Male","104890","100370","29810","27570"
"In post","2022","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","440","410","43620","40520"
"In post","2022","Operational Research","Male","700","670","45990","47010"
"In post","2022","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","Female","16070","14800","29390","26670"
"In post","2022","Other","Male","14310","14010","32380","27570"
"In post","2022","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Female","110","100","44400","40720"
"In post","2022","Planning","Male","120","120","44810","40720"
"In post","2022","Planning Inspectors","Female","140","120","55350","58810"
"In post","2022","Planning Inspectors","Male","240","210","56840","58810"
"In post","2022","Policy","Female","17930","17180","46210","41950"
"In post","2022","Policy","Male","15030","14840","48670","47470"
"In post","2022","Project Delivery","Female","8140","7680","41580","38980"
"In post","2022","Project Delivery","Male","7740","7590","45460","41000"
"In post","2022","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Female","3120","2910","35980","33300"
"In post","2022","Property","Male","4480","4370","39410","35900"
"In post","2022","Psychology","Female","1330","1280","35620","31180"
"In post","2022","Psychology","Male","190","180","36740","31180"
"In post","2022","Science and Engineering","Female","4360","4080","38610","37240"
"In post","2022","Science and Engineering","Male","9580","9350","39500","38070"
"In post","2022","Security","Female","2140","2070","33130","31020"
"In post","2022","Security","Male","7140","7010","32220","28890"
"In post","2022","Social Research","Female","930","880","42100","38340"
"In post","2022","Social Research","Male","400","390","43290","38340"
"In post","2022","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","1110","1040","43740","40180"
"In post","2022","Statistics","Male","1290","1270","43760","39790"
"In post","2022","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Female","9300","8640","34050","33080"
"In post","2022","Tax","Male","10310","9990","36210","33370"
"In post","2022","Unknown","Female","17280","16500","40850","34550"
"In post","2022","Unknown","Male","14960","14760","43010","36130"
"In post","2022","Veterinarian","Female","230","220","43650","38390"
"In post","2022","Veterinarian","Male","190","180","44880","45170"
"Leaver CS","2021","Commercial","Female","90","80","38140","35370"
"Leaver CS","2021","Commercial","Male","100","100","40120","37520"
"Leaver CS","2021","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","140","130","36260","33300"
"Leaver CS","2021","Communications","Male","90","90","37950","32750"
"Leaver CS","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","140","130","41500","37740"
"Leaver CS","2021","Digital, Data and Technology","Male","310","310","42280","38450"
"Leaver CS","2021","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","40","40","[c]","[c]"
"Leaver CS","2021","Economics","Male","80","70","35650","26340"
"Leaver CS","2021","Finance","Female","130","120","39020","33700"
"Leaver CS","2021","Finance","Male","130","120","45610","42970"
"Leaver CS","2021","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","200","180","37890","32500"
"Leaver CS","2021","Human Resources","Male","110","110","39890","33930"
"Leaver CS","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","50","40","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","50","50","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","80","70","33410","30460"
"Leaver CS","2021","Knowledge and Information Management","Male","40","30","[c]","[c]"
"Leaver CS","2021","Legal","Female","240","200","52220","51830"
"Leaver CS","2021","Legal","Male","170","150","54540","55000"
"Leaver CS","2021","Medicine","Female","180","150","46610","37890"
"Leaver CS","2021","Medicine","Male","80","60","69390","74070"
"Leaver CS","2021","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","4160","3620","26180","22160"
"Leaver CS","2021","Operational Delivery","Male","4090","3730","29850","25260"
"Leaver CS","2021","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","570","530","27980","22080"
"Leaver CS","2021","Other","Male","890","870","31620","29770"
"Leaver CS","2021","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","410","390","43280","38450"
"Leaver CS","2021","Policy","Male","410","400","47960","40750"
"Leaver CS","2021","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","200","190","36830","32720"
"Leaver CS","2021","Project Delivery","Male","250","240","44540","40020"
"Leaver CS","2021","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","140","120","30630","26010"
"Leaver CS","2021","Property","Male","290","260","33740","30780"
"Leaver CS","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","90","80","[c]","[c]"
"Leaver CS","2021","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","310","290","31420","28590"
"Leaver CS","2021","Science and Engineering","Male","480","460","33340","30800"
"Leaver CS","2021","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","60","50","30980","27760"
"Leaver CS","2021","Security","Male","350","330","30330","26750"
"Leaver CS","2021","Social Research","Female","30","30","[c]","[c]"
"Leaver CS","2021","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Female","7220","5780","28260","26890"
"Leaver CS","2021","Unknown","Male","4970","4390","31880","27570"
"Leaver CS","2021","Unknown","Unknown","70","60","46360","40020"
"Leaver CS","2021","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","200","150","36010","34000"
"Leaver CS","2022","Commercial","Male","210","170","41310","37760"
"Leaver CS","2022","Communications","Female","230","190","39220","36800"
"Leaver CS","2022","Communications","Male","150","130","39380","36840"
"Leaver CS","2022","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","150","110","27870","27570"
"Leaver CS","2022","Counter Fraud","Male","120","100","29820","27570"
"Leaver CS","2022","Digital, Data and Technology","Female","420","370","39780","36500"
"Leaver CS","2022","Digital, Data and Technology","Male","960","920","42140","38450"
"Leaver CS","2022","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Female","70","60","36660","29740"
"Leaver CS","2022","Economics","Male","120","110","36360","33570"
"Leaver CS","2022","Finance","Female","330","260","36420","33000"
"Leaver CS","2022","Finance","Male","330","300","41690","36460"
"Leaver CS","2022","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","410","360","36200","31880"
"Leaver CS","2022","Human Resources","Male","190","180","39390","34990"
"Leaver CS","2022","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Female","90","80","62510","51360"
"Leaver CS","2022","Inspector of Education and Training","Male","40","40","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Female","60","50","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Male","90","80","32190","29250"
"Leaver CS","2022","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","40","40","[c]","[c]"
"Leaver CS","2022","International Trade","Female","50","40","[c]","[c]"
"Leaver CS","2022","International Trade","Male","60","60","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Female","290","260","34090","29270"
"Leaver CS","2022","Knowledge and Information Management","Male","150","140","37730","36330"
"Leaver CS","2022","Legal","Female","290","250","55380","55000"
"Leaver CS","2022","Legal","Male","220","200","57020","55000"
"Leaver CS","2022","Medicine","Female","300","260","53700","39030"
"Leaver CS","2022","Medicine","Male","130","110","69550","73380"
"Leaver CS","2022","Operational Delivery","Female","12140","10480","27820","26120"
"Leaver CS","2022","Operational Delivery","Male","9440","8720","29130","26900"
"Leaver CS","2022","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Female","1340","1200","27890","22460"
"Leaver CS","2022","Other","Male","1540","1480","30850","26900"
"Leaver CS","2022","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Female","850","720","42830","37410"
"Leaver CS","2022","Policy","Male","750","650","49180","46740"
"Leaver CS","2022","Project Delivery","Female","320","300","39940","37290"
"Leaver CS","2022","Project Delivery","Male","430","420","42510","39860"
"Leaver CS","2022","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","150","140","32690","28410"
"Leaver CS","2022","Property","Male","270","250","36840","33560"
"Leaver CS","2022","Psychology","Female","90","80","[c]","[c]"
"Leaver CS","2022","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Female","590","530","38440","37450"
"Leaver CS","2022","Science and Engineering","Male","860","810","37260","33520"
"Leaver CS","2022","Security","Female","130","120","30560","26670"
"Leaver CS","2022","Security","Male","570","550","32180","28750"
"Leaver CS","2022","Social Research","Female","30","30","[c]","[c]"
"Leaver CS","2022","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","40","40","[c]","[c]"
"Leaver CS","2022","Statistics","Male","70","70","38830","32540"
"Leaver CS","2022","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","4750","3890","34420","27570"
"Leaver CS","2022","Unknown","Male","3900","3440","39450","31060"
"Leaver CS","2022","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","90","80","37450","37280"
"Leaver Dept.","2021","Commercial","Male","80","80","36990","33820"
"Leaver Dept.","2021","Communications","Female","120","110","42240","39880"
"Leaver Dept.","2021","Communications","Male","80","80","45650","39740"
"Leaver Dept.","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","90","80","46770","41580"
"Leaver Dept.","2021","Digital, Data and Technology","Male","120","120","43600","39800"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","70","70","46220","52030"
"Leaver Dept.","2021","Finance","Female","120","120","47010","47450"
"Leaver Dept.","2021","Finance","Male","110","110","46550","43280"
"Leaver Dept.","2021","Human Resources","Female","210","200","39620","35990"
"Leaver Dept.","2021","Human Resources","Male","110","110","39160","34400"
"Leaver Dept.","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","60","60","44590","39540"
"Leaver Dept.","2021","International Trade","Male","80","80","46630","43170"
"Leaver Dept.","2021","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","70","70","54710","52990"
"Leaver Dept.","2021","Legal","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","1150","1090","28830","24250"
"Leaver Dept.","2021","Operational Delivery","Male","840","820","29260","24890"
"Leaver Dept.","2021","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","180","180","35230","28360"
"Leaver Dept.","2021","Other","Male","120","120","40070","33210"
"Leaver Dept.","2021","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","950","920","44390","39420"
"Leaver Dept.","2021","Policy","Male","740","720","43850","39200"
"Leaver Dept.","2021","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","220","210","42060","37080"
"Leaver Dept.","2021","Project Delivery","Male","190","190","41680","37900"
"Leaver Dept.","2021","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","90","80","35300","32650"
"Leaver Dept.","2021","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","50","50","39150","36030"
"Leaver Dept.","2021","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","3040","2700","34900","31990"
"Leaver Dept.","2021","Unknown","Male","2440","2210","36620","32000"
"Leaver Dept.","2021","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","280","180","38730","36800"
"Leaver Dept.","2022","Commercial","Male","220","160","43090","40070"
"Leaver Dept.","2022","Communications","Female","240","180","40770","36980"
"Leaver Dept.","2022","Communications","Male","170","120","44430","37430"
"Leaver Dept.","2022","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","60","50","30240","27570"
"Leaver Dept.","2022","Counter Fraud","Male","60","60","31310","27610"
"Leaver Dept.","2022","Digital, Data and Technology","Female","310","250","41290","37910"
"Leaver Dept.","2022","Digital, Data and Technology","Male","440","390","42480","38360"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Female","60","50","[c]","[c]"
"Leaver Dept.","2022","Economics","Male","100","90","44840","38020"
"Leaver Dept.","2022","Finance","Female","330","240","39950","36330"
"Leaver Dept.","2022","Finance","Male","300","240","44040","40190"
"Leaver Dept.","2022","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","440","400","38410","33000"
"Leaver Dept.","2022","Human Resources","Male","180","160","41590","36050"
"Leaver Dept.","2022","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","International Trade","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Female","190","170","43760","40560"
"Leaver Dept.","2022","Knowledge and Information Management","Male","110","100","44240","41570"
"Leaver Dept.","2022","Legal","Female","80","70","58850","58310"
"Leaver Dept.","2022","Legal","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Medicine","Female","260","220","83880","88000"
"Leaver Dept.","2022","Medicine","Male","140","120","102180","106500"
"Leaver Dept.","2022","Operational Delivery","Female","5440","5040","32520","27570"
"Leaver Dept.","2022","Operational Delivery","Male","3080","2980","33480","27570"
"Leaver Dept.","2022","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Female","460","440","30100","27570"
"Leaver Dept.","2022","Other","Male","330","330","32630","27570"
"Leaver Dept.","2022","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Female","1290","1020","44540","40050"
"Leaver Dept.","2022","Policy","Male","1120","920","45970","40600"
"Leaver Dept.","2022","Project Delivery","Female","270","270","39970","37140"
"Leaver Dept.","2022","Project Delivery","Male","250","250","41330","38550"
"Leaver Dept.","2022","Property","Female","60","50","33020","29500"
"Leaver Dept.","2022","Property","Male","60","60","45920","40580"
"Leaver Dept.","2022","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","1500","1360","39150","36730"
"Leaver Dept.","2022","Science and Engineering","Male","780","750","41180","38070"
"Leaver Dept.","2022","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","60","60","37120","36890"
"Leaver Dept.","2022","Social Research","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","70","60","41030","39480"
"Leaver Dept.","2022","Statistics","Male","70","60","42900","39850"
"Leaver Dept.","2022","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","2390","2060","41100","34550"
"Leaver Dept.","2022","Unknown","Male","2020","1770","42000","34550"
"Leaver Dept.","2022","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","250","240","36010","34450"
"New entrant CS","2021","Commercial","Male","230","230","36990","34710"
