"Status","Year","Ethnicity","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","20-29","90","90","28330","25480"
"In post","2021","Asian","Crown Prosecution Service","30-39","130","120","37850","38760"
"In post","2021","Asian","Crown Prosecution Service","40-49","200","180","43590","48830"
"In post","2021","Asian","Crown Prosecution Service","50-59","140","130","42760","34480"
"In post","2021","Asian","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","20-29","70","70","26940","27000"
"In post","2021","Asian","Defence Equipment and Support","30-39","100","100","35270","33190"
"In post","2021","Asian","Defence Equipment and Support","40-49","70","70","39160","36550"
"In post","2021","Asian","Defence Equipment and Support","50-59","60","60","35720","34050"
"In post","2021","Asian","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","160","160","38180","33640"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","120","120","45960","42300"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","100","100","52000","53600"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","50","50","43880","36120"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","20-29","50","50","40160","38000"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","30-39","40","40","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","20-29","130","130","33820","31350"
"In post","2021","Asian","Department for Education (excl. agencies)","30-39","130","130","41040","37100"
"In post","2021","Asian","Department for Education (excl. agencies)","40-49","130","130","44160","40780"
"In post","2021","Asian","Department for Education (excl. agencies)","50-59","50","50","44420","40230"
"In post","2021","Asian","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","70","70","34520","32560"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","60","50","40890","37590"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","60","60","42980","37420"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","40","40","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","20-29","70","70","34590","32120"
"In post","2021","Asian","Department for International Trade","30-39","60","60","46000","43120"
"In post","2021","Asian","Department for International Trade","40-49","50","50","[c]","[c]"
"In post","2021","Asian","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","20-29","90","90","37150","34710"
"In post","2021","Asian","Department for Transport (excl. agencies)","30-39","80","80","47480","44480"
"In post","2021","Asian","Department for Transport (excl. agencies)","40-49","60","60","47730","42890"
"In post","2021","Asian","Department for Transport (excl. agencies)","50-59","50","50","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","20-29","1420","1400","27580","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","30-39","1700","1570","27710","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","40-49","2020","1750","27690","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","50-59","1610","1440","28200","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","60-64","390","320","27460","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","65+","180","120","27360","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","20-29","50","50","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","30-39","40","30","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","40-49","50","50","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","40-49","40","30","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","50-59","40","30","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","20-29","30","30","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","30-39","60","60","36770","33740"
"In post","2021","Asian","Education and Skills Funding Agency","40-49","70","70","42340","38710"
"In post","2021","Asian","Education and Skills Funding Agency","50-59","30","30","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","20-29","80","80","34170","32500"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","30-39","130","120","44590","39240"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","40-49","120","120","47490","39220"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","50-59","70","70","47500","39390"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Legal Department","20-29","40","40","[c]","[c]"
"In post","2021","Asian","Government Legal Department","30-39","100","100","48690","51250"
"In post","2021","Asian","Government Legal Department","40-49","80","80","53320","52700"
"In post","2021","Asian","Government Legal Department","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Legal Department","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Legal Department","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","20-29","210","210","22390","21300"
"In post","2021","Asian","HM Courts and Tribunals Service","30-39","390","350","24460","22680"
"In post","2021","Asian","HM Courts and Tribunals Service","40-49","460","410","26430","22680"
"In post","2021","Asian","HM Courts and Tribunals Service","50-59","290","260","25210","22450"
"In post","2021","Asian","HM Courts and Tribunals Service","60-64","90","80","24010","22450"
"In post","2021","Asian","HM Courts and Tribunals Service","65+","40","30","[c]","[c]"
"In post","2021","Asian","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","20-29","40","40","[c]","[c]"
"In post","2021","Asian","HM Land Registry","30-39","30","30","[c]","[c]"
"In post","2021","Asian","HM Land Registry","40-49","50","40","[c]","[c]"
"In post","2021","Asian","HM Land Registry","50-59","60","60","32870","27130"
"In post","2021","Asian","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","20-29","270","260","26070","24620"
"In post","2021","Asian","HM Prison and Probation Service","30-39","440","410","30310","30110"
"In post","2021","Asian","HM Prison and Probation Service","40-49","420","390","33800","32870"
"In post","2021","Asian","HM Prison and Probation Service","50-59","300","280","33400","31650"
"In post","2021","Asian","HM Prison and Probation Service","60-64","60","50","29410","26150"
"In post","2021","Asian","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","20-29","890","870","27450","25560"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","30-39","1160","1100","31050","29570"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","40-49","990","920","31990","29570"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","50-59","830","780","32900","31810"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","60-64","220","180","31950","29570"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","65+","90","70","30340","25630"
"In post","2021","Asian","HM Treasury (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","20-29","100","100","35950","32320"
"In post","2021","Asian","HM Treasury (excl. agencies)","30-39","50","50","54540","56840"
"In post","2021","Asian","HM Treasury (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office (incl. agencies)","16-19","[c]","[c]","[c]","[c]"
