"Status","Year","Age","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Male","Unknown","300","290","21120","21250"
"In post","2022","16-19","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Female","Declared disabled","3510","3430","29550","27570"
"In post","2022","20-29","Female","Declared non-disabled","28320","27770","29560","27570"
"In post","2022","20-29","Female","Undeclared","1200","1180","30160","27610"
"In post","2022","20-29","Female","Unknown","14040","13780","29510","27570"
"In post","2022","20-29","Male","Declared disabled","2270","2250","29600","27570"
"In post","2022","20-29","Male","Declared non-disabled","22060","21930","30080","27570"
"In post","2022","20-29","Male","Undeclared","1240","1230","31290","28780"
"In post","2022","20-29","Male","Unknown","11930","11840","29790","27570"
"In post","2022","20-29","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Female","Declared disabled","5180","4790","33250","29500"
"In post","2022","30-39","Female","Declared non-disabled","39990","36630","34500","30820"
"In post","2022","30-39","Female","Undeclared","2560","2350","33730","30320"
"In post","2022","30-39","Female","Unknown","12090","11300","35260","31540"
"In post","2022","30-39","Male","Declared disabled","3730","3670","34120","30450"
"In post","2022","30-39","Male","Declared non-disabled","33410","33110","35970","32080"
"In post","2022","30-39","Male","Undeclared","2610","2580","35600","32040"
"In post","2022","30-39","Male","Unknown","11970","11860","36010","33080"
"In post","2022","30-39","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Female","Declared disabled","7690","6900","33180","28130"
"In post","2022","40-49","Female","Declared non-disabled","44990","40400","36160","30980"
"In post","2022","40-49","Female","Undeclared","3060","2770","34440","30820"
"In post","2022","40-49","Female","Unknown","9570","8780","38240","33080"
"In post","2022","40-49","Male","Declared disabled","4790","4680","34720","30660"
"In post","2022","40-49","Male","Declared non-disabled","34280","33880","39150","33370"
"In post","2022","40-49","Male","Undeclared","3390","3350","36540","33000"
"In post","2022","40-49","Male","Unknown","8730","8610","40350","35000"
"In post","2022","40-49","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Female","Declared disabled","11840","10670","31560","27570"
"In post","2022","50-59","Female","Declared non-disabled","53120","48430","33560","27650"
"In post","2022","50-59","Female","Undeclared","4260","3930","32010","27570"
"In post","2022","50-59","Female","Unknown","8500","7780","36430","30420"
"In post","2022","50-59","Male","Declared disabled","7570","7300","34430","30330"
"In post","2022","50-59","Male","Declared non-disabled","42540","41580","38510","33300"
"In post","2022","50-59","Male","Undeclared","5530","5350","35890","32040"
"In post","2022","50-59","Male","Unknown","9680","9370","39500","35000"
"In post","2022","50-59","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Female","Declared disabled","3640","2870","28430","27300"
"In post","2022","60-64","Female","Declared non-disabled","14650","11690","29840","27570"
"In post","2022","60-64","Female","Undeclared","1210","990","28990","26780"
"In post","2022","60-64","Female","Unknown","2120","1720","31290","26350"
"In post","2022","60-64","Male","Declared disabled","2490","2110","32330","27720"
"In post","2022","60-64","Male","Declared non-disabled","12290","10680","35590","30980"
"In post","2022","60-64","Male","Undeclared","1580","1310","33650","31650"
"In post","2022","60-64","Male","Unknown","2600","2260","36640","33370"
"In post","2022","65+","Female","Declared disabled","1000","730","27650","26120"
"In post","2022","65+","Female","Declared non-disabled","3980","2960","28180","25630"
"In post","2022","65+","Female","Undeclared","310","230","27550","25550"
"In post","2022","65+","Female","Unknown","620","470","33110","26710"
"In post","2022","65+","Male","Declared disabled","870","680","30910","27570"
"In post","2022","65+","Male","Declared non-disabled","4390","3500","33960","28750"
"In post","2022","65+","Male","Undeclared","540","430","31900","27800"
"In post","2022","65+","Male","Unknown","880","690","35010","29420"
"In post","2022","Unknown","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Female","Declared disabled","160","150","25150","22230"
"Leaver CS","2021","20-29","Female","Declared non-disabled","1380","1320","25320","22920"
"Leaver CS","2021","20-29","Female","Undeclared","100","90","27180","23370"
"Leaver CS","2021","20-29","Female","Unknown","1170","1120","24410","22230"
"Leaver CS","2021","20-29","Male","Declared disabled","150","140","26250","24140"
"Leaver CS","2021","20-29","Male","Declared non-disabled","1240","1210","26500","24560"
"Leaver CS","2021","20-29","Male","Undeclared","90","80","29050","25500"
"Leaver CS","2021","20-29","Male","Unknown","1080","1030","25350","24180"
"Leaver CS","2021","20-29","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Female","Declared disabled","140","120","28420","26890"
"Leaver CS","2021","30-39","Female","Declared non-disabled","1160","1020","33060","27570"
"Leaver CS","2021","30-39","Female","Undeclared","110","90","32520","29290"
"Leaver CS","2021","30-39","Female","Unknown","710","640","32160","29230"
"Leaver CS","2021","30-39","Male","Declared disabled","110","110","30700","29870"
"Leaver CS","2021","30-39","Male","Declared non-disabled","1040","1010","36180","31060"
"Leaver CS","2021","30-39","Male","Undeclared","110","110","35070","32300"
"Leaver CS","2021","30-39","Male","Unknown","660","640","33910","30250"
"Leaver CS","2021","30-39","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Female","Declared disabled","190","160","30790","26890"
"Leaver CS","2021","40-49","Female","Declared non-disabled","1030","870","35870","27570"
"Leaver CS","2021","40-49","Female","Undeclared","120","100","32600","26670"
"Leaver CS","2021","40-49","Female","Unknown","600","530","36480","30650"
"Leaver CS","2021","40-49","Male","Declared disabled","140","130","30660","27570"
"Leaver CS","2021","40-49","Male","Declared non-disabled","770","740","38700","31060"
"Leaver CS","2021","40-49","Male","Undeclared","90","80","[c]","[c]"
"Leaver CS","2021","40-49","Male","Unknown","480","450","37580","30000"
"Leaver CS","2021","40-49","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Female","Declared disabled","510","430","31610","27570"
"Leaver CS","2021","50-59","Female","Declared non-disabled","2040","1750","32910","27570"
"Leaver CS","2021","50-59","Female","Undeclared","240","200","34620","31170"
"Leaver CS","2021","50-59","Female","Unknown","690","610","35680","27570"
"Leaver CS","2021","50-59","Male","Declared disabled","400","370","34960","29290"
"Leaver CS","2021","50-59","Male","Declared non-disabled","1550","1470","39990","32430"
"Leaver CS","2021","50-59","Male","Undeclared","280","270","38340","33430"
"Leaver CS","2021","50-59","Male","Unknown","680","650","39670","33650"
"Leaver CS","2021","50-59","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Female","Declared disabled","340","260","29320","26840"
"Leaver CS","2021","60-64","Female","Declared non-disabled","1540","1180","32460","27130"
"Leaver CS","2021","60-64","Female","Undeclared","140","110","31700","27750"
"Leaver CS","2021","60-64","Female","Unknown","370","290","39570","31900"
"Leaver CS","2021","60-64","Male","Declared disabled","260","220","32620","27570"
"Leaver CS","2021","60-64","Male","Declared non-disabled","1440","1250","39050","33300"
"Leaver CS","2021","60-64","Male","Undeclared","200","170","34850","32690"
"Leaver CS","2021","60-64","Male","Unknown","410","370","40890","35110"
"Leaver CS","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Female","Declared disabled","320","220","25140","22780"
"Leaver CS","2021","65+","Female","Declared non-disabled","1120","770","26080","22080"
"Leaver CS","2021","65+","Female","Undeclared","100","70","[c]","[c]"
"Leaver CS","2021","65+","Female","Unknown","230","160","32210","24370"
"Leaver CS","2021","65+","Male","Declared disabled","240","180","28460","25120"
"Leaver CS","2021","65+","Male","Declared non-disabled","1140","870","32060","26910"
"Leaver CS","2021","65+","Male","Undeclared","160","110","31470","27570"
"Leaver CS","2021","65+","Male","Unknown","280","220","34490","29370"
"Leaver CS","2021","65+","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Female","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","16-19","Female","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","16-19","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Male","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","16-19","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Male","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","20-29","Female","Declared disabled","450","420","26140","25000"
"Leaver CS","2022","20-29","Female","Declared non-disabled","3110","2980","26610","25110"
"Leaver CS","2022","20-29","Female","Undeclared","160","150","27910","27570"
"Leaver CS","2022","20-29","Female","Unknown","2050","1870","25630","23720"
"Leaver CS","2022","20-29","Male","Declared disabled","300","290","25790","22350"
"Leaver CS","2022","20-29","Male","Declared non-disabled","2680","2610","26990","25120"
"Leaver CS","2022","20-29","Male","Undeclared","160","160","27560","26700"
"Leaver CS","2022","20-29","Male","Unknown","1780","1650","27070","24880"
"Leaver CS","2022","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Female","Declared disabled","340","300","29460","27570"
"Leaver CS","2022","30-39","Female","Declared non-disabled","2450","2210","33220","29290"
"Leaver CS","2022","30-39","Female","Undeclared","180","150","33170","27570"
"Leaver CS","2022","30-39","Female","Unknown","1170","990","34230","30990"
"Leaver CS","2022","30-39","Male","Declared disabled","270","260","31360","27570"
"Leaver CS","2022","30-39","Male","Declared non-disabled","2280","2220","35350","31060"
"Leaver CS","2022","30-39","Male","Undeclared","170","160","34770","31060"
"Leaver CS","2022","30-39","Male","Unknown","1220","1150","35780","31060"
"Leaver CS","2022","30-39","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Female","Declared disabled","310","270","31660","27570"
"Leaver CS","2022","40-49","Female","Declared non-disabled","2050","1790","36570","29290"
"Leaver CS","2022","40-49","Female","Undeclared","130","120","33820","28650"
"Leaver CS","2022","40-49","Female","Unknown","850","720","39190","32700"
"Leaver CS","2022","40-49","Male","Declared disabled","210","200","32810","27570"
"Leaver CS","2022","40-49","Male","Declared non-disabled","1480","1440","39500","32040"
"Leaver CS","2022","40-49","Male","Undeclared","140","140","36970","30730"
"Leaver CS","2022","40-49","Male","Unknown","750","690","40300","34530"
"Leaver CS","2022","40-49","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Female","Declared disabled","570","470","30750","27570"
"Leaver CS","2022","50-59","Female","Declared non-disabled","2810","2430","34700","27570"
"Leaver CS","2022","50-59","Female","Undeclared","240","200","32000","27570"
"Leaver CS","2022","50-59","Female","Unknown","850","720","40530","30320"
"Leaver CS","2022","50-59","Male","Declared disabled","420","390","36000","29290"
"Leaver CS","2022","50-59","Male","Declared non-disabled","2170","2050","37920","31060"
"Leaver CS","2022","50-59","Male","Undeclared","280","260","36960","33430"
"Leaver CS","2022","50-59","Male","Unknown","880","810","40320","35000"
"Leaver CS","2022","60-64","Female","Declared disabled","470","360","31460","27570"
"Leaver CS","2022","60-64","Female","Declared non-disabled","2150","1670","32630","27570"
"Leaver CS","2022","60-64","Female","Undeclared","180","150","32670","27420"
"Leaver CS","2022","60-64","Female","Unknown","410","310","35970","29200"
"Leaver CS","2022","60-64","Male","Declared disabled","380","320","34060","27570"
"Leaver CS","2022","60-64","Male","Declared non-disabled","1850","1620","40390","34290"
"Leaver CS","2022","60-64","Male","Undeclared","250","210","35020","33350"
"Leaver CS","2022","60-64","Male","Unknown","570","490","40840","35380"
"Leaver CS","2022","60-64","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Female","Declared disabled","410","280","26570","25630"
"Leaver CS","2022","65+","Female","Declared non-disabled","1610","1130","27440","25110"
"Leaver CS","2022","65+","Female","Undeclared","130","90","26770","21840"
"Leaver CS","2022","65+","Female","Unknown","260","180","35560","26670"
"Leaver CS","2022","65+","Male","Declared disabled","360","270","29340","26120"
"Leaver CS","2022","65+","Male","Declared non-disabled","1500","1170","33580","28060"
"Leaver CS","2022","65+","Male","Undeclared","220","160","30460","26930"
"Leaver CS","2022","65+","Male","Unknown","370","300","35910","30450"
"Leaver CS","2022","65+","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Female","Declared disabled","160","150","31400","30090"
"Leaver Dept.","2021","20-29","Female","Declared non-disabled","1340","1280","31010","29670"
"Leaver Dept.","2021","20-29","Female","Undeclared","100","90","34830","32730"
"Leaver Dept.","2021","20-29","Female","Unknown","820","770","32390","32000"
"Leaver Dept.","2021","20-29","Male","Declared disabled","120","120","31590","31180"
"Leaver Dept.","2021","20-29","Male","Declared non-disabled","990","950","32030","31250"
"Leaver Dept.","2021","20-29","Male","Undeclared","90","90","34070","32430"
"Leaver Dept.","2021","20-29","Male","Unknown","720","670","32430","32000"
"Leaver Dept.","2021","20-29","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Female","Declared disabled","160","150","36610","32910"
"Leaver Dept.","2021","30-39","Female","Declared non-disabled","1230","1130","39110","34460"
"Leaver Dept.","2021","30-39","Female","Undeclared","100","90","37530","36800"
"Leaver Dept.","2021","30-39","Female","Unknown","460","410","39860","36500"
"Leaver Dept.","2021","30-39","Male","Declared disabled","130","130","38030","33440"
"Leaver Dept.","2021","30-39","Male","Declared non-disabled","1040","1000","39210","34750"
"Leaver Dept.","2021","30-39","Male","Undeclared","110","110","37130","34510"
"Leaver Dept.","2021","30-39","Male","Unknown","460","430","41180","38880"
"Leaver Dept.","2021","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Female","Declared disabled","120","120","37090","33300"
"Leaver Dept.","2021","40-49","Female","Declared non-disabled","830","770","44090","36800"
"Leaver Dept.","2021","40-49","Female","Undeclared","70","60","42220","34330"
"Leaver Dept.","2021","40-49","Female","Unknown","270","230","45670","43780"
"Leaver Dept.","2021","40-49","Male","Declared disabled","100","100","40460","35990"
"Leaver Dept.","2021","40-49","Male","Declared non-disabled","550","530","43470","38120"
"Leaver Dept.","2021","40-49","Male","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","40-49","Male","Unknown","220","200","46660","41340"
"Leaver Dept.","2021","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Female","Declared disabled","100","90","37840","33120"
"Leaver Dept.","2021","50-59","Female","Declared non-disabled","510","480","39210","32890"
"Leaver Dept.","2021","50-59","Female","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","50-59","Female","Unknown","170","160","40640","35700"
"Leaver Dept.","2021","50-59","Male","Declared disabled","80","80","39330","34000"
"Leaver Dept.","2021","50-59","Male","Declared non-disabled","370","360","44960","36740"
"Leaver Dept.","2021","50-59","Male","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","50-59","Male","Unknown","150","140","45700","40260"
"Leaver Dept.","2021","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Male","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Female","Declared disabled","320","300","29890","28100"
"Leaver Dept.","2022","20-29","Female","Declared non-disabled","2630","2520","30300","28420"
"Leaver Dept.","2022","20-29","Female","Undeclared","130","130","31250","29540"
"Leaver Dept.","2022","20-29","Female","Unknown","1190","960","30930","31610"
"Leaver Dept.","2022","20-29","Male","Declared disabled","190","180","30150","27850"
"Leaver Dept.","2022","20-29","Male","Declared non-disabled","1650","1600","30650","28160"
"Leaver Dept.","2022","20-29","Male","Undeclared","110","110","31500","30200"
"Leaver Dept.","2022","20-29","Male","Unknown","950","760","32510","32000"
"Leaver Dept.","2022","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Female","Declared disabled","290","270","37050","33250"
"Leaver Dept.","2022","30-39","Female","Declared non-disabled","2500","2320","37730","33930"
