"Status","Year","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Male","30","30","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Female","30","30","[c]","[c]"
"In post","2021","Chinese","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Female","30","30","[c]","[c]"
"In post","2021","Chinese","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Female","210","190","28880","25560"
"In post","2021","Chinese","Operational Delivery","Male","150","140","27690","25560"
"In post","2021","Chinese","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Female","40","30","[c]","[c]"
"In post","2021","Chinese","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Female","80","80","46980","42430"
"In post","2021","Chinese","Policy","Male","50","50","41100","37230"
"In post","2021","Chinese","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","Female","30","30","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Female","130","110","30330","27570"
"In post","2021","Chinese","Unknown","Male","80","80","32910","29290"
"In post","2021","Chinese","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Female","60","50","39730","34780"
"In post","2021","Mixed","Commercial","Male","30","30","[c]","[c]"
"In post","2021","Mixed","Communications","Female","70","70","42240","39290"
"In post","2021","Mixed","Communications","Male","40","40","[c]","[c]"
"In post","2021","Mixed","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data and Technology","Female","90","80","41240","39980"
"In post","2021","Mixed","Digital, Data and Technology","Male","130","130","43770","39190"
"In post","2021","Mixed","Economics","Female","40","40","[c]","[c]"
"In post","2021","Mixed","Economics","Male","50","50","46350","46410"
"In post","2021","Mixed","Finance","Female","80","80","40710","38140"
"In post","2021","Mixed","Finance","Male","70","70","41640","39010"
"In post","2021","Mixed","Human Resources","Female","110","110","40660","37640"
"In post","2021","Mixed","Human Resources","Male","50","50","[c]","[c]"
"In post","2021","Mixed","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","Female","40","40","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Female","180","160","51550","51830"
"In post","2021","Mixed","Legal","Male","110","110","49310","50110"
"In post","2021","Mixed","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Operational Delivery","Female","1610","1480","29010","26160"
"In post","2021","Mixed","Operational Delivery","Male","1120","1080","30870","28210"
"In post","2021","Mixed","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other","Female","150","140","33140","28660"
"In post","2021","Mixed","Other","Male","120","120","34400","31380"
"In post","2021","Mixed","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Policy","Female","520","510","43600","39310"
"In post","2021","Mixed","Policy","Male","370","370","46390","44230"
"In post","2021","Mixed","Project Delivery","Female","140","130","40250","36800"
"In post","2021","Mixed","Project Delivery","Male","120","120","44730","40110"
"In post","2021","Mixed","Property","Female","50","40","[c]","[c]"
"In post","2021","Mixed","Property","Male","40","40","[c]","[c]"
"In post","2021","Mixed","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Science and Engineering","Female","80","80","34210","33330"
"In post","2021","Mixed","Science and Engineering","Male","120","120","39190","37320"
"In post","2021","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Male","60","60","32710","29890"
"In post","2021","Mixed","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Tax","Female","100","100","32220","31810"
"In post","2021","Mixed","Tax","Male","110","110","38720","31810"
"In post","2021","Mixed","Unknown","Female","1330","1220","30270","27570"
"In post","2021","Mixed","Unknown","Male","760","750","32770","27570"
"In post","2021","Mixed","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","Male","50","50","43190","39930"
"In post","2021","Other ethnicity","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Female","40","30","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Female","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Female","80","70","56180","55310"
"In post","2021","Other ethnicity","Legal","Male","50","50","58840","63830"
"In post","2021","Other ethnicity","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Delivery","Female","440","400","29240","26550"
"In post","2021","Other ethnicity","Operational Delivery","Male","350","340","31900","28670"
"In post","2021","Other ethnicity","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Female","70","60","31820","26950"
"In post","2021","Other ethnicity","Other","Male","50","50","39890","33150"
"In post","2021","Other ethnicity","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Female","150","140","44790","38000"
"In post","2021","Other ethnicity","Policy","Male","120","120","46620","45960"
"In post","2021","Other ethnicity","Project Delivery","Female","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Male","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Female","40","30","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Male","60","60","42480","40900"
"In post","2021","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Male","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Tax","Female","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Tax","Male","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Female","350","320","31410","29290"
"In post","2021","Other ethnicity","Unknown","Male","240","230","32520","27570"
"In post","2021","Other ethnicity","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Female","100","100","38310","35760"
"In post","2021","Undeclared","Commercial","Male","130","120","41080","39620"
"In post","2021","Undeclared","Communications","Female","50","40","[c]","[c]"
"In post","2021","Undeclared","Communications","Male","70","70","41820","38980"
"In post","2021","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Female","160","150","41920","38630"
"In post","2021","Undeclared","Digital, Data and Technology","Male","530","520","42140","39820"
"In post","2021","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","Male","60","60","49910","52280"
"In post","2021","Undeclared","Finance","Female","160","150","38770","35140"
"In post","2021","Undeclared","Finance","Male","230","230","42590","38630"
"In post","2021","Undeclared","Human Resources","Female","140","130","36310","33300"
"In post","2021","Undeclared","Human Resources","Male","80","80","37150","33350"
"In post","2021","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","Female","60","60","33160","31360"
"In post","2021","Undeclared","Intelligence Analysis","Male","150","140","36110","32100"
"In post","2021","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Female","90","80","35910","33300"
"In post","2021","Undeclared","Knowledge and Information Management","Male","100","90","40350","36460"
"In post","2021","Undeclared","Legal","Female","200","180","46160","43460"
"In post","2021","Undeclared","Legal","Male","270","260","42690","38630"
"In post","2021","Undeclared","Medicine","Female","50","40","[c]","[c]"
"In post","2021","Undeclared","Medicine","Male","30","30","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","Female","2900","2580","28840","26470"
"In post","2021","Undeclared","Operational Delivery","Male","3950","3750","30980","28220"
"In post","2021","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","Male","60","60","43680","46080"
"In post","2021","Undeclared","Other","Female","380","360","29750","26130"
"In post","2021","Undeclared","Other","Male","620","600","33480","29200"
"In post","2021","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Female","460","440","45320","40950"
"In post","2021","Undeclared","Policy","Male","730","720","49880","50400"
"In post","2021","Undeclared","Project Delivery","Female","300","290","40700","38630"
"In post","2021","Undeclared","Project Delivery","Male","530","510","44820","41720"
"In post","2021","Undeclared","Property","Female","120","110","36460","33300"
"In post","2021","Undeclared","Property","Male","270","260","39140","36460"
"In post","2021","Undeclared","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Female","240","220","41550","38890"
"In post","2021","Undeclared","Science and Engineering","Male","850","830","41230","40260"
"In post","2021","Undeclared","Security","Female","60","60","32470","30110"
"In post","2021","Undeclared","Security","Male","370","370","34890","39070"
"In post","2021","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","Male","40","30","[c]","[c]"
"In post","2021","Undeclared","Tax","Female","270","240","36750","32460"
"In post","2021","Undeclared","Tax","Male","490","460","40360","36160"
"In post","2021","Undeclared","Unknown","Female","2650","2240","28020","27570"
"In post","2021","Undeclared","Unknown","Male","2350","2230","30970","27570"
"In post","2021","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Female","310","290","38650","36820"
"In post","2021","Unknown","Commercial","Male","280","280","40030","37400"
"In post","2021","Unknown","Communications","Female","400","390","42090","38650"
"In post","2021","Unknown","Communications","Male","300","300","43140","39110"
"In post","2021","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Female","70","70","38750","34790"
"In post","2021","Unknown","Counter Fraud","Male","100","100","42610","39490"
"In post","2021","Unknown","Digital, Data and Technology","Female","660","640","40400","36500"
"In post","2021","Unknown","Digital, Data and Technology","Male","1550","1540","40510","37100"
"In post","2021","Unknown","Economics","Female","130","130","42980","36820"
"In post","2021","Unknown","Economics","Male","280","280","43260","36160"
"In post","2021","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Female","510","480","36360","32790"
