"Status","Year","Region_ITL1","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Knowledge and Information Management","Heterosexual / straight","50","50","35270","33350"
"In post","2021","East Midlands (England)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Legal","Heterosexual / straight","330","300","43860","46210"
"In post","2021","East Midlands (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Legal","Undeclared","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Legal","Unknown","130","120","39890","34480"
"In post","2021","East Midlands (England)","Medicine","Heterosexual / straight","130","130","45200","37890"
"In post","2021","East Midlands (England)","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Medicine","Unknown","40","30","[c]","[c]"
"In post","2021","East Midlands (England)","Operational Delivery","Heterosexual / straight","6760","6270","27530","25560"
"In post","2021","East Midlands (England)","Operational Delivery","LGBO","390","380","27540","25560"
"In post","2021","East Midlands (England)","Operational Delivery","Undeclared","950","870","27970","26750"
"In post","2021","East Midlands (England)","Operational Delivery","Unknown","2000","1830","25960","24440"
"In post","2021","East Midlands (England)","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other","Heterosexual / straight","680","660","25080","21130"
"In post","2021","East Midlands (England)","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other","Undeclared","100","90","25720","21130"
"In post","2021","East Midlands (England)","Other","Unknown","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Policy","Heterosexual / straight","200","180","41450","36960"
"In post","2021","East Midlands (England)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Project Delivery","Heterosexual / straight","270","260","39330","35290"
"In post","2021","East Midlands (England)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Project Delivery","Undeclared","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Project Delivery","Unknown","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Property","Heterosexual / straight","310","290","35280","33250"
"In post","2021","East Midlands (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Property","Undeclared","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Property","Unknown","120","110","30340","26250"
"In post","2021","East Midlands (England)","Psychology","Heterosexual / straight","140","130","34500","30450"
"In post","2021","East Midlands (England)","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Science and Engineering","Heterosexual / straight","390","360","38620","37000"
"In post","2021","East Midlands (England)","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Science and Engineering","Undeclared","80","80","42670","39390"
"In post","2021","East Midlands (England)","Science and Engineering","Unknown","70","60","40590","37340"
"In post","2021","East Midlands (England)","Security","Heterosexual / straight","110","110","28220","24620"
"In post","2021","East Midlands (England)","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Tax","Heterosexual / straight","700","660","35720","31810"
"In post","2021","East Midlands (England)","Tax","LGBO","50","50","32310","31810"
"In post","2021","East Midlands (England)","Tax","Undeclared","120","110","37340","31870"
"In post","2021","East Midlands (England)","Tax","Unknown","520","490","28220","25560"
"In post","2021","East Midlands (England)","Unknown","Heterosexual / straight","3060","2740","26480","27570"
"In post","2021","East Midlands (England)","Unknown","LGBO","210","190","26370","27570"
"In post","2021","East Midlands (England)","Unknown","Undeclared","410","360","25910","27570"
"In post","2021","East Midlands (England)","Unknown","Unknown","1190","1050","26520","27570"
"In post","2021","East Midlands (England)","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Commercial","Heterosexual / straight","180","170","39290","35760"
"In post","2021","East of England","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Commercial","Unknown","40","40","[c]","[c]"
"In post","2021","East of England","Communications","Heterosexual / straight","70","70","35470","33300"
"In post","2021","East of England","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Digital, Data and Technology","Heterosexual / straight","300","290","37090","34620"
"In post","2021","East of England","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Digital, Data and Technology","Undeclared","60","50","35820","35000"
"In post","2021","East of England","Digital, Data and Technology","Unknown","140","130","35340","31810"
"In post","2021","East of England","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Finance","Heterosexual / straight","280","270","38520","35780"
"In post","2021","East of England","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Finance","Undeclared","40","40","[c]","[c]"
"In post","2021","East of England","Finance","Unknown","60","50","30360","25560"
"In post","2021","East of England","Human Resources","Heterosexual / straight","150","140","35360","32050"
"In post","2021","East of England","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Inspector of Education and Training","Heterosexual / straight","80","80","65450","75500"
"In post","2021","East of England","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Intelligence Analysis","Heterosexual / straight","310","310","32610","33300"
"In post","2021","East of England","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Intelligence Analysis","Undeclared","70","60","31940","33300"
"In post","2021","East of England","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Knowledge and Information Management","Heterosexual / straight","110","110","36200","33300"
"In post","2021","East of England","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Legal","Heterosexual / straight","430","400","40040","36240"
"In post","2021","East of England","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Legal","Undeclared","60","60","35390","31810"
"In post","2021","East of England","Legal","Unknown","170","150","36930","28130"
"In post","2021","East of England","Medicine","Heterosexual / straight","130","110","55340","37890"
"In post","2021","East of England","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Operational Delivery","Heterosexual / straight","7210","6690","28390","26780"
"In post","2021","East of England","Operational Delivery","LGBO","360","340","28160","25930"
"In post","2021","East of England","Operational Delivery","Undeclared","1010","920","29170","27280"
"In post","2021","East of England","Operational Delivery","Unknown","1630","1510","27500","25850"
"In post","2021","East of England","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other","Heterosexual / straight","900","850","24750","21130"
"In post","2021","East of England","Other","LGBO","30","30","[c]","[c]"
"In post","2021","East of England","Other","Undeclared","110","110","23280","21270"
"In post","2021","East of England","Other","Unknown","130","130","25710","21580"
"In post","2021","East of England","Policy","Heterosexual / straight","130","130","43630","40580"
"In post","2021","East of England","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Policy","Unknown","40","40","[c]","[c]"
"In post","2021","East of England","Project Delivery","Heterosexual / straight","440","430","39440","37640"
"In post","2021","East of England","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Project Delivery","Undeclared","70","60","39400","35480"
"In post","2021","East of England","Project Delivery","Unknown","70","70","38890","38510"
"In post","2021","East of England","Property","Heterosexual / straight","370","350","33580","33300"
"In post","2021","East of England","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Property","Undeclared","60","50","35180","33300"
"In post","2021","East of England","Property","Unknown","70","70","27110","26230"
"In post","2021","East of England","Psychology","Heterosexual / straight","140","130","35060","31180"
"In post","2021","East of England","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Science and Engineering","Heterosexual / straight","470","450","36630","32960"
"In post","2021","East of England","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Science and Engineering","Undeclared","100","90","37090","35370"
"In post","2021","East of England","Science and Engineering","Unknown","340","320","37070","35900"
"In post","2021","East of England","Security","Heterosexual / straight","400","390","33300","28890"
"In post","2021","East of England","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Security","Undeclared","70","70","35990","39070"
"In post","2021","East of England","Security","Unknown","70","60","30390","26350"
"In post","2021","East of England","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","Heterosexual / straight","150","130","34770","31810"
"In post","2021","East of England","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","Undeclared","30","30","[c]","[c]"
"In post","2021","East of England","Tax","Unknown","70","60","32160","31810"
"In post","2021","East of England","Unknown","Heterosexual / straight","3290","3000","28860","27570"
"In post","2021","East of England","Unknown","LGBO","200","190","28390","27570"
"In post","2021","East of England","Unknown","Undeclared","380","340","28410","27570"
"In post","2021","East of England","Unknown","Unknown","1050","910","29320","27570"
"In post","2021","East of England","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Commercial","Heterosexual / straight","580","570","47980","43800"
"In post","2021","London","Commercial","LGBO","40","30","[c]","[c]"
"In post","2021","London","Commercial","Undeclared","70","60","48150","44870"
"In post","2021","London","Commercial","Unknown","200","190","46890","40650"
"In post","2021","London","Communications","Heterosexual / straight","1280","1250","46870","42840"
"In post","2021","London","Communications","LGBO","130","130","45210","42710"
"In post","2021","London","Communications","Undeclared","140","140","44610","41860"
"In post","2021","London","Communications","Unknown","540","530","45480","41760"
"In post","2021","London","Corporate Finance","Heterosexual / straight","60","60","56210","54380"
"In post","2021","London","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Heterosexual / straight","260","250","43380","40000"
"In post","2021","London","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Unknown","100","100","44970","40350"
"In post","2021","London","Digital, Data and Technology","Heterosexual / straight","2080","2040","49820","45530"
"In post","2021","London","Digital, Data and Technology","LGBO","160","150","49860","43870"
"In post","2021","London","Digital, Data and Technology","Undeclared","300","300","49570","46740"
"In post","2021","London","Digital, Data and Technology","Unknown","760","760","48560","44950"
"In post","2021","London","Economics","Heterosexual / straight","1150","1130","48300","45750"
"In post","2021","London","Economics","LGBO","100","100","46370","39810"
"In post","2021","London","Economics","Undeclared","140","130","47940","45650"
"In post","2021","London","Economics","Unknown","380","380","46930","40650"
"In post","2021","London","Finance","Heterosexual / straight","1810","1760","49750","45220"
"In post","2021","London","Finance","LGBO","90","90","53840","54870"
"In post","2021","London","Finance","Undeclared","250","240","48800","45870"
"In post","2021","London","Finance","Unknown","420","410","45830","40650"
"In post","2021","London","Human Resources","Heterosexual / straight","1830","1760","47550","42470"
"In post","2021","London","Human Resources","LGBO","150","140","48280","44500"
"In post","2021","London","Human Resources","Undeclared","190","180","44020","40070"
"In post","2021","London","Human Resources","Unknown","260","250","42630","37170"
"In post","2021","London","Inspector of Education and Training","Heterosexual / straight","180","180","65320","64500"
"In post","2021","London","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Intelligence Analysis","Heterosexual / straight","970","930","39250","36140"
"In post","2021","London","Intelligence Analysis","LGBO","50","50","[c]","[c]"
"In post","2021","London","Intelligence Analysis","Undeclared","180","170","38780","36140"
"In post","2021","London","Intelligence Analysis","Unknown","220","210","48170","53360"
"In post","2021","London","Internal Audit","Heterosexual / straight","160","150","53880","52250"
"In post","2021","London","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","International Trade","Heterosexual / straight","590","580","48540","51710"
"In post","2021","London","International Trade","LGBO","60","60","48630","51840"
"In post","2021","London","International Trade","Undeclared","70","60","47090","51710"
"In post","2021","London","International Trade","Unknown","360","360","45260","39590"
"In post","2021","London","Knowledge and Information Management","Heterosexual / straight","470","450","42400","37840"
"In post","2021","London","Knowledge and Information Management","LGBO","40","40","[c]","[c]"
"In post","2021","London","Knowledge and Information Management","Undeclared","90","80","41120","37920"
"In post","2021","London","Knowledge and Information Management","Unknown","150","140","39640","36590"
"In post","2021","London","Legal","Heterosexual / straight","2910","2740","54730","52040"
"In post","2021","London","Legal","LGBO","240","240","55560","52730"
"In post","2021","London","Legal","Undeclared","400","370","55240","54070"
"In post","2021","London","Legal","Unknown","1220","1140","54680","56140"
"In post","2021","London","Medicine","Heterosexual / straight","210","190","76860","77020"
"In post","2021","London","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Medicine","Undeclared","50","40","[c]","[c]"
"In post","2021","London","Medicine","Unknown","120","110","83400","76160"
"In post","2021","London","Operational Delivery","Heterosexual / straight","17740","16780","34790","30780"
"In post","2021","London","Operational Delivery","LGBO","980","950","36490","33110"
"In post","2021","London","Operational Delivery","Undeclared","2660","2480","34450","30780"
"In post","2021","London","Operational Delivery","Unknown","4520","4300","33380","30150"
"In post","2021","London","Operational Research","Heterosexual / straight","260","250","49900","47880"
"In post","2021","London","Operational Research","LGBO","30","30","[c]","[c]"
"In post","2021","London","Operational Research","Undeclared","40","40","[c]","[c]"
"In post","2021","London","Operational Research","Unknown","60","60","45140","40480"
"In post","2021","London","Other","Heterosexual / straight","2700","2590","39760","32960"
"In post","2021","London","Other","LGBO","180","180","39050","32360"
"In post","2021","London","Other","Undeclared","390","370","41060","34840"
"In post","2021","London","Other","Unknown","910","870","42930","35020"
"In post","2021","London","Planning","Heterosexual / straight","80","80","47890","42980"
"In post","2021","London","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Policy","Heterosexual / straight","13040","12700","49670","51730"
"In post","2021","London","Policy","LGBO","1420","1400","48370","46000"
"In post","2021","London","Policy","Undeclared","1700","1670","49190","51730"
"In post","2021","London","Policy","Unknown","3530","3440","47750","42570"
"In post","2021","London","Project Delivery","Heterosexual / straight","2620","2560","50570","45070"
"In post","2021","London","Project Delivery","LGBO","180","180","48640","43130"
"In post","2021","London","Project Delivery","Undeclared","330","320","52460","51440"
"In post","2021","London","Project Delivery","Unknown","530","520","47580","41950"
"In post","2021","London","Property","Heterosexual / straight","690","660","45690","40600"
"In post","2021","London","Property","LGBO","40","40","[c]","[c]"
"In post","2021","London","Property","Undeclared","140","130","44470","38430"
"In post","2021","London","Property","Unknown","240","230","39500","36150"
"In post","2021","London","Psychology","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","London","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Science and Engineering","Heterosexual / straight","930","870","45340","40850"
"In post","2021","London","Science and Engineering","LGBO","70","70","49560","40070"
"In post","2021","London","Science and Engineering","Undeclared","130","120","49410","44730"
"In post","2021","London","Science and Engineering","Unknown","300","290","48570","44950"
"In post","2021","London","Security","Heterosexual / straight","860","840","38110","35070"
"In post","2021","London","Security","LGBO","60","60","42230","38570"
"In post","2021","London","Security","Undeclared","130","130","42860","42320"
"In post","2021","London","Security","Unknown","180","180","38710","35060"
"In post","2021","London","Social Research","Heterosexual / straight","350","330","47760","43560"
"In post","2021","London","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Social Research","Undeclared","30","30","[c]","[c]"
"In post","2021","London","Social Research","Unknown","60","50","44520","41730"
"In post","2021","London","Statistics","Heterosexual / straight","650","630","47780","43170"
"In post","2021","London","Statistics","LGBO","60","60","45840","42570"
"In post","2021","London","Statistics","Undeclared","60","60","45230","41760"
"In post","2021","London","Statistics","Unknown","140","140","43290","39810"
"In post","2021","London","Tax","Heterosexual / straight","1330","1260","44600","39800"
"In post","2021","London","Tax","LGBO","70","60","45470","39800"
"In post","2021","London","Tax","Undeclared","210","190","44330","39800"
"In post","2021","London","Tax","Unknown","700","660","39760","36160"
"In post","2021","London","Unknown","Heterosexual / straight","10460","10060","40810","31880"
"In post","2021","London","Unknown","LGBO","860","840","41680","34550"
"In post","2021","London","Unknown","Undeclared","1280","1210","39340","31880"
"In post","2021","London","Unknown","Unknown","5530","5260","41030","31880"
"In post","2021","London","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","London","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","Heterosexual / straight","100","90","43210","39640"
"In post","2021","North East (England)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Communications","Heterosexual / straight","90","90","33820","31100"
"In post","2021","North East (England)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data and Technology","Heterosexual / straight","460","440","39740","38630"
"In post","2021","North East (England)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data and Technology","Undeclared","60","50","37700","37100"
"In post","2021","North East (England)","Digital, Data and Technology","Unknown","160","160","37810","36510"
"In post","2021","North East (England)","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","Heterosexual / straight","280","270","38860","36960"
"In post","2021","North East (England)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","Unknown","60","60","39690","35010"
"In post","2021","North East (England)","Human Resources","Heterosexual / straight","100","90","36150","32460"
"In post","2021","North East (England)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
