"Status","Year","Age","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","EO","70","70","25870","25170"
"In post","2021","16-19","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent","AA/AO","40","40","[c]","[c]"
"In post","2021","16-19","Lancashire","AA/AO","40","40","[c]","[c]"
"In post","2021","16-19","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","AA/AO","50","40","[c]","[c]"
"In post","2021","16-19","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","AA/AO","70","70","20480","20140"
"In post","2021","16-19","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","West Central Scotland","AA/AO","50","50","20500","20140"
"In post","2021","16-19","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Wales and The Valleys","AA/AO","60","50","19920","21010"
"In post","2021","16-19","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Yorkshire","AA/AO","60","60","20350","20140"
"In post","2021","16-19","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","AA/AO","290","290","26030","27850"
"In post","2021","20-29","Bedfordshire and Hertfordshire","EO","220","210","28470","28000"
"In post","2021","20-29","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","SEO/HEO","110","100","36450","37000"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Unknown","80","70","23530","22920"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","790","790","25940","26610"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","370","370","28040","27570"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","170","170","34590","33390"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","140","130","24100","24020"
"In post","2021","20-29","Cheshire","AA/AO","260","250","22700","21300"
"In post","2021","20-29","Cheshire","EO","300","300","29270","28840"
"In post","2021","20-29","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire","SEO/HEO","50","50","[c]","[c]"
"In post","2021","20-29","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cornwall and Isles of Scilly","AA/AO","70","70","20830","21010"
"In post","2021","20-29","Cornwall and Isles of Scilly","EO","40","40","[c]","[c]"
"In post","2021","20-29","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","AA/AO","140","140","21700","21050"
"In post","2021","20-29","Cumbria","EO","40","40","[c]","[c]"
"In post","2021","20-29","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","Unknown","30","30","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","AA/AO","810","780","22100","21010"
"In post","2021","20-29","Derbyshire and Nottinghamshire","EO","580","570","25880","25560"
"In post","2021","20-29","Derbyshire and Nottinghamshire","G6/G7","40","40","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","SEO/HEO","340","340","32060","31810"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Unknown","90","90","24960","22920"
"In post","2021","20-29","Devon","AA/AO","530","520","22280","21080"
"In post","2021","20-29","Devon","EO","290","290","26420","27130"
"In post","2021","20-29","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Devon","SEO/HEO","170","170","34930","33840"
"In post","2021","20-29","Devon","Unknown","40","30","[c]","[c]"
"In post","2021","20-29","Dorset and Somerset","AA/AO","290","280","22640","21490"
"In post","2021","20-29","Dorset and Somerset","EO","150","140","26270","26740"
"In post","2021","20-29","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Dorset and Somerset","SEO/HEO","70","70","33260","33290"
"In post","2021","20-29","Dorset and Somerset","Unknown","40","40","[c]","[c]"
"In post","2021","20-29","East Anglia","AA/AO","860","830","23790","21950"
"In post","2021","20-29","East Anglia","EO","360","360","26300","26670"
"In post","2021","20-29","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Anglia","SEO/HEO","190","190","32010","31100"
"In post","2021","20-29","East Anglia","Unknown","90","90","25440","24020"
"In post","2021","20-29","East Wales","AA/AO","1370","1340","21250","20500"
"In post","2021","20-29","East Wales","EO","1090","1080","25930","25560"
"In post","2021","20-29","East Wales","G6/G7","90","90","51740","49600"
"In post","2021","20-29","East Wales","SEO/HEO","840","840","32970","31810"
"In post","2021","20-29","East Wales","Unknown","70","70","24670","22920"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","AA/AO","470","460","23180","22350"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","EO","120","120","26960","27380"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","Unknown","40","40","[c]","[c]"
"In post","2021","20-29","Eastern Scotland","AA/AO","1410","1370","21730","21010"
"In post","2021","20-29","Eastern Scotland","EO","820","810","27680","27570"
"In post","2021","20-29","Eastern Scotland","G6/G7","60","60","52570","52480"
"In post","2021","20-29","Eastern Scotland","SEO/HEO","670","660","34220","32140"
"In post","2021","20-29","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","AA/AO","270","270","23950","24180"
"In post","2021","20-29","Essex","EO","270","270","28030","29290"
"In post","2021","20-29","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","SEO/HEO","60","60","34200","31810"
"In post","2021","20-29","Essex","Unknown","60","60","22840","22920"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","910","880","21380","20920"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","EO","1760","1730","24470","25550"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","100","100","50800","52260"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","2140","2130","31950","31600"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","430","430","28050","27540"
"In post","2021","20-29","Greater Manchester","AA/AO","1160","1140","21040","20600"
"In post","2021","20-29","Greater Manchester","EO","1050","1050","25980","25560"
"In post","2021","20-29","Greater Manchester","G6/G7","110","110","51650","52580"
"In post","2021","20-29","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Greater Manchester","SEO/HEO","830","820","32770","31810"
"In post","2021","20-29","Greater Manchester","Unknown","120","110","25570","23840"
"In post","2021","20-29","Hampshire and Isle of Wight","AA/AO","610","590","22350","20920"
"In post","2021","20-29","Hampshire and Isle of Wight","EO","510","500","25740","26350"
"In post","2021","20-29","Hampshire and Isle of Wight","G6/G7","30","30","[c]","[c]"
"In post","2021","20-29","Hampshire and Isle of Wight","SEO/HEO","710","710","32280","30730"
"In post","2021","20-29","Hampshire and Isle of Wight","Unknown","60","60","25810","22920"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","AA/AO","360","360","22600","22850"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","EO","110","110","25590","26470"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Unknown","50","40","[c]","[c]"
"In post","2021","20-29","Highlands and Islands","AA/AO","120","120","22080","21100"
"In post","2021","20-29","Highlands and Islands","EO","60","60","28040","27840"
"In post","2021","20-29","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Inner London - East","AA/AO","510","500","25740","24490"
"In post","2021","20-29","Inner London - East","EO","1140","1130","30090","31060"
"In post","2021","20-29","Inner London - East","G6/G7","250","250","55690","54700"
"In post","2021","20-29","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Inner London - East","SEO/HEO","990","980","36140","35930"
"In post","2021","20-29","Inner London - East","Unknown","150","150","28090","26810"
"In post","2021","20-29","Inner London - West","AA/AO","1130","1120","25440","24490"
"In post","2021","20-29","Inner London - West","EO","2830","2810","28450","27960"
"In post","2021","20-29","Inner London - West","G6/G7","3070","3060","55190","53870"
"In post","2021","20-29","Inner London - West","SCS","40","40","[c]","[c]"
"In post","2021","20-29","Inner London - West","SEO/HEO","9380","9350","35590","34550"
"In post","2021","20-29","Inner London - West","Unknown","50","50","[c]","[c]"
"In post","2021","20-29","Kent","AA/AO","700","690","25750","24440"
"In post","2021","20-29","Kent","EO","380","380","27480","26060"
"In post","2021","20-29","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Kent","SEO/HEO","90","90","31490","29430"
"In post","2021","20-29","Kent","Unknown","40","40","[c]","[c]"
"In post","2021","20-29","Lancashire","AA/AO","970","940","21720","21010"
"In post","2021","20-29","Lancashire","EO","440","430","27090","27570"
"In post","2021","20-29","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lancashire","SEO/HEO","90","90","32210","31990"
"In post","2021","20-29","Lancashire","Unknown","50","50","25170","23380"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","AA/AO","560","550","21960","21010"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","EO","190","190","26650","27570"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","SEO/HEO","50","50","33120","31990"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Unknown","60","60","25350","22920"
"In post","2021","20-29","Lincolnshire","AA/AO","150","150","22920","21360"
"In post","2021","20-29","Lincolnshire","EO","80","80","27510","27570"
"In post","2021","20-29","Lincolnshire","SEO/HEO","30","30","[c]","[c]"
"In post","2021","20-29","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Merseyside","AA/AO","1200","1150","21060","21430"
"In post","2021","20-29","Merseyside","EO","990","970","25500","25040"
"In post","2021","20-29","Merseyside","G6/G7","30","30","[c]","[c]"
"In post","2021","20-29","Merseyside","SEO/HEO","390","380","31950","31810"
"In post","2021","20-29","Merseyside","Unknown","60","60","24510","22920"
"In post","2021","20-29","North Eastern Scotland","AA/AO","110","110","23830","22220"
"In post","2021","20-29","North Eastern Scotland","EO","80","80","28500","27840"
"In post","2021","20-29","North Eastern Scotland","SEO/HEO","40","40","[c]","[c]"
"In post","2021","20-29","North Yorkshire","AA/AO","200","200","21760","20920"
"In post","2021","20-29","North Yorkshire","EO","170","170","26160","26370"
"In post","2021","20-29","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North Yorkshire","SEO/HEO","120","120","32390","31340"
"In post","2021","20-29","North Yorkshire","Unknown","30","30","[c]","[c]"
"In post","2021","20-29","Northern Ireland","AA/AO","260","250","20360","20140"
"In post","2021","20-29","Northern Ireland","EO","110","110","25520","25560"
"In post","2021","20-29","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","SEO/HEO","50","50","32670","31810"
"In post","2021","20-29","Northumberland and Tyne and Wear","AA/AO","1170","1120","20540","20140"
"In post","2021","20-29","Northumberland and Tyne and Wear","EO","910","900","26010","25560"
"In post","2021","20-29","Northumberland and Tyne and Wear","G6/G7","50","50","[c]","[c]"
"In post","2021","20-29","Northumberland and Tyne and Wear","SEO/HEO","510","510","32530","31810"
"In post","2021","20-29","Northumberland and Tyne and Wear","Unknown","50","50","24730","22920"
"In post","2021","20-29","Outer London - East and North East","AA/AO","300","290","27110","25110"
"In post","2021","20-29","Outer London - East and North East","EO","310","310","31100","31060"
"In post","2021","20-29","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Outer London - East and North East","Unknown","60","60","29270","26810"
"In post","2021","20-29","Outer London - South","AA/AO","320","310","23790","24120"
"In post","2021","20-29","Outer London - South","EO","510","510","29610","29570"
"In post","2021","20-29","Outer London - South","G6/G7","70","70","58740","59160"
"In post","2021","20-29","Outer London - South","SEO/HEO","470","470","36710","36160"
"In post","2021","20-29","Outer London - South","Unknown","30","30","[c]","[c]"
"In post","2021","20-29","Outer London - West and North West","AA/AO","400","390","26440","25630"
"In post","2021","20-29","Outer London - West and North West","EO","670","660","29510","29250"
"In post","2021","20-29","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Outer London - West and North West","SEO/HEO","240","240","34910","35050"
"In post","2021","20-29","Outer London - West and North West","Unknown","70","70","28350","26810"
"In post","2021","20-29","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","G6/G7","40","40","[c]","[c]"
"In post","2021","20-29","Overseas","SEO/HEO","230","230","35900","34220"
"In post","2021","20-29","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Shropshire and Staffordshire","AA/AO","650","630","22480","22350"
"In post","2021","20-29","Shropshire and Staffordshire","EO","310","300","26870","27570"
"In post","2021","20-29","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Shropshire and Staffordshire","SEO/HEO","120","120","33510","33000"
"In post","2021","20-29","Shropshire and Staffordshire","Unknown","50","50","[c]","[c]"
"In post","2021","20-29","South Yorkshire","AA/AO","620","610","22250","21430"
"In post","2021","20-29","South Yorkshire","EO","380","370","26170","25040"
"In post","2021","20-29","South Yorkshire","G6/G7","50","50","52730","50400"
"In post","2021","20-29","South Yorkshire","SEO/HEO","310","310","33110","31990"
"In post","2021","20-29","South Yorkshire","Unknown","60","60","24670","22920"
"In post","2021","20-29","Southern Scotland","AA/AO","330","320","21010","20140"
"In post","2021","20-29","Southern Scotland","EO","220","210","25590","26120"
"In post","2021","20-29","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Southern Scotland","SEO/HEO","150","150","33860","33930"
"In post","2021","20-29","Surrey, East and West Sussex","AA/AO","560","550","25450","24370"
"In post","2021","20-29","Surrey, East and West Sussex","EO","380","370","27540","27570"
"In post","2021","20-29","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Surrey, East and West Sussex","SEO/HEO","90","90","33000","32350"
"In post","2021","20-29","Surrey, East and West Sussex","Unknown","70","70","24740","22920"
"In post","2021","20-29","Tees Valley and Durham","AA/AO","840","810","22190","21430"
"In post","2021","20-29","Tees Valley and Durham","EO","250","240","26850","27130"
"In post","2021","20-29","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Tees Valley and Durham","SEO/HEO","100","90","32140","30200"
"In post","2021","20-29","Tees Valley and Durham","Unknown","50","50","24480","22920"
"In post","2021","20-29","Unknown","AA/AO","50","50","[c]","[c]"
"In post","2021","20-29","Unknown","EO","100","100","27360","27570"
"In post","2021","20-29","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","SEO/HEO","350","350","31170","31990"
"In post","2021","20-29","Unknown","Unknown","370","370","28960","28980"
"In post","2021","20-29","West Central Scotland","AA/AO","1240","1190","21530","20920"
"In post","2021","20-29","West Central Scotland","EO","700","700","26430","26160"
"In post","2021","20-29","West Central Scotland","G6/G7","40","40","[c]","[c]"
"In post","2021","20-29","West Central Scotland","SEO/HEO","440","440","33970","32140"
"In post","2021","20-29","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands","AA/AO","1010","980","20680","20140"
"In post","2021","20-29","West Midlands","EO","900","890","26100","25560"
"In post","2021","20-29","West Midlands","G6/G7","70","70","51850","52580"
"In post","2021","20-29","West Midlands","SEO/HEO","530","520","32550","31810"
"In post","2021","20-29","West Midlands","Unknown","130","120","24400","22920"
"In post","2021","20-29","West Wales and The Valleys","AA/AO","1150","1090","21250","21590"
"In post","2021","20-29","West Wales and The Valleys","EO","420","410","27180","27570"
"In post","2021","20-29","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Wales and The Valleys","SEO/HEO","120","120","34540","32540"
"In post","2021","20-29","West Wales and The Valleys","Unknown","90","80","24510","22920"
"In post","2021","20-29","West Yorkshire","AA/AO","1310","1280","21590","20600"
"In post","2021","20-29","West Yorkshire","EO","1020","1010","26000","25560"
"In post","2021","20-29","West Yorkshire","G6/G7","110","110","51690","52150"
"In post","2021","20-29","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Yorkshire","SEO/HEO","690","680","31980","31810"
"In post","2021","20-29","West Yorkshire","Unknown","100","90","24460","22920"
"In post","2021","30-39","Bedfordshire and Hertfordshire","AA/AO","240","230","25200","23520"
"In post","2021","30-39","Bedfordshire and Hertfordshire","EO","270","260","28760","29290"
"In post","2021","30-39","Bedfordshire and Hertfordshire","G6/G7","80","70","56120","54340"
"In post","2021","30-39","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Bedfordshire and Hertfordshire","SEO/HEO","230","220","37840","37640"
"In post","2021","30-39","Bedfordshire and Hertfordshire","Unknown","90","80","29330","30210"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","710","690","27140","25840"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","EO","450","430","29720","27810"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","120","120","56200","54540"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","440","420","37300","36730"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","Unknown","110","100","30540","32650"
"In post","2021","30-39","Cheshire","AA/AO","220","210","23460","22600"
"In post","2021","30-39","Cheshire","EO","340","330","30160","28840"
"In post","2021","30-39","Cheshire","G6/G7","30","30","[c]","[c]"
"In post","2021","30-39","Cheshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cheshire","SEO/HEO","200","200","38080","36970"
"In post","2021","30-39","Cheshire","Unknown","50","40","[c]","[c]"
"In post","2021","30-39","Cornwall and Isles of Scilly","AA/AO","120","100","21060","21010"
"In post","2021","30-39","Cornwall and Isles of Scilly","EO","90","90","27270","27570"
"In post","2021","30-39","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cumbria","AA/AO","160","140","22060","21050"
"In post","2021","30-39","Cumbria","EO","90","80","25340","25190"
"In post","2021","30-39","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cumbria","SEO/HEO","50","50","34570","35790"
"In post","2021","30-39","Cumbria","Unknown","60","50","38440","38390"
"In post","2021","30-39","Derbyshire and Nottinghamshire","AA/AO","720","660","22420","21010"
"In post","2021","30-39","Derbyshire and Nottinghamshire","EO","700","660","26350","26330"
"In post","2021","30-39","Derbyshire and Nottinghamshire","G6/G7","180","170","53800","52580"
"In post","2021","30-39","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Derbyshire and Nottinghamshire","SEO/HEO","740","710","34450","31810"
"In post","2021","30-39","Derbyshire and Nottinghamshire","Unknown","130","110","29570","30210"
"In post","2021","30-39","Devon","AA/AO","570","510","22340","21010"
"In post","2021","30-39","Devon","EO","430","390","27270","27570"
"In post","2021","30-39","Devon","G6/G7","130","120","51350","48540"
"In post","2021","30-39","Devon","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Devon","SEO/HEO","620","590","37340","38200"
"In post","2021","30-39","Devon","Unknown","60","60","30300","30210"
"In post","2021","30-39","Dorset and Somerset","AA/AO","290","270","23160","21710"
"In post","2021","30-39","Dorset and Somerset","EO","230","220","26850","27250"
"In post","2021","30-39","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Dorset and Somerset","SEO/HEO","280","270","35390","33290"
"In post","2021","30-39","Dorset and Somerset","Unknown","50","40","[c]","[c]"
"In post","2021","30-39","East Anglia","AA/AO","940","870","24320","21820"
"In post","2021","30-39","East Anglia","EO","520","480","27380","27570"
"In post","2021","30-39","East Anglia","G6/G7","110","100","54360","52180"
"In post","2021","30-39","East Anglia","SCS","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Anglia","SEO/HEO","620","600","34910","33300"
"In post","2021","30-39","East Anglia","Unknown","110","100","29310","30210"
"In post","2021","30-39","East Wales","AA/AO","1130","1040","21570","21010"
