"Status","Year","Parent_department","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","Westminster","2830","2600","50040","51250"
"In post","2021","Attorney General's Departments","Female","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Female","York","190","170","45790","51470"
"In post","2021","Attorney General's Departments","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Berkshire","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Birmingham","160","160","43130","40420"
"In post","2021","Attorney General's Departments","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Brighton and Hove","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Bristol, City of","60","60","45430","50220"
"In post","2021","Attorney General's Departments","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Cardiff and Vale of Glamorgan","80","70","45890","48830"
"In post","2021","Attorney General's Departments","Male","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Croydon","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Devon CC","50","50","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","East Kent","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Heart of Essex","50","50","43630","36240"
"In post","2021","Attorney General's Departments","Male","Hertfordshire","60","60","49620","51120"
"In post","2021","Attorney General's Departments","Male","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Leeds","130","130","46290","49210"
"In post","2021","Attorney General's Departments","Male","Leicester","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Liverpool","120","120","40890","38180"
"In post","2021","Attorney General's Departments","Male","Manchester","120","120","44360","48080"
"In post","2021","Attorney General's Departments","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Mid Lancashire","60","60","43340","48080"
"In post","2021","Attorney General's Departments","Male","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Nottingham","90","90","38510","34480"
"In post","2021","Attorney General's Departments","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Portsmouth","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Sheffield","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","South Hampshire","50","50","45410","50520"
"In post","2021","Attorney General's Departments","Male","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Tyneside","80","80","41760","48080"
"In post","2021","Attorney General's Departments","Male","Wakefield","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Westminster","1680","1640","51380","51250"
"In post","2021","Attorney General's Departments","Male","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Male","York","130","120","49250","55610"
"In post","2021","Cabinet Office","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Bristol, City of","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Female","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Camden and City of London","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Greater Manchester South West","100","100","44200","38410"
"In post","2021","Cabinet Office","Female","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Leeds","100","100","47700","40250"
"In post","2021","Cabinet Office","Female","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Liverpool","60","60","46930","49700"
"In post","2021","Cabinet Office","Female","Manchester","60","50","42720","33300"
"In post","2021","Cabinet Office","Female","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Milton Keynes","50","50","28550","26670"
"In post","2021","Cabinet Office","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Norwich and East Norfolk","50","40","[c]","[c]"
"In post","2021","Cabinet Office","Female","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Sheffield","60","50","46160","40160"
"In post","2021","Cabinet Office","Female","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Tower Hamlets","440","420","48900","54700"
"In post","2021","Cabinet Office","Female","Tyneside","250","230","27650","23850"
"In post","2021","Cabinet Office","Female","Unknown","330","320","36050","32000"
"In post","2021","Cabinet Office","Female","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","Westminster","2930","2870","46750","38580"
"In post","2021","Cabinet Office","Female","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Female","York","230","220","28550","26670"
"In post","2021","Cabinet Office","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Bristol, City of","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Male","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Camden and City of London","60","60","56290","56340"
"In post","2021","Cabinet Office","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Greater Manchester South West","70","70","46580","49700"
"In post","2021","Cabinet Office","Male","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Leeds","80","80","46360","40250"
"In post","2021","Cabinet Office","Male","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Liverpool","60","60","51310","49700"
"In post","2021","Cabinet Office","Male","Manchester","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Male","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Milton Keynes","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Norwich and East Norfolk","50","40","[c]","[c]"
"In post","2021","Cabinet Office","Male","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Sheffield","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Male","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Tower Hamlets","430","430","54470","54700"
"In post","2021","Cabinet Office","Male","Tyneside","160","150","29760","23850"
"In post","2021","Cabinet Office","Male","Unknown","280","280","36480","32000"
"In post","2021","Cabinet Office","Male","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Male","Westminster","2520","2510","52440","43890"
"In post","2021","Cabinet Office","Male","Wiltshire","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Male","York","210","200","29910","26670"
"In post","2021","Chancellor's other departments","Female","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Female","Camden and City of London","80","70","60350","60780"
"In post","2021","Chancellor's other departments","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Female","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Female","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Female","Westminster","80","80","47740","44370"
"In post","2021","Chancellor's other departments","Male","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Male","Camden and City of London","130","120","67730","57250"
"In post","2021","Chancellor's other departments","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Male","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Male","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Male","Westminster","80","80","57400","49220"
"In post","2021","Charity Commission","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Female","Sefton","180","160","32560","29160"
"In post","2021","Charity Commission","Female","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Female","Westminster","50","50","[c]","[c]"
"In post","2021","Charity Commission","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","Sefton","130","130","33070","29160"
"In post","2021","Charity Commission","Male","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","City of Edinburgh","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Tower Hamlets","400","380","58800","56000"
"In post","2021","Competition and Markets Authority","Male","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Tower Hamlets","390","380","62910","59170"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Aberdeen City and Aberdeenshire","70","60","44440","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Birmingham","370","350","32440","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Blackpool","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Bristol, City of","60","60","34920","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Cardiff and Vale of Glamorgan","720","630","29660","24730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","City of Edinburgh","70","70","26570","21840"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Croydon","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Devon CC","680","630","37710","38200"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Glasgow City","50","50","28900","28660"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Hackney and Newham","130","120","40270","38170"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
