"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","SEO/HEO","50","50","37550","37720"
"In post","2021","Commercial","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","EO","40","30","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","SEO/HEO","90","90","37560","37320"
"In post","2021","Commercial","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Commercial","Croydon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","SEO/HEO","90","90","43610","44250"
"In post","2021","Commercial","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Commercial","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","G6/G7","90","90","51750","48080"
"In post","2021","Commercial","Devon CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","SEO/HEO","90","90","36640","37420"
"In post","2021","Commercial","Dorset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","SEO/HEO","50","50","37320","36210"
"In post","2021","Commercial","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","G6/G7","40","40","[c]","[c]"
"In post","2021","Commercial","Leeds","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","SEO/HEO","120","120","34730","35710"
"In post","2021","Commercial","Leeds","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","SEO/HEO","140","130","33270","34800"
"In post","2021","Commercial","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","G6/G7","30","30","[c]","[c]"
"In post","2021","Commercial","Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","SEO/HEO","90","80","36580","36780"
"In post","2021","Commercial","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","SEO/HEO","60","60","32330","31180"
"In post","2021","Commercial","North and West Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","SEO/HEO","70","70","34590","34800"
"In post","2021","Commercial","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Perth and Kinross and Stirling","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Perth and Kinross and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Commercial","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Powys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sheffield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sheffield","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sheffield","SEO/HEO","60","60","35970","36780"
"In post","2021","Commercial","Shropshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Solihull","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Solihull","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Somerset","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Somerset","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Commercial","Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
