"Status","Year","Sex","Region_ITL2","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Cheshire","White","1830","1680","30190","27570"
"In post","2021","Female","Cornwall and Isles of Scilly","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Undeclared","40","40","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Unknown","90","80","26220","21010"
"In post","2021","Female","Cornwall and Isles of Scilly","White","780","670","26190","26670"
"In post","2021","Female","Cumbria","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","Cumbria","Unknown","180","160","24860","21050"
"In post","2021","Female","Cumbria","White","1020","870","26800","25100"
"In post","2021","Female","Derbyshire and Nottinghamshire","Asian","370","320","29360","27570"
"In post","2021","Female","Derbyshire and Nottinghamshire","Black","190","180","26850","25830"
"In post","2021","Female","Derbyshire and Nottinghamshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Mixed","130","120","29920","27130"
"In post","2021","Female","Derbyshire and Nottinghamshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Undeclared","230","200","30930","27570"
"In post","2021","Female","Derbyshire and Nottinghamshire","Unknown","880","810","27500","25560"
"In post","2021","Female","Derbyshire and Nottinghamshire","White","5100","4560","30740","27570"
"In post","2021","Female","Devon","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Mixed","50","40","[c]","[c]"
"In post","2021","Female","Devon","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Undeclared","160","140","27850","26030"
"In post","2021","Female","Devon","Unknown","490","430","26520","22350"
"In post","2021","Female","Devon","White","3610","3150","29730","27570"
"In post","2021","Female","Dorset and Somerset","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Undeclared","80","70","28580","27130"
"In post","2021","Female","Dorset and Somerset","Unknown","210","190","28330","26740"
"In post","2021","Female","Dorset and Somerset","White","2160","1910","28390","27570"
"In post","2021","Female","East Anglia","Asian","200","160","25310","21430"
"In post","2021","Female","East Anglia","Black","70","60","31320","27570"
"In post","2021","Female","East Anglia","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Mixed","110","100","27700","27570"
"In post","2021","Female","East Anglia","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Undeclared","200","180","30280","27570"
"In post","2021","Female","East Anglia","Unknown","490","440","29110","25560"
"In post","2021","Female","East Anglia","White","5280","4750","29010","27560"
"In post","2021","Female","East Wales","Asian","160","150","29730","25720"
"In post","2021","Female","East Wales","Black","80","70","28070","25560"
"In post","2021","Female","East Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Mixed","170","160","31460","27570"
"In post","2021","Female","East Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Undeclared","230","210","32770","27570"
"In post","2021","Female","East Wales","Unknown","1480","1360","27650","24570"
"In post","2021","Female","East Wales","White","8810","7970","32140","27570"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Undeclared","60","50","28010","27570"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Unknown","190","170","25500","23970"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","White","2040","1770","26790","26930"
"In post","2021","Female","Eastern Scotland","Asian","110","100","31640","27570"
"In post","2021","Female","Eastern Scotland","Black","60","50","30790","27570"
"In post","2021","Female","Eastern Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Eastern Scotland","Mixed","60","60","37880","33450"
"In post","2021","Female","Eastern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Eastern Scotland","Undeclared","240","210","31970","27570"
"In post","2021","Female","Eastern Scotland","Unknown","2560","2360","30290","26160"
"In post","2021","Female","Eastern Scotland","White","7650","7000","34790","29190"
"In post","2021","Female","Essex","Asian","120","110","32830","29290"
"In post","2021","Female","Essex","Black","170","160","29130","29290"
"In post","2021","Female","Essex","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex","Mixed","50","50","31270","29290"
"In post","2021","Female","Essex","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex","Undeclared","130","120","28970","27370"
"In post","2021","Female","Essex","Unknown","300","270","28850","25850"
"In post","2021","Female","Essex","White","2430","2160","29570","29290"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Asian","320","290","33390","28590"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Black","250","240","31390","28610"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","230","210","32610","28900"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","60","60","30610","27530"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","530","490","35520","33300"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1050","970","32930","28130"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","White","11190","10260","34130","31250"
"In post","2021","Female","Greater Manchester","Asian","640","570","27770","25560"
"In post","2021","Female","Greater Manchester","Black","300","280","28260","27370"
"In post","2021","Female","Greater Manchester","Chinese","40","40","[c]","[c]"
"In post","2021","Female","Greater Manchester","Mixed","200","190","28420","25560"
"In post","2021","Female","Greater Manchester","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Female","Greater Manchester","Undeclared","370","330","29950","27570"
"In post","2021","Female","Greater Manchester","Unknown","1290","1210","28510","25560"
"In post","2021","Female","Greater Manchester","White","7870","7160","30790","27570"
"In post","2021","Female","Hampshire and Isle of Wight","Asian","160","140","28300","26670"
"In post","2021","Female","Hampshire and Isle of Wight","Black","100","90","28560","27570"
"In post","2021","Female","Hampshire and Isle of Wight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Hampshire and Isle of Wight","Mixed","90","80","28890","26670"
"In post","2021","Female","Hampshire and Isle of Wight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Hampshire and Isle of Wight","Undeclared","290","260","30890","27570"
"In post","2021","Female","Hampshire and Isle of Wight","Unknown","700","610","28950","24800"
"In post","2021","Female","Hampshire and Isle of Wight","White","6200","5540","30550","27570"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Asian","110","90","25530","25040"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Mixed","30","30","[c]","[c]"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Undeclared","60","60","27930","27570"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","190","170","25620","23990"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","White","1730","1570","27400","25600"
"In post","2021","Female","Highlands and Islands","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Highlands and Islands","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Highlands and Islands","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Highlands and Islands","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Highlands and Islands","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Highlands and Islands","Unknown","130","120","26500","24680"
"In post","2021","Female","Highlands and Islands","White","850","770","28100","27570"
"In post","2021","Female","Inner London - East","Asian","1450","1320","35940","31060"
"In post","2021","Female","Inner London - East","Black","1720","1640","32740","31060"
"In post","2021","Female","Inner London - East","Chinese","70","70","42930","40450"
"In post","2021","Female","Inner London - East","Mixed","390","380","37300","31880"
"In post","2021","Female","Inner London - East","Other ethnicity","160","150","39650","32590"
"In post","2021","Female","Inner London - East","Undeclared","520","470","37610","31880"
"In post","2021","Female","Inner London - East","Unknown","990","930","38400","32260"
"In post","2021","Female","Inner London - East","White","4330","4060","45700","40170"
"In post","2021","Female","Inner London - West","Asian","3560","3390","40880","36160"
"In post","2021","Female","Inner London - West","Black","2940","2840","36570","32960"
"In post","2021","Female","Inner London - West","Chinese","210","210","46230","41780"
"In post","2021","Female","Inner London - West","Mixed","1170","1130","43330","38750"
"In post","2021","Female","Inner London - West","Other ethnicity","420","400","43370","37600"
"In post","2021","Female","Inner London - West","Undeclared","930","890","44290","40050"
"In post","2021","Female","Inner London - West","Unknown","5900","5730","44170","38600"
"In post","2021","Female","Inner London - West","White","17180","16390","49280","47980"
"In post","2021","Female","Kent","Asian","90","80","29190","29290"
"In post","2021","Female","Kent","Black","110","110","31870","29290"
"In post","2021","Female","Kent","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Kent","Mixed","60","60","29960","29290"
"In post","2021","Female","Kent","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Kent","Undeclared","190","170","28660","27370"
"In post","2021","Female","Kent","Unknown","330","310","27550","25560"
"In post","2021","Female","Kent","White","3430","3100","28700","27370"
"In post","2021","Female","Lancashire","Asian","400","330","24420","21010"
"In post","2021","Female","Lancashire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lancashire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lancashire","Mixed","80","70","27960","26970"
"In post","2021","Female","Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lancashire","Undeclared","260","220","28000","27130"
"In post","2021","Female","Lancashire","Unknown","710","630","26120","22850"
"In post","2021","Female","Lancashire","White","6770","5970","28030","27570"
"In post","2021","Female","Leicestershire, Rutland and Northamptonshire","Asian","570","490","24960","21770"
"In post","2021","Female","Leicestershire, Rutland and Northamptonshire","Black","110","100","25400","22350"
"In post","2021","Female","Leicestershire, Rutland and Northamptonshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Leicestershire, Rutland and Northamptonshire","Mixed","60","60","28120","27570"
"In post","2021","Female","Leicestershire, Rutland and Northamptonshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Leicestershire, Rutland and Northamptonshire","Undeclared","130","110","25890","25310"
"In post","2021","Female","Leicestershire, Rutland and Northamptonshire","Unknown","410","370","25150","22350"
"In post","2021","Female","Leicestershire, Rutland and Northamptonshire","White","2340","2070","27430","26120"
"In post","2021","Female","Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Undeclared","50","40","[c]","[c]"
"In post","2021","Female","Lincolnshire","Unknown","70","60","28480","25780"
"In post","2021","Female","Lincolnshire","White","1300","1190","26390","25300"
"In post","2021","Female","Merseyside","Asian","70","60","33150","25040"
"In post","2021","Female","Merseyside","Black","60","50","27290","24890"
"In post","2021","Female","Merseyside","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merseyside","Mixed","150","130","27180","24890"
"In post","2021","Female","Merseyside","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merseyside","Undeclared","300","250","28240","26290"
"In post","2021","Female","Merseyside","Unknown","1300","1160","26470","22350"
"In post","2021","Female","Merseyside","White","9750","8550","27970","25560"
"In post","2021","Female","North Eastern Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Unknown","210","200","29600","26160"
"In post","2021","Female","North Eastern Scotland","White","660","600","33330","28720"
"In post","2021","Female","North Yorkshire","Asian","40","30","[c]","[c]"
"In post","2021","Female","North Yorkshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire","Undeclared","70","60","33140","31620"
"In post","2021","Female","North Yorkshire","Unknown","270","250","30590","26670"
"In post","2021","Female","North Yorkshire","White","2030","1870","33630","29180"
"In post","2021","Female","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Undeclared","40","30","[c]","[c]"
"In post","2021","Female","Northern Ireland","Unknown","280","260","25820","21440"
"In post","2021","Female","Northern Ireland","White","1420","1280","28930","25560"
"In post","2021","Female","Northumberland and Tyne and Wear","Asian","160","150","26930","21440"
"In post","2021","Female","Northumberland and Tyne and Wear","Black","60","50","25100","21050"
"In post","2021","Female","Northumberland and Tyne and Wear","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland and Tyne and Wear","Mixed","70","60","30220","27570"
"In post","2021","Female","Northumberland and Tyne and Wear","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland and Tyne and Wear","Undeclared","310","260","27310","24240"
"In post","2021","Female","Northumberland and Tyne and Wear","Unknown","1910","1640","24950","21440"
"In post","2021","Female","Northumberland and Tyne and Wear","White","10130","8610","27680","25560"
"In post","2021","Female","Outer London - East and North East","Asian","440","380","29370","31060"
"In post","2021","Female","Outer London - East and North East","Black","440","420","30560","31060"
"In post","2021","Female","Outer London - East and North East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - East and North East","Mixed","70","70","30480","31060"
"In post","2021","Female","Outer London - East and North East","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Female","Outer London - East and North East","Undeclared","120","110","29950","31060"
"In post","2021","Female","Outer London - East and North East","Unknown","240","230","28410","30150"
"In post","2021","Female","Outer London - East and North East","White","900","810","30050","30780"
"In post","2021","Female","Outer London - South","Asian","1070","970","33140","29570"
"In post","2021","Female","Outer London - South","Black","1090","1030","32670","30110"
"In post","2021","Female","Outer London - South","Chinese","40","40","[c]","[c]"
"In post","2021","Female","Outer London - South","Mixed","230","220","35260","31060"
"In post","2021","Female","Outer London - South","Other ethnicity","60","50","35140","31120"
"In post","2021","Female","Outer London - South","Undeclared","290","270","34740","31180"
"In post","2021","Female","Outer London - South","Unknown","640","610","34220","31060"
"In post","2021","Female","Outer London - South","White","2660","2440","39010","35070"
"In post","2021","Female","Outer London - West and North West","Asian","1630","1450","30940","29690"
"In post","2021","Female","Outer London - West and North West","Black","550","520","30990","31060"
"In post","2021","Female","Outer London - West and North West","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - West and North West","Mixed","180","170","31140","31060"
"In post","2021","Female","Outer London - West and North West","Other ethnicity","70","70","33380","31060"
"In post","2021","Female","Outer London - West and North West","Undeclared","280","240","33670","31060"
"In post","2021","Female","Outer London - West and North West","Unknown","400","380","30680","29250"
"In post","2021","Female","Outer London - West and North West","White","1830","1670","35190","31460"
"In post","2021","Female","Overseas","Asian","60","60","42680","34770"
"In post","2021","Female","Overseas","Black","40","40","[c]","[c]"
"In post","2021","Female","Overseas","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Mixed","50","50","[c]","[c]"
"In post","2021","Female","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Undeclared","60","60","[c]","[c]"
"In post","2021","Female","Overseas","Unknown","290","290","50070","46620"
"In post","2021","Female","Overseas","White","980","980","50170","51500"
"In post","2021","Female","Shropshire and Staffordshire","Asian","140","130","31460","27570"
"In post","2021","Female","Shropshire and Staffordshire","Black","50","50","28600","27570"
"In post","2021","Female","Shropshire and Staffordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire and Staffordshire","Mixed","70","60","31570","27130"
"In post","2021","Female","Shropshire and Staffordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire and Staffordshire","Undeclared","110","100","28150","27130"
"In post","2021","Female","Shropshire and Staffordshire","Unknown","440","410","28110","24440"
"In post","2021","Female","Shropshire and Staffordshire","White","3710","3340","28880","27380"
"In post","2021","Female","South Yorkshire","Asian","210","190","27550","24890"
"In post","2021","Female","South Yorkshire","Black","80","70","28520","25520"
"In post","2021","Female","South Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Mixed","90","80","30190","27570"
"In post","2021","Female","South Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Undeclared","170","150","30850","27570"
"In post","2021","Female","South Yorkshire","Unknown","400","370","30470","26740"
"In post","2021","Female","South Yorkshire","White","4740","4130","30470","27570"
"In post","2021","Female","Southern Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Undeclared","70","60","30360","26510"
"In post","2021","Female","Southern Scotland","Unknown","810","720","26700","22820"
"In post","2021","Female","Southern Scotland","White","2550","2200","29190","27570"
"In post","2021","Female","Surrey, East and West Sussex","Asian","180","160","29480","27960"
"In post","2021","Female","Surrey, East and West Sussex","Black","100","90","29320","27570"
"In post","2021","Female","Surrey, East and West Sussex","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Mixed","110","100","30090","27570"
"In post","2021","Female","Surrey, East and West Sussex","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Undeclared","200","170","30830","27570"
"In post","2021","Female","Surrey, East and West Sussex","Unknown","440","400","29040","27570"
"In post","2021","Female","Surrey, East and West Sussex","White","3630","3220","29840","27570"
"In post","2021","Female","Tees Valley and Durham","Asian","50","50","25400","21440"
"In post","2021","Female","Tees Valley and Durham","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Mixed","50","40","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Undeclared","120","100","27070","25560"
"In post","2021","Female","Tees Valley and Durham","Unknown","470","430","24410","22350"
"In post","2021","Female","Tees Valley and Durham","White","4660","4070","27440","26000"
"In post","2021","Female","Unknown","Asian","110","90","28840","27570"
"In post","2021","Female","Unknown","Black","40","40","[c]","[c]"
"In post","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Unknown","470","470","34080","32000"
"In post","2021","Female","Unknown","White","530","490","33180","27570"
"In post","2021","Female","West Central Scotland","Asian","130","110","27680","24890"
"In post","2021","Female","West Central Scotland","Black","50","40","[c]","[c]"
"In post","2021","Female","West Central Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Mixed","60","60","30980","27570"
"In post","2021","Female","West Central Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Undeclared","270","230","28790","26120"
"In post","2021","Female","West Central Scotland","Unknown","1400","1280","28910","25560"
"In post","2021","Female","West Central Scotland","White","7560","6720","29840","26670"
"In post","2021","Female","West Midlands","Asian","2020","1800","27270","25560"
"In post","2021","Female","West Midlands","Black","720","660","27670","25930"
"In post","2021","Female","West Midlands","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Mixed","250","220","27760","26560"
"In post","2021","Female","West Midlands","Other ethnicity","80","70","29700","27570"
"In post","2021","Female","West Midlands","Undeclared","450","380","29530","27570"
"In post","2021","Female","West Midlands","Unknown","1300","1190","28120","25560"
"In post","2021","Female","West Midlands","White","5990","5290","31520","27570"
"In post","2021","Female","West Wales and The Valleys","Asian","50","40","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Mixed","60","60","26410","22640"
"In post","2021","Female","West Wales and The Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Undeclared","280","250","27460","26470"
"In post","2021","Female","West Wales and The Valleys","Unknown","820","730","25280","21590"
"In post","2021","Female","West Wales and The Valleys","White","8430","7290","27570","25300"
"In post","2021","Female","West Yorkshire","Asian","880","760","27090","25560"
"In post","2021","Female","West Yorkshire","Black","180","170","28460","27570"
"In post","2021","Female","West Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Mixed","160","150","30530","27570"
"In post","2021","Female","West Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Undeclared","290","250","29680","27570"
"In post","2021","Female","West Yorkshire","Unknown","1500","1390","30380","25650"
"In post","2021","Female","West Yorkshire","White","6520","5800","31460","27570"
"In post","2021","Male","Bedfordshire and Hertfordshire","Asian","200","200","31730","29290"
"In post","2021","Male","Bedfordshire and Hertfordshire","Black","80","80","32090","30270"
"In post","2021","Male","Bedfordshire and Hertfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Mixed","50","50","32770","29290"
"In post","2021","Male","Bedfordshire and Hertfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Undeclared","120","110","34730","31760"
"In post","2021","Male","Bedfordshire and Hertfordshire","Unknown","190","190","30850","28800"
"In post","2021","Male","Bedfordshire and Hertfordshire","White","1290","1250","34610","31810"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Asian","250","240","31390","28700"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Black","110","110","31590","29290"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Mixed","90","90","34330","30430"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","280","270","35660","33520"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Unknown","630","610","31750","29190"
