"Status","Year","Region_ITL1","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Policy","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Policy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Project Delivery","Derbyshire and Nottinghamshire","190","190","43070","39130"
"In post","2021","East Midlands (England)","Project Delivery","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Project Delivery","Lincolnshire","120","120","33940","33300"
"In post","2021","East Midlands (England)","Property","Derbyshire and Nottinghamshire","310","290","38660","36970"
"In post","2021","East Midlands (England)","Property","Leicestershire, Rutland and Northamptonshire","100","90","23220","18800"
"In post","2021","East Midlands (England)","Property","Lincolnshire","70","70","27370","26670"
"In post","2021","East Midlands (England)","Psychology","Derbyshire and Nottinghamshire","100","100","34470","30450"
"In post","2021","East Midlands (England)","Psychology","Leicestershire, Rutland and Northamptonshire","60","60","34260","31180"
"In post","2021","East Midlands (England)","Psychology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Science and Engineering","Derbyshire and Nottinghamshire","320","290","42340","39390"
"In post","2021","East Midlands (England)","Science and Engineering","Leicestershire, Rutland and Northamptonshire","60","60","39860","38150"
"In post","2021","East Midlands (England)","Science and Engineering","Lincolnshire","160","160","33890","33690"
"In post","2021","East Midlands (England)","Security","Derbyshire and Nottinghamshire","80","70","33290","33200"
"In post","2021","East Midlands (England)","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Security","Lincolnshire","60","50","20830","19560"
"In post","2021","East Midlands (England)","Social Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Statistics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Statistics","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Tax","Derbyshire and Nottinghamshire","1280","1210","33120","31810"
"In post","2021","East Midlands (England)","Tax","Leicestershire, Rutland and Northamptonshire","100","100","30570","31810"
"In post","2021","East Midlands (England)","Tax","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Derbyshire and Nottinghamshire","2630","2350","27000","27570"
"In post","2021","East Midlands (England)","Unknown","Leicestershire, Rutland and Northamptonshire","1660","1480","25560","27570"
"In post","2021","East Midlands (England)","Unknown","Lincolnshire","580","510","26430","27570"
"In post","2021","East Midlands (England)","Veterinarian","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Veterinarian","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Veterinarian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Commercial","East Anglia","220","210","38250","35730"
"In post","2021","East of England","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Communications","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","East of England","Communications","East Anglia","50","40","[c]","[c]"
"In post","2021","East of England","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Corporate Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Digital, Data and Technology","Bedfordshire and Hertfordshire","70","70","35900","34770"
"In post","2021","East of England","Digital, Data and Technology","East Anglia","170","160","34900","31830"
"In post","2021","East of England","Digital, Data and Technology","Essex","270","250","37480","35000"
"In post","2021","East of England","Economics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Finance","Bedfordshire and Hertfordshire","100","100","43570","37640"
"In post","2021","East of England","Finance","East Anglia","140","130","35870","31920"
"In post","2021","East of England","Finance","Essex","150","140","33170","31810"
"In post","2021","East of England","Human Resources","Bedfordshire and Hertfordshire","50","50","[c]","[c]"
"In post","2021","East of England","Human Resources","East Anglia","110","110","35730","33300"
"In post","2021","East of England","Human Resources","Essex","30","30","[c]","[c]"
"In post","2021","East of England","Inspector of Education and Training","East Anglia","90","90","65420","75500"
"In post","2021","East of England","Intelligence Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Intelligence Analysis","East Anglia","380","370","32740","33300"
"In post","2021","East of England","Intelligence Analysis","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","International Trade","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","East of England","International Trade","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Knowledge and Information Management","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Knowledge and Information Management","East Anglia","140","130","36090","33300"
"In post","2021","East of England","Knowledge and Information Management","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Legal","Bedfordshire and Hertfordshire","120","110","52540","51290"
"In post","2021","East of England","Legal","East Anglia","410","380","31830","28130"
"In post","2021","East of England","Legal","Essex","150","130","46540","46530"
"In post","2021","East of England","Medicine","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","East of England","Medicine","East Anglia","80","70","62950","37890"
"In post","2021","East of England","Medicine","Essex","50","50","55600","38490"
"In post","2021","East of England","Operational Delivery","Bedfordshire and Hertfordshire","2060","1930","29770","27850"
"In post","2021","East of England","Operational Delivery","East Anglia","5800","5370","27960","26580"
"In post","2021","East of England","Operational Delivery","Essex","2340","2160","27920","25850"
"In post","2021","East of England","Operational Research","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other","Bedfordshire and Hertfordshire","180","170","27670","25390"
"In post","2021","East of England","Other","East Anglia","840","810","23910","21130"
"In post","2021","East of England","Other","Essex","170","150","25440","22130"
"In post","2021","East of England","Policy","Bedfordshire and Hertfordshire","50","50","[c]","[c]"
"In post","2021","East of England","Policy","East Anglia","90","80","42810","40580"
"In post","2021","East of England","Policy","Essex","70","70","40520","38630"
"In post","2021","East of England","Project Delivery","Bedfordshire and Hertfordshire","150","140","41830","39890"
"In post","2021","East of England","Project Delivery","East Anglia","320","310","38420","34800"
"In post","2021","East of England","Project Delivery","Essex","130","130","38400","36460"
"In post","2021","East of England","Property","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","East of England","Property","East Anglia","380","360","34160","33300"
"In post","2021","East of England","Property","Essex","100","100","28410","26220"
"In post","2021","East of England","Psychology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Psychology","East Anglia","150","140","35120","30450"
"In post","2021","East of England","Psychology","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Science and Engineering","Bedfordshire and Hertfordshire","220","210","47290","43370"
"In post","2021","East of England","Science and Engineering","East Anglia","670","640","33240","30460"
"In post","2021","East of England","Science and Engineering","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Security","Bedfordshire and Hertfordshire","80","80","25590","22650"
"In post","2021","East of England","Security","East Anglia","240","240","29330","26670"
"In post","2021","East of England","Security","Essex","220","220","40220","40570"
"In post","2021","East of England","Statistics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","East Anglia","140","130","36670","32030"
"In post","2021","East of England","Tax","Essex","110","100","31330","28130"
"In post","2021","East of England","Unknown","Bedfordshire and Hertfordshire","1240","1140","29520","29290"
"In post","2021","East of England","Unknown","East Anglia","2010","1770","28260","27570"
"In post","2021","East of England","Unknown","Essex","1680","1520","29220","29290"
"In post","2021","East of England","Veterinarian","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Veterinarian","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Veterinarian","Essex","[c]","[c]","[c]","[c]"
"In post","2021","London","Commercial","Inner London - East","70","70","45090","41190"
"In post","2021","London","Commercial","Inner London - West","570","560","50230","44480"
"In post","2021","London","Commercial","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Commercial","Outer London - South","150","140","43970","43420"
"In post","2021","London","Commercial","Outer London - West and North West","80","70","37840","32880"
"In post","2021","London","Communications","Inner London - East","220","210","47650","42290"
"In post","2021","London","Communications","Inner London - West","1810","1770","46330","42710"
"In post","2021","London","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","Outer London - South","30","30","[c]","[c]"
"In post","2021","London","Communications","Outer London - West and North West","30","30","[c]","[c]"
"In post","2021","London","Corporate Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","London","Corporate Finance","Inner London - West","50","50","58230","57890"
"In post","2021","London","Counter Fraud","Inner London - East","40","40","[c]","[c]"
"In post","2021","London","Counter Fraud","Inner London - West","340","330","43660","40000"
"In post","2021","London","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data and Technology","Inner London - East","630","620","49780","45000"
"In post","2021","London","Digital, Data and Technology","Inner London - West","1810","1780","50010","46090"
"In post","2021","London","Digital, Data and Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Digital, Data and Technology","Outer London - South","580","570","50740","45800"
"In post","2021","London","Digital, Data and Technology","Outer London - West and North West","280","270","43290","41970"
"In post","2021","London","Economics","Inner London - East","210","200","55390","55860"
"In post","2021","London","Economics","Inner London - West","1530","1510","46890","42020"
"In post","2021","London","Economics","Outer London - South","30","30","[c]","[c]"
"In post","2021","London","Finance","Inner London - East","380","370","48290","43730"
"In post","2021","London","Finance","Inner London - West","1880","1840","49930","45240"
"In post","2021","London","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Outer London - South","220","210","46980","42170"
"In post","2021","London","Finance","Outer London - West and North West","70","70","41080","38410"
"In post","2021","London","Human Resources","Inner London - East","380","360","48130","43110"
"In post","2021","London","Human Resources","Inner London - West","1620","1580","46880","42200"
"In post","2021","London","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Human Resources","Outer London - South","340","320","46640","42470"
"In post","2021","London","Human Resources","Outer London - West and North West","80","70","38790","34910"
"In post","2021","London","Inspector of Education and Training","Inner London - West","230","230","66190","64500"
"In post","2021","London","Intelligence Analysis","Inner London - East","100","100","41770","36160"
"In post","2021","London","Intelligence Analysis","Inner London - West","700","690","47090","45200"
"In post","2021","London","Intelligence Analysis","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Intelligence Analysis","Outer London - South","150","140","34760","30500"
"In post","2021","London","Intelligence Analysis","Outer London - West and North West","450","420","32690","30150"
"In post","2021","London","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","London","Internal Audit","Inner London - West","180","170","54730","53070"
"In post","2021","London","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","London","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","London","International Trade","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","London","International Trade","Inner London - West","1050","1040","47660","44030"
"In post","2021","London","International Trade","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","London","International Trade","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","London","Knowledge and Information Management","Inner London - East","210","190","43970","41170"
"In post","2021","London","Knowledge and Information Management","Inner London - West","390","380","42250","37910"
"In post","2021","London","Knowledge and Information Management","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Knowledge and Information Management","Outer London - South","40","40","[c]","[c]"
"In post","2021","London","Knowledge and Information Management","Outer London - West and North West","110","110","35170","31150"
"In post","2021","London","Legal","Inner London - East","420","400","58150","58830"
"In post","2021","London","Legal","Inner London - West","3900","3660","56020","55000"
"In post","2021","London","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Legal","Outer London - South","380","370","39910","36160"
"In post","2021","London","Legal","Outer London - West and North West","50","50","48880","48370"
"In post","2021","London","Medicine","Inner London - East","270","240","80120","82100"
"In post","2021","London","Medicine","Inner London - West","50","50","63520","55620"
"In post","2021","London","Medicine","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Medicine","Outer London - West and North West","50","40","104050","99150"
"In post","2021","London","Operational Delivery","Inner London - East","6320","6030","37290","34100"
"In post","2021","London","Operational Delivery","Inner London - West","8730","8400","36180","30850"
"In post","2021","London","Operational Delivery","Outer London - East and North East","1640","1560","30560","30700"
"In post","2021","London","Operational Delivery","Outer London - South","4530","4220","32530","29130"
"In post","2021","London","Operational Delivery","Outer London - West and North West","4680","4310","31310","29080"
"In post","2021","London","Operational Research","Inner London - East","110","110","48280","42190"
"In post","2021","London","Operational Research","Inner London - West","240","230","49870","48230"
"In post","2021","London","Operational Research","Outer London - South","50","50","45940","41070"
"In post","2021","London","Other","Inner London - East","770","740","47190","41010"
"In post","2021","London","Other","Inner London - West","2290","2230","41340","32390"
"In post","2021","London","Other","Outer London - East and North East","40","40","[c]","[c]"
"In post","2021","London","Other","Outer London - South","640","610","37650","35050"
"In post","2021","London","Other","Outer London - West and North West","440","390","30240","25750"
"In post","2021","London","Planning","Inner London - West","100","100","47150","42620"
"In post","2021","London","Policy","Inner London - East","480","460","53170","54580"
"In post","2021","London","Policy","Inner London - West","18570","18140","49340","51710"
"In post","2021","London","Policy","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Policy","Outer London - South","600","580","41850","35710"
"In post","2021","London","Policy","Outer London - West and North West","30","30","[c]","[c]"
"In post","2021","London","Project Delivery","Inner London - East","700","670","54290","52430"
"In post","2021","London","Project Delivery","Inner London - West","2310","2260","49840","45200"
"In post","2021","London","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Project Delivery","Outer London - South","550","540","48230","42440"
"In post","2021","London","Project Delivery","Outer London - West and North West","70","70","42610","37890"
"In post","2021","London","Property","Inner London - East","250","240","41020","36160"
"In post","2021","London","Property","Inner London - West","500","490","50710","52060"
"In post","2021","London","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Property","Outer London - South","200","180","38360","35100"
"In post","2021","London","Property","Outer London - West and North West","160","150","36630","34890"
"In post","2021","London","Psychology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","London","Psychology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","London","Psychology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Psychology","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","London","Psychology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","London","Science and Engineering","Inner London - East","380","340","50990","45750"
"In post","2021","London","Science and Engineering","Inner London - West","400","390","51630","45710"
"In post","2021","London","Science and Engineering","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Science and Engineering","Outer London - South","30","30","[c]","[c]"
"In post","2021","London","Science and Engineering","Outer London - West and North West","580","550","40890","40070"
"In post","2021","London","Security","Inner London - East","70","60","38070","36580"
"In post","2021","London","Security","Inner London - West","930","910","41270","38600"
"In post","2021","London","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","London","Security","Outer London - South","160","150","31070","28960"
"In post","2021","London","Security","Outer London - West and North West","80","80","27510","22900"
"In post","2021","London","Social Research","Inner London - East","90","90","49760","49430"
"In post","2021","London","Social Research","Inner London - West","350","340","46800","42890"
"In post","2021","London","Social Research","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","London","Statistics","Inner London - East","170","160","49410","43500"
"In post","2021","London","Statistics","Inner London - West","690","670","46660","42850"
"In post","2021","London","Statistics","Outer London - South","50","40","[c]","[c]"
"In post","2021","London","Statistics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","London","Tax","Inner London - East","790","740","40820","36270"
"In post","2021","London","Tax","Inner London - West","630","600","48590","41760"
"In post","2021","London","Tax","Outer London - South","850","810","41460","36230"
"In post","2021","London","Tax","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","London","Unknown","Inner London - East","4090","3870","36200","31060"
"In post","2021","London","Unknown","Inner London - West","9240","9030","47820","39960"
"In post","2021","London","Unknown","Outer London - East and North East","1940","1780","30190","31060"
"In post","2021","London","Unknown","Outer London - South","1110","1050","33650","31060"
"In post","2021","London","Unknown","Outer London - West and North West","1750","1630","30980","31060"
"In post","2021","London","Veterinarian","Inner London - West","40","30","[c]","[c]"
"In post","2021","London","Veterinarian","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","North East (England)","Commercial","Tees Valley and Durham","90","80","43480","40300"
"In post","2021","North East (England)","Communications","Northumberland and Tyne and Wear","90","80","34370","31810"
"In post","2021","North East (England)","Communications","Tees Valley and Durham","30","30","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Tees Valley and Durham","30","30","[c]","[c]"
"In post","2021","North East (England)","Digital, Data and Technology","Northumberland and Tyne and Wear","570","540","39480","38630"
"In post","2021","North East (England)","Digital, Data and Technology","Tees Valley and Durham","140","130","37570","37100"
"In post","2021","North East (England)","Economics","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","Northumberland and Tyne and Wear","240","240","39130","38630"
"In post","2021","North East (England)","Finance","Tees Valley and Durham","130","120","38750","36500"
"In post","2021","North East (England)","Human Resources","Northumberland and Tyne and Wear","70","70","37280","33610"
"In post","2021","North East (England)","Human Resources","Tees Valley and Durham","50","50","33890","31030"
"In post","2021","North East (England)","Intelligence Analysis","Northumberland and Tyne and Wear","40","30","[c]","[c]"
"In post","2021","North East (England)","Intelligence Analysis","Tees Valley and Durham","40","30","[c]","[c]"
"In post","2021","North East (England)","Internal Audit","Northumberland and Tyne and Wear","40","30","[c]","[c]"
"In post","2021","North East (England)","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","International Trade","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","North East (England)","Legal","Northumberland and Tyne and Wear","300","290","38600","34480"
"In post","2021","North East (England)","Legal","Tees Valley and Durham","120","110","47140","48080"
"In post","2021","North East (England)","Medicine","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Medicine","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Delivery","Northumberland and Tyne and Wear","8170","7020","24920","21440"
"In post","2021","North East (England)","Operational Delivery","Tees Valley and Durham","5530","5020","26960","25040"
"In post","2021","North East (England)","Operational Research","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","Northumberland and Tyne and Wear","150","140","28410","21590"
"In post","2021","North East (England)","Other","Tees Valley and Durham","60","60","26280","21580"
"In post","2021","North East (England)","Planning","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Policy","Northumberland and Tyne and Wear","160","150","42990","38630"
"In post","2021","North East (England)","Policy","Tees Valley and Durham","200","190","38320","36500"
"In post","2021","North East (England)","Project Delivery","Northumberland and Tyne and Wear","820","780","40680","38630"
"In post","2021","North East (England)","Project Delivery","Tees Valley and Durham","60","60","37480","32280"
"In post","2021","North East (England)","Property","Northumberland and Tyne and Wear","190","170","34480","31100"
"In post","2021","North East (England)","Property","Tees Valley and Durham","100","100","34940","30230"
"In post","2021","North East (England)","Psychology","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Psychology","Tees Valley and Durham","90","90","37780","38150"
"In post","2021","North East (England)","Science and Engineering","Northumberland and Tyne and Wear","60","60","32970","28590"
"In post","2021","North East (England)","Science and Engineering","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","North East (England)","Security","Tees Valley and Durham","50","50","34300","32400"
"In post","2021","North East (England)","Social Research","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tax","Northumberland and Tyne and Wear","2070","1980","29030","25560"
"In post","2021","North East (England)","Tax","Tees Valley and Durham","80","80","28620","25560"
"In post","2021","North East (England)","Unknown","Northumberland and Tyne and Wear","8230","7370","27760","27570"
"In post","2021","North East (England)","Unknown","Tees Valley and Durham","2410","2120","25180","27570"
"In post","2021","North East (England)","Veterinarian","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Greater Manchester","220","210","39840","37920"
"In post","2021","North West (England)","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Merseyside","230","220","36010","34800"
"In post","2021","North West (England)","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Greater Manchester","90","80","34140","31890"
"In post","2021","North West (England)","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Merseyside","70","70","39790","36780"
