"Status","Year","Sex","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","430","410","34060","27400"
"In post","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","210","190","32920","30360"
"In post","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Home Office","40","40","[c]","[c]"
"In post","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","1220","1160","31250","28250"
"In post","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","1330","1220","28650","27240"
"In post","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","50","40","[c]","[c]"
"In post","2021","Female","Cheshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire","Department for Environment, Food and Rural Affairs","180","160","34590","29920"
"In post","2021","Female","Cheshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire","Department for Work and Pensions","650","560","25890","27570"
"In post","2021","Female","Cheshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire","Ministry of Housing, Communities and Local Government","40","30","[c]","[c]"
"In post","2021","Female","Cheshire","Ministry of Justice","680","630","28130","25790"
"In post","2021","Female","Cheshire","National Crime Agency","580","560","34720","32770"
"In post","2021","Female","Cornwall and Isles of Scilly","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Department for Work and Pensions","570","490","25360","27570"
"In post","2021","Female","Cornwall and Isles of Scilly","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Ministry of Defence","160","150","26310","21130"
"In post","2021","Female","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Ministry of Justice","90","70","25140","22110"
"In post","2021","Female","Cumbria","Attorney General's Departments","30","20","[c]","[c]"
"In post","2021","Female","Cumbria","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Department for Environment, Food and Rural Affairs","640","540","25470","21050"
"In post","2021","Female","Cumbria","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Department for Work and Pensions","210","170","26890","27570"
"In post","2021","Female","Cumbria","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Ministry of Defence","90","90","30540","26350"
"In post","2021","Female","Cumbria","Ministry of Justice","260","230","26660","23690"
"In post","2021","Female","Derbyshire and Nottinghamshire","Attorney General's Departments","180","160","36980","28430"
"In post","2021","Female","Derbyshire and Nottinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","110","100","29750","27130"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department for Education","180","160","40010","36980"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","100","90","33170","29290"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department for Transport","180","170","34190","32180"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department for Work and Pensions","1730","1480","27370","27570"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department of Health and Social Care","130","120","40480","36330"
"In post","2021","Female","Derbyshire and Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","HM Land Registry","370","330","31520","27130"
"In post","2021","Female","Derbyshire and Nottinghamshire","HM Revenue and Customs","1750","1600","32240","31810"
"In post","2021","Female","Derbyshire and Nottinghamshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Ministry of Defence","90","80","26930","22080"
"In post","2021","Female","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Ministry of Justice","1920","1740","26660","23240"
"In post","2021","Female","Derbyshire and Nottinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Office for Standards in Education","120","110","42850","39850"
"In post","2021","Female","Derbyshire and Nottinghamshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Attorney General's Departments","50","50","38720","36240"
"In post","2021","Female","Devon","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Department for Business, Energy and Industrial Strategy","710","660","37200","37420"
"In post","2021","Female","Devon","Department for Environment, Food and Rural Affairs","310","280","28350","25190"
"In post","2021","Female","Devon","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Department for Work and Pensions","1410","1140","25440","27570"
"In post","2021","Female","Devon","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2021","Female","Devon","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","HM Land Registry","440","380","32430","31740"
"In post","2021","Female","Devon","HM Revenue and Customs","230","210","25160","21100"
"In post","2021","Female","Devon","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Home Office","40","30","[c]","[c]"
"In post","2021","Female","Devon","Ministry of Defence","450","420","27760","22080"
"In post","2021","Female","Devon","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Ministry of Justice","610","540","27750","23970"
"In post","2021","Female","Devon","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Department for Environment, Food and Rural Affairs","120","110","31530","29270"
"In post","2021","Female","Dorset and Somerset","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Department for Work and Pensions","630","520","26570","27570"
"In post","2021","Female","Dorset and Somerset","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","HM Land Registry","200","170","29040","27130"
"In post","2021","Female","Dorset and Somerset","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Ministry of Defence","800","740","30070","26900"
"In post","2021","Female","Dorset and Somerset","Ministry of Justice","680","600","26710","23840"
"In post","2021","Female","Dorset and Somerset","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Attorney General's Departments","80","70","32660","28430"
"In post","2021","Female","East Anglia","Cabinet Office","60","50","47860","40250"
"In post","2021","Female","East Anglia","Department for Business, Energy and Industrial Strategy","90","80","30850","26450"
"In post","2021","Female","East Anglia","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Department for Environment, Food and Rural Affairs","360","340","32970","29720"
"In post","2021","Female","East Anglia","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Department for Work and Pensions","1190","1000","26670","27570"
"In post","2021","Female","East Anglia","Department of Health and Social Care","210","190","39680","32430"
"In post","2021","Female","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","HM Land Registry","180","160","30320","27130"
"In post","2021","Female","East Anglia","HM Revenue and Customs","350","310","28730","25930"
"In post","2021","Female","East Anglia","HM Treasury","50","40","[c]","[c]"
"In post","2021","Female","East Anglia","Home Office","450","390","24210","21430"
"In post","2021","Female","East Anglia","Ministry of Defence","1050","990","28030","26350"
"In post","2021","Female","East Anglia","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Ministry of Justice","2060","1880","27640","24620"
"In post","2021","Female","East Anglia","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Office for Standards in Education","70","70","58660","51360"
"In post","2021","Female","East Anglia","Other Cabinet Office Agencies","80","70","34840","34800"
"In post","2021","Female","East Wales","Attorney General's Departments","190","170","38610","37890"
"In post","2021","Female","East Wales","Cabinet Office","40","30","[c]","[c]"
"In post","2021","Female","East Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Department for Business, Energy and Industrial Strategy","1410","1270","31590","26920"
"In post","2021","Female","East Wales","Department for Environment, Food and Rural Affairs","80","70","29350","24920"
"In post","2021","Female","East Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Department for Transport","40","40","[c]","[c]"
"In post","2021","Female","East Wales","Department for Work and Pensions","1500","1310","26270","27570"
"In post","2021","Female","East Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","ESTYN","70","60","53760","63880"
"In post","2021","Female","East Wales","Food Standards Agency","60","50","38700","37910"
"In post","2021","Female","East Wales","HM Revenue and Customs","2170","1930","27650","25560"
"In post","2021","Female","East Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Home Office","320","290","26930","24890"
"In post","2021","Female","East Wales","Ministry of Defence","280","260","25660","22080"
"In post","2021","Female","East Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Ministry of Justice","1380","1290","27620","23970"
"In post","2021","Female","East Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Other Cabinet Office Agencies","50","50","33860","31680"
"In post","2021","Female","East Wales","United Kingdom Statistics Authority","1530","1410","32600","29540"
"In post","2021","Female","East Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Welsh Government","1840","1690","41780","37410"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Attorney General's Departments","50","50","37270","28430"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Department for Transport","30","30","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions","840","680","25730","27570"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","HM Land Registry","190","170","28900","27130"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Home Office","110","110","25790","25040"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Ministry of Defence","120","110","23270","21130"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Ministry of Justice","920","830","26810","24620"
"In post","2021","Female","Eastern Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Eastern Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Female","Eastern Scotland","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2021","Female","Eastern Scotland","Department for Business, Energy and Industrial Strategy","70","70","26570","21840"
"In post","2021","Female","Eastern Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Eastern Scotland","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Female","Eastern Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Eastern Scotland","Department for Transport","40","30","[c]","[c]"
"In post","2021","Female","Eastern Scotland","Department for Work and Pensions","2270","1960","25160","27570"
"In post","2021","Female","Eastern Scotland","HM Revenue and Customs","1170","1060","27060","25560"
"In post","2021","Female","Eastern Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Female","Eastern Scotland","Home Office","70","60","27820","26410"
"In post","2021","Female","Eastern Scotland","Ministry of Defence","320","310","28900","23330"
"In post","2021","Female","Eastern Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Female","Eastern Scotland","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Female","Eastern Scotland","Scotland Office","50","50","47490","48930"
"In post","2021","Female","Eastern Scotland","Scottish Government","6620","6180","37860","33620"
"In post","2021","Female","Eastern Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex","Attorney General's Departments","130","120","40170","34140"
"In post","2021","Female","Essex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex","Department for Work and Pensions","1170","1030","28990","29290"
"In post","2021","Female","Essex","Department of Health and Social Care","60","50","42510","35830"
"In post","2021","Female","Essex","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex","HM Revenue and Customs","610","540","31680","31810"
"In post","2021","Female","Essex","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex","Home Office","350","310","26630","25310"
"In post","2021","Female","Essex","Ministry of Defence","280","260","29280","26670"
"In post","2021","Female","Essex","Ministry of Justice","550","490","26640","23270"
"In post","2021","Female","Essex","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","130","120","41310","40050"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","70","70","56320","51230"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","130","130","39120","36740"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","130","120","42620","37100"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","550","510","37480","35900"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","220","200","33940","30730"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","1280","1080","27000","27570"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","800","720","35400","30690"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","220","190","29700","27130"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","620","560","34050","31810"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","90","80","26010","25040"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","7210","6760","35010","33300"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","410","370","40120","34860"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","1340","1210","27300","23970"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","230","220","33590","32770"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","180","170","43000","39850"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester","Attorney General's Departments","240","220","39720","33900"
"In post","2021","Female","Greater Manchester","Cabinet Office","160","160","43420","37300"
"In post","2021","Female","Greater Manchester","Department for Business, Energy and Industrial Strategy","190","180","32060","30950"
"In post","2021","Female","Greater Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester","Department for Education","630","610","40340","36780"
"In post","2021","Female","Greater Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester","Department for Transport","60","50","26470","26470"
"In post","2021","Female","Greater Manchester","Department for Work and Pensions","3190","2810","26290","27570"
"In post","2021","Female","Greater Manchester","Department of Health and Social Care","250","220","33590","28590"
"In post","2021","Female","Greater Manchester","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester","HM Revenue and Customs","2750","2510","31680","30000"
"In post","2021","Female","Greater Manchester","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester","Home Office","700","660","29870","26010"
"In post","2021","Female","Greater Manchester","Ministry of Defence","250","220","26800","22080"
"In post","2021","Female","Greater Manchester","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester","Ministry of Justice","1940","1790","27010","23240"
"In post","2021","Female","Greater Manchester","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester","Office for Standards in Education","320","300","39450","32010"
"In post","2021","Female","Greater Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Female","Hampshire and Isle of Wight","Attorney General's Departments","170","160","42130","36240"
"In post","2021","Female","Hampshire and Isle of Wight","Cabinet Office","40","40","[c]","[c]"
"In post","2021","Female","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2021","Female","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Female","Hampshire and Isle of Wight","Department for Transport","360","340","34210","31040"
"In post","2021","Female","Hampshire and Isle of Wight","Department for Work and Pensions","950","790","26320","27570"
"In post","2021","Female","Hampshire and Isle of Wight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Female","Hampshire and Isle of Wight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Hampshire and Isle of Wight","HM Revenue and Customs","640","540","26860","25560"
"In post","2021","Female","Hampshire and Isle of Wight","Home Office","140","130","27730","25510"
"In post","2021","Female","Hampshire and Isle of Wight","Ministry of Defence","2890","2740","32750","33000"
"In post","2021","Female","Hampshire and Isle of Wight","Ministry of Justice","890","800","26670","23240"
"In post","2021","Female","Hampshire and Isle of Wight","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Hampshire and Isle of Wight","United Kingdom Statistics Authority","1380","1120","28560","23520"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","260","240","31650","29180"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","650","540","25290","27570"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Home Office","50","50","24680","21430"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","230","220","24760","21230"
"In post","2021","Female","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","940","880","27930","23970"
"In post","2021","Female","Highlands and Islands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Female","Highlands and Islands","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Female","Highlands and Islands","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Highlands and Islands","Department for Work and Pensions","340","300","26100","27570"
"In post","2021","Female","Highlands and Islands","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Female","Highlands and Islands","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Highlands and Islands","Ministry of Defence","150","140","26420","21030"
"In post","2021","Female","Highlands and Islands","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Female","Highlands and Islands","Scottish Government","470","430","29430","28120"
"In post","2021","Female","Inner London - East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Female","Inner London - East","Cabinet Office","450","440","49270","54700"
"In post","2021","Female","Inner London - East","Competition and Markets Authority","400","380","58800","56000"
"In post","2021","Female","Inner London - East","Department for Business, Energy and Industrial Strategy","130","120","40270","38170"
"In post","2021","Female","Inner London - East","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Inner London - East","Department for Work and Pensions","1920","1740","30360","31060"
"In post","2021","Female","Inner London - East","Department of Health and Social Care","1900","1750","47830","41010"
"In post","2021","Female","Inner London - East","HM Revenue and Customs","1480","1380","41680","36160"
"In post","2021","Female","Inner London - East","Home Office","260","240","35150","30460"
"In post","2021","Female","Inner London - East","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Female","Inner London - East","Ministry of Justice","1910","1830","33920","30850"
"In post","2021","Female","Inner London - East","National Crime Agency","730","700","41830","39840"
"In post","2021","Female","Inner London - East","Office of Gas and Electricity Markets","300","290","49510","46160"
"In post","2021","Female","Inner London - East","Office of Rail and Road","90","90","50940","49580"
"In post","2021","Female","Inner London - East","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","Female","Inner London - West","Attorney General's Departments","2830","2600","50020","51250"
"In post","2021","Female","Inner London - West","Cabinet Office","2970","2910","46810","38580"
"In post","2021","Female","Inner London - West","Chancellor's other departments","160","150","53920","47940"
"In post","2021","Female","Inner London - West","Charity Commission","50","50","[c]","[c]"
"In post","2021","Female","Inner London - West","Department for Business, Energy and Industrial Strategy","2530","2450","47860","44520"
"In post","2021","Female","Inner London - West","Department for Digital, Culture, Media and Sport","920","890","48550","51730"
"In post","2021","Female","Inner London - West","Department for Education","1580","1500","49550","53420"
"In post","2021","Female","Inner London - West","Department for Environment, Food and Rural Affairs","1360","1300","44960","39420"
"In post","2021","Female","Inner London - West","Department for International Trade","1130","1120","44160","38540"
"In post","2021","Female","Inner London - West","Department for Transport","1330","1290","47450","43360"
"In post","2021","Female","Inner London - West","Department for Work and Pensions","1540","1450","41460","36650"
"In post","2021","Female","Inner London - West","Department of Health and Social Care","1460","1420","47020","40650"
"In post","2021","Female","Inner London - West","Food Standards Agency","230","220","43240","40960"
"In post","2021","Female","Inner London - West","Foreign, Commonwealth and Development Office","2240","2160","47810","41880"
"In post","2021","Female","Inner London - West","HM Revenue and Customs","1520","1430","45600","37640"
"In post","2021","Female","Inner London - West","HM Treasury","1100","1060","47030","43340"
"In post","2021","Female","Inner London - West","Home Office","2460","2350","45540","41970"
"In post","2021","Female","Inner London - West","Ministry of Defence","1210","1180","44130","41500"
"In post","2021","Female","Inner London - West","Ministry of Housing, Communities and Local Government","920","890","48080","53130"
"In post","2021","Female","Inner London - West","Ministry of Justice","3940","3760","37720","32110"
"In post","2021","Female","Inner London - West","Northern Ireland Office","40","40","[c]","[c]"
