"Status","Year","Region_ITL1","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East of England","Declared disabled","White","2150","1960","29870","27570"
"In post","2021","East of England","Declared non-disabled","Asian","890","800","29530","27570"
"In post","2021","East of England","Declared non-disabled","Black","470","450","30370","29290"
"In post","2021","East of England","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Declared non-disabled","Mixed","300","280","30160","28080"
"In post","2021","East of England","Declared non-disabled","Other ethnicity","80","80","32250","27670"
"In post","2021","East of England","Declared non-disabled","Undeclared","460","420","29290","27680"
"In post","2021","East of England","Declared non-disabled","Unknown","460","420","30440","28220"
"In post","2021","East of England","Declared non-disabled","White","12820","11900","30770","27920"
"In post","2021","East of England","Undeclared","Asian","40","30","[c]","[c]"
"In post","2021","East of England","Undeclared","Black","30","30","[c]","[c]"
"In post","2021","East of England","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Undeclared","440","410","32620","30590"
"In post","2021","East of England","Undeclared","Unknown","80","70","28750","28820"
"In post","2021","East of England","Undeclared","White","1110","1020","30960","30030"
"In post","2021","East of England","Unknown","Asian","70","70","42870","34000"
"In post","2021","East of England","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Mixed","30","30","[c]","[c]"
"In post","2021","East of England","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Undeclared","90","80","37150","33300"
"In post","2021","East of England","Unknown","Unknown","1500","1430","28940","26350"
"In post","2021","East of England","Unknown","White","1050","990","34530","31810"
"In post","2021","London","Declared disabled","Asian","1280","1180","35810","31520"
"In post","2021","London","Declared disabled","Black","1210","1150","33460","31060"
"In post","2021","London","Declared disabled","Chinese","30","30","[c]","[c]"
"In post","2021","London","Declared disabled","Mixed","420","400","39090","33640"
"In post","2021","London","Declared disabled","Other ethnicity","160","150","39730","34650"
"In post","2021","London","Declared disabled","Undeclared","400","380","38050","31880"
"In post","2021","London","Declared disabled","Unknown","250","240","39450","35630"
"In post","2021","London","Declared disabled","White","5450","5210","43590","37920"
"In post","2021","London","Declared non-disabled","Asian","10670","10080","36860","31800"
"In post","2021","London","Declared non-disabled","Black","7680","7430","34570","31060"
"In post","2021","London","Declared non-disabled","Chinese","480","460","43440","39830"
"In post","2021","London","Declared non-disabled","Mixed","2560","2480","40960","35700"
"In post","2021","London","Declared non-disabled","Other ethnicity","910","870","40750","34940"
"In post","2021","London","Declared non-disabled","Undeclared","2150","2030","40330","35050"
"In post","2021","London","Declared non-disabled","Unknown","1750","1650","43290","36580"
"In post","2021","London","Declared non-disabled","White","41100","39510","47710","42410"
"In post","2021","London","Undeclared","Asian","560","530","36900","31180"
"In post","2021","London","Undeclared","Black","510","490","33450","31060"
"In post","2021","London","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Undeclared","Mixed","160","150","40760","35090"
"In post","2021","London","Undeclared","Other ethnicity","80","70","45390","39300"
"In post","2021","London","Undeclared","Undeclared","1610","1550","44350","39800"
"In post","2021","London","Undeclared","Unknown","870","840","42240","36360"
"In post","2021","London","Undeclared","White","2290","2200","43940","37890"
"In post","2021","London","Unknown","Asian","1050","1010","40390","35300"
"In post","2021","London","Unknown","Black","570","560","37700","34090"
"In post","2021","London","Unknown","Chinese","60","60","47100","41880"
"In post","2021","London","Unknown","Mixed","270","260","42490","39680"
"In post","2021","London","Unknown","Other ethnicity","120","120","48250","41500"
"In post","2021","London","Unknown","Undeclared","500","480","45380","41350"
"In post","2021","London","Unknown","Unknown","12710","12460","42910","36160"
"In post","2021","London","Unknown","White","4060","3920","47380","41760"
"In post","2021","North East (England)","Declared disabled","Asian","30","30","[c]","[c]"
"In post","2021","North East (England)","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Declared disabled","Mixed","30","30","[c]","[c]"
"In post","2021","North East (England)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Declared disabled","Undeclared","100","90","28050","25560"
"In post","2021","North East (England)","Declared disabled","Unknown","90","80","25120","21440"
"In post","2021","North East (England)","Declared disabled","White","3130","2740","26950","25560"
"In post","2021","North East (England)","Declared non-disabled","Asian","320","290","27380","23140"
"In post","2021","North East (England)","Declared non-disabled","Black","120","110","27290","25560"
"In post","2021","North East (England)","Declared non-disabled","Chinese","40","40","[c]","[c]"
"In post","2021","North East (England)","Declared non-disabled","Mixed","160","150","28670","25560"
"In post","2021","North East (England)","Declared non-disabled","Other ethnicity","30","30","[c]","[c]"
"In post","2021","North East (England)","Declared non-disabled","Undeclared","420","380","27810","25560"
"In post","2021","North East (England)","Declared non-disabled","Unknown","690","610","27890","25190"
"In post","2021","North East (England)","Declared non-disabled","White","18550","16660","28810","26290"
"In post","2021","North East (England)","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Undeclared","430","400","30350","27230"
"In post","2021","North East (England)","Undeclared","Unknown","80","70","28860","27850"
"In post","2021","North East (England)","Undeclared","White","1210","1090","28940","27570"
"In post","2021","North East (England)","Unknown","Asian","30","30","[c]","[c]"
"In post","2021","North East (England)","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Undeclared","80","70","30380","25560"
"In post","2021","North East (England)","Unknown","Unknown","3480","3210","25700","21440"
"In post","2021","North East (England)","Unknown","White","1490","1300","27650","23470"
"In post","2021","North West (England)","Declared disabled","Asian","250","230","27140","25410"
"In post","2021","North West (England)","Declared disabled","Black","60","60","29600","27570"
"In post","2021","North West (England)","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Mixed","150","130","27900","26470"
"In post","2021","North West (England)","Declared disabled","Other ethnicity","40","30","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Undeclared","260","230","28050","27570"
"In post","2021","North West (England)","Declared disabled","Unknown","140","120","27360","26000"
"In post","2021","North West (England)","Declared disabled","White","6110","5480","28300","27370"
"In post","2021","North West (England)","Declared non-disabled","Asian","2020","1860","27410","25560"
"In post","2021","North West (England)","Declared non-disabled","Black","580","550","28110","26550"
"In post","2021","North West (England)","Declared non-disabled","Chinese","120","110","28690","25190"
"In post","2021","North West (England)","Declared non-disabled","Mixed","530","500","29840","26470"
"In post","2021","North West (England)","Declared non-disabled","Other ethnicity","120","110","30800","27570"
"In post","2021","North West (England)","Declared non-disabled","Undeclared","1000","900","29170","27570"
"In post","2021","North West (England)","Declared non-disabled","Unknown","1500","1370","28070","26610"
"In post","2021","North West (England)","Declared non-disabled","White","34410","31670","29940","27570"
"In post","2021","North West (England)","Undeclared","Asian","130","120","27870","27570"
"In post","2021","North West (England)","Undeclared","Black","30","30","[c]","[c]"
"In post","2021","North West (England)","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Undeclared","Mixed","40","40","[c]","[c]"
"In post","2021","North West (England)","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Undeclared","Undeclared","800","750","32340","28210"
"In post","2021","North West (England)","Undeclared","Unknown","220","200","29550","27570"
"In post","2021","North West (England)","Undeclared","White","2220","2030","29070","27570"
"In post","2021","North West (England)","Unknown","Asian","170","160","31540","27570"
"In post","2021","North West (England)","Unknown","Black","50","50","33980","29360"
"In post","2021","North West (England)","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Unknown","Mixed","40","40","[c]","[c]"
"In post","2021","North West (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Unknown","Undeclared","160","150","32300","30120"
"In post","2021","North West (England)","Unknown","Unknown","5410","5150","27880","25560"
"In post","2021","North West (England)","Unknown","White","2750","2580","31750","28840"
"In post","2021","Northern Ireland","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared disabled","White","310","280","27280","25560"
"In post","2021","Northern Ireland","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Declared non-disabled","White","2240","2100","28610","25560"
"In post","2021","Northern Ireland","Undeclared","Undeclared","50","50","27800","26500"
"In post","2021","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Undeclared","White","150","140","28380","25560"
"In post","2021","Northern Ireland","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Unknown","610","580","25650","21440"
"In post","2021","Northern Ireland","Unknown","White","340","320","27930","24880"
"In post","2021","Overseas","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Declared disabled","White","170","170","49400","52430"
"In post","2021","Overseas","Declared non-disabled","Asian","130","130","45880","39980"
"In post","2021","Overseas","Declared non-disabled","Black","50","50","[c]","[c]"
"In post","2021","Overseas","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Declared non-disabled","Mixed","90","90","48410","50940"
"In post","2021","Overseas","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Declared non-disabled","Undeclared","90","80","47400","41760"
"In post","2021","Overseas","Declared non-disabled","Unknown","50","50","[c]","[c]"
"In post","2021","Overseas","Declared non-disabled","White","2130","2130","49920","49870"
"In post","2021","Overseas","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Undeclared","Undeclared","80","80","46070","41620"
"In post","2021","Overseas","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Undeclared","White","70","70","48390","43920"
"In post","2021","Overseas","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Unknown","510","510","51790","51500"
"In post","2021","Overseas","Unknown","White","250","240","54740","53500"
"In post","2021","Scotland","Declared disabled","Asian","40","40","[c]","[c]"
"In post","2021","Scotland","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Declared disabled","Mixed","40","30","[c]","[c]"
"In post","2021","Scotland","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Declared disabled","Undeclared","150","140","30480","27570"
"In post","2021","Scotland","Declared disabled","Unknown","250","220","31960","33430"
"In post","2021","Scotland","Declared disabled","White","3960","3610","30300","27570"
"In post","2021","Scotland","Declared non-disabled","Asian","380","350","31870","27260"
"In post","2021","Scotland","Declared non-disabled","Black","180","170","31180","27570"
"In post","2021","Scotland","Declared non-disabled","Chinese","40","40","[c]","[c]"
"In post","2021","Scotland","Declared non-disabled","Mixed","180","180","34940","27570"
"In post","2021","Scotland","Declared non-disabled","Other ethnicity","60","60","33930","27570"
"In post","2021","Scotland","Declared non-disabled","Undeclared","650","590","31360","27570"
"In post","2021","Scotland","Declared non-disabled","Unknown","670","610","28710","24500"
"In post","2021","Scotland","Declared non-disabled","White","24800","23020","32650","27570"
"In post","2021","Scotland","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Undeclared","370","340","33380","27570"
"In post","2021","Scotland","Undeclared","Unknown","60","50","32040","27570"
"In post","2021","Scotland","Undeclared","White","970","900","29740","27570"
"In post","2021","Scotland","Unknown","Asian","70","70","33660","31230"
"In post","2021","Scotland","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Mixed","30","30","[c]","[c]"
"In post","2021","Scotland","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Undeclared","470","440","34530","33650"
"In post","2021","Scotland","Unknown","Unknown","9160","8610","30070","26160"
"In post","2021","Scotland","Unknown","White","4940","4620","35690","33650"
"In post","2021","South East (England)","Declared disabled","Asian","110","100","30130","27980"
"In post","2021","South East (England)","Declared disabled","Black","80","70","30990","27630"
"In post","2021","South East (England)","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Declared disabled","Mixed","100","90","31890","29290"
"In post","2021","South East (England)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Declared disabled","Undeclared","220","190","29530","27570"
"In post","2021","South East (England)","Declared disabled","Unknown","110","100","28500","26700"
"In post","2021","South East (England)","Declared disabled","White","3930","3610","30270","27570"
"In post","2021","South East (England)","Declared non-disabled","Asian","1080","1000","30270","27850"
"In post","2021","South East (England)","Declared non-disabled","Black","670","650","30530","29290"
"In post","2021","South East (England)","Declared non-disabled","Chinese","80","70","31350","28750"
"In post","2021","South East (England)","Declared non-disabled","Mixed","480","460","31290","28650"
"In post","2021","South East (England)","Declared non-disabled","Other ethnicity","160","150","29870","27570"
"In post","2021","South East (England)","Declared non-disabled","Undeclared","910","830","31670","28550"
"In post","2021","South East (England)","Declared non-disabled","Unknown","700","630","30440","28270"
"In post","2021","South East (England)","Declared non-disabled","White","23870","22230","31720","28540"
"In post","2021","South East (England)","Undeclared","Asian","70","60","29780","29290"
"In post","2021","South East (England)","Undeclared","Black","50","40","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Mixed","40","40","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Undeclared","920","870","33770","31810"
"In post","2021","South East (England)","Undeclared","Unknown","180","170","34930","31650"
"In post","2021","South East (England)","Undeclared","White","2090","1940","31190","30130"
"In post","2021","South East (England)","Unknown","Asian","120","110","30160","27570"
"In post","2021","South East (England)","Unknown","Black","50","50","28610","27050"
"In post","2021","South East (England)","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","Mixed","40","40","[c]","[c]"
"In post","2021","South East (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","Undeclared","230","210","38860","37320"
"In post","2021","South East (England)","Unknown","Unknown","3250","3060","29980","27570"
"In post","2021","South East (England)","Unknown","White","2180","2010","33360","29540"
"In post","2021","South West (England)","Declared disabled","Asian","70","60","31300","27570"
"In post","2021","South West (England)","Declared disabled","Black","50","50","31440","28650"
"In post","2021","South West (England)","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Declared disabled","Mixed","90","80","32630","27570"
"In post","2021","South West (England)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Declared disabled","Undeclared","270","250","33490","29360"
"In post","2021","South West (England)","Declared disabled","Unknown","100","90","33370","28430"
"In post","2021","South West (England)","Declared disabled","White","4180","3860","32170","28200"
"In post","2021","South West (England)","Declared non-disabled","Asian","620","590","34400","31600"
"In post","2021","South West (England)","Declared non-disabled","Black","420","410","32380","31020"
"In post","2021","South West (England)","Declared non-disabled","Chinese","50","40","[c]","[c]"
"In post","2021","South West (England)","Declared non-disabled","Mixed","460","440","32810","29000"
"In post","2021","South West (England)","Declared non-disabled","Other ethnicity","130","120","31020","27620"
"In post","2021","South West (England)","Declared non-disabled","Undeclared","970","900","35220","33000"
"In post","2021","South West (England)","Declared non-disabled","Unknown","1000","920","32300","28570"
"In post","2021","South West (England)","Declared non-disabled","White","28020","26320","34630","31640"
"In post","2021","South West (England)","Undeclared","Asian","40","30","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Undeclared","950","910","37690","36500"
"In post","2021","South West (England)","Undeclared","Unknown","110","100","29880","27470"
"In post","2021","South West (England)","Undeclared","White","1660","1550","33960","31650"
"In post","2021","South West (England)","Unknown","Asian","60","50","36350","32680"
"In post","2021","South West (England)","Unknown","Black","40","30","[c]","[c]"
"In post","2021","South West (England)","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Unknown","Mixed","30","30","[c]","[c]"
"In post","2021","South West (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Unknown","Undeclared","270","260","40810","37320"
"In post","2021","South West (England)","Unknown","Unknown","2970","2840","31840","27570"
"In post","2021","South West (England)","Unknown","White","2540","2420","36560","33700"
"In post","2021","Unknown","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","White","140","130","31450","27570"
"In post","2021","Unknown","Declared non-disabled","Asian","130","120","28880","27570"
"In post","2021","Unknown","Declared non-disabled","Black","50","50","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Unknown","30","30","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","White","750","710","33510","27570"
"In post","2021","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","2400","2390","37080","32700"
"In post","2021","Unknown","Unknown","White","50","50","43360","43480"
"In post","2021","Wales","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Declared disabled","Mixed","60","50","28850","27570"
"In post","2021","Wales","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Declared disabled","Undeclared","110","100","29200","27570"
"In post","2021","Wales","Declared disabled","Unknown","60","50","28100","25890"
"In post","2021","Wales","Declared disabled","White","3260","2910","28640","26780"
"In post","2021","Wales","Declared non-disabled","Asian","350","330","30160","25560"
"In post","2021","Wales","Declared non-disabled","Black","150","140","28670","26290"
"In post","2021","Wales","Declared non-disabled","Chinese","50","50","31470","29720"
"In post","2021","Wales","Declared non-disabled","Mixed","260","250","30950","27570"
"In post","2021","Wales","Declared non-disabled","Other ethnicity","70","70","32950","27570"
"In post","2021","Wales","Declared non-disabled","Undeclared","520","480","30550","27570"
"In post","2021","Wales","Declared non-disabled","Unknown","690","630","31480","27570"
"In post","2021","Wales","Declared non-disabled","White","22890","21080","31740","27570"
"In post","2021","Wales","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Undeclared","460","440","33410","28850"
"In post","2021","Wales","Undeclared","Unknown","80","70","29220","26000"
"In post","2021","Wales","Undeclared","White","1340","1220","28980","27460"
"In post","2021","Wales","Unknown","Asian","40","40","[c]","[c]"
"In post","2021","Wales","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Mixed","40","40","[c]","[c]"
"In post","2021","Wales","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Undeclared","160","150","34690","31780"
"In post","2021","Wales","Unknown","Unknown","3640","3450","27720","23970"
"In post","2021","Wales","Unknown","White","1720","1590","30610","27130"
