"Status","Year","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","640","620","44040","38630"
"In post","2021","Analysis","HM Treasury (excl. agencies)","HM Treasury","130","120","50460","52530"
"In post","2021","Analysis","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","200","190","40460","38500"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","200","200","46620","45970"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","400","390","45200","40480"
"In post","2021","Analysis","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","150","150","39800","35010"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","70","70","54970","52390"
"In post","2021","Analysis","Office of Rail and Road","Office of Rail and Road","50","50","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","1700","1630","37100","35390"
"In post","2021","Analysis","Valuation Office Agency","HM Revenue and Customs","50","50","[c]","[c]"
"In post","2021","Analysis","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","40","30","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","50","50","32690","29640"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","1420","1390","70640","64500"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Other Cabinet Office Agencies","370","360","34050","34800"
"In post","2021","Commercial","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Ministry of Defence","280","270","44340","41300"
"In post","2021","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","70","60","33600","35470"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Department for Education","190","180","39780","38000"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","140","140","39210","36970"
"In post","2021","Commercial","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","200","200","48750","40650"
"In post","2021","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","160","140","32760","31040"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Department for Transport","40","40","[c]","[c]"
"In post","2021","Commercial","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","80","80","47060","41610"
"In post","2021","Commercial","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","80","80","40260","39630"
"In post","2021","Commercial","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Ministry of Justice","680","660","49260","48020"
"In post","2021","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","140","130","36710","35000"
"In post","2021","Commercial","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Legal Aid Agency","Ministry of Justice","160","150","37690","38210"
"In post","2021","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","190","180","42990","40140"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","1540","1480","35080","33300"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","210","210","32680","30920"
"In post","2021","Commercial","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Public Health England","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","Commercial","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Prison Service","Scottish Government","80","80","30640","25870"
"In post","2021","Commercial","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Submarine Delivery Agency","Ministry of Defence","150","140","40530","38240"
"In post","2021","Commercial","The National Archives","The National Archives","40","40","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","UK Export Finance","190","190","53960","49790"
"In post","2021","Commercial","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","United Kingdom Statistics Authority","30","30","[c]","[c]"
"In post","2021","Commercial","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Cabinet Office","340","340","47060","42150"
"In post","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Charity Commission","30","30","[c]","[c]"
"In post","2021","Communications","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Competition and Markets Authority","40","30","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Attorney General's Departments","50","50","41310","39750"
"In post","2021","Communications","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Equipment and Support","Ministry of Defence","290","280","26940","22190"
"In post","2021","Communications","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","110","110","48940","45270"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","Department for Education","240","230","37820","33510"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","260","250","41570","37790"
"In post","2021","Communications","Department for International Trade","Department for International Trade","100","100","42660","38540"
"In post","2021","Communications","Department for Transport (excl. agencies)","Department for Transport","120","120","47130","43360"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","190","180","43490","38360"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Department for Transport","70","60","29810","26740"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Department for Transport","90","80","31290","30730"
"In post","2021","Communications","Education and Skills Funding Agency","Department for Education","90","90","43280","40300"
"In post","2021","Communications","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","130","130","48810","45840"
"In post","2021","Communications","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","HM Land Registry","30","30","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","4160","4000","29230","25560"
"In post","2021","Communications","HM Treasury (excl. agencies)","HM Treasury","30","30","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","50","50","40790","34270"
"In post","2021","Communications","Met Office","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","540","520","34600","33300"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","100","100","40960","36340"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","130","120","43830","39870"
"In post","2021","Communications","National Crime Agency","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Communications","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","40","30","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","80","70","47540","42630"
"In post","2021","Communications","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","110","90","28870","26030"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","UK Export Finance","40","40","[c]","[c]"
"In post","2021","Communications","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","90","80","37320","36030"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","90","90","47100","49700"
"In post","2021","Counter Fraud","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","50","50","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Food Standards Agency","60","60","38850","37630"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","40","30","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","8830","8300","33150","31810"
"In post","2021","Counter Fraud","Insolvency Service","Department for Business, Energy and Industrial Strategy","260","250","39230","39170"
"In post","2021","Counter Fraud","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Serious Fraud Office","Attorney General's Departments","250","240","45590","40000"
"In post","2021","Counter Fraud","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","4650","4200","23180","20140"
"In post","2021","Debt","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","60","60","45550","43750"
"In post","2021","Digital, Data & Technology","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","970","960","51340","54700"
"In post","2021","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Charity Commission","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","260","250","38840","38000"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","70","60","56530","54550"
"In post","2021","Digital, Data & Technology","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Commercial Service","Other Cabinet Office Agencies","120","110","41230","35760"
"In post","2021","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","120","110","39410","38180"
"In post","2021","Digital, Data & Technology","Debt Management Office","HM Treasury","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","140","140","46550","40220"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","410","400","39140","36500"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","670","650","43890","47550"
"In post","2021","Digital, Data & Technology","Department for International Trade","Department for International Trade","120","120","46700","43500"
"In post","2021","Digital, Data & Technology","Department for Transport (excl. agencies)","Department for Transport","130","120","41280","39040"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","170","170","43630","36820"
"In post","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","710","690","40340","39040"
"In post","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","220","220","36270","33350"
"In post","2021","Digital, Data & Technology","Education and Skills Funding Agency","Department for Education","220","220","39740","36780"
"In post","2021","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","120","120","44710","40670"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","60","60","44630","40350"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","240","230","39640","36520"
"In post","2021","Digital, Data & Technology","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Health and Safety Executive","Department for Work and Pensions","60","60","39240","33460"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","Ministry of Justice","190","180","37810","32120"
"In post","2021","Digital, Data & Technology","HM Land Registry","HM Land Registry","670","640","38030","38450"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2700","2590","39310","36160"
"In post","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","HM Treasury","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Department for Business, Energy and Industrial Strategy","50","50","42440","41060"
"In post","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Maritime and Coastguard Agency","Department for Transport","110","110","38310","34040"
"In post","2021","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","70","70","46880","41040"
"In post","2021","Digital, Data & Technology","Met Office","Department for Business, Energy and Industrial Strategy","870","830","40280","39650"
"In post","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Ministry of Defence","700","680","32410","29670"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","110","100","46850","45920"
"In post","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Ministry of Justice","880","860","48300","47000"
"In post","2021","Digital, Data & Technology","National Crime Agency","National Crime Agency","260","250","41070","37750"
"In post","2021","Digital, Data & Technology","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","80","80","45050","39850"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","60","60","51940","50000"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Planning Inspectorate","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Public Health England","Department of Health and Social Care","110","110","45230","42180"
"In post","2021","Digital, Data & Technology","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Registers of Scotland","Scottish Government","70","60","42130","36780"
"In post","2021","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scottish Government","60","60","34360","29350"
"In post","2021","Digital, Data & Technology","Scottish Prison Service","Scottish Government","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","50","50","41680","39270"
