"Status","Year","Region_ITL2","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Declared non-disabled","90","90","30560","29290"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Undeclared","70","70","34080","31180"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Declared non-disabled","90","80","34850","31080"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Unknown","300","290","28210","27570"
"In post","2021","Bedfordshire and Hertfordshire","White","Declared disabled","350","330","30900","29290"
"In post","2021","Bedfordshire and Hertfordshire","White","Declared non-disabled","2200","2050","32900","29920"
"In post","2021","Bedfordshire and Hertfordshire","White","Undeclared","130","120","31390","29290"
"In post","2021","Bedfordshire and Hertfordshire","White","Unknown","270","260","39200","36630"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Declared disabled","60","60","29910","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Declared non-disabled","460","430","30680","28340"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Unknown","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Declared non-disabled","220","210","30060","29120"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Declared non-disabled","120","120","31620","28700"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Declared disabled","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Declared non-disabled","170","160","32470","29530"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Undeclared","180","170","35910","33510"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Unknown","60","60","38290","35150"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Declared non-disabled","200","190","31020","29530"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","860","820","31460","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Declared disabled","800","760","31970","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Declared non-disabled","5140","4900","33250","30040"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Undeclared","460","430","32760","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Unknown","470","450","37790","36200"
"In post","2021","Cheshire","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Cheshire","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Declared non-disabled","50","50","30390","27570"
"In post","2021","Cheshire","Undeclared","Undeclared","40","40","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Declared non-disabled","110","100","28290","25450"
"In post","2021","Cheshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Unknown","280","280","30170","27570"
"In post","2021","Cheshire","White","Declared disabled","360","330","28950","27570"
"In post","2021","Cheshire","White","Declared non-disabled","1990","1860","31030","27570"
"In post","2021","Cheshire","White","Undeclared","220","200","30230","31650"
"In post","2021","Cheshire","White","Unknown","630","620","34800","32770"
"In post","2021","Cornwall and Isles of Scilly","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Declared non-disabled","50","50","25620","25930"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Declared non-disabled","70","60","25360","21010"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","90","80","27640","25480"
"In post","2021","Cornwall and Isles of Scilly","White","Declared disabled","190","170","26440","27570"
"In post","2021","Cornwall and Isles of Scilly","White","Declared non-disabled","1040","950","26620","26670"
"In post","2021","Cornwall and Isles of Scilly","White","Undeclared","70","60","25930","26060"
"In post","2021","Cornwall and Isles of Scilly","White","Unknown","60","60","25570","21580"
"In post","2021","Cumbria","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Declared non-disabled","240","230","23470","21050"
"In post","2021","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Unknown","70","70","32900","28590"
"In post","2021","Cumbria","White","Declared disabled","220","190","27510","25190"
"In post","2021","Cumbria","White","Declared non-disabled","1380","1240","28260","25450"
"In post","2021","Cumbria","White","Undeclared","70","60","27620","26580"
"In post","2021","Cumbria","White","Unknown","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Asian","Declared disabled","80","70","29900","27570"
"In post","2021","Derbyshire and Nottinghamshire","Asian","Declared non-disabled","510","460","29780","27570"
"In post","2021","Derbyshire and Nottinghamshire","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Asian","Unknown","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Black","Declared disabled","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Black","Declared non-disabled","230","220","27060","26300"
"In post","2021","Derbyshire and Nottinghamshire","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","Declared disabled","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","Declared non-disabled","160","150","30050","27570"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Declared disabled","60","60","28380","27470"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Declared non-disabled","200","180","30100","27570"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Undeclared","210","190","32560","31810"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Declared disabled","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Declared non-disabled","310","280","31110","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Undeclared","60","50","30830","31170"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","1390","1330","27820","25560"
"In post","2021","Derbyshire and Nottinghamshire","White","Declared disabled","1280","1180","29600","27570"
"In post","2021","Derbyshire and Nottinghamshire","White","Declared non-disabled","6590","6090","32150","27570"
"In post","2021","Derbyshire and Nottinghamshire","White","Undeclared","470","440","30100","27570"
"In post","2021","Derbyshire and Nottinghamshire","White","Unknown","410","380","31750","28130"
"In post","2021","Devon","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Asian","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Devon","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Mixed","Declared non-disabled","80","70","32100","27570"
"In post","2021","Devon","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Declared disabled","50","50","26420","25450"
"In post","2021","Devon","Undeclared","Declared non-disabled","250","230","33800","31650"
"In post","2021","Devon","Undeclared","Undeclared","120","110","31410","28410"
"In post","2021","Devon","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Declared non-disabled","440","390","32820","31110"
"In post","2021","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Unknown","610","580","26530","22350"
"In post","2021","Devon","White","Declared disabled","860","770","28790","27570"
"In post","2021","Devon","White","Declared non-disabled","5740","5280","32120","27570"
"In post","2021","Devon","White","Undeclared","300","280","28530","27570"
"In post","2021","Devon","White","Unknown","370","360","31080","27130"
"In post","2021","Dorset and Somerset","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Mixed","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Declared disabled","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Declared non-disabled","100","90","29900","27570"
"In post","2021","Dorset and Somerset","Undeclared","Undeclared","110","110","33410","33290"
"In post","2021","Dorset and Somerset","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Declared non-disabled","90","90","28900","27570"
"In post","2021","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Unknown","400","380","29960","26740"
"In post","2021","Dorset and Somerset","White","Declared disabled","530","480","28770","27570"
"In post","2021","Dorset and Somerset","White","Declared non-disabled","3270","3030","29580","27570"
"In post","2021","Dorset and Somerset","White","Undeclared","260","240","30090","28040"
"In post","2021","Dorset and Somerset","White","Unknown","260","250","30980","26860"
"In post","2021","East Anglia","Asian","Declared disabled","40","30","[c]","[c]"
"In post","2021","East Anglia","Asian","Declared non-disabled","310","260","26510","21650"
"In post","2021","East Anglia","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Black","Declared non-disabled","90","80","32590","28130"
"In post","2021","East Anglia","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Mixed","Declared disabled","30","30","[c]","[c]"
"In post","2021","East Anglia","Mixed","Declared non-disabled","130","120","28650","27570"
"In post","2021","East Anglia","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Other ethnicity","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","East Anglia","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Undeclared","Declared disabled","40","40","[c]","[c]"
"In post","2021","East Anglia","Undeclared","Declared non-disabled","240","210","28730","27570"
"In post","2021","East Anglia","Undeclared","Undeclared","240","220","32250","30630"
"In post","2021","East Anglia","Undeclared","Unknown","60","50","36390","32820"
"In post","2021","East Anglia","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Declared non-disabled","250","230","28630","27140"
"In post","2021","East Anglia","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2021","East Anglia","Unknown","Unknown","780","740","29090","25850"
"In post","2021","East Anglia","White","Declared disabled","1210","1110","29330","27570"
"In post","2021","East Anglia","White","Declared non-disabled","7480","6980","30120","27570"
"In post","2021","East Anglia","White","Undeclared","790","720","30830","31180"
"In post","2021","East Anglia","White","Unknown","590","550","33620","30220"
"In post","2021","East Wales","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Asian","Declared non-disabled","260","250","30300","25560"
"In post","2021","East Wales","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Asian","Unknown","40","40","[c]","[c]"
"In post","2021","East Wales","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Black","Declared non-disabled","120","120","29040","25990"
"In post","2021","East Wales","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Chinese","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","East Wales","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Mixed","Declared disabled","50","40","[c]","[c]"
"In post","2021","East Wales","Mixed","Declared non-disabled","190","180","32660","27570"
"In post","2021","East Wales","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Mixed","Unknown","40","40","[c]","[c]"
"In post","2021","East Wales","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Other ethnicity","Declared non-disabled","50","50","33190","27620"
"In post","2021","East Wales","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Undeclared","Declared disabled","50","50","30970","27570"
"In post","2021","East Wales","Undeclared","Declared non-disabled","240","220","32500","28200"
"In post","2021","East Wales","Undeclared","Undeclared","220","210","34590","31180"
"In post","2021","East Wales","Undeclared","Unknown","110","100","37980","36030"
"In post","2021","East Wales","Unknown","Declared disabled","40","30","[c]","[c]"
"In post","2021","East Wales","Unknown","Declared non-disabled","400","360","33860","27570"
"In post","2021","East Wales","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2021","East Wales","Unknown","Unknown","2560","2440","28250","25560"
"In post","2021","East Wales","White","Declared disabled","1600","1470","31240","27570"
"In post","2021","East Wales","White","Declared non-disabled","12200","11410","33820","28850"
"In post","2021","East Wales","White","Undeclared","680","640","30630","27680"
"In post","2021","East Wales","White","Unknown","1340","1240","31640","28850"
"In post","2021","East Yorkshire and Northern Lincolnshire","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
