"Status","Year","Responsibility_level","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Commercial","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Commercial","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Commercial","Swansea","40","30","[c]","[c]"
"In post","2021","AA/AO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Commercial","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Commercial","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Commercial","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Commercial","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","Westminster","60","60","24800","24900"
"In post","2021","AA/AO","Communications","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Communications","York","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Corporate Finance","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Corporate Finance","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Corporate Finance","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Counter Fraud","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Medway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Plymouth","40","40","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Swansea","50","50","21640","21590"
"In post","2021","AA/AO","Digital, Data and Technology","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Digital, Data and Technology","York","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Economics","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Economics","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Economics","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Economics","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Economics","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Economics","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Economics","Westminster","60","50","24260","24120"
"In post","2021","AA/AO","Economics","York","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Bradford","140","110","20690","20140"
"In post","2021","AA/AO","Finance","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Cardiff and Vale of Glamorgan","60","50","22620","22490"
"In post","2021","AA/AO","Finance","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Derby","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Liverpool","60","50","21350","21440"
"In post","2021","AA/AO","Finance","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Medway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","North Lanarkshire","330","240","20750","20140"
"In post","2021","AA/AO","Finance","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Powys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Swansea","40","40","[c]","[c]"
"In post","2021","AA/AO","Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Finance","West Cumbria","[c]","[c]","[c]","[c]"
