"Status","Year","Age","Region_ITL3","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Birmingham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Birmingham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackburn with Darwen","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackburn with Darwen","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackpool","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackpool","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bradford","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bradford","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Breckland and South Norfolk","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Breckland and South Norfolk","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brent","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bridgend and Neath Port Talbot","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bridgend and Neath Port Talbot","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brighton and Hove","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brighton and Hove","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bristol, City of","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bristol, City of","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Buckinghamshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Buckinghamshire CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Camden and City of London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Camden and City of London","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Bedfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Bedfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Hampshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Hampshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire East","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire West and Chester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire West and Chester","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chorley and West Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chorley and West Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","City of Edinburgh","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","City of Edinburgh","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","16-19","City of Edinburgh","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Clackmannanshire and Fife","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Clackmannanshire and Fife","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Coventry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Coventry","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Croydon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Croydon","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derby","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derby","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dudley","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dudley","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dumfries and Galloway","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dumfries and Galloway","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Durham CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Durham CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ealing","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ealing","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Ayrshire and North Ayrshire mainland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Ayrshire and North Ayrshire mainland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Riding of Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Riding of Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Surrey","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Surrey","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Sussex CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Sussex CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Sussex CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Enfield","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Enfield","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Haven Gateway","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Haven Gateway","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Thames Gateway","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex Thames Gateway","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Falkirk","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Falkirk","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Flintshire and Wrexham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Flintshire and Wrexham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Glasgow City","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Glasgow City","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester North West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester North West","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester South East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester South East","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester South West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester South West","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwent Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwent Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwynedd","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gwynedd","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hackney and Newham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hackney and Newham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Haringey and Islington","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Haringey and Islington","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Harrow and Hillingdon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Harrow and Hillingdon","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heart of Essex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heart of Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hounslow and Richmond upon Thames","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hounslow and Richmond upon Thames","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverclyde, East Renfrewshire and Renfrewshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverclyde, East Renfrewshire and Renfrewshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverclyde, East Renfrewshire and Renfrewshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kensington & Chelsea and Hammersmith & Fulham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kensington & Chelsea and Hammersmith & Fulham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent Thames Gateway","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent Thames Gateway","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kingston upon Hull, City of","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kingston upon Hull, City of","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lambeth","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lambeth","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancaster and Wyre","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancaster and Wyre","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leeds","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leeds","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leeds","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leeds","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicester","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire CC and Rutland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire CC and Rutland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lewisham and Southwark","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lewisham and Southwark","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Liverpool","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Liverpool","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medway","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medway","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Monmouthshire and Newport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Monmouthshire and Newport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Na h-Eileanan Siar","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Na h-Eileanan Siar","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North and North East Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North and North East Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Hampshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Hampshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Lanarkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Lanarkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Norwich and East Norfolk","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Norwich and East Norfolk","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Nottingham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Nottingham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Orkney Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Orkney Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Perth and Kinross and Stirling","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Perth and Kinross and Stirling","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Perth and Kinross and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Peterborough","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Peterborough","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Portsmouth","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Portsmouth","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Redbridge and Waltham Forest","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Redbridge and Waltham Forest","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Borders","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Borders","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sefton","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sefton","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sheffield","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sheffield","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Solihull","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Solihull","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South and West Derbyshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South and West Derbyshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Teesside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Teesside","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
