"Status","Year","Age","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Asian","Female","40","40","[c]","[c]"
"In post","2022","16-19","Asian","Male","60","50","22550","21260"
"In post","2022","16-19","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Female","220","210","22070","21250"
"In post","2022","16-19","Unknown","Male","280","270","21030","21250"
"In post","2022","16-19","White","Female","330","320","22150","21260"
"In post","2022","16-19","White","Male","300","290","21360","21250"
"In post","2022","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Female","3800","3710","29780","27570"
"In post","2022","20-29","Asian","Male","3110","3070","29930","27570"
"In post","2022","20-29","Black","Female","1660","1640","30610","30100"
"In post","2022","20-29","Black","Male","710","700","30420","29290"
"In post","2022","20-29","Mixed","Female","1460","1420","30980","28910"
"In post","2022","20-29","Mixed","Male","980","970","31700","29290"
"In post","2022","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Female","310","300","30810","29000"
"In post","2022","20-29","Other ethnicity","Male","210","210","33280","31020"
"In post","2022","20-29","Undeclared","Female","480","460","30710","29080"
"In post","2022","20-29","Undeclared","Male","870","860","32230","30210"
"In post","2022","20-29","Unknown","Female","11130","10900","28710","27060"
"In post","2022","20-29","Unknown","Male","10140","10060","29210","27230"
"In post","2022","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Female","28230","27730","29700","27570"
"In post","2022","20-29","White","Male","21490","21380","30160","27570"
"In post","2022","20-29","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Female","4760","4360","34000","30450"
"In post","2022","30-39","Asian","Male","4460","4380","34520","31060"
"In post","2022","30-39","Black","Female","2280","2170","33340","31060"
"In post","2022","30-39","Black","Male","1250","1230","33460","31060"
"In post","2022","30-39","Mixed","Female","1550","1450","36360","32330"
"In post","2022","30-39","Mixed","Male","1070","1050","38420","33900"
"In post","2022","30-39","Other ethnicity","Female","360","340","37960","33430"
"In post","2022","30-39","Other ethnicity","Male","270","260","38220","34550"
"In post","2022","30-39","Undeclared","Female","1270","1170","34950","31060"
"In post","2022","30-39","Undeclared","Male","2180","2160","37180","33370"
"In post","2022","30-39","Unknown","Female","9540","8830","33860","29230"
"In post","2022","30-39","Unknown","Male","9620","9510","34920","31060"
"In post","2022","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Female","40060","36750","34680","30830"
"In post","2022","30-39","White","Male","32880","32620","36160","32760"
"In post","2022","30-39","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Female","5150","4550","35200","30540"
"In post","2022","40-49","Asian","Male","3840","3750","36160","31060"
"In post","2022","40-49","Black","Female","2350","2210","34590","31060"
"In post","2022","40-49","Black","Male","1500","1480","35180","31880"
"In post","2022","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Female","1140","1050","38650","33300"
"In post","2022","40-49","Mixed","Male","770","760","40200","35300"
"In post","2022","40-49","Other ethnicity","Female","340","310","37420","31880"
"In post","2022","40-49","Other ethnicity","Male","300","290","40380","34750"
"In post","2022","40-49","Undeclared","Female","1970","1780","34940","30860"
"In post","2022","40-49","Undeclared","Male","2860","2820","38150","33520"
"In post","2022","40-49","Unknown","Female","7150","6510","36210","30210"
"In post","2022","40-49","Unknown","Male","6500","6390","38960","33290"
"In post","2022","40-49","White","Female","47200","42450","36140","30950"
"In post","2022","40-49","White","Male","35410","35030","39170","33520"
"In post","2022","40-49","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Female","3600","3280","33640","29500"
"In post","2022","50-59","Asian","Male","2460","2400","35520","30810"
"In post","2022","50-59","Black","Female","3520","3350","33690","31020"
"In post","2022","50-59","Black","Male","1990","1950","35250","31650"
"In post","2022","50-59","Mixed","Female","940","870","35350","30620"
"In post","2022","50-59","Mixed","Male","720","700","38600","33520"
"In post","2022","50-59","Other ethnicity","Female","290","270","37350","31090"
"In post","2022","50-59","Other ethnicity","Male","320","320","38310","33370"
"In post","2022","50-59","Undeclared","Female","3310","3010","32800","28670"
"In post","2022","50-59","Undeclared","Male","4360","4240","37330","33370"
"In post","2022","50-59","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Female","6410","5850","34210","27570"
"In post","2022","50-59","Unknown","Male","6830","6580","38410","33370"
"In post","2022","50-59","White","Female","59650","54180","33370","27570"
"In post","2022","50-59","White","Male","48640","47420","38180","33300"
"In post","2022","50-59","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Female","960","790","30550","27770"
"In post","2022","60-64","Asian","Male","650","590","34580","29500"
"In post","2022","60-64","Black","Female","880","790","30670","28760"
"In post","2022","60-64","Black","Male","540","510","33420","31020"
"In post","2022","60-64","Mixed","Female","230","200","31000","27570"
"In post","2022","60-64","Mixed","Male","170","160","38930","33580"
"In post","2022","60-64","Other ethnicity","Female","90","80","32910","30390"
"In post","2022","60-64","Other ethnicity","Male","100","80","40940","33370"
"In post","2022","60-64","Undeclared","Female","980","790","30880","27570"
"In post","2022","60-64","Undeclared","Male","1220","1040","35580","32320"
"In post","2022","60-64","Unknown","Female","1680","1380","29620","24900"
"In post","2022","60-64","Unknown","Male","1850","1610","34900","31000"
"In post","2022","60-64","White","Female","16800","13250","29500","26990"
"In post","2022","60-64","White","Male","14430","12360","35140","30780"
"In post","2022","65+","Asian","Female","390","290","28680","26400"
"In post","2022","65+","Asian","Male","370","300","32880","28920"
"In post","2022","65+","Black","Female","220","190","29910","26400"
"In post","2022","65+","Black","Male","180","160","30650","28540"
"In post","2022","65+","Mixed","Female","60","50","28510","27120"
"In post","2022","65+","Mixed","Male","70","60","35380","30840"
"In post","2022","65+","Other ethnicity","Female","30","30","[c]","[c]"
"In post","2022","65+","Other ethnicity","Male","40","30","[c]","[c]"
"In post","2022","65+","Undeclared","Female","290","210","28470","26950"
"In post","2022","65+","Undeclared","Male","420","320","35960","31880"
"In post","2022","65+","Unknown","Female","490","360","30740","26130"
"In post","2022","65+","Unknown","Male","660","510","33790","29080"
"In post","2022","65+","White","Female","4420","3260","28250","25260"
"In post","2022","65+","White","Male","4950","3910","33390","27930"
"In post","2022","Unknown","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Female","170","160","24530","23690"
"Leaver CS","2021","20-29","Asian","Male","170","160","26270","25110"
"Leaver CS","2021","20-29","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Female","90","80","25440","25110"
"Leaver CS","2021","20-29","Black","Male","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Female","80","80","25850","23970"
"Leaver CS","2021","20-29","Mixed","Male","50","40","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Female","80","70","21610","19130"
"Leaver CS","2021","20-29","Undeclared","Male","100","90","24670","20690"
"Leaver CS","2021","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Female","1070","1010","24850","22680"
"Leaver CS","2021","20-29","Unknown","Male","1010","960","25930","24490"
"Leaver CS","2021","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Female","1300","1250","25280","22290"
"Leaver CS","2021","20-29","White","Male","1170","1140","26190","24180"
"Leaver CS","2021","20-29","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Female","120","110","31040","27710"
"Leaver CS","2021","30-39","Asian","Male","120","120","31400","27760"
"Leaver CS","2021","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Female","70","70","[c]","[c]"
"Leaver CS","2021","30-39","Black","Male","60","50","[c]","[c]"
"Leaver CS","2021","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Female","50","50","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Male","60","50","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Female","60","50","31070","26890"
"Leaver CS","2021","30-39","Undeclared","Male","80","70","38050","34570"
"Leaver CS","2021","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Female","650","580","32060","27570"
"Leaver CS","2021","30-39","Unknown","Male","630","600","33660","29930"
"Leaver CS","2021","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Female","1150","1000","32750","27710"
"Leaver CS","2021","30-39","White","Male","970","940","36080","31840"
"Leaver CS","2021","30-39","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Female","110","100","37390","30270"
"Leaver CS","2021","40-49","Asian","Male","90","80","38620","34300"
"Leaver CS","2021","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Female","60","50","[c]","[c]"
"Leaver CS","2021","40-49","Black","Male","60","50","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Female","30","30","[c]","[c]"
"Leaver CS","2021","40-49","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Female","70","60","32190","26010"
"Leaver CS","2021","40-49","Undeclared","Male","70","70","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Female","500","450","35670","27600"
"Leaver CS","2021","40-49","Unknown","Male","420","400","36670","29010"
"Leaver CS","2021","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","White","Female","1140","970","35390","28170"
"Leaver CS","2021","40-49","White","Male","810","770","38190","30980"
"Leaver CS","2021","40-49","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Female","110","90","36730","28490"
"Leaver CS","2021","50-59","Asian","Male","60","50","[c]","[c]"
"Leaver CS","2021","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Black","Female","80","70","37390","29570"
"Leaver CS","2021","50-59","Black","Male","40","40","[c]","[c]"
"Leaver CS","2021","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Female","190","160","32660","27150"
"Leaver CS","2021","50-59","Undeclared","Male","200","180","38250","34530"
"Leaver CS","2021","50-59","Unknown","Female","560","490","33950","27570"
"Leaver CS","2021","50-59","Unknown","Male","560","530","39570","32970"
"Leaver CS","2021","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","White","Female","2510","2150","32970","27570"
"Leaver CS","2021","50-59","White","Male","2020","1910","39280","32610"
"Leaver CS","2021","50-59","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","Female","70","50","[c]","[c]"
"Leaver CS","2021","60-64","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Black","Female","30","30","[c]","[c]"
"Leaver CS","2021","60-64","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Female","110","90","29930","28150"
"Leaver CS","2021","60-64","Undeclared","Male","190","160","35740","33350"
"Leaver CS","2021","60-64","Unknown","Female","270","210","35540","26560"
"Leaver CS","2021","60-64","Unknown","Male","360","320","41660","35220"
"Leaver CS","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","White","Female","1900","1450","32630","27130"
"Leaver CS","2021","60-64","White","Male","1690","1470","38020","32670"
"Leaver CS","2021","60-64","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Asian","Female","80","50","[c]","[c]"
"Leaver CS","2021","65+","Asian","Male","40","30","[c]","[c]"
"Leaver CS","2021","65+","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Female","80","50","26000","23350"
"Leaver CS","2021","65+","Undeclared","Male","90","70","33760","27570"
"Leaver CS","2021","65+","Unknown","Female","190","130","32870","25710"
"Leaver CS","2021","65+","Unknown","Male","210","170","35760","31750"
"Leaver CS","2021","65+","White","Female","1390","950","26030","22070"
"Leaver CS","2021","65+","White","Male","1430","1080","31200","26780"
"Leaver CS","2021","65+","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
