"Status","Year","Sexual_orientation","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","North West (England)","Unknown","250","230","35060","32160"
"In post","2022","Undeclared","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Declared non-disabled","110","100","29160","26220"
"In post","2022","Undeclared","Northern Ireland","Undeclared","70","70","30820","27420"
"In post","2022","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Declared non-disabled","190","190","46310","41240"
"In post","2022","Undeclared","Overseas","Undeclared","90","90","46850","41960"
"In post","2022","Undeclared","Overseas","Unknown","50","50","[c]","[c]"
"In post","2022","Undeclared","Scotland","Declared disabled","390","350","30760","27570"
"In post","2022","Undeclared","Scotland","Declared non-disabled","1710","1580","32780","27570"
"In post","2022","Undeclared","Scotland","Undeclared","600","560","33470","27570"
"In post","2022","Undeclared","Scotland","Unknown","290","260","38240","35000"
"In post","2022","Undeclared","South East (England)","Declared disabled","500","450","30690","27570"
"In post","2022","Undeclared","South East (England)","Declared non-disabled","2130","1960","32610","29290"
"In post","2022","Undeclared","South East (England)","Undeclared","1170","1090","33360","31650"
"In post","2022","Undeclared","South East (England)","Unknown","270","260","37290","33440"
"In post","2022","Undeclared","South West (England)","Declared disabled","600","560","33090","29230"
"In post","2022","Undeclared","South West (England)","Declared non-disabled","2470","2290","35910","33300"
"In post","2022","Undeclared","South West (England)","Undeclared","1120","1060","36450","33440"
"In post","2022","Undeclared","South West (England)","Unknown","370","350","40840","39070"
"In post","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Declared non-disabled","60","50","32620","27570"
"In post","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Wales","Declared disabled","540","460","27440","23670"
"In post","2022","Undeclared","Wales","Declared non-disabled","2450","2180","30810","26780"
"In post","2022","Undeclared","Wales","Undeclared","860","800","32470","29200"
"In post","2022","Undeclared","Wales","Unknown","200","190","37330","33370"
"In post","2022","Undeclared","West Midlands (England)","Declared disabled","390","350","29380","27570"
"In post","2022","Undeclared","West Midlands (England)","Declared non-disabled","1400","1270","30560","27570"
"In post","2022","Undeclared","West Midlands (England)","Undeclared","670","630","32220","28170"
"In post","2022","Undeclared","West Midlands (England)","Unknown","160","160","35970","32770"
"In post","2022","Undeclared","Yorkshire and The Humber","Declared disabled","400","360","30780","27570"
"In post","2022","Undeclared","Yorkshire and The Humber","Declared non-disabled","1760","1610","31330","27570"
"In post","2022","Undeclared","Yorkshire and The Humber","Undeclared","810","760","32930","31180"
"In post","2022","Undeclared","Yorkshire and The Humber","Unknown","360","340","38940","36780"
"In post","2022","Unknown","East Midlands (England)","Declared disabled","170","150","27540","27130"
"In post","2022","Unknown","East Midlands (England)","Declared non-disabled","1450","1260","29320","27570"
"In post","2022","Unknown","East Midlands (England)","Undeclared","210","190","29360","29870"
"In post","2022","Unknown","East Midlands (England)","Unknown","2510","2390","28570","26590"
"In post","2022","Unknown","East of England","Declared disabled","160","140","28840","27570"
"In post","2022","Unknown","East of England","Declared non-disabled","1370","1200","30880","28100"
"In post","2022","Unknown","East of England","Undeclared","230","200","31470","31650"
"In post","2022","Unknown","East of England","Unknown","2150","2020","30980","26820"
"In post","2022","Unknown","London","Declared disabled","540","490","38230","31880"
"In post","2022","Unknown","London","Declared non-disabled","4340","4000","41120","34260"
"In post","2022","Unknown","London","Undeclared","550","510","37850","34780"
"In post","2022","Unknown","London","Unknown","15340","14970","43410","37890"
"In post","2022","Unknown","North East (England)","Declared disabled","280","230","25930","22080"
"In post","2022","Unknown","North East (England)","Declared non-disabled","2550","2160","27630","22600"
"In post","2022","Unknown","North East (England)","Undeclared","290","250","29760","31650"
"In post","2022","Unknown","North East (England)","Unknown","4330","3990","28050","24880"
"In post","2022","Unknown","North West (England)","Declared disabled","570","490","27500","26750"
"In post","2022","Unknown","North West (England)","Declared non-disabled","4950","4320","28100","27130"
"In post","2022","Unknown","North West (England)","Undeclared","550","490","29730","31650"
"In post","2022","Unknown","North West (England)","Unknown","7670","7290","29430","26590"
"In post","2022","Unknown","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Declared non-disabled","110","100","29980","26820"
"In post","2022","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Unknown","860","820","27560","24880"
"In post","2022","Unknown","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Declared non-disabled","70","70","50200","52400"
"In post","2022","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","570","570","50400","51450"
"In post","2022","Unknown","Scotland","Declared disabled","540","480","31400","27570"
"In post","2022","Unknown","Scotland","Declared non-disabled","3600","3230","32120","27570"
"In post","2022","Unknown","Scotland","Undeclared","120","100","27470","25630"
"In post","2022","Unknown","Scotland","Unknown","10810","10180","31750","27570"
"In post","2022","Unknown","South East (England)","Declared disabled","280","240","30940","27570"
"In post","2022","Unknown","South East (England)","Declared non-disabled","3040","2770","35710","31880"
"In post","2022","Unknown","South East (England)","Undeclared","400","360","31600","31650"
"In post","2022","Unknown","South East (England)","Unknown","3920","3650","31040","27380"
"In post","2022","Unknown","South West (England)","Declared disabled","300","270","32640","27570"
"In post","2022","Unknown","South West (England)","Declared non-disabled","3910","3590","35790","31650"
"In post","2022","Unknown","South West (England)","Undeclared","220","200","31200","29000"
"In post","2022","Unknown","South West (England)","Unknown","3530","3360","32760","27570"
"In post","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared non-disabled","70","60","27960","27570"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","2190","2170","37080","32700"
"In post","2022","Unknown","Wales","Declared disabled","180","150","27850","26590"
"In post","2022","Unknown","Wales","Declared non-disabled","1980","1720","30630","27570"
"In post","2022","Unknown","Wales","Undeclared","160","140","29600","27570"
"In post","2022","Unknown","Wales","Unknown","4230","3990","29090","25700"
"In post","2022","Unknown","West Midlands (England)","Declared disabled","260","220","28120","27570"
"In post","2022","Unknown","West Midlands (England)","Declared non-disabled","2440","2140","29340","27570"
"In post","2022","Unknown","West Midlands (England)","Undeclared","250","220","29190","27570"
"In post","2022","Unknown","West Midlands (England)","Unknown","3650","3460","30680","26590"
"In post","2022","Unknown","Yorkshire and The Humber","Declared disabled","220","190","28850","27570"
"In post","2022","Unknown","Yorkshire and The Humber","Declared non-disabled","2440","2130","31350","27570"
"In post","2022","Unknown","Yorkshire and The Humber","Undeclared","270","230","30690","31650"
"In post","2022","Unknown","Yorkshire and The Humber","Unknown","4700","4500","30670","26820"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","Declared disabled","100","90","27830","26470"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","Declared non-disabled","570","520","27860","25970"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East of England","Declared disabled","110","90","27810","26680"
"Leaver CS","2021","Heterosexual / straight","East of England","Declared non-disabled","610","560","30400","26000"
"Leaver CS","2021","Heterosexual / straight","East of England","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East of England","Unknown","60","50","31070","23620"
"Leaver CS","2021","Heterosexual / straight","London","Declared disabled","250","230","38320","31880"
"Leaver CS","2021","Heterosexual / straight","London","Declared non-disabled","1970","1830","42380","34710"
"Leaver CS","2021","Heterosexual / straight","London","Undeclared","80","80","41230","35430"
"Leaver CS","2021","Heterosexual / straight","London","Unknown","170","160","43580","39630"
"Leaver CS","2021","Heterosexual / straight","North East (England)","Declared disabled","100","80","26000","21010"
"Leaver CS","2021","Heterosexual / straight","North East (England)","Declared non-disabled","470","390","27040","21010"
"Leaver CS","2021","Heterosexual / straight","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North West (England)","Declared disabled","190","170","29340","26120"
"Leaver CS","2021","Heterosexual / straight","North West (England)","Declared non-disabled","1010","880","28440","24110"
"Leaver CS","2021","Heterosexual / straight","North West (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North West (England)","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland","Declared disabled","110","100","29030","27300"
"Leaver CS","2021","Heterosexual / straight","Scotland","Declared non-disabled","550","480","32460","27150"
"Leaver CS","2021","Heterosexual / straight","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland","Unknown","120","110","37570","33650"
"Leaver CS","2021","Heterosexual / straight","South East (England)","Declared disabled","200","180","26500","25970"
"Leaver CS","2021","Heterosexual / straight","South East (England)","Declared non-disabled","1080","980","30200","27370"
"Leaver CS","2021","Heterosexual / straight","South East (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South East (England)","Unknown","100","90","30310","26100"
"Leaver CS","2021","Heterosexual / straight","South West (England)","Declared disabled","210","180","29390","26020"
"Leaver CS","2021","Heterosexual / straight","South West (England)","Declared non-disabled","1060","980","33290","28260"
"Leaver CS","2021","Heterosexual / straight","South West (England)","Undeclared","80","70","33750","29430"
"Leaver CS","2021","Heterosexual / straight","South West (England)","Unknown","80","70","32790","30410"
"Leaver CS","2021","Heterosexual / straight","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wales","Declared disabled","120","100","26200","21590"
"Leaver CS","2021","Heterosexual / straight","Wales","Declared non-disabled","640","560","31220","25690"
"Leaver CS","2021","Heterosexual / straight","Wales","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wales","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","Declared disabled","120","100","26630","26120"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","Declared non-disabled","630","550","29960","25850"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","Declared disabled","140","120","28960","26400"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","Declared non-disabled","750","660","30450","26260"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","London","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","London","Declared non-disabled","140","140","44960","36800"
"Leaver CS","2021","LGBO","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Declared non-disabled","70","60","27130","21920"
"Leaver CS","2021","Undeclared","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Declared non-disabled","80","70","31260","26870"
"Leaver CS","2021","Undeclared","East of England","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Declared non-disabled","240","210","45520","39960"
"Leaver CS","2021","Undeclared","London","Undeclared","80","70","42830","38410"
"Leaver CS","2021","Undeclared","London","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Declared non-disabled","100","80","29830","25210"
"Leaver CS","2021","Undeclared","North West (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Declared non-disabled","60","50","31680","27570"
"Leaver CS","2021","Undeclared","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Unknown","120","110","28510","22820"
"Leaver CS","2021","Undeclared","South East (England)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Declared non-disabled","100","90","31480","27570"
"Leaver CS","2021","Undeclared","South East (England)","Undeclared","80","70","33340","31100"
"Leaver CS","2021","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Declared non-disabled","120","100","31640","27130"
"Leaver CS","2021","Undeclared","South West (England)","Undeclared","60","60","33260","32640"
"Leaver CS","2021","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Declared non-disabled","90","60","29870","21590"
"Leaver CS","2021","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Declared non-disabled","70","60","33120","27570"
"Leaver CS","2021","Undeclared","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Declared non-disabled","80","70","30460","27180"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Declared non-disabled","280","230","26410","23340"
"Leaver CS","2021","Unknown","East Midlands (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Unknown","320","290","25220","24000"
"Leaver CS","2021","Unknown","East of England","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Declared non-disabled","300","250","28560","25110"
"Leaver CS","2021","Unknown","East of England","Undeclared","100","80","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Unknown","350","320","30630","27570"
"Leaver CS","2021","Unknown","London","Declared disabled","110","90","[c]","[c]"
"Leaver CS","2021","Unknown","London","Declared non-disabled","600","490","43580","31880"
"Leaver CS","2021","Unknown","London","Undeclared","130","120","40230","34510"
"Leaver CS","2021","Unknown","London","Unknown","1410","1230","37320","31060"
"Leaver CS","2021","Unknown","North East (England)","Declared disabled","100","80","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","Declared non-disabled","450","350","26000","21010"
"Leaver CS","2021","Unknown","North East (England)","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","Unknown","390","330","25260","21050"
"Leaver CS","2021","Unknown","North West (England)","Declared disabled","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Declared non-disabled","530","420","26990","26890"
"Leaver CS","2021","Unknown","North West (England)","Undeclared","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Unknown","530","490","26500","21050"
"Leaver CS","2021","Unknown","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","Declared non-disabled","530","440","32380","26890"
"Leaver CS","2021","Unknown","Scotland","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","Unknown","620","540","33340","27570"
"Leaver CS","2021","Unknown","South East (England)","Declared disabled","50","30","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","Declared non-disabled","220","180","30850","27570"
"Leaver CS","2021","Unknown","South East (England)","Undeclared","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","Unknown","580","520","29020","24370"
"Leaver CS","2021","Unknown","South West (England)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","Declared non-disabled","260","220","30100","27130"
"Leaver CS","2021","Unknown","South West (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","Unknown","380","350","31760","27570"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","620","610","39950","32000"
"Leaver CS","2021","Unknown","Wales","Declared disabled","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","Declared non-disabled","380","310","28020","25490"
"Leaver CS","2021","Unknown","Wales","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","Unknown","420","380","26940","21590"
"Leaver CS","2021","Unknown","West Midlands (England)","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","Declared non-disabled","350","280","29180","26120"
"Leaver CS","2021","Unknown","West Midlands (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","Unknown","410","380","30250","22150"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Declared non-disabled","530","430","31190","27130"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Unknown","510","420","29830","24920"
"Leaver CS","2022","Heterosexual / straight","East Midlands (England)","Declared disabled","190","170","27400","26740"
"Leaver CS","2022","Heterosexual / straight","East Midlands (England)","Declared non-disabled","980","900","29560","27570"
"Leaver CS","2022","Heterosexual / straight","East Midlands (England)","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Midlands (England)","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East of England","Declared disabled","240","210","29390","27570"
"Leaver CS","2022","Heterosexual / straight","East of England","Declared non-disabled","1370","1250","31010","27570"
"Leaver CS","2022","Heterosexual / straight","East of England","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East of England","Unknown","90","80","35200","32960"
"Leaver CS","2022","Heterosexual / straight","London","Declared disabled","480","440","37830","31060"
"Leaver CS","2022","Heterosexual / straight","London","Declared non-disabled","4120","3850","41970","35050"
"Leaver CS","2022","Heterosexual / straight","London","Undeclared","150","140","38750","33610"
"Leaver CS","2022","Heterosexual / straight","London","Unknown","450","370","42530","35050"
"Leaver CS","2022","Heterosexual / straight","North East (England)","Declared disabled","160","130","27160","22110"
"Leaver CS","2022","Heterosexual / straight","North East (England)","Declared non-disabled","920","800","27950","21840"
"Leaver CS","2022","Heterosexual / straight","North East (England)","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","North West (England)","Declared disabled","370","320","27120","24890"
"Leaver CS","2022","Heterosexual / straight","North West (England)","Declared non-disabled","1880","1660","29230","25310"
"Leaver CS","2022","Heterosexual / straight","North West (England)","Undeclared","90","70","23490","21260"
"Leaver CS","2022","Heterosexual / straight","North West (England)","Unknown","130","120","36490","34140"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
