"Status","Year","Region_ITL2","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cheshire","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Grants Management","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Cheshire","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Grants Management","Unknown","60","60","24970","24920"
"In post","2021","Cheshire","Human Resources","Heterosexual / straight","50","50","42290","39940"
"In post","2021","Cheshire","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Cheshire","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","No function","Heterosexual / straight","1680","1610","32760","31610"
"In post","2021","Cheshire","No function","LGBO","130","120","30540","28840"
"In post","2021","Cheshire","No function","Undeclared","210","200","32200","31650"
"In post","2021","Cheshire","No function","Unknown","390","370","30460","31650"
"In post","2021","Cheshire","Project Delivery","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Heterosexual / straight","680","620","25520","27570"
"In post","2021","Cheshire","Unknown","LGBO","40","40","[c]","[c]"
"In post","2021","Cheshire","Unknown","Undeclared","70","60","24620","26120"
"In post","2021","Cheshire","Unknown","Unknown","190","160","25660","27570"
"In post","2021","Cornwall and Isles of Scilly","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","No function","Heterosexual / straight","200","180","29100","26590"
"In post","2021","Cornwall and Isles of Scilly","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","No function","Unknown","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","760","700","25480","26670"
"In post","2021","Cornwall and Isles of Scilly","Unknown","LGBO","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Undeclared","110","100","25760","26670"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","260","220","25120","21010"
"In post","2021","Cumbria","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Cumbria","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Grants Management","Heterosexual / straight","260","230","24990","21050"
"In post","2021","Cumbria","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Grants Management","Unknown","350","310","23030","21050"
"In post","2021","Cumbria","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","No function","Heterosexual / straight","430","390","27130","23970"
"In post","2021","Cumbria","No function","LGBO","30","30","[c]","[c]"
"In post","2021","Cumbria","No function","Undeclared","70","60","29900","25790"
"In post","2021","Cumbria","No function","Unknown","80","80","28500","26700"
"In post","2021","Cumbria","Project Delivery","Heterosexual / straight","220","210","35240","32710"
"In post","2021","Cumbria","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","Undeclared","40","40","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","Heterosexual / straight","70","70","27460","23540"
"In post","2021","Cumbria","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Heterosexual / straight","180","160","26530","27570"
"In post","2021","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Unknown","80","60","26210","27570"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Heterosexual / straight","70","70","41200","38550"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","Heterosexual / straight","250","240","30560","25560"
"In post","2021","Derbyshire and Nottinghamshire","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","Unknown","190","190","27880","25560"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Heterosexual / straight","320","300","34500","31810"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Undeclared","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Unknown","140","130","30550","28130"
"In post","2021","Derbyshire and Nottinghamshire","Debt","Heterosexual / straight","100","90","22260","20140"
"In post","2021","Derbyshire and Nottinghamshire","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Debt","Unknown","130","120","20800","20140"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","Heterosexual / straight","110","110","41220","38640"
