"Status","Year","Profession_of_post","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Declared non-disabled","Derbyshire and Nottinghamshire","50","50","46370","45870"
"In post","2021","Commercial","Declared non-disabled","Devon","200","190","43140","40140"
"In post","2021","Commercial","Declared non-disabled","Dorset and Somerset","40","40","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","East Anglia","120","120","38970","36710"
"In post","2021","Commercial","Declared non-disabled","East Wales","80","80","39570","35760"
"In post","2021","Commercial","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","1010","970","38130","34800"
"In post","2021","Commercial","Declared non-disabled","Greater Manchester","160","160","40640","38250"
"In post","2021","Commercial","Declared non-disabled","Hampshire and Isle of Wight","160","150","35390","34500"
"In post","2021","Commercial","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Inner London - East","50","50","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Inner London - West","360","350","50750","45780"
"In post","2021","Commercial","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Merseyside","70","70","41320","35420"
"In post","2021","Commercial","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","North Yorkshire","40","40","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Outer London - South","100","90","43020","42170"
"In post","2021","Commercial","Declared non-disabled","Outer London - West and North West","50","50","38640","33770"
"In post","2021","Commercial","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Shropshire and Staffordshire","70","60","37910","34500"
"In post","2021","Commercial","Declared non-disabled","South Yorkshire","70","70","39480","36960"
"In post","2021","Commercial","Declared non-disabled","Southern Scotland","30","30","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Surrey, East and West Sussex","30","30","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","Tees Valley and Durham","60","60","44180","42100"
"In post","2021","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Declared non-disabled","West Central Scotland","70","70","35760","33300"
"In post","2021","Commercial","Declared non-disabled","West Midlands","100","90","39960","37100"
"In post","2021","Commercial","Declared non-disabled","West Wales and The Valleys","140","130","33720","31040"
"In post","2021","Commercial","Declared non-disabled","West Yorkshire","100","90","42880","37100"
"In post","2021","Commercial","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","100","90","41760","41080"
"In post","2021","Commercial","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Inner London - West","40","40","[c]","[c]"
"In post","2021","Commercial","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","East Anglia","70","60","35220","34800"
"In post","2021","Commercial","Unknown","East Wales","60","50","32720","29110"
"In post","2021","Commercial","Unknown","Eastern Scotland","60","60","30860","25870"
"In post","2021","Commercial","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","180","170","40660","38240"
"In post","2021","Commercial","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Inner London - West","130","130","52420","43260"
"In post","2021","Commercial","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Merseyside","140","130","33110","31320"
"In post","2021","Commercial","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","West Yorkshire","70","70","39210","36820"
"In post","2021","Communications","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Inner London - West","90","80","43800","40640"
"In post","2021","Communications","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","50","50","33220","32380"
"In post","2021","Communications","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Derbyshire and Nottinghamshire","50","50","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Devon","50","40","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","East Anglia","30","30","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","East Wales","190","180","38640","37410"
"In post","2021","Communications","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","35880","33740"
"In post","2021","Communications","Declared non-disabled","Greater Manchester","60","60","34910","32010"
"In post","2021","Communications","Declared non-disabled","Hampshire and Isle of Wight","110","110","33620","33300"
"In post","2021","Communications","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Inner London - East","150","140","48080","42670"
"In post","2021","Communications","Declared non-disabled","Inner London - West","1090","1070","47420","43530"
"In post","2021","Communications","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Merseyside","50","50","40710","38320"
"In post","2021","Communications","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Northumberland and Tyne and Wear","50","50","35400","31810"
"In post","2021","Communications","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","South Yorkshire","30","30","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","West Midlands","60","60","41790","38090"
"In post","2021","Communications","Declared non-disabled","West Wales and The Valleys","80","70","32200","28850"
"In post","2021","Communications","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Inner London - West","90","90","47140","42890"
"In post","2021","Communications","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","East Wales","50","40","[c]","[c]"
"In post","2021","Communications","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Hampshire and Isle of Wight","50","40","[c]","[c]"
"In post","2021","Communications","Unknown","Inner London - East","60","60","46420","40850"
"In post","2021","Communications","Unknown","Inner London - West","540","530","44400","40640"
"In post","2021","Communications","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
