"Status","Year","Sexual_orientation","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Declared non-disabled","North West (England)","2590","2370","30070","27570"
"In post","2022","Undeclared","Declared non-disabled","Northern Ireland","110","100","29160","26220"
"In post","2022","Undeclared","Declared non-disabled","Overseas","190","190","46310","41240"
"In post","2022","Undeclared","Declared non-disabled","Scotland","1710","1580","32780","27570"
"In post","2022","Undeclared","Declared non-disabled","South East (England)","2130","1960","32610","29290"
"In post","2022","Undeclared","Declared non-disabled","South West (England)","2470","2290","35910","33300"
"In post","2022","Undeclared","Declared non-disabled","Unknown","60","50","32620","27570"
"In post","2022","Undeclared","Declared non-disabled","Wales","2450","2180","30810","26780"
"In post","2022","Undeclared","Declared non-disabled","West Midlands (England)","1400","1270","30560","27570"
"In post","2022","Undeclared","Declared non-disabled","Yorkshire and The Humber","1760","1610","31330","27570"
"In post","2022","Undeclared","Undeclared","East Midlands (England)","540","510","32650","30650"
"In post","2022","Undeclared","Undeclared","East of England","590","550","32350","31150"
"In post","2022","Undeclared","Undeclared","London","2170","2100","44770","40220"
"In post","2022","Undeclared","Undeclared","North East (England)","610","560","31970","27740"
"In post","2022","Undeclared","Undeclared","North West (England)","1200","1110","32540","29440"
"In post","2022","Undeclared","Undeclared","Northern Ireland","70","70","30820","27420"
"In post","2022","Undeclared","Undeclared","Overseas","90","90","46850","41960"
"In post","2022","Undeclared","Undeclared","Scotland","600","560","33470","27570"
"In post","2022","Undeclared","Undeclared","South East (England)","1170","1090","33360","31650"
"In post","2022","Undeclared","Undeclared","South West (England)","1120","1060","36450","33440"
"In post","2022","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Wales","860","800","32470","29200"
"In post","2022","Undeclared","Undeclared","West Midlands (England)","670","630","32220","28170"
"In post","2022","Undeclared","Undeclared","Yorkshire and The Humber","810","760","32930","31180"
"In post","2022","Undeclared","Unknown","East Midlands (England)","90","90","35280","33040"
"In post","2022","Undeclared","Unknown","East of England","140","140","40030","36630"
"In post","2022","Undeclared","Unknown","London","1580","1540","47460","41750"
"In post","2022","Undeclared","Unknown","North East (England)","130","120","33510","26820"
"In post","2022","Undeclared","Unknown","North West (England)","250","230","35060","32160"
"In post","2022","Undeclared","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Overseas","50","50","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scotland","290","260","38240","35000"
"In post","2022","Undeclared","Unknown","South East (England)","270","260","37290","33440"
"In post","2022","Undeclared","Unknown","South West (England)","370","350","40840","39070"
"In post","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Wales","200","190","37330","33370"
"In post","2022","Undeclared","Unknown","West Midlands (England)","160","160","35970","32770"
"In post","2022","Undeclared","Unknown","Yorkshire and The Humber","360","340","38940","36780"
"In post","2022","Unknown","Declared disabled","East Midlands (England)","170","150","27540","27130"
"In post","2022","Unknown","Declared disabled","East of England","160","140","28840","27570"
"In post","2022","Unknown","Declared disabled","London","540","490","38230","31880"
"In post","2022","Unknown","Declared disabled","North East (England)","280","230","25930","22080"
"In post","2022","Unknown","Declared disabled","North West (England)","570","490","27500","26750"
"In post","2022","Unknown","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Scotland","540","480","31400","27570"
"In post","2022","Unknown","Declared disabled","South East (England)","280","240","30940","27570"
"In post","2022","Unknown","Declared disabled","South West (England)","300","270","32640","27570"
"In post","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Wales","180","150","27850","26590"
"In post","2022","Unknown","Declared disabled","West Midlands (England)","260","220","28120","27570"
"In post","2022","Unknown","Declared disabled","Yorkshire and The Humber","220","190","28850","27570"
"In post","2022","Unknown","Declared non-disabled","East Midlands (England)","1450","1260","29320","27570"
"In post","2022","Unknown","Declared non-disabled","East of England","1370","1200","30880","28100"
"In post","2022","Unknown","Declared non-disabled","London","4340","4000","41120","34260"
"In post","2022","Unknown","Declared non-disabled","North East (England)","2550","2160","27630","22600"
"In post","2022","Unknown","Declared non-disabled","North West (England)","4950","4320","28100","27130"
"In post","2022","Unknown","Declared non-disabled","Northern Ireland","110","100","29980","26820"
"In post","2022","Unknown","Declared non-disabled","Overseas","70","70","50200","52400"
"In post","2022","Unknown","Declared non-disabled","Scotland","3600","3230","32120","27570"
"In post","2022","Unknown","Declared non-disabled","South East (England)","3040","2770","35710","31880"
"In post","2022","Unknown","Declared non-disabled","South West (England)","3910","3590","35790","31650"
"In post","2022","Unknown","Declared non-disabled","Unknown","70","60","27960","27570"
"In post","2022","Unknown","Declared non-disabled","Wales","1980","1720","30630","27570"
"In post","2022","Unknown","Declared non-disabled","West Midlands (England)","2440","2140","29340","27570"
"In post","2022","Unknown","Declared non-disabled","Yorkshire and The Humber","2440","2130","31350","27570"
"In post","2022","Unknown","Undeclared","East Midlands (England)","210","190","29360","29870"
"In post","2022","Unknown","Undeclared","East of England","230","200","31470","31650"
"In post","2022","Unknown","Undeclared","London","550","510","37850","34780"
"In post","2022","Unknown","Undeclared","North East (England)","290","250","29760","31650"
"In post","2022","Unknown","Undeclared","North West (England)","550","490","29730","31650"
"In post","2022","Unknown","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Scotland","120","100","27470","25630"
"In post","2022","Unknown","Undeclared","South East (England)","400","360","31600","31650"
"In post","2022","Unknown","Undeclared","South West (England)","220","200","31200","29000"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wales","160","140","29600","27570"
"In post","2022","Unknown","Undeclared","West Midlands (England)","250","220","29190","27570"
"In post","2022","Unknown","Undeclared","Yorkshire and The Humber","270","230","30690","31650"
"In post","2022","Unknown","Unknown","East Midlands (England)","2510","2390","28570","26590"
"In post","2022","Unknown","Unknown","East of England","2150","2020","30980","26820"
"In post","2022","Unknown","Unknown","London","15340","14970","43410","37890"
"In post","2022","Unknown","Unknown","North East (England)","4330","3990","28050","24880"
"In post","2022","Unknown","Unknown","North West (England)","7670","7290","29430","26590"
"In post","2022","Unknown","Unknown","Northern Ireland","860","820","27560","24880"
"In post","2022","Unknown","Unknown","Overseas","570","570","50400","51450"
"In post","2022","Unknown","Unknown","Scotland","10810","10180","31750","27570"
"In post","2022","Unknown","Unknown","South East (England)","3920","3650","31040","27380"
"In post","2022","Unknown","Unknown","South West (England)","3530","3360","32760","27570"
"In post","2022","Unknown","Unknown","Unknown","2190","2170","37080","32700"
"In post","2022","Unknown","Unknown","Wales","4230","3990","29090","25700"
"In post","2022","Unknown","Unknown","West Midlands (England)","3650","3460","30680","26590"
"In post","2022","Unknown","Unknown","Yorkshire and The Humber","4700","4500","30670","26820"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","East Midlands (England)","100","90","27830","26470"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","East of England","110","90","27810","26680"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","London","250","230","38320","31880"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","North East (England)","100","80","26000","21010"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","North West (England)","190","170","29340","26120"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","Scotland","110","100","29030","27300"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","South East (England)","200","180","26500","25970"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","South West (England)","210","180","29390","26020"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","Wales","120","100","26200","21590"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","West Midlands (England)","120","100","26630","26120"
"Leaver CS","2021","Heterosexual / straight","Declared disabled","Yorkshire and The Humber","140","120","28960","26400"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","East Midlands (England)","570","520","27860","25970"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","East of England","610","560","30400","26000"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","London","1970","1830","42380","34710"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","North East (England)","470","390","27040","21010"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","North West (England)","1010","880","28440","24110"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Northern Ireland","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Scotland","550","480","32460","27150"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","South East (England)","1080","980","30200","27370"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","South West (England)","1060","980","33290","28260"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Wales","640","560","31220","25690"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","West Midlands (England)","630","550","29960","25850"
"Leaver CS","2021","Heterosexual / straight","Declared non-disabled","Yorkshire and The Humber","750","660","30450","26260"
"Leaver CS","2021","Heterosexual / straight","Undeclared","East Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","East of England","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","London","80","80","41230","35430"
"Leaver CS","2021","Heterosexual / straight","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","North West (England)","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","South East (England)","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","South West (England)","80","70","33750","29430"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Wales","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","East Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","East of England","60","50","31070","23620"
"Leaver CS","2021","Heterosexual / straight","Unknown","London","170","160","43580","39630"
"Leaver CS","2021","Heterosexual / straight","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","North West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Overseas","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Scotland","120","110","37570","33650"
"Leaver CS","2021","Heterosexual / straight","Unknown","South East (England)","100","90","30310","26100"
"Leaver CS","2021","Heterosexual / straight","Unknown","South West (England)","80","70","32790","30410"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Wales","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Yorkshire and The Humber","30","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","London","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","London","140","140","44960","36800"
"Leaver CS","2021","LGBO","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","North West (England)","60","60","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","South East (England)","70","60","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","South West (England)","60","50","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","West Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","LGBO","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","London","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","South East (England)","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","East Midlands (England)","70","60","27130","21920"
"Leaver CS","2021","Undeclared","Declared non-disabled","East of England","80","70","31260","26870"
"Leaver CS","2021","Undeclared","Declared non-disabled","London","240","210","45520","39960"
"Leaver CS","2021","Undeclared","Declared non-disabled","North East (England)","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","North West (England)","100","80","29830","25210"
"Leaver CS","2021","Undeclared","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Scotland","60","50","31680","27570"
"Leaver CS","2021","Undeclared","Declared non-disabled","South East (England)","100","90","31480","27570"
"Leaver CS","2021","Undeclared","Declared non-disabled","South West (England)","120","100","31640","27130"
"Leaver CS","2021","Undeclared","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Wales","90","60","29870","21590"
"Leaver CS","2021","Undeclared","Declared non-disabled","West Midlands (England)","70","60","33120","27570"
"Leaver CS","2021","Undeclared","Declared non-disabled","Yorkshire and The Humber","80","70","30460","27180"
"Leaver CS","2021","Undeclared","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","East of England","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","London","80","70","42830","38410"
"Leaver CS","2021","Undeclared","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","South East (England)","80","70","33340","31100"
"Leaver CS","2021","Undeclared","Undeclared","South West (England)","60","60","33260","32640"
"Leaver CS","2021","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Scotland","120","110","28510","22820"
"Leaver CS","2021","Undeclared","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","East Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","East of England","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","London","110","90","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","North East (England)","100","80","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","North West (England)","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Scotland","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","South East (England)","50","30","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","South West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Wales","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","West Midlands (England)","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Yorkshire and The Humber","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","East Midlands (England)","280","230","26410","23340"
"Leaver CS","2021","Unknown","Declared non-disabled","East of England","300","250","28560","25110"
"Leaver CS","2021","Unknown","Declared non-disabled","London","600","490","43580","31880"
"Leaver CS","2021","Unknown","Declared non-disabled","North East (England)","450","350","26000","21010"
"Leaver CS","2021","Unknown","Declared non-disabled","North West (England)","530","420","26990","26890"
"Leaver CS","2021","Unknown","Declared non-disabled","Northern Ireland","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Scotland","530","440","32380","26890"
"Leaver CS","2021","Unknown","Declared non-disabled","South East (England)","220","180","30850","27570"
"Leaver CS","2021","Unknown","Declared non-disabled","South West (England)","260","220","30100","27130"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Wales","380","310","28020","25490"
"Leaver CS","2021","Unknown","Declared non-disabled","West Midlands (England)","350","280","29180","26120"
"Leaver CS","2021","Unknown","Declared non-disabled","Yorkshire and The Humber","530","430","31190","27130"
"Leaver CS","2021","Unknown","Undeclared","East Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","East of England","100","80","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","London","130","120","40230","34510"
"Leaver CS","2021","Unknown","Undeclared","North East (England)","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","North West (England)","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","South East (England)","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","South West (England)","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Wales","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Yorkshire and The Humber","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","East Midlands (England)","320","290","25220","24000"
"Leaver CS","2021","Unknown","Unknown","East of England","350","320","30630","27570"
"Leaver CS","2021","Unknown","Unknown","London","1410","1230","37320","31060"
"Leaver CS","2021","Unknown","Unknown","North East (England)","390","330","25260","21050"
"Leaver CS","2021","Unknown","Unknown","North West (England)","530","490","26500","21050"
"Leaver CS","2021","Unknown","Unknown","Northern Ireland","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Overseas","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Scotland","620","540","33340","27570"
"Leaver CS","2021","Unknown","Unknown","South East (England)","580","520","29020","24370"
"Leaver CS","2021","Unknown","Unknown","South West (England)","380","350","31760","27570"
"Leaver CS","2021","Unknown","Unknown","Unknown","620","610","39950","32000"
"Leaver CS","2021","Unknown","Unknown","Wales","420","380","26940","21590"
"Leaver CS","2021","Unknown","Unknown","West Midlands (England)","410","380","30250","22150"
"Leaver CS","2021","Unknown","Unknown","Yorkshire and The Humber","510","420","29830","24920"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","East Midlands (England)","190","170","27400","26740"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","East of England","240","210","29390","27570"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","London","480","440","37830","31060"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","North East (England)","160","130","27160","22110"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","North West (England)","370","320","27120","24890"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","Scotland","210","180","29910","27570"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","South East (England)","320","280","28970","27570"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","South West (England)","310","270","31320","27570"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","Wales","160","130","29220","26120"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","West Midlands (England)","200","170","27300","27570"
"Leaver CS","2022","Heterosexual / straight","Declared disabled","Yorkshire and The Humber","250","210","29090","27570"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","East Midlands (England)","980","900","29560","27570"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","East of England","1370","1250","31010","27570"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","London","4120","3850","41970","35050"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","North East (England)","920","800","27950","21840"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","North West (England)","1880","1660","29230","25310"
"Leaver CS","2022","Heterosexual / straight","Declared non-disabled","Northern Ireland","80","70","28110","24170"
