"Status","Year","Sex","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Declared non-disabled","Cabinet Office","2420","2400","51500","49700"
"In post","2022","Male","Declared non-disabled","Chancellor's other departments","190","190","64340","57120"
"In post","2022","Male","Declared non-disabled","Charity Commission","90","90","34540","29160"
"In post","2022","Male","Declared non-disabled","Competition and Markets Authority","370","360","62990","58280"
"In post","2022","Male","Declared non-disabled","Department for Business, Energy and Industrial Strategy","5050","4930","44920","41150"
"In post","2022","Male","Declared non-disabled","Department for Digital, Culture, Media and Sport","710","710","48090","51730"
"In post","2022","Male","Declared non-disabled","Department for Education","2180","2150","46970","49860"
"In post","2022","Male","Declared non-disabled","Department for Environment, Food and Rural Affairs","4180","4100","36800","32560"
"In post","2022","Male","Declared non-disabled","Department for International Trade","830","820","47910","44120"
"In post","2022","Male","Declared non-disabled","Department for Levelling Up, Housing and Communities","1440","1400","46840","47660"
"In post","2022","Male","Declared non-disabled","Department for Transport","6100","5900","36260","30730"
"In post","2022","Male","Declared non-disabled","Department for Work and Pensions","25030","24120","30140","27570"
"In post","2022","Male","Declared non-disabled","Department of Health and Social Care","1730","1660","45770","40070"
"In post","2022","Male","Declared non-disabled","Estyn","40","40","[c]","[c]"
"In post","2022","Male","Declared non-disabled","Food Standards Agency","540","520","35870","30350"
"In post","2022","Male","Declared non-disabled","Foreign, Commonwealth and Development Office","2930","2900","49040","45590"
"In post","2022","Male","Declared non-disabled","HM Land Registry","1570","1470","34340","33840"
"In post","2022","Male","Declared non-disabled","HM Revenue and Customs","19520","18900","36040","33370"
"In post","2022","Male","Declared non-disabled","HM Treasury","970","950","50040","52500"
"In post","2022","Male","Declared non-disabled","Home Office","12420","11970","33410","28670"
"In post","2022","Male","Declared non-disabled","Ministry of Defence","23170","22760","36340","33300"
"In post","2022","Male","Declared non-disabled","Ministry of Justice","24210","23360","31930","29740"
"In post","2022","Male","Declared non-disabled","National Crime Agency","930","920","45650","43710"
"In post","2022","Male","Declared non-disabled","Northern Ireland Office","50","50","[c]","[c]"
"In post","2022","Male","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","500","500","53350","51360"
"In post","2022","Male","Declared non-disabled","Office of Gas and Electricity Markets","640","630","44900","38030"
"In post","2022","Male","Declared non-disabled","Office of Qualifications and Examinations Regulation","70","70","49170","43110"
"In post","2022","Male","Declared non-disabled","Office of Rail and Road","190","180","57240","55700"
"In post","2022","Male","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Male","Declared non-disabled","Scottish Government","5070","4970","40360","36130"
"In post","2022","Male","Declared non-disabled","The National Archives","160","160","37130","34770"
"In post","2022","Male","Declared non-disabled","UK Export Finance","240","240","56270","50530"
"In post","2022","Male","Declared non-disabled","UK Statistics Authority","1200","1100","36680","33210"
"In post","2022","Male","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Male","Declared non-disabled","Water Services Regulation Authority","90","90","55400","51630"
"In post","2022","Male","Declared non-disabled","Welsh Government","2000","1950","44100","38160"
"In post","2022","Male","Undeclared","Attorney General's Departments","60","60","55260","64700"
"In post","2022","Male","Undeclared","Cabinet Office","160","160","46780","40600"
"In post","2022","Male","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Department for Business, Energy and Industrial Strategy","270","260","45810","40220"
"In post","2022","Male","Undeclared","Department for Digital, Culture, Media and Sport","50","50","44670","41420"
"In post","2022","Male","Undeclared","Department for Education","170","170","44570","40860"
"In post","2022","Male","Undeclared","Department for Environment, Food and Rural Affairs","250","240","37690","34880"
"In post","2022","Male","Undeclared","Department for International Trade","40","40","[c]","[c]"
"In post","2022","Male","Undeclared","Department for Levelling Up, Housing and Communities","100","100","43970","39600"
"In post","2022","Male","Undeclared","Department for Transport","670","650","35630","30780"
"In post","2022","Male","Undeclared","Department for Work and Pensions","1810","1750","30100","27570"
"In post","2022","Male","Undeclared","Department of Health and Social Care","50","50","[c]","[c]"
"In post","2022","Male","Undeclared","Food Standards Agency","190","180","38190","36340"
"In post","2022","Male","Undeclared","Foreign, Commonwealth and Development Office","200","200","50960","47200"
"In post","2022","Male","Undeclared","HM Land Registry","140","130","34350","33840"
"In post","2022","Male","Undeclared","HM Revenue and Customs","1940","1860","36870","33370"
"In post","2022","Male","Undeclared","HM Treasury","220","220","47600","49630"
"In post","2022","Male","Undeclared","Home Office","930","890","33660","30410"
"In post","2022","Male","Undeclared","Ministry of Defence","2570","2500","34970","33300"
"In post","2022","Male","Undeclared","Ministry of Justice","4720","4400","32700","31650"
"In post","2022","Male","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Scottish Government","160","150","41500","37710"
"In post","2022","Male","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","UK Statistics Authority","60","50","31620","30210"
"In post","2022","Male","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Welsh Government","100","90","44030","41980"
"In post","2022","Male","Unknown","Attorney General's Departments","650","640","45760","48080"
"In post","2022","Male","Unknown","Cabinet Office","2170","2160","48220","38330"
"In post","2022","Male","Unknown","Chancellor's other departments","30","30","[c]","[c]"
"In post","2022","Male","Unknown","Charity Commission","80","80","33320","29160"
"In post","2022","Male","Unknown","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2022","Male","Unknown","Department for Business, Energy and Industrial Strategy","1220","1200","37680","34500"
"In post","2022","Male","Unknown","Department for Digital, Culture, Media and Sport","80","80","46490","51500"
"In post","2022","Male","Unknown","Department for Education","880","880","39830","36500"
"In post","2022","Male","Unknown","Department for Environment, Food and Rural Affairs","580","560","39990","35900"
"In post","2022","Male","Unknown","Department for International Trade","520","510","47630","43810"
"In post","2022","Male","Unknown","Department for Levelling Up, Housing and Communities","310","300","45290","40720"
"In post","2022","Male","Unknown","Department for Transport","1510","1470","32280","26840"
"In post","2022","Male","Unknown","Department for Work and Pensions","1550","1530","31480","27570"
"In post","2022","Male","Unknown","Department of Health and Social Care","2180","2140","50250","48860"
"In post","2022","Male","Unknown","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Foreign, Commonwealth and Development Office","710","700","50320","51500"
"In post","2022","Male","Unknown","HM Land Registry","680","670","28430","25850"
"In post","2022","Male","Unknown","HM Revenue and Customs","9810","9510","31490","26820"
"In post","2022","Male","Unknown","HM Treasury","120","120","58650","54840"
"In post","2022","Male","Unknown","Home Office","2930","2840","32970","28650"
"In post","2022","Male","Unknown","Ministry of Defence","6440","6350","34920","32710"
"In post","2022","Male","Unknown","Ministry of Justice","4510","4350","28400","25830"
"In post","2022","Male","Unknown","National Crime Agency","1990","1980","41460","39730"
"In post","2022","Male","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Office for Standards in Education, Children's Services and Skills","50","50","39580","32010"
"In post","2022","Male","Unknown","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"In post","2022","Male","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Scottish Government","5600","5350","35560","35000"
"In post","2022","Male","Unknown","The National Archives","80","80","35710","31680"
"In post","2022","Male","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","UK Statistics Authority","1030","960","34140","30710"
"In post","2022","Male","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Welsh Government","170","170","40800","34190"
"In post","2022","Unknown","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Department for Transport","40","30","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Department for Work and Pensions","420","330","26700","27570"
"Leaver CS","2021","Female","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","HM Revenue and Customs","400","310","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Home Office","70","50","28120","25120"
"Leaver CS","2021","Female","Declared disabled","Ministry of Defence","150","140","28400","25000"
"Leaver CS","2021","Female","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Ministry of Justice","370","320","24570","20100"
"Leaver CS","2021","Female","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Scottish Government","30","30","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Attorney General's Departments","160","140","45200","50000"
"Leaver CS","2021","Female","Declared non-disabled","Cabinet Office","80","70","44490","34780"
"Leaver CS","2021","Female","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Department for Business, Energy and Industrial Strategy","110","100","40990","33780"
"Leaver CS","2021","Female","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Department for Education","130","120","46090","40780"
"Leaver CS","2021","Female","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Department for Transport","180","150","27150","21590"
"Leaver CS","2021","Female","Declared non-disabled","Department for Work and Pensions","1920","1510","26070","25110"
"Leaver CS","2021","Female","Declared non-disabled","Department of Health and Social Care","360","320","37150","32330"
"Leaver CS","2021","Female","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Foreign, Commonwealth and Development Office","70","30","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","HM Land Registry","90","70","31830","27130"
"Leaver CS","2021","Female","Declared non-disabled","HM Revenue and Customs","1770","1420","27800","26000"
"Leaver CS","2021","Female","Declared non-disabled","HM Treasury","30","30","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Home Office","490","400","28750","25120"
"Leaver CS","2021","Female","Declared non-disabled","Ministry of Defence","650","590","30010","26580"
"Leaver CS","2021","Female","Declared non-disabled","Ministry of Housing, Communities and Local Government","50","40","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Ministry of Justice","1660","1450","25750","21170"
"Leaver CS","2021","Female","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Office for Standards in Education","70","60","50510","51360"
"Leaver CS","2021","Female","Declared non-disabled","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Scottish Government","160","140","37590","32140"
"Leaver CS","2021","Female","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","United Kingdom Statistics Authority","50","40","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Welsh Government","60","50","39610","36500"
"Leaver CS","2021","Female","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Work and Pensions","80","60","27220","25150"
"Leaver CS","2021","Female","Undeclared","Department of Health and Social Care","60","50","34120","32420"
"Leaver CS","2021","Female","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","HM Revenue and Customs","200","160","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Home Office","30","30","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Ministry of Defence","70","70","29930","26670"
"Leaver CS","2021","Female","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Ministry of Justice","270","220","27340","21400"
"Leaver CS","2021","Female","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Attorney General's Departments","60","60","44820","51250"
"Leaver CS","2021","Female","Unknown","Cabinet Office","90","90","42200","32000"
"Leaver CS","2021","Female","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy","70","70","31330","24980"
"Leaver CS","2021","Female","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Department for Environment, Food and Rural Affairs","280","260","31950","26420"
"Leaver CS","2021","Female","Unknown","Department for International Trade","50","50","29310","18200"
"Leaver CS","2021","Female","Unknown","Department for Transport","60","50","22630","21590"
"Leaver CS","2021","Female","Unknown","Department for Work and Pensions","410","390","27230","27570"
"Leaver CS","2021","Female","Unknown","Department of Health and Social Care","190","80","42950","34530"
"Leaver CS","2021","Female","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","HM Land Registry","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","HM Revenue and Customs","1080","890","[c]","[c]"
"Leaver CS","2021","Female","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Home Office","80","70","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Ministry of Defence","250","230","30580","28100"
"Leaver CS","2021","Female","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Ministry of Justice","670","640","23360","19930"
"Leaver CS","2021","Female","Unknown","National Crime Agency","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Scottish Government","240","210","32510","26850"
"Leaver CS","2021","Female","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","United Kingdom Statistics Authority","80","60","24930","19130"
"Leaver CS","2021","Female","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Department for Transport","40","30","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Department for Work and Pensions","250","220","26790","26890"
"Leaver CS","2021","Male","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","HM Revenue and Customs","250","210","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Home Office","80","70","31330","27240"
"Leaver CS","2021","Male","Declared disabled","Ministry of Defence","220","210","31930","28830"
"Leaver CS","2021","Male","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Ministry of Justice","270","250","24400","20650"
"Leaver CS","2021","Male","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Scottish Government","40","40","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Attorney General's Departments","110","100","52030","55000"
"Leaver CS","2021","Male","Declared non-disabled","Cabinet Office","80","70","60890","54700"
"Leaver CS","2021","Male","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Department for Business, Energy and Industrial Strategy","180","170","45880","40220"
"Leaver CS","2021","Male","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Department for Education","110","110","43600","40210"
"Leaver CS","2021","Male","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Department for Transport","250","210","34470","26780"
"Leaver CS","2021","Male","Declared non-disabled","Department for Work and Pensions","1100","990","28230","26120"
"Leaver CS","2021","Male","Declared non-disabled","Department of Health and Social Care","180","150","45670","36580"
"Leaver CS","2021","Male","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Foreign, Commonwealth and Development Office","100","60","46270","41900"
"Leaver CS","2021","Male","Declared non-disabled","HM Land Registry","60","40","35730","33180"
"Leaver CS","2021","Male","Declared non-disabled","HM Revenue and Customs","1060","940","33860","26500"
"Leaver CS","2021","Male","Declared non-disabled","HM Treasury","50","50","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Home Office","480","430","32370","27370"
"Leaver CS","2021","Male","Declared non-disabled","Ministry of Defence","1190","1140","34100","32350"
"Leaver CS","2021","Male","Declared non-disabled","Ministry of Housing, Communities and Local Government","50","50","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Ministry of Justice","1620","1500","28890","21220"
"Leaver CS","2021","Male","Declared non-disabled","National Crime Agency","40","40","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Office for Standards in Education","40","30","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
