"Status","Year","Region_ITL3","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Derby","East Midlands (England)","Female","650","540","24990","21530"
"In post","2021","Derby","East Midlands (England)","Male","370","350","29020","27570"
"In post","2021","Derry City and Strabane","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","South West (England)","Female","2710","2360","29700","27570"
"In post","2021","Devon CC","South West (England)","Male","2870","2750","33560","31580"
"In post","2021","Dorset CC","South West (England)","Female","950","860","27860","26670"
"In post","2021","Dorset CC","South West (England)","Male","1190","1150","30160","28220"
"In post","2021","Dudley","West Midlands (England)","Female","810","670","24960","25410"
"In post","2021","Dudley","West Midlands (England)","Male","340","320","25360","26580"
"In post","2021","Dumfries and Galloway","Scotland","Female","250","220","27880","26530"
"In post","2021","Dumfries and Galloway","Scotland","Male","320","300","30440","28870"
"In post","2021","Durham CC","North East (England)","Female","3150","2750","26070","23240"
"In post","2021","Durham CC","North East (England)","Male","2440","2280","28250","26780"
"In post","2021","Ealing","London","Female","340","310","31640","31060"
"In post","2021","Ealing","London","Male","180","170","30700","31060"
"In post","2021","East Ayrshire and North Ayrshire mainland","Scotland","Female","510","440","26050","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","Scotland","Male","450","430","27460","26160"
"In post","2021","East Cumbria","North West (England)","Female","540","470","27230","25010"
"In post","2021","East Cumbria","North West (England)","Male","400","390","28160","24920"
"In post","2021","East Derbyshire","East Midlands (England)","Female","280","240","26270","27570"
"In post","2021","East Derbyshire","East Midlands (England)","Male","110","100","28250","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","Female","840","770","27910","26670"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","Male","1580","1540","31950","29420"
"In post","2021","East Kent","South East (England)","Female","2060","1840","27960","25980"
"In post","2021","East Kent","South East (England)","Male","2170","2050","28400","27240"
"In post","2021","East Lancashire","North West (England)","Female","320","280","25540","27570"
"In post","2021","East Lancashire","North West (England)","Male","160","160","26320","27570"
"In post","2021","East Lothian and Midlothian","Scotland","Female","70","60","27240","27570"
"In post","2021","East Lothian and Midlothian","Scotland","Male","50","40","[c]","[c]"
"In post","2021","East Merseyside","North West (England)","Female","730","630","26930","27570"
"In post","2021","East Merseyside","North West (England)","Male","310","300","29280","27570"
"In post","2021","East Riding of Yorkshire","Yorkshire and The Humber","Female","680","620","26540","25570"
"In post","2021","East Riding of Yorkshire","Yorkshire and The Humber","Male","1210","1160","29820","26930"
"In post","2021","East Surrey","South East (England)","Female","520","480","33020","31880"
"In post","2021","East Surrey","South East (England)","Male","470","460","33880","33880"
"In post","2021","East Sussex CC","South East (England)","Female","1180","1010","26080","26350"
"In post","2021","East Sussex CC","South East (England)","Male","820","780","27860","27570"
"In post","2021","Enfield","London","Female","240","220","30180","31060"
"In post","2021","Enfield","London","Male","120","120","30030","31060"
"In post","2021","Essex Haven Gateway","East of England","Female","570","530","29460","29290"
"In post","2021","Essex Haven Gateway","East of England","Male","560","540","35250","29670"
"In post","2021","Essex Thames Gateway","East of England","Female","690","600","27500","28200"
"In post","2021","Essex Thames Gateway","East of England","Male","250","240","28100","29290"
"In post","2021","Falkirk","Scotland","Female","1150","980","26250","22820"
"In post","2021","Falkirk","Scotland","Male","660","620","29880","27570"
"In post","2021","Fermanagh and Omagh","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Wales","Female","1090","1000","27130","25200"
"In post","2021","Flintshire and Wrexham","Wales","Male","1060","1030","28500","27460"
"In post","2021","Glasgow City","Scotland","Female","6320","5720","31190","27570"
"In post","2021","Glasgow City","Scotland","Male","5330","5140","32570","27570"
"In post","2021","Gloucestershire","South West (England)","Female","830","730","28130","27130"
"In post","2021","Gloucestershire","South West (England)","Male","570","530","30890","27570"
"In post","2021","Greater Manchester North East","North West (England)","Female","740","680","27400","27570"
"In post","2021","Greater Manchester North East","North West (England)","Male","470","450","27940","27570"
"In post","2021","Greater Manchester North West","North West (England)","Female","1340","1160","24820","22850"
"In post","2021","Greater Manchester North West","North West (England)","Male","650","620","26330","26780"
"In post","2021","Greater Manchester South East","North West (England)","Female","870","770","25440","21920"
"In post","2021","Greater Manchester South East","North West (England)","Male","520","500","25950","24300"
"In post","2021","Greater Manchester South West","North West (England)","Female","3090","2830","29920","25570"
"In post","2021","Greater Manchester South West","North West (England)","Male","3050","2960","31070","27570"
"In post","2021","Gwent Valleys","Wales","Female","760","660","27540","27570"
"In post","2021","Gwent Valleys","Wales","Male","330","320","30230","27570"
"In post","2021","Gwynedd","Wales","Female","460","400","24760","21050"
"In post","2021","Gwynedd","Wales","Male","290","280","25630","23600"
"In post","2021","Hackney and Newham","London","Female","1820","1650","33280","31060"
"In post","2021","Hackney and Newham","London","Male","1220","1180","36550","31880"
"In post","2021","Haringey and Islington","London","Female","840","780","30160","31060"
"In post","2021","Haringey and Islington","London","Male","670","650","32310","31540"
"In post","2021","Harrow and Hillingdon","London","Female","1670","1490","30880","29170"
"In post","2021","Harrow and Hillingdon","London","Male","1730","1590","31460","29410"
"In post","2021","Hartlepool and Stockton-on-Tees","North East (England)","Female","870","760","26530","27470"
"In post","2021","Hartlepool and Stockton-on-Tees","North East (England)","Male","680","650","28150","27570"
"In post","2021","Heart of Essex","East of England","Female","640","590","31120","29290"
"In post","2021","Heart of Essex","East of England","Male","480","460","33150","30680"
"In post","2021","Herefordshire, County of","West Midlands (England)","Female","220","200","26490","26670"
"In post","2021","Herefordshire, County of","West Midlands (England)","Male","220","220","29320","26930"
"In post","2021","Hertfordshire","East of England","Female","1600","1460","33730","30110"
"In post","2021","Hertfordshire","East of England","Male","1120","1100","36280","31880"
"In post","2021","Hounslow and Richmond upon Thames","London","Female","1480","1370","31680","30250"
"In post","2021","Hounslow and Richmond upon Thames","London","Male","1380","1330","33640","31870"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","Female","590","510","28080","27570"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","Male","460","430","31640","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","Female","600","550","28410","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","Male","540","520","29850","27570"
"In post","2021","Isle of Anglesey","Wales","Female","130","120","26900","26670"
"In post","2021","Isle of Anglesey","Wales","Male","120","120","28520","26800"
"In post","2021","Isle of Wight","South East (England)","Female","390","350","25840","25790"
"In post","2021","Isle of Wight","South East (England)","Male","510","480","28820","27380"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","London","Female","430","410","31850","31060"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","London","Male","420","410","33470","32680"
"In post","2021","Kent Thames Gateway","South East (England)","Female","760","700","28550","29290"
"In post","2021","Kent Thames Gateway","South East (England)","Male","850","820","31590","31650"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Female","1090","930","27400","27130"
"In post","2021","Kingston upon Hull, City of","Yorkshire and The Humber","Male","920","870","28690","27370"
"In post","2021","Lambeth","London","Female","2590","2410","42350","37460"
"In post","2021","Lambeth","London","Male","1790","1730","45540","40170"
"In post","2021","Lancaster and Wyre","North West (England)","Female","600","540","27720","26670"
"In post","2021","Lancaster and Wyre","North West (England)","Male","450","440","29660","26930"
"In post","2021","Leeds","Yorkshire and The Humber","Female","6130","5600","32610","28200"
"In post","2021","Leeds","Yorkshire and The Humber","Male","5290","5140","33700","28970"
"In post","2021","Leicester","East Midlands (England)","Female","1560","1350","26630","24470"
"In post","2021","Leicester","East Midlands (England)","Male","1060","1010","27190","26440"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Female","1050","950","27880","25550"
"In post","2021","Leicestershire CC and Rutland","East Midlands (England)","Male","970","950","30410","27380"
"In post","2021","Lewisham and Southwark","London","Female","810","770","34040","31060"
"In post","2021","Lewisham and Southwark","London","Male","580","560","33550","31060"
"In post","2021","Lincolnshire","East Midlands (England)","Female","1450","1320","26730","25600"
"In post","2021","Lincolnshire","East Midlands (England)","Male","1380","1340","29580","27570"
"In post","2021","Lisburn and Castlereagh","Northern Ireland","Female","180","170","26820","22580"
"In post","2021","Lisburn and Castlereagh","Northern Ireland","Male","220","210","28150","24970"
"In post","2021","Liverpool","North West (England)","Female","5970","5340","28360","25040"
"In post","2021","Liverpool","North West (England)","Male","4270","4120","30120","25560"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","Female","150","140","27810","27570"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","Male","180","170","28970","27150"
"In post","2021","Luton","East of England","Female","330","300","25600","25260"
"In post","2021","Luton","East of England","Male","220","190","27310","27370"
"In post","2021","Manchester","North West (England)","Female","4710","4380","33180","28430"
"In post","2021","Manchester","North West (England)","Male","4280","4150","34440","30990"
"In post","2021","Medway","South East (England)","Female","780","720","29570","29290"
"In post","2021","Medway","South East (England)","Male","640","620","32860","30400"
"In post","2021","Merton, Kingston upon Thames and Sutton","London","Female","400","370","30020","31060"
"In post","2021","Merton, Kingston upon Thames and Sutton","London","Male","250","250","32870","31060"
"In post","2021","Mid and East Antrim","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mid and East Antrim","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","South East (England)","Female","500","460","29710","29290"
"In post","2021","Mid Kent","South East (England)","Male","380","370","31030","29290"
"In post","2021","Mid Lancashire","North West (England)","Female","3210","2770","27110","23840"
"In post","2021","Mid Lancashire","North West (England)","Male","2400","2260","27920","25560"
"In post","2021","Milton Keynes","South East (England)","Female","990","930","30420","27570"
"In post","2021","Milton Keynes","South East (England)","Male","1220","1190","34090","31800"
"In post","2021","Monmouthshire and Newport","Wales","Female","3090","2810","31370","28030"
"In post","2021","Monmouthshire and Newport","Wales","Male","2490","2420","36810","32820"
"In post","2021","Monmouthshire and Newport","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","Scotland","Female","100","90","24500","21010"
"In post","2021","Na h-Eileanan Siar","Scotland","Male","80","70","27570","27570"
"In post","2021","Newry, Mourne and Down","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","Northern Ireland","Male","60","60","21140","20310"
"In post","2021","North and North East Lincolnshire","Yorkshire and The Humber","Female","560","480","25560","25560"
"In post","2021","North and North East Lincolnshire","Yorkshire and The Humber","Male","260","250","26290","26700"
"In post","2021","North and West Norfolk","East of England","Female","410","360","26210","25790"
"In post","2021","North and West Norfolk","East of England","Male","520","500","29450","27570"
"In post","2021","North Hampshire","South East (England)","Female","600","560","29400","26870"
"In post","2021","North Hampshire","South East (England)","Male","420","410","37610","32060"
"In post","2021","North Lanarkshire","Scotland","Female","1750","1470","25360","21440"
"In post","2021","North Lanarkshire","Scotland","Male","1050","980","27540","25560"
"In post","2021","North Northamptonshire","East Midlands (England)","Female","360","310","25110","26780"
"In post","2021","North Northamptonshire","East Midlands (England)","Male","150","150","26800","27570"
"In post","2021","North Nottinghamshire","East Midlands (England)","Female","520","480","28780","27570"
"In post","2021","North Nottinghamshire","East Midlands (England)","Male","470","450","29060","27380"
"In post","2021","North Yorkshire CC","Yorkshire and The Humber","Female","900","830","28900","26700"
"In post","2021","North Yorkshire CC","Yorkshire and The Humber","Male","1030","1000","30220","27570"
"In post","2021","Northumberland","North East (England)","Female","250","220","27710","27570"
"In post","2021","Northumberland","North East (England)","Male","140","140","29420","27570"
"In post","2021","Norwich and East Norfolk","East of England","Female","950","820","28480","27570"
"In post","2021","Norwich and East Norfolk","East of England","Male","840","810","30800","27570"
"In post","2021","Nottingham","East Midlands (England)","Female","4430","4020","31160","27570"
"In post","2021","Nottingham","East Midlands (England)","Male","3530","3410","32550","28130"
"In post","2021","Orkney Islands","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Female","1500","1490","49160","46620"
"In post","2021","Overseas","Overseas","Male","2260","2250","50540","50430"
"In post","2021","Oxfordshire","South East (England)","Female","1440","1310","31500","27570"
"In post","2021","Oxfordshire","South East (England)","Male","1300","1270","32850","30400"
"In post","2021","Perth and Kinross and Stirling","Scotland","Female","610","560","29630","27570"
"In post","2021","Perth and Kinross and Stirling","Scotland","Male","750","710","32050","31040"
"In post","2021","Peterborough","East of England","Female","1030","900","27450","25040"
"In post","2021","Peterborough","East of England","Male","640","600","29350","27130"
"In post","2021","Plymouth","South West (England)","Female","1420","1260","29110","27130"
"In post","2021","Plymouth","South West (England)","Male","1680","1630","32880","30640"
"In post","2021","Portsmouth","South East (England)","Female","1950","1740","29240","26670"
"In post","2021","Portsmouth","South East (England)","Male","1960","1900","31940","28130"
"In post","2021","Powys","Wales","Female","290","270","29690","27570"
"In post","2021","Powys","Wales","Male","260","250","28380","26670"
"In post","2021","Redbridge and Waltham Forest","London","Female","720","630","28820","30330"
"In post","2021","Redbridge and Waltham Forest","London","Male","340","330","29360","31060"
"In post","2021","Sandwell","West Midlands (England)","Female","310","270","26810","27570"
"In post","2021","Sandwell","West Midlands (England)","Male","140","130","27970","27570"
"In post","2021","Scottish Borders","Scotland","Female","260","220","28640","27570"
"In post","2021","Scottish Borders","Scotland","Male","220","220","30380","27570"
"In post","2021","Sefton","North West (England)","Female","3520","3060","27950","25560"
"In post","2021","Sefton","North West (England)","Male","2540","2440","30500","26920"
"In post","2021","Sheffield","Yorkshire and The Humber","Female","3880","3440","32330","27570"
"In post","2021","Sheffield","Yorkshire and The Humber","Male","3060","2960","34320","30200"
"In post","2021","Shetland Islands","Scotland","Female","30","30","[c]","[c]"
"In post","2021","Shetland Islands","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","West Midlands (England)","Female","490","440","27660","26670"
"In post","2021","Shropshire CC","West Midlands (England)","Male","680","670","30110","29670"
"In post","2021","Solihull","West Midlands (England)","Female","620","550","28490","26160"
"In post","2021","Solihull","West Midlands (England)","Male","480","470","29450","27370"
"In post","2021","Somerset","South West (England)","Female","1140","1000","29250","27570"
"In post","2021","Somerset","South West (England)","Male","1220","1180","32550","32160"
"In post","2021","South and West Derbyshire","East Midlands (England)","Female","670","590","31280","27570"
"In post","2021","South and West Derbyshire","East Midlands (England)","Male","490","460","35010","31650"
"In post","2021","South Ayrshire","Scotland","Female","200","180","27800","27570"
"In post","2021","South Ayrshire","Scotland","Male","120","110","28270","27570"
"In post","2021","South Hampshire","South East (England)","Female","2070","1740","29850","27570"
"In post","2021","South Hampshire","South East (England)","Male","1980","1770","30180","27570"
"In post","2021","South Hampshire","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Scotland","Female","2280","1980","29490","25560"
"In post","2021","South Lanarkshire","Scotland","Male","1420","1340","31520","26120"
"In post","2021","South Nottinghamshire","East Midlands (England)","Female","380","350","29780","27380"
"In post","2021","South Nottinghamshire","East Midlands (England)","Male","400","380","31190","28220"
"In post","2021","South Teesside","North East (England)","Female","750","650","26620","26060"
"In post","2021","South Teesside","North East (England)","Male","370","360","25980","24890"
"In post","2021","South West Wales","Wales","Female","880","800","29690","27570"
"In post","2021","South West Wales","Wales","Male","590","560","31030","27570"
"In post","2021","Southampton","South East (England)","Female","710","630","29440","27570"
"In post","2021","Southampton","South East (England)","Male","570","550","37030","31040"
"In post","2021","Southend-on-Sea","East of England","Female","800","700","30560","29290"
"In post","2021","Southend-on-Sea","East of England","Male","540","510","34350","31810"
"In post","2021","Staffordshire CC","West Midlands (England)","Female","2090","1920","29320","27380"
"In post","2021","Staffordshire CC","West Midlands (England)","Male","1880","1820","30510","27570"
"In post","2021","Stoke-on-Trent","West Midlands (England)","Female","830","730","24810","21170"
"In post","2021","Stoke-on-Trent","West Midlands (England)","Male","410","390","25950","23200"
"In post","2021","Suffolk","East of England","Female","2150","1940","27440","26670"
"In post","2021","Suffolk","East of England","Male","2020","1970","30040","27830"
"In post","2021","Sunderland","North East (England)","Female","3090","2500","24490","21440"
"In post","2021","Sunderland","North East (England)","Male","1340","1250","26430","25560"
"In post","2021","Swansea","Wales","Female","5380","4550","25580","21590"
"In post","2021","Swansea","Wales","Male","3690","3530","29800","26350"
"In post","2021","Swindon","South West (England)","Female","290","270","30880","27570"
"In post","2021","Swindon","South West (England)","Male","180","170","34670","27570"
"In post","2021","Telford and Wrekin","West Midlands (England)","Female","1130","1010","31680","27570"
"In post","2021","Telford and Wrekin","West Midlands (England)","Male","800","770","35680","31810"
"In post","2021","Thurrock","East of England","Female","170","150","26650","26830"
"In post","2021","Thurrock","East of England","Male","200","190","26160","25310"
"In post","2021","Torbay","South West (England)","Female","220","180","25920","25190"
"In post","2021","Torbay","South West (England)","Male","110","110","25850","27570"
"In post","2021","Tower Hamlets","London","Female","3580","3410","46080","40600"
"In post","2021","Tower Hamlets","London","Male","3300","3240","50850","47980"
"In post","2021","Tyneside","North East (England)","Female","9330","8090","28140","25560"
"In post","2021","Tyneside","North East (England)","Male","7210","6930","30490","26470"
"In post","2021","Unknown","Unknown","Female","1200","1130","33020","29250"
"In post","2021","Unknown","Unknown","Male","2530","2510","36930","32700"
"In post","2021","Wakefield","Yorkshire and The Humber","Female","880","790","29230","27570"
"In post","2021","Wakefield","Yorkshire and The Humber","Male","800","750","31400","31650"
"In post","2021","Walsall","West Midlands (England)","Female","420","350","25270","26120"
"In post","2021","Walsall","West Midlands (England)","Male","190","170","24710","26120"
"In post","2021","Wandsworth","London","Female","480","450","30480","30220"
"In post","2021","Wandsworth","London","Male","480","470","33660","33260"
"In post","2021","Warrington","North West (England)","Female","1430","1330","30800","28840"
"In post","2021","Warrington","North West (England)","Male","1260","1230","34480","32770"
"In post","2021","Warwickshire","West Midlands (England)","Female","730","640","26400","23420"
"In post","2021","Warwickshire","West Midlands (England)","Male","570","540","27360","25710"
"In post","2021","West Cumbria","North West (England)","Female","700","600","26070","24440"
"In post","2021","West Cumbria","North West (England)","Male","500","490","31350","27570"
"In post","2021","West Essex","East of England","Female","360","320","30530","29290"
"In post","2021","West Essex","East of England","Male","340","300","30260","27370"
"In post","2021","West Kent","South East (England)","Female","130","120","32890","29290"
"In post","2021","West Kent","South East (England)","Male","270","260","38140","37320"
"In post","2021","West Lothian","Scotland","Female","310","280","32890","27570"
"In post","2021","West Lothian","Scotland","Male","200","200","32460","27570"
"In post","2021","West Northamptonshire","East Midlands (England)","Female","680","600","25800","23530"
"In post","2021","West Northamptonshire","East Midlands (England)","Male","420","410","27550","25400"
"In post","2021","West Surrey","South East (England)","Female","1220","1120","31860","29290"
"In post","2021","West Surrey","South East (England)","Male","890","870","34120","30780"
"In post","2021","West Sussex (North East)","South East (England)","Female","650","570","30360","27570"
"In post","2021","West Sussex (North East)","South East (England)","Male","590","530","31130","28350"
"In post","2021","West Sussex (South West)","South East (England)","Female","720","630","28900","27570"
"In post","2021","West Sussex (South West)","South East (England)","Male","600","560","31660","28130"
"In post","2021","Westminster","London","Female","29620","28450","46860","41970"
"In post","2021","Westminster","London","Male","26060","25800","49460","45200"
"In post","2021","Westminster","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","South West (England)","Female","3640","3400","34080","31780"
"In post","2021","Wiltshire","South West (England)","Male","3840","3770","38410","37320"
"In post","2021","Wirral","North West (England)","Female","1470","1230","25940","25860"
"In post","2021","Wirral","North West (England)","Male","680","640","26870","27130"
"In post","2021","Wolverhampton","West Midlands (England)","Female","610","510","24640","23840"
"In post","2021","Wolverhampton","West Midlands (England)","Male","280","260","25760","27570"
"In post","2021","Worcestershire","West Midlands (England)","Female","1200","1100","27750","25520"
"In post","2021","Worcestershire","West Midlands (England)","Male","1050","1030","29850","27570"
"In post","2021","York","Yorkshire and The Humber","Female","1560","1440","35900","31350"
"In post","2021","York","Yorkshire and The Humber","Male","1230","1200","36560","32160"
"In post","2022","Aberdeen City and Aberdeenshire","Scotland","Female","970","880","32990","27940"
"In post","2022","Aberdeen City and Aberdeenshire","Scotland","Male","960","930","40580","35000"
"In post","2022","Angus and Dundee City","Scotland","Female","1280","1170","27460","26110"
"In post","2022","Angus and Dundee City","Scotland","Male","800","780","27090","23230"
"In post","2022","Antrim and Newtownabbey","Northern Ireland","Female","70","60","29400","22500"
"In post","2022","Antrim and Newtownabbey","Northern Ireland","Male","140","140","24730","20560"
"In post","2022","Ards and North Down","Northern Ireland","Female","70","60","30480","25790"
"In post","2022","Ards and North Down","Northern Ireland","Male","180","170","25950","21060"
"In post","2022","Armagh City, Banbridge and Craigavon","Northern Ireland","Female","[c]","[c]","[c]","[c]"
