"Status","Year","Region_ITL2","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Science and Engineering","Unknown","70","60","47590","45140"
"In post","2021","Bedfordshire and Hertfordshire","Security","Heterosexual / straight","60","60","25020","22650"
"In post","2021","Bedfordshire and Hertfordshire","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","850","800","29650","29290"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","LGBO","40","40","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Undeclared","90","80","29440","29290"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Unknown","250","220","29140","29290"
"In post","2021","Bedfordshire and Hertfordshire","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Heterosexual / straight","150","150","39160","36890"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Heterosexual / straight","60","60","32620","31290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Heterosexual / straight","180","180","42160","39370"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Undeclared","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Heterosexual / straight","250","240","37980","34990"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Heterosexual / straight","110","100","38370","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","International Trade","Heterosexual / straight","50","50","44200","38540"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Heterosexual / straight","60","60","35100","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Heterosexual / straight","150","130","46550","50520"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Unknown","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Medicine","Heterosexual / straight","90","80","51210","37890"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Medicine","Unknown","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Heterosexual / straight","2250","2130","29690","28200"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","LGBO","170","160","28560","29440"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Undeclared","280","270","29960","29460"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Unknown","720","680","28840","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","Heterosexual / straight","720","700","26450","21950"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","Undeclared","100","100","28020","23020"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","Unknown","70","70","28270","22920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","Heterosexual / straight","50","50","41160","38610"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Heterosexual / straight","290","280","40310","35390"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Undeclared","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Heterosexual / straight","270","270","33770","33150"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Undeclared","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Unknown","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Psychology","Heterosexual / straight","70","60","37480","31180"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Heterosexual / straight","170","160","41820","39700"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Undeclared","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Unknown","110","100","45450","41780"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Heterosexual / straight","640","620","34300","33100"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","LGBO","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Undeclared","110","110","36950","40190"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Unknown","190","190","33320","28750"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Tax","Heterosexual / straight","110","100","37510","35000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Tax","Unknown","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","890","820","28750","27610"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","110","100","28880","28550"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","290","260","30060","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data and Technology","Heterosexual / straight","100","100","42330","45480"
"In post","2021","Cheshire","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Heterosexual / straight","50","50","42290","39940"
"In post","2021","Cheshire","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Operational Delivery","Heterosexual / straight","1680","1620","32340","31180"
"In post","2021","Cheshire","Operational Delivery","LGBO","130","130","30780","29260"
"In post","2021","Cheshire","Operational Delivery","Undeclared","210","200","31820","31650"
"In post","2021","Cheshire","Operational Delivery","Unknown","440","410","29480","28860"
"In post","2021","Cheshire","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Heterosexual / straight","650","590","25580","27570"
"In post","2021","Cheshire","Unknown","LGBO","40","40","[c]","[c]"
"In post","2021","Cheshire","Unknown","Undeclared","70","60","24700","26120"
"In post","2021","Cheshire","Unknown","Unknown","180","160","25880","27570"
"In post","2021","Cheshire","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
