"Status","Year","Sex","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","160","150","26310","21130"
"In post","2021","Female","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Animal and Plant Health Agency","100","90","25540","21050"
"In post","2021","Female","Cumbria","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Crown Prosecution Service","30","20","[c]","[c]"
"In post","2021","Female","Cumbria","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Female","Cumbria","Department for Work and Pensions (excl. agencies)","200","170","26760","27570"
"In post","2021","Female","Cumbria","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","HM Courts and Tribunals Service","80","60","23330","20410"
"In post","2021","Female","Cumbria","HM Prison and Probation Service","180","170","27660","25790"
"In post","2021","Female","Cumbria","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Female","Cumbria","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cumbria","Rural Payments Agency","500","420","24670","21050"
"In post","2021","Female","Cumbria","Submarine Delivery Agency","40","30","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","60","60","29660","30950"
"In post","2021","Female","Derbyshire and Nottinghamshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Crown Prosecution Service","180","160","36980","28430"
"In post","2021","Female","Derbyshire and Nottinghamshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","140","120","40000","36780"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","1540","1320","26000","27570"
"In post","2021","Female","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","170","160","34000","32180"
"In post","2021","Female","Derbyshire and Nottinghamshire","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Health and Safety Executive","180","160","38920","33340"
"In post","2021","Female","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","290","250","22520","19830"
"In post","2021","Female","Derbyshire and Nottinghamshire","HM Land Registry","370","330","31520","27130"
"In post","2021","Female","Derbyshire and Nottinghamshire","HM Prison and Probation Service","1220","1120","28550","26300"
"In post","2021","Female","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","1670","1530","32270","31810"
"In post","2021","Female","Derbyshire and Nottinghamshire","Insolvency Service","40","40","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Legal Aid Agency","110","90","22610","19970"
"In post","2021","Female","Derbyshire and Nottinghamshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","90","80","26460","22080"
"In post","2021","Female","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","50","50","39630","36000"
"In post","2021","Female","Derbyshire and Nottinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","120","110","42850","39850"
"In post","2021","Female","Derbyshire and Nottinghamshire","Office of the Public Guardian","250","220","21310","20150"
"In post","2021","Female","Derbyshire and Nottinghamshire","Public Health England","130","120","40480","36330"
"In post","2021","Female","Derbyshire and Nottinghamshire","Rural Payments Agency","40","30","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derbyshire and Nottinghamshire","Valuation Office Agency","80","60","31510","27530"
"In post","2021","Female","Devon","Animal and Plant Health Agency","130","120","26050","21050"
"In post","2021","Female","Devon","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Crown Prosecution Service","50","50","38720","36240"
"In post","2021","Female","Devon","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","70","60","35200","35900"
"In post","2021","Female","Devon","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Department for Work and Pensions (excl. agencies)","1390","1130","25290","27570"
"In post","2021","Female","Devon","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","HM Courts and Tribunals Service","140","120","22840","20100"
"In post","2021","Female","Devon","HM Land Registry","440","380","32430","31740"
"In post","2021","Female","Devon","HM Prison and Probation Service","460","420","28810","25380"
"In post","2021","Female","Devon","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Home Office (incl. agencies)","40","30","[c]","[c]"
"In post","2021","Female","Devon","Insolvency Service","60","50","25450","20880"
"In post","2021","Female","Devon","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Met Office","650","600","38190","38300"
"In post","2021","Female","Devon","Ministry of Defence (excl. agencies)","420","380","27550","22080"
"In post","2021","Female","Devon","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Public Health England","30","30","[c]","[c]"
"In post","2021","Female","Devon","Rural Payments Agency","110","90","27050","25610"
"In post","2021","Female","Devon","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon","Valuation Office Agency","230","200","25170","21100"
"In post","2021","Female","Dorset and Somerset","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","70","60","31190","29270"
"In post","2021","Female","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Defence Equipment and Support","130","120","32540","32090"
"In post","2021","Female","Dorset and Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","630","520","26570","27570"
"In post","2021","Female","Dorset and Somerset","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","HM Courts and Tribunals Service","160","140","22590","20100"
"In post","2021","Female","Dorset and Somerset","HM Land Registry","200","170","29040","27130"
"In post","2021","Female","Dorset and Somerset","HM Prison and Probation Service","500","450","27780","25790"
"In post","2021","Female","Dorset and Somerset","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Ministry of Defence (excl. agencies)","380","350","26260","21580"
"In post","2021","Female","Dorset and Somerset","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset and Somerset","UK Hydrographic Office","290","270","33920","33290"
"In post","2021","Female","Dorset and Somerset","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Animal and Plant Health Agency","40","40","[c]","[c]"
"In post","2021","Female","East Anglia","Cabinet Office (excl. agencies)","60","50","47860","40250"
"In post","2021","Female","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","220","200","31780","29270"
"In post","2021","Female","East Anglia","Crown Commercial Service","80","70","34840","34800"
"In post","2021","Female","East Anglia","Crown Prosecution Service","80","70","32660","28430"
"In post","2021","Female","East Anglia","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","Female","East Anglia","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","90","80","38190","36970"
"In post","2021","Female","East Anglia","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Department for Work and Pensions (excl. agencies)","1180","990","26590","27570"
"In post","2021","Female","East Anglia","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","HM Courts and Tribunals Service","370","320","22270","20100"
"In post","2021","Female","East Anglia","HM Land Registry","180","160","30320","27130"
"In post","2021","Female","East Anglia","HM Prison and Probation Service","1650","1520","28550","26810"
"In post","2021","Female","East Anglia","HM Revenue and Customs (excl. agencies)","320","280","28350","25560"
"In post","2021","Female","East Anglia","HM Treasury (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Female","East Anglia","Home Office (incl. agencies)","450","390","24210","21430"
"In post","2021","Female","East Anglia","Insolvency Service","50","50","27550","20880"
"In post","2021","Female","East Anglia","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Ministry of Defence (excl. agencies)","1010","950","27880","26350"
"In post","2021","Female","East Anglia","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Female","East Anglia","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Office for Standards in Education, Children's Services and Skills","70","70","58660","51360"
"In post","2021","Female","East Anglia","Public Health England","210","190","39680","32430"
"In post","2021","Female","East Anglia","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Anglia","Valuation Office Agency","40","30","[c]","[c]"
"In post","2021","Female","East Wales","Advisory, Conciliation and Arbitration Service","60","50","30560","30950"
"In post","2021","Female","East Wales","Animal and Plant Health Agency","70","70","27630","21050"
"In post","2021","Female","East Wales","Cabinet Office (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Female","East Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Companies House","570","490","29340","24500"
"In post","2021","Female","East Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Crown Commercial Service","50","50","33860","31680"
"In post","2021","Female","East Wales","Crown Prosecution Service","190","170","38610","37890"
"In post","2021","Female","East Wales","Defence Electronics and Components Agency","70","60","28350","26060"
"In post","2021","Female","East Wales","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","32820","26900"
"In post","2021","Female","East Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Department for Work and Pensions (excl. agencies)","1460","1270","25960","27570"
"In post","2021","Female","East Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","ESTYN","70","60","53760","63880"
"In post","2021","Female","East Wales","Food Standards Agency","60","50","38700","37910"
"In post","2021","Female","East Wales","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Health and Safety Executive","50","40","[c]","[c]"
"In post","2021","Female","East Wales","HM Courts and Tribunals Service","340","310","22860","20100"
"In post","2021","Female","East Wales","HM Prison and Probation Service","960","910","28680","24920"
"In post","2021","Female","East Wales","HM Revenue and Customs (excl. agencies)","2050","1820","27250","25560"
"In post","2021","Female","East Wales","Home Office (incl. agencies)","320","290","26930","24890"
"In post","2021","Female","East Wales","Insolvency Service","40","30","[c]","[c]"
"In post","2021","Female","East Wales","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Ministry of Defence (excl. agencies)","210","200","24800","21580"
"In post","2021","Female","East Wales","Ministry of Justice (excl. agencies)","70","60","36720","31000"
"In post","2021","Female","East Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","UK Intellectual Property Office","700","640","33570","28240"
"In post","2021","Female","East Wales","United Kingdom Statistics Authority","1530","1410","32600","29540"
"In post","2021","Female","East Wales","Valuation Office Agency","120","110","34340","32110"
"In post","2021","Female","East Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Wales","Welsh Government (excl. agencies)","1830","1680","41750","37410"
"In post","2021","Female","East Wales","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Crown Prosecution Service","50","50","37270","28430"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions (excl. agencies)","840","680","25730","27570"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","HM Courts and Tribunals Service","120","100","22940","20100"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","HM Land Registry","190","170","28900","27130"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","790","720","27250","25400"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Home Office (incl. agencies)","110","110","25790","25040"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","120","110","23270","21130"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Yorkshire and Northern Lincolnshire","Valuation Office Agency","30","30","[c]","[c]"
