"Status","Year","Region_ITL3","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barnsley, Doncaster and Rotherham","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Operational Delivery","Yorkshire and The Humber","1430","1320","27700","26580"
"In post","2021","Barnsley, Doncaster and Rotherham","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Psychology","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Security","Yorkshire and The Humber","80","80","39250","40190"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Yorkshire and The Humber","1370","1160","25120","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","South West (England)","1160","1110","39660","37400"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","South West (England)","60","60","37320","36010"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data and Technology","South West (England)","380","370","41700","40580"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","South West (England)","790","760","40440","38150"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","South West (England)","460","420","34180","29000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Knowledge and Information Management","South West (England)","240","230","37780","33890"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Legal","South West (England)","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Operational Delivery","South West (England)","1300","1220","30690","28600"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Other","South West (England)","2320","2200","34440","32480"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Policy","South West (England)","120","110","42450","40110"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","South West (England)","2920","2830","41220","39980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","South West (England)","130","130","37080","35130"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Science and Engineering","South West (England)","2560","2520","39010","39530"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","South West (England)","180","180","31540","30820"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Statistics","South West (England)","60","50","40280","37050"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","South West (England)","580","540","36200","27570"
"In post","2021","Bedford","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Operational Delivery","East of England","600","560","30330","28990"
"In post","2021","Bedford","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Psychology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","East of England","170","160","28010","27570"
"In post","2021","Belfast","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","Northern Ireland","160","160","29580","26600"
"In post","2021","Belfast","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Operational Delivery","Northern Ireland","1570","1430","25940","24880"
"In post","2021","Belfast","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Other","Northern Ireland","70","70","28220","22330"
"In post","2021","Belfast","Policy","Northern Ireland","70","70","41620","37910"
"In post","2021","Belfast","Project Delivery","Northern Ireland","40","40","[c]","[c]"
"In post","2021","Belfast","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Tax","Northern Ireland","630","600","32790","31810"
"In post","2021","Belfast","Unknown","Northern Ireland","120","120","27600","25560"
"In post","2021","Belfast","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data and Technology","South East (England)","110","100","40070","36460"
"In post","2021","Berkshire","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","South East (England)","50","50","[c]","[c]"
"In post","2021","Berkshire","Human Resources","South East (England)","40","40","[c]","[c]"
"In post","2021","Berkshire","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","International Trade","South East (England)","60","60","43640","38540"
"In post","2021","Berkshire","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","South East (England)","150","140","47200","46660"
"In post","2021","Berkshire","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Operational Delivery","South East (England)","760","720","29660","26520"
"In post","2021","Berkshire","Other","South East (England)","190","190","29800","26670"
"In post","2021","Berkshire","Planning","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Policy","South East (England)","30","30","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","South East (England)","70","70","45990","40580"
"In post","2021","Berkshire","Property","South East (England)","50","50","31390","33300"
"In post","2021","Berkshire","Science and Engineering","South East (England)","50","50","42800","40000"
"In post","2021","Berkshire","Security","South East (England)","630","630","34920","39070"
"In post","2021","Berkshire","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Tax","South East (England)","170","160","37710","35000"
"In post","2021","Berkshire","Unknown","South East (England)","470","440","30000","29290"
"In post","2021","Bexley and Greenwich","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Operational Delivery","London","1200","1150","31560","31590"
"In post","2021","Bexley and Greenwich","Other","London","40","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","London","390","370","31080","31060"
"In post","2021","Birmingham","Commercial","West Midlands (England)","70","70","39140","36740"
"In post","2021","Birmingham","Communications","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Birmingham","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Counter Fraud","West Midlands (England)","70","70","37490","37380"
"In post","2021","Birmingham","Digital, Data and Technology","West Midlands (England)","230","230","41160","38180"
"In post","2021","Birmingham","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","West Midlands (England)","100","90","44610","41060"
"In post","2021","Birmingham","Human Resources","West Midlands (England)","100","90","40580","39540"
"In post","2021","Birmingham","Inspector of Education and Training","West Midlands (England)","100","100","65740","64500"
"In post","2021","Birmingham","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Knowledge and Information Management","West Midlands (England)","70","60","34650","29580"
"In post","2021","Birmingham","Legal","West Midlands (England)","380","360","46790","48830"
"In post","2021","Birmingham","Medicine","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","Birmingham","Operational Delivery","West Midlands (England)","5480","5100","27280","23470"
"In post","2021","Birmingham","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other","West Midlands (England)","140","140","29340","22080"
"In post","2021","Birmingham","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Policy","West Midlands (England)","260","250","39170","32610"
"In post","2021","Birmingham","Project Delivery","West Midlands (England)","250","250","42250","40000"
"In post","2021","Birmingham","Property","West Midlands (England)","210","190","34740","31810"
"In post","2021","Birmingham","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Science and Engineering","West Midlands (England)","200","180","38410","36330"
"In post","2021","Birmingham","Security","West Midlands (England)","50","50","[c]","[c]"
"In post","2021","Birmingham","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Tax","West Midlands (England)","1210","1150","33990","31810"
"In post","2021","Birmingham","Unknown","West Midlands (England)","2470","2220","27700","27570"
"In post","2021","Birmingham","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Operational Delivery","North West (England)","130","120","26330","23850"
"In post","2021","Blackburn with Darwen","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","North West (England)","360","320","26650","27570"
"In post","2021","Blackpool","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Operational Delivery","North West (England)","140","120","26270","23840"
"In post","2021","Blackpool","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","North West (England)","4940","4510","28910","27570"
"In post","2021","Bournemouth and Poole","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Operational Delivery","South West (England)","320","280","26060","24890"
"In post","2021","Bournemouth and Poole","Other","South West (England)","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","South West (England)","290","250","27330","27570"
"In post","2021","Bradford","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Digital, Data and Technology","Yorkshire and The Humber","190","180","37590","31870"
"In post","2021","Bradford","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Finance","Yorkshire and The Humber","210","170","24290","21440"
"In post","2021","Bradford","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Operational Delivery","Yorkshire and The Humber","1250","1090","24730","21440"
"In post","2021","Bradford","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Project Delivery","Yorkshire and The Humber","100","90","42150","38630"
"In post","2021","Bradford","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Tax","Yorkshire and The Humber","280","250","28990","25560"
"In post","2021","Bradford","Unknown","Yorkshire and The Humber","990","870","25980","27570"
"In post","2021","Breckland and South Norfolk","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Medicine","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Operational Delivery","East of England","410","390","27710","25790"
"In post","2021","Breckland and South Norfolk","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Psychology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","East of England","60","50","27890","27570"
"In post","2021","Brent","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Operational Delivery","London","210","190","27980","23850"
"In post","2021","Brent","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Property","London","120","110","37030","34810"
"In post","2021","Brent","Unknown","London","260","240","30450","31060"
"In post","2021","Bridgend and Neath Port Talbot","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Operational Delivery","Wales","240","220","29520","26070"
"In post","2021","Bridgend and Neath Port Talbot","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Wales","460","400","25730","27570"
"In post","2021","Brighton and Hove","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Legal","South East (England)","70","60","56110","56560"
"In post","2021","Brighton and Hove","Operational Delivery","South East (England)","290","260","26720","23470"
"In post","2021","Brighton and Hove","Other","South East (England)","[c]","[c]","[c]","[c]"
