"Status","Year","Sex","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Heterosexual / straight","Black","9250","8830","33140","31020"
"In post","2022","Female","Heterosexual / straight","Mixed","4260","4000","34980","31060"
"In post","2022","Female","Heterosexual / straight","Other ethnicity","1070","1010","35140","31060"
"In post","2022","Female","Heterosexual / straight","Undeclared","1430","1310","32190","28310"
"In post","2022","Female","Heterosexual / straight","Unknown","1850","1650","33720","28920"
"In post","2022","Female","Heterosexual / straight","White","156410","142140","33600","28280"
"In post","2022","Female","LGBO","Asian","330","300","32110","28310"
"In post","2022","Female","LGBO","Black","200","190","33720","30990"
"In post","2022","Female","LGBO","Mixed","430","420","34610","30970"
"In post","2022","Female","LGBO","Other ethnicity","100","90","35830","32790"
"In post","2022","Female","LGBO","Undeclared","100","90","31700","29750"
"In post","2022","Female","LGBO","Unknown","110","100","35170","29290"
"In post","2022","Female","LGBO","White","9750","9420","33260","29230"
"In post","2022","Female","Undeclared","Asian","1170","1040","31460","28310"
"In post","2022","Female","Undeclared","Black","580","540","32320","30320"
"In post","2022","Female","Undeclared","Mixed","380","350","33830","30200"
"In post","2022","Female","Undeclared","Other ethnicity","130","120","39010","31520"
"In post","2022","Female","Undeclared","Undeclared","4900","4440","34160","30410"
"In post","2022","Female","Undeclared","Unknown","1400","1310","40170","35510"
"In post","2022","Female","Undeclared","White","13750","12220","32490","27570"
"In post","2022","Female","Unknown","Asian","1880","1580","31750","27570"
"In post","2022","Female","Unknown","Black","890","800","32030","30550"
"In post","2022","Female","Unknown","Mixed","320","280","34970","29230"
"In post","2022","Female","Unknown","Other ethnicity","130","110","36490","31060"
"In post","2022","Female","Unknown","Undeclared","1870","1570","31260","27570"
"In post","2022","Female","Unknown","Unknown","33270","30990","32110","27570"
"In post","2022","Female","Unknown","White","16800","14170","31340","27570"
"In post","2022","Male","Heterosexual / straight","Asian","12620","12310","34050","30450"
"In post","2022","Male","Heterosexual / straight","Black","5270","5180","33950","31060"
"In post","2022","Male","Heterosexual / straight","Mixed","2870","2820","36980","32800"
"In post","2022","Male","Heterosexual / straight","Other ethnicity","850","830","36900","32790"
"In post","2022","Male","Heterosexual / straight","Undeclared","1630","1570","34900","31060"
"In post","2022","Male","Heterosexual / straight","Unknown","1520","1470","35520","31400"
"In post","2022","Male","Heterosexual / straight","White","124880","121190","36540","32000"
"In post","2022","Male","LGBO","Asian","390","380","36240","32370"
"In post","2022","Male","LGBO","Black","150","150","36180","31120"
"In post","2022","Male","LGBO","Mixed","380","380","37370","33140"
"In post","2022","Male","LGBO","Other ethnicity","120","110","42230","35200"
"In post","2022","Male","LGBO","Undeclared","200","190","35150","31600"
"In post","2022","Male","LGBO","Unknown","140","140","38060","32710"
"In post","2022","Male","LGBO","White","9650","9460","36430","31650"
"In post","2022","Male","Undeclared","Asian","690","660","33190","30400"
"In post","2022","Male","Undeclared","Black","230","220","33710","31060"
"In post","2022","Male","Undeclared","Mixed","280","260","37060","31880"
"In post","2022","Male","Undeclared","Other ethnicity","150","150","42270","36980"
"In post","2022","Male","Undeclared","Undeclared","8170","7880","37560","33370"
"In post","2022","Male","Undeclared","Unknown","1190","1150","42470","38200"
"In post","2022","Male","Undeclared","White","10240","9780","35800","31650"
"In post","2022","Male","Unknown","Asian","1250","1190","34000","29290"
"In post","2022","Male","Unknown","Black","510","490","34180","31650"
"In post","2022","Male","Unknown","Mixed","250","250","36670","32140"
"In post","2022","Male","Unknown","Other ethnicity","120","110","37510","31650"
"In post","2022","Male","Unknown","Undeclared","1910","1790","35910","32640"
"In post","2022","Male","Unknown","Unknown","33020","32190","34230","29490"
"In post","2022","Male","Unknown","White","13330","12580","35930","31650"
"In post","2022","Unknown","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Asian","410","370","30180","26410"
"Leaver CS","2021","Female","Heterosexual / straight","Black","260","240","30970","26410"
"Leaver CS","2021","Female","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Mixed","140","130","29280","25110"
"Leaver CS","2021","Female","Heterosexual / straight","Other ethnicity","40","40","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Unknown","80","70","31030","26560"
"Leaver CS","2021","Female","Heterosexual / straight","White","5320","4550","30990","26670"
"Leaver CS","2021","Female","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","White","340","320","30870","25850"
"Leaver CS","2021","Female","Undeclared","Asian","40","30","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Undeclared","170","150","31790","27080"
"Leaver CS","2021","Female","Undeclared","Unknown","100","80","30120","22820"
"Leaver CS","2021","Female","Undeclared","White","640","520","30790","26670"
"Leaver CS","2021","Female","Unknown","Asian","210","160","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Black","70","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Mixed","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Undeclared","370","290","26920","21720"
"Leaver CS","2021","Female","Unknown","Unknown","3120","2750","30780","26550"
"Leaver CS","2021","Female","Unknown","White","3120","2400","30120","26890"
"Leaver CS","2021","Male","Heterosexual / straight","Asian","350","330","30520","27570"
"Leaver CS","2021","Male","Heterosexual / straight","Black","190","180","32940","27570"
"Leaver CS","2021","Male","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Mixed","110","100","33870","29290"
"Leaver CS","2021","Male","Heterosexual / straight","Other ethnicity","30","30","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Unknown","120","110","39930","31310"
"Leaver CS","2021","Male","Heterosexual / straight","White","5190","4810","35080","29200"
"Leaver CS","2021","Male","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","White","310","290","34130","27570"
"Leaver CS","2021","Male","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Undeclared","340","300","36580","33300"
"Leaver CS","2021","Male","Undeclared","Unknown","90","90","32280","29320"
"Leaver CS","2021","Male","Undeclared","White","510","440","35460","28880"
"Leaver CS","2021","Male","Unknown","Asian","130","110","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Black","40","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Mixed","30","30","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Undeclared","340","300","30720","26890"
"Leaver CS","2021","Male","Unknown","Unknown","3030","2810","33610","27760"
"Leaver CS","2021","Male","Unknown","White","2110","1800","35170","27570"
"Leaver CS","2021","Unknown","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Asian","930","850","32090","28080"
"Leaver CS","2022","Female","Heterosexual / straight","Black","740","700","31770","30350"
"Leaver CS","2022","Female","Heterosexual / straight","Mixed","400","370","31500","27570"
"Leaver CS","2022","Female","Heterosexual / straight","Other ethnicity","110","100","34320","31060"
"Leaver CS","2022","Female","Heterosexual / straight","Undeclared","100","90","32660","27570"
"Leaver CS","2022","Female","Heterosexual / straight","Unknown","130","100","33710","29290"
"Leaver CS","2022","Female","Heterosexual / straight","White","10490","9090","32070","27570"
"Leaver CS","2022","Female","LGBO","Asian","40","30","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Black","40","40","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","White","850","800","30360","27570"
"Leaver CS","2022","Female","Undeclared","Asian","80","60","31250","27570"
"Leaver CS","2022","Female","Undeclared","Black","50","40","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Mixed","30","30","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Undeclared","370","320","31420","27570"
"Leaver CS","2022","Female","Undeclared","Unknown","290","60","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","White","1050","870","31410","27570"
"Leaver CS","2022","Female","Unknown","Asian","260","210","36620","29010"
"Leaver CS","2022","Female","Unknown","Black","100","90","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Undeclared","270","210","31460","27570"
"Leaver CS","2022","Female","Unknown","Unknown","4220","3830","30610","25930"
"Leaver CS","2022","Female","Unknown","White","2730","2070","32510","27570"
"Leaver CS","2022","Male","Heterosexual / straight","Asian","840","790","34020","29260"
"Leaver CS","2022","Male","Heterosexual / straight","Black","430","410","33050","30300"
"Leaver CS","2022","Male","Heterosexual / straight","Mixed","250","230","33500","28040"
"Leaver CS","2022","Male","Heterosexual / straight","Other ethnicity","70","60","34870","31060"
"Leaver CS","2022","Male","Heterosexual / straight","Undeclared","130","120","33050","28180"
"Leaver CS","2022","Male","Heterosexual / straight","Unknown","130","120","40460","31060"
"Leaver CS","2022","Male","Heterosexual / straight","White","9390","8770","34840","28970"
"Leaver CS","2022","Male","LGBO","Asian","30","30","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","LGBO","White","740","720","33270","27570"
"Leaver CS","2022","Male","Undeclared","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Other ethnicity","30","30","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Undeclared","570","520","36730","33410"
"Leaver CS","2022","Male","Undeclared","Unknown","250","80","39270","39070"
"Leaver CS","2022","Male","Undeclared","White","760","690","35600","29280"
"Leaver CS","2022","Male","Unknown","Asian","190","160","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Black","60","50","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Undeclared","330","300","34870","29540"
"Leaver CS","2022","Male","Unknown","Unknown","4250","4040","33340","27570"
"Leaver CS","2022","Male","Unknown","White","2100","1770","39180","32670"
"Leaver CS","2022","Unknown","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Asian","400","380","34650","31060"
"Leaver Dept.","2021","Female","Heterosexual / straight","Black","250","240","33880","31070"
"Leaver Dept.","2021","Female","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Mixed","130","120","38860","33210"
"Leaver Dept.","2021","Female","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Heterosexual / straight","Unknown","70","60","38440","34240"
"Leaver Dept.","2021","Female","Heterosexual / straight","White","2550","2440","37630","32110"
"Leaver Dept.","2021","Female","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","LGBO","White","230","220","35740","32430"
"Leaver Dept.","2021","Female","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Undeclared","80","70","37630","33540"
"Leaver Dept.","2021","Female","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","White","200","190","41140","35830"
"Leaver Dept.","2021","Female","Unknown","Asian","100","90","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Black","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","1580","1410","37120","32290"
"Leaver Dept.","2021","Female","Unknown","White","680","580","35840","30110"
"Leaver Dept.","2021","Male","Heterosexual / straight","Asian","300","290","34040","31060"
"Leaver Dept.","2021","Male","Heterosexual / straight","Black","130","130","33750","31060"
"Leaver Dept.","2021","Male","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Mixed","90","90","39700","33930"
"Leaver Dept.","2021","Male","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Heterosexual / straight","White","1910","1870","39390","33810"
"Leaver Dept.","2021","Male","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","LGBO","White","270","260","37750","32040"
"Leaver Dept.","2021","Male","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Undeclared","130","130","38960","34390"
"Leaver Dept.","2021","Male","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","White","140","140","38940","34210"
"Leaver Dept.","2021","Male","Unknown","Asian","110","100","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Black","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Undeclared","90","90","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","1420","1300","37990","33120"
"Leaver Dept.","2021","Male","Unknown","White","500","430","36590","31210"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heterosexual / straight","Asian","1150","1060","35530","30850"
"Leaver Dept.","2022","Female","Heterosexual / straight","Black","740","690","34960","31060"
"Leaver Dept.","2022","Female","Heterosexual / straight","Mixed","290","270","35680","32330"
"Leaver Dept.","2022","Female","Heterosexual / straight","Other ethnicity","90","80","36750","31550"
"Leaver Dept.","2022","Female","Heterosexual / straight","Undeclared","100","100","35440","32330"
"Leaver Dept.","2022","Female","Heterosexual / straight","Unknown","120","80","40270","32330"
"Leaver Dept.","2022","Female","Heterosexual / straight","White","6170","5730","37760","32330"
"Leaver Dept.","2022","Female","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","Undeclared","[c]","[c]","[c]","[c]"
