"Status","Year","Region_ITL1","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Defence","Declared disabled","180","170","27550","25190"
"In post","2021","East Midlands (England)","Ministry of Defence","Declared non-disabled","1250","1210","28510","25190"
"In post","2021","East Midlands (England)","Ministry of Defence","Undeclared","140","130","28540","26670"
"In post","2021","East Midlands (England)","Ministry of Defence","Unknown","260","250","27870","21580"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Justice","Declared disabled","920","850","27480","24000"
"In post","2021","East Midlands (England)","Ministry of Justice","Declared non-disabled","4920","4570","27460","24730"
"In post","2021","East Midlands (England)","Ministry of Justice","Undeclared","750","680","28910","29060"
"In post","2021","East Midlands (England)","Ministry of Justice","Unknown","560","530","23040","22850"
"In post","2021","East Midlands (England)","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","National Crime Agency","Declared non-disabled","60","60","40260","40210"
"In post","2021","East Midlands (England)","National Crime Agency","Unknown","90","90","34570","36410"
"In post","2021","East Midlands (England)","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Office for Standards in Education","Declared non-disabled","140","140","45990","39850"
"In post","2021","East Midlands (England)","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Attorney General's Departments","Declared disabled","50","40","[c]","[c]"
"In post","2021","East of England","Attorney General's Departments","Declared non-disabled","340","300","42160","36240"
"In post","2021","East of England","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Attorney General's Departments","Unknown","90","90","33550","26970"
"In post","2021","East of England","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","East of England","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office","Unknown","50","50","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy","Declared non-disabled","120","110","36520","38510"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy","Unknown","70","70","28840","26000"
"In post","2021","East of England","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education","Declared non-disabled","60","50","47410","46180"
"In post","2021","East of England","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs","Declared disabled","70","70","31800","29270"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs","Declared non-disabled","590","560","33240","29750"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs","Undeclared","30","30","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs","Unknown","150","140","39090","36970"
"In post","2021","East of England","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Transport","Declared disabled","40","30","[c]","[c]"
"In post","2021","East of England","Department for Transport","Declared non-disabled","270","250","30760","27680"
"In post","2021","East of England","Department for Transport","Undeclared","30","30","[c]","[c]"
"In post","2021","East of England","Department for Transport","Unknown","70","60","27590","26700"
"In post","2021","East of England","Department for Work and Pensions","Declared disabled","870","770","28150","27570"
"In post","2021","East of England","Department for Work and Pensions","Declared non-disabled","3530","3160","28590","27570"
"In post","2021","East of England","Department for Work and Pensions","Undeclared","190","170","29890","29290"
"In post","2021","East of England","Department for Work and Pensions","Unknown","120","110","29110","27570"
"In post","2021","East of England","Department of Health and Social Care","Declared disabled","30","30","[c]","[c]"
"In post","2021","East of England","Department of Health and Social Care","Declared non-disabled","370","340","43360","38200"
"In post","2021","East of England","Department of Health and Social Care","Undeclared","50","40","[c]","[c]"
"In post","2021","East of England","Department of Health and Social Care","Unknown","280","260","45160","40670"
"In post","2021","East of England","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Food Standards Agency","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","East of England","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Land Registry","Declared non-disabled","180","160","32890","33840"
"In post","2021","East of England","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Land Registry","Unknown","70","70","25390","22350"
"In post","2021","East of England","HM Revenue and Customs","Declared disabled","190","170","31530","28130"
"In post","2021","East of England","HM Revenue and Customs","Declared non-disabled","1060","970","32690","31810"
"In post","2021","East of England","HM Revenue and Customs","Undeclared","150","140","33170","31810"
"In post","2021","East of England","HM Revenue and Customs","Unknown","440","400","30660","28130"
"In post","2021","East of England","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Treasury","Declared non-disabled","50","50","31070","24960"
"In post","2021","East of England","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Home Office","Declared disabled","160","150","25300","25040"
"In post","2021","East of England","Home Office","Declared non-disabled","1570","1400","26620","25310"
"In post","2021","East of England","Home Office","Undeclared","130","120","28100","26910"
"In post","2021","East of England","Home Office","Unknown","100","100","23480","21430"
"In post","2021","East of England","Ministry of Defence","Declared disabled","360","350","32920","33000"
"In post","2021","East of England","Ministry of Defence","Declared non-disabled","2570","2490","31710","29200"
"In post","2021","East of England","Ministry of Defence","Undeclared","300","290","32350","33000"
"In post","2021","East of England","Ministry of Defence","Unknown","580","560","30640","26930"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government","Declared non-disabled","50","50","39790","37160"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Justice","Declared disabled","710","650","28720","27850"
"In post","2021","East of England","Ministry of Justice","Declared non-disabled","4470","4200","28890","27700"
"In post","2021","East of England","Ministry of Justice","Undeclared","800","730","30360","31610"
"In post","2021","East of England","Ministry of Justice","Unknown","550","530","25080","24440"
"In post","2021","East of England","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","National Crime Agency","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","East of England","National Crime Agency","Unknown","90","90","37240","36740"
"In post","2021","East of England","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Office for Standards in Education","Declared non-disabled","80","80","62110","64500"
"In post","2021","East of England","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other Cabinet Office Agencies","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","East of England","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other Cabinet Office Agencies","Unknown","110","100","33760","31670"
"In post","2021","London","Attorney General's Departments","Declared disabled","380","360","49660","51250"
"In post","2021","London","Attorney General's Departments","Declared non-disabled","3290","3090","50320","51250"
"In post","2021","London","Attorney General's Departments","Undeclared","130","120","55510","56320"
"In post","2021","London","Attorney General's Departments","Unknown","890","840","48120","50520"
"In post","2021","London","Cabinet Office","Declared disabled","490","480","48060","43890"
"In post","2021","London","Cabinet Office","Declared non-disabled","3430","3370","52450","54700"
"In post","2021","London","Cabinet Office","Undeclared","190","190","50830","54700"
"In post","2021","London","Cabinet Office","Unknown","2390","2370","46220","34290"
"In post","2021","London","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Chancellor's other departments","Declared non-disabled","290","280","61070","50060"
"In post","2021","London","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Chancellor's other departments","Unknown","50","40","[c]","[c]"
"In post","2021","London","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","London","Charity Commission","Unknown","30","30","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Declared disabled","40","40","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Declared non-disabled","660","640","59810","56360"
"In post","2021","London","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Unknown","80","70","72600","74650"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Declared disabled","490","480","46800","41100"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Declared non-disabled","3750","3660","49880","53380"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Undeclared","270","270","50560","53380"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Unknown","1100","1080","44430","40050"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Declared disabled","110","110","47390","40690"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Declared non-disabled","1270","1250","49920","51730"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Undeclared","70","70","46430","51440"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Unknown","260","250","48770","51730"
"In post","2021","London","Department for Education","Declared disabled","220","210","49700","45940"
"In post","2021","London","Department for Education","Declared non-disabled","1830","1760","51390","53760"
"In post","2021","London","Department for Education","Undeclared","110","110","52470","53420"
"In post","2021","London","Department for Education","Unknown","470","460","45750","40230"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Declared disabled","260","250","41640","38750"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Declared non-disabled","1810","1750","45080","39910"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Undeclared","90","90","42830","38750"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Unknown","440","430","46700","39910"
"In post","2021","London","Department for International Trade","Declared disabled","170","170","44700","38540"
"In post","2021","London","Department for International Trade","Declared non-disabled","1180","1160","46100","39460"
"In post","2021","London","Department for International Trade","Undeclared","60","60","47060","47870"
"In post","2021","London","Department for International Trade","Unknown","910","900","44080","38540"
"In post","2021","London","Department for Transport","Declared disabled","220","220","43520","36650"
"In post","2021","London","Department for Transport","Declared non-disabled","2280","2220","48470","43800"
"In post","2021","London","Department for Transport","Undeclared","680","660","42750","36180"
"In post","2021","London","Department for Transport","Unknown","260","250","42830","37660"
"In post","2021","London","Department for Work and Pensions","Declared disabled","1560","1440","33390","31060"
"In post","2021","London","Department for Work and Pensions","Declared non-disabled","7640","7150","33730","31060"
"In post","2021","London","Department for Work and Pensions","Undeclared","430","410","33440","31060"
"In post","2021","London","Department for Work and Pensions","Unknown","550","540","36890","31060"
"In post","2021","London","Department of Health and Social Care","Declared disabled","250","230","44680","38910"
"In post","2021","London","Department of Health and Social Care","Declared non-disabled","2930","2740","47430","41040"
"In post","2021","London","Department of Health and Social Care","Undeclared","250","220","51590","45750"
"In post","2021","London","Department of Health and Social Care","Unknown","3000","2910","48540","41080"
"In post","2021","London","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Declared non-disabled","260","260","42630","40960"
"In post","2021","London","Food Standards Agency","Undeclared","180","180","42910","40350"
"In post","2021","London","Foreign, Commonwealth and Development Office","Declared disabled","420","410","45850","39010"
"In post","2021","London","Foreign, Commonwealth and Development Office","Declared non-disabled","2800","2730","49600","44820"
"In post","2021","London","Foreign, Commonwealth and Development Office","Undeclared","180","180","51030","44880"
"In post","2021","London","Foreign, Commonwealth and Development Office","Unknown","860","840","49900","52430"
"In post","2021","London","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","HM Land Registry","Declared non-disabled","240","220","42320","37290"
"In post","2021","London","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","HM Land Registry","Unknown","120","110","39680","30600"
"In post","2021","London","HM Revenue and Customs","Declared disabled","750","700","42400","37490"
"In post","2021","London","HM Revenue and Customs","Declared non-disabled","5130","4880","44250","37480"
"In post","2021","London","HM Revenue and Customs","Undeclared","530","500","44020","37610"
"In post","2021","London","HM Revenue and Customs","Unknown","2320","2210","40800","36160"
"In post","2021","London","HM Treasury","Declared disabled","200","200","46630","42900"
"In post","2021","London","HM Treasury","Declared non-disabled","1560","1530","49300","52500"
"In post","2021","London","HM Treasury","Undeclared","360","350","45070","38000"
"In post","2021","London","HM Treasury","Unknown","200","200","54940","52500"
"In post","2021","London","Home Office","Declared disabled","1200","1110","37940","34630"
"In post","2021","London","Home Office","Declared non-disabled","10600","10000","40050","35070"
"In post","2021","London","Home Office","Undeclared","690","650","39250","35070"
"In post","2021","London","Home Office","Unknown","850","840","39780","35050"
"In post","2021","London","Ministry of Defence","Declared disabled","390","390","40420","37640"
"In post","2021","London","Ministry of Defence","Declared non-disabled","2590","2530","41780","37640"
"In post","2021","London","Ministry of Defence","Undeclared","270","270","40370","37640"
"In post","2021","London","Ministry of Defence","Unknown","650","630","40310","37640"
"In post","2021","London","Ministry of Housing, Communities and Local Government","Declared disabled","200","200","45490","40910"
"In post","2021","London","Ministry of Housing, Communities and Local Government","Declared non-disabled","1400","1380","48910","53130"
"In post","2021","London","Ministry of Housing, Communities and Local Government","Undeclared","100","100","46440","46120"
"In post","2021","London","Ministry of Housing, Communities and Local Government","Unknown","160","160","47510","42910"
"In post","2021","London","Ministry of Justice","Declared disabled","1530","1470","34820","31390"
"In post","2021","London","Ministry of Justice","Declared non-disabled","9570","9180","36530","32950"
"In post","2021","London","Ministry of Justice","Undeclared","1440","1370","36240","34100"
"In post","2021","London","Ministry of Justice","Unknown","2070","2050","32760","30220"
"In post","2021","London","National Crime Agency","Declared disabled","60","60","40420","36950"
"In post","2021","London","National Crime Agency","Declared non-disabled","500","490","47210","45210"
"In post","2021","London","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","National Crime Agency","Unknown","1080","1060","42480","40170"
"In post","2021","London","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Northern Ireland Office","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","London","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Northern Ireland Office","Unknown","30","30","[c]","[c]"
"In post","2021","London","Office for Standards in Education","Declared disabled","40","40","[c]","[c]"
"In post","2021","London","Office for Standards in Education","Declared non-disabled","360","350","57980","51360"
"In post","2021","London","Office for Standards in Education","Unknown","50","50","[c]","[c]"
"In post","2021","London","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Office of Gas and Electricity Markets","Declared non-disabled","590","570","51150","46590"
"In post","2021","London","Office of Gas and Electricity Markets","Unknown","70","60","52720","48810"
"In post","2021","London","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Office of Rail and Road","Declared non-disabled","180","180","56260","55430"
"In post","2021","London","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Other Cabinet Office Agencies","Declared non-disabled","80","80","54390","54700"
"In post","2021","London","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Other Cabinet Office Agencies","Unknown","40","40","[c]","[c]"
"In post","2021","London","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Scottish Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","The National Archives","Declared disabled","30","30","[c]","[c]"
"In post","2021","London","The National Archives","Declared non-disabled","340","330","35890","34260"
"In post","2021","London","The National Archives","Unknown","170","160","36230","32200"
"In post","2021","London","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Export Finance","Declared non-disabled","380","370","54030","49200"
"In post","2021","London","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","Declared non-disabled","50","50","37580","32770"
"In post","2021","London","United Kingdom Statistics Authority","Declared disabled","30","30","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Declared non-disabled","140","140","46980","39030"
"In post","2021","London","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Unknown","210","200","40410","32540"
"In post","2021","London","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","Declared disabled","50","40","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","Declared non-disabled","230","210","39800","34480"
"In post","2021","North East (England)","Attorney General's Departments","Unknown","70","60","33730","28430"
"In post","2021","North East (England)","Cabinet Office","Declared disabled","60","50","28220","23850"
"In post","2021","North East (England)","Cabinet Office","Declared non-disabled","260","240","28780","24870"
"In post","2021","North East (England)","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Cabinet Office","Unknown","70","70","34790","28630"
"In post","2021","North East (England)","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Declared non-disabled","80","80","32340","30360"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Unknown","100","100","30390","30950"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Education","Declared disabled","80","70","36420","36500"
"In post","2021","North East (England)","Department for Education","Declared non-disabled","570","550","38840","36780"
"In post","2021","North East (England)","Department for Education","Undeclared","50","40","[c]","[c]"
"In post","2021","North East (England)","Department for Education","Unknown","90","90","35200","30320"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Declared disabled","40","40","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Declared non-disabled","450","420","31740","27090"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Unknown","30","30","[c]","[c]"
"In post","2021","North East (England)","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Declared non-disabled","270","240","27970","26780"
"In post","2021","North East (England)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Unknown","40","40","[c]","[c]"
"In post","2021","North East (England)","Department for Work and Pensions","Declared disabled","1540","1330","25910","27570"
"In post","2021","North East (England)","Department for Work and Pensions","Declared non-disabled","7320","6480","27410","27570"
"In post","2021","North East (England)","Department for Work and Pensions","Undeclared","420","390","27820","27570"
"In post","2021","North East (England)","Department for Work and Pensions","Unknown","350","340","28480","27570"
"In post","2021","North East (England)","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department of Health and Social Care","Declared non-disabled","90","80","44550","38590"
"In post","2021","North East (England)","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department of Health and Social Care","Unknown","30","30","[c]","[c]"
"In post","2021","North East (England)","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Land Registry","Declared disabled","60","50","28310","27130"
"In post","2021","North East (England)","HM Land Registry","Declared non-disabled","400","360","30170","27130"
"In post","2021","North East (England)","HM Land Registry","Undeclared","30","30","[c]","[c]"
"In post","2021","North East (England)","HM Land Registry","Unknown","220","210","25150","22350"
