"Status","Year","Region_ITL3","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barnet","Outer London - West and North West","LGBO","70","70","41100","32650"
"In post","2021","Barnet","Outer London - West and North West","Undeclared","150","140","41620","33230"
"In post","2021","Barnet","Outer London - West and North West","Unknown","330","310","46130","40070"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Heterosexual / straight","2040","1820","27350","27150"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","LGBO","130","120","28440","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Undeclared","240","220","28380","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Unknown","600","520","25780","25960"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","10300","9900","37860","34500"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","430","420","32930","29750"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","1520","1450","40160","39420"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1110","1060","35250","31950"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Heterosexual / straight","570","540","30600","28500"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","LGBO","40","40","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Undeclared","80","70","31590","30400"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Unknown","150","130","28340","27700"
"In post","2021","Belfast","Northern Ireland","Heterosexual / straight","1800","1680","30090","26550"
"In post","2021","Belfast","Northern Ireland","LGBO","80","80","26730","25560"
"In post","2021","Belfast","Northern Ireland","Undeclared","160","140","29090","25560"
"In post","2021","Belfast","Northern Ireland","Unknown","780","730","26320","24690"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","1960","1880","34500","31040"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","LGBO","100","90","33190","29290"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","270","260","35200","32520"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Unknown","630","590","33860","30380"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Heterosexual / straight","1140","1100","32020","31060"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","LGBO","60","60","32510","31590"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Undeclared","150","140","32750","31590"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Unknown","410","390","30800","31060"
"In post","2021","Birmingham","West Midlands","Heterosexual / straight","7350","6870","31690","27570"
"In post","2021","Birmingham","West Midlands","LGBO","360","350","31510","27570"
"In post","2021","Birmingham","West Midlands","Undeclared","930","850","31380","27570"
"In post","2021","Birmingham","West Midlands","Unknown","2960","2730","29790","26130"
"In post","2021","Blackburn with Darwen","Lancashire","Heterosexual / straight","350","310","27080","27570"
"In post","2021","Blackburn with Darwen","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Undeclared","30","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Unknown","110","100","25590","27570"
"In post","2021","Blackpool","Lancashire","Heterosexual / straight","3280","3010","29170","27570"
"In post","2021","Blackpool","Lancashire","LGBO","190","180","26770","27570"
"In post","2021","Blackpool","Lancashire","Undeclared","370","340","29340","27570"
"In post","2021","Blackpool","Lancashire","Unknown","1300","1170","29000","27570"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Heterosexual / straight","500","460","26670","27370"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","LGBO","30","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Undeclared","80","70","26370","26780"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Unknown","100","80","28040","27570"
"In post","2021","Bradford","West Yorkshire","Heterosexual / straight","1800","1610","28300","26120"
"In post","2021","Bradford","West Yorkshire","LGBO","90","80","26610","25560"
"In post","2021","Bradford","West Yorkshire","Undeclared","250","210","26540","25560"
"In post","2021","Bradford","West Yorkshire","Unknown","970","850","25360","21440"
"In post","2021","Breckland and South Norfolk","East Anglia","Heterosexual / straight","380","360","28770","26830"
"In post","2021","Breckland and South Norfolk","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Unknown","90","90","27950","26580"
"In post","2021","Brent","Outer London - West and North West","Heterosexual / straight","370","350","31350","31060"
"In post","2021","Brent","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Outer London - West and North West","Undeclared","80","70","32520","31060"
"In post","2021","Brent","Outer London - West and North West","Unknown","140","130","31210","30330"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Heterosexual / straight","530","480","27480","27570"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Undeclared","40","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Unknown","130","110","25800","27570"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Heterosexual / straight","400","360","31340","27570"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","LGBO","90","90","29420","27570"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Undeclared","70","60","27470","26120"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Unknown","100","90","30740","27570"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","4400","4100","36600","31810"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","300","290","34870","31510"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","570","520","36050","31810"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1340","1220","33560","28000"
"In post","2021","Bromley","Outer London - South","Heterosexual / straight","310","290","29270","31060"
"In post","2021","Bromley","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Outer London - South","Undeclared","50","40","[c]","[c]"
"In post","2021","Bromley","Outer London - South","Unknown","90","80","29210","31060"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","1240","1190","32220","29440"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","LGBO","70","60","29740","27850"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","160","150","31560","31250"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Unknown","210","190","32900","29920"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Heterosexual / straight","110","110","29690","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Unknown","80","70","28520","27570"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Heterosexual / straight","690","610","27310","27570"
"In post","2021","Calderdale and Kirklees","West Yorkshire","LGBO","40","40","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Undeclared","100","90","27260","27570"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Unknown","240","200","26080","27570"
"In post","2021","Cambridgeshire CC","East Anglia","Heterosexual / straight","2380","2260","34390","31290"
"In post","2021","Cambridgeshire CC","East Anglia","LGBO","110","110","29190","27570"
"In post","2021","Cambridgeshire CC","East Anglia","Undeclared","360","350","34910","33170"
"In post","2021","Cambridgeshire CC","East Anglia","Unknown","520","480","32490","30450"
"In post","2021","Camden and City of London","Inner London - West","Heterosexual / straight","2170","2080","38020","32510"
"In post","2021","Camden and City of London","Inner London - West","LGBO","130","120","38960","36160"
"In post","2021","Camden and City of London","Inner London - West","Undeclared","410","390","38220","35200"
"In post","2021","Camden and City of London","Inner London - West","Unknown","940","890","38770","32520"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Heterosexual / straight","8110","7580","34240","28850"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","LGBO","560","540","31850","27570"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Undeclared","1020","950","35320","30480"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Unknown","2380","2190","27800","25560"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Heterosexual / straight","50","50","20870","20310"
"In post","2021","Causeway Coast and Glens","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Heterosexual / straight","330","320","30150","27570"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Undeclared","60","60","32440","30600"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Unknown","30","30","[c]","[c]"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Heterosexual / straight","3080","2960","35720","33300"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","LGBO","130","130","32890","29680"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Undeclared","430","410","36240","33400"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Unknown","550","530","39580","37320"
"In post","2021","Central Valleys","West Wales and The Valleys","Heterosexual / straight","1260","1180","35110","28850"
"In post","2021","Central Valleys","West Wales and The Valleys","LGBO","60","50","35430","27570"
"In post","2021","Central Valleys","West Wales and The Valleys","Undeclared","160","150","36000","30860"
"In post","2021","Central Valleys","West Wales and The Valleys","Unknown","240","210","30540","27570"
"In post","2021","Cheshire East","Cheshire","Heterosexual / straight","440","410","31250","27570"
"In post","2021","Cheshire East","Cheshire","LGBO","50","40","[c]","[c]"
"In post","2021","Cheshire East","Cheshire","Undeclared","80","70","30470","28690"
"In post","2021","Cheshire East","Cheshire","Unknown","190","170","27160","25350"
"In post","2021","Cheshire West and Chester","Cheshire","Heterosexual / straight","340","310","25690","26120"
"In post","2021","Cheshire West and Chester","Cheshire","LGBO","30","30","[c]","[c]"
"In post","2021","Cheshire West and Chester","Cheshire","Undeclared","50","40","[c]","[c]"
"In post","2021","Cheshire West and Chester","Cheshire","Unknown","40","40","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Lancashire","Heterosexual / straight","860","800","29990","27570"
"In post","2021","Chorley and West Lancashire","Lancashire","LGBO","50","40","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Lancashire","Undeclared","80","80","30430","27570"
"In post","2021","Chorley and West Lancashire","Lancashire","Unknown","340","310","28820","27470"
"In post","2021","City of Edinburgh","Eastern Scotland","Heterosexual / straight","7040","6730","39570","34190"
"In post","2021","City of Edinburgh","Eastern Scotland","LGBO","570","560","36760","31810"
"In post","2021","City of Edinburgh","Eastern Scotland","Undeclared","1410","1340","33280","29350"
"In post","2021","City of Edinburgh","Eastern Scotland","Unknown","3780","3570","34970","30650"
"In post","2021","Clackmannanshire and Fife","Eastern Scotland","Heterosexual / straight","810","750","30470","27570"
"In post","2021","Clackmannanshire and Fife","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Eastern Scotland","Undeclared","170","150","29090","27170"
"In post","2021","Clackmannanshire and Fife","Eastern Scotland","Unknown","350","330","29130","27570"
"In post","2021","Conwy and Denbighshire","West Wales and The Valleys","Heterosexual / straight","550","520","34990","31420"
"In post","2021","Conwy and Denbighshire","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","West Wales and The Valleys","Undeclared","70","60","39500","37410"
"In post","2021","Conwy and Denbighshire","West Wales and The Valleys","Unknown","50","40","28700","27570"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Heterosexual / straight","1120","1030","26720","26670"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","LGBO","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Undeclared","160","140","27340","26670"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","320","280","25940","25260"
"In post","2021","Coventry","West Midlands","Heterosexual / straight","1560","1480","36840","32300"
"In post","2021","Coventry","West Midlands","LGBO","90","80","34730","31000"
"In post","2021","Coventry","West Midlands","Undeclared","170","150","35200","31000"
"In post","2021","Coventry","West Midlands","Unknown","620","580","37670","33840"
"In post","2021","Croydon","Outer London - South","Heterosexual / straight","6860","6500","38670","35070"
"In post","2021","Croydon","Outer London - South","LGBO","260","250","40690","36160"
"In post","2021","Croydon","Outer London - South","Undeclared","1060","990","38250","35070"
"In post","2021","Croydon","Outer London - South","Unknown","1440","1380","36490","32520"
"In post","2021","Darlington","Tees Valley and Durham","Heterosexual / straight","770","730","35640","31990"
"In post","2021","Darlington","Tees Valley and Durham","LGBO","40","40","[c]","[c]"
"In post","2021","Darlington","Tees Valley and Durham","Undeclared","60","60","36110","30800"
"In post","2021","Darlington","Tees Valley and Durham","Unknown","110","100","35710","30200"
"In post","2021","Derby","Derbyshire and Nottinghamshire","Heterosexual / straight","640","570","27020","26470"
"In post","2021","Derby","Derbyshire and Nottinghamshire","LGBO","30","30","[c]","[c]"
"In post","2021","Derby","Derbyshire and Nottinghamshire","Undeclared","100","90","27590","21010"
"In post","2021","Derby","Derbyshire and Nottinghamshire","Unknown","240","210","24280","21010"
"In post","2021","Derry City and Strabane","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Devon","Heterosexual / straight","2620","2390","28250","26330"
"In post","2021","Devon CC","Devon","LGBO","140","140","26120","25600"
"In post","2021","Devon CC","Devon","Undeclared","340","300","28640","26780"
"In post","2021","Devon CC","Devon","Unknown","2480","2290","36050","33910"
"In post","2021","Dorset CC","Dorset and Somerset","Heterosexual / straight","1450","1370","29140","27130"
"In post","2021","Dorset CC","Dorset and Somerset","LGBO","70","70","28300","27260"
"In post","2021","Dorset CC","Dorset and Somerset","Undeclared","210","200","30370","27620"
"In post","2021","Dorset CC","Dorset and Somerset","Unknown","400","370","28620","27130"
"In post","2021","Dudley","West Midlands","Heterosexual / straight","720","630","25450","26220"
"In post","2021","Dudley","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","West Midlands","Undeclared","100","80","24150","21010"
"In post","2021","Dudley","West Midlands","Unknown","310","260","24530","22920"
"In post","2021","Dumfries and Galloway","Southern Scotland","Heterosexual / straight","250","230","29980","27570"
"In post","2021","Dumfries and Galloway","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Southern Scotland","Undeclared","50","40","[c]","[c]"
"In post","2021","Dumfries and Galloway","Southern Scotland","Unknown","260","240","28940","27510"
"In post","2021","Durham CC","Tees Valley and Durham","Heterosexual / straight","3760","3370","27140","25310"
"In post","2021","Durham CC","Tees Valley and Durham","LGBO","170","160","27810","25310"
"In post","2021","Durham CC","Tees Valley and Durham","Undeclared","420","380","28130","26330"
"In post","2021","Durham CC","Tees Valley and Durham","Unknown","1240","1110","26180","24500"
"In post","2021","Ealing","Outer London - West and North West","Heterosexual / straight","320","310","31410","31060"
"In post","2021","Ealing","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Outer London - West and North West","Undeclared","40","40","[c]","[c]"
"In post","2021","Ealing","Outer London - West and North West","Unknown","130","120","30760","31060"
"In post","2021","East Ayrshire and North Ayrshire mainland","Southern Scotland","Heterosexual / straight","690","630","27100","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Southern Scotland","Undeclared","110","100","27470","26580"
"In post","2021","East Ayrshire and North Ayrshire mainland","Southern Scotland","Unknown","150","130","24200","22230"
"In post","2021","East Cumbria","Cumbria","Heterosexual / straight","660","600","27390","24920"
"In post","2021","East Cumbria","Cumbria","LGBO","30","30","[c]","[c]"
"In post","2021","East Cumbria","Cumbria","Undeclared","90","80","28240","23970"
"In post","2021","East Cumbria","Cumbria","Unknown","170","150","28290","25190"
"In post","2021","East Derbyshire","Derbyshire and Nottinghamshire","Heterosexual / straight","280","250","26650","27570"
"In post","2021","East Derbyshire","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Derbyshire and Nottinghamshire","Undeclared","40","30","[c]","[c]"
"In post","2021","East Derbyshire","Derbyshire and Nottinghamshire","Unknown","60","50","27040","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","Heterosexual / straight","1620","1550","30790","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","LGBO","50","50","28700","26780"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","Undeclared","220","210","32750","29350"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","Unknown","530","510","29110","27570"
"In post","2021","East Kent","Kent","Heterosexual / straight","3030","2790","28050","26160"
"In post","2021","East Kent","Kent","LGBO","140","140","27470","26590"
"In post","2021","East Kent","Kent","Undeclared","570","510","28980","27370"
"In post","2021","East Kent","Kent","Unknown","490","450","28300","25110"
"In post","2021","East Lancashire","Lancashire","Heterosexual / straight","330","300","25910","27570"
"In post","2021","East Lancashire","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Lancashire","Undeclared","40","30","[c]","[c]"
"In post","2021","East Lancashire","Lancashire","Unknown","100","90","25120","26720"
"In post","2021","East Lothian and Midlothian","Eastern Scotland","Heterosexual / straight","80","70","28240","27570"
"In post","2021","East Lothian and Midlothian","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Merseyside","Heterosexual / straight","690","620","27940","27570"
"In post","2021","East Merseyside","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Merseyside","Undeclared","80","70","27310","26780"
"In post","2021","East Merseyside","Merseyside","Unknown","250","210","26430","27570"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","1360","1290","28610","26810"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","LGBO","60","50","27410","26300"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Undeclared","200","190","29440","27570"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Unknown","270","250","28500","26680"
"In post","2021","East Surrey","Surrey, East and West Sussex","Heterosexual / straight","630","590","33650","33590"
"In post","2021","East Surrey","Surrey, East and West Sussex","LGBO","60","60","34470","33590"
"In post","2021","East Surrey","Surrey, East and West Sussex","Undeclared","90","90","35660","34750"
"In post","2021","East Surrey","Surrey, East and West Sussex","Unknown","210","200","31560","31880"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","Heterosexual / straight","1350","1210","26990","27570"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","LGBO","110","100","26030","26690"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","Undeclared","200","180","27810","27570"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","Unknown","350","300","25770","25930"
"In post","2021","Enfield","Outer London - East and North East","Heterosexual / straight","220","210","30300","31060"
"In post","2021","Enfield","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Outer London - East and North East","Undeclared","40","40","[c]","[c]"
"In post","2021","Enfield","Outer London - East and North East","Unknown","90","80","29920","31060"
"In post","2021","Essex Haven Gateway","Essex","Heterosexual / straight","830","780","32330","29290"
"In post","2021","Essex Haven Gateway","Essex","LGBO","40","30","[c]","[c]"
"In post","2021","Essex Haven Gateway","Essex","Undeclared","140","130","33330","31070"
"In post","2021","Essex Haven Gateway","Essex","Unknown","130","130","30920","29290"
"In post","2021","Essex Thames Gateway","Essex","Heterosexual / straight","630","560","28060","29290"
"In post","2021","Essex Thames Gateway","Essex","LGBO","40","30","[c]","[c]"
"In post","2021","Essex Thames Gateway","Essex","Undeclared","70","60","26310","25110"
"In post","2021","Essex Thames Gateway","Essex","Unknown","210","180","27080","25110"
"In post","2021","Falkirk","Eastern Scotland","Heterosexual / straight","1000","880","27440","27570"
"In post","2021","Falkirk","Eastern Scotland","LGBO","50","50","27740","26700"
"In post","2021","Falkirk","Eastern Scotland","Undeclared","120","100","26400","22820"
"In post","2021","Falkirk","Eastern Scotland","Unknown","650","570","27990","27570"
"In post","2021","Fermanagh and Omagh","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","East Wales","Heterosexual / straight","1290","1230","28070","26120"
"In post","2021","Flintshire and Wrexham","East Wales","LGBO","70","70","25590","24040"
"In post","2021","Flintshire and Wrexham","East Wales","Undeclared","410","380","28580","27570"
"In post","2021","Flintshire and Wrexham","East Wales","Unknown","390","350","26550","23970"
"In post","2021","Glasgow City","West Central Scotland","Heterosexual / straight","7350","6860","32260","27570"
"In post","2021","Glasgow City","West Central Scotland","LGBO","500","490","31060","27570"
"In post","2021","Glasgow City","West Central Scotland","Undeclared","980","890","29790","26670"
"In post","2021","Glasgow City","West Central Scotland","Unknown","2820","2620","31500","27570"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","890","810","29500","27570"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","50","50","27740","27570"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","180","160","30310","27570"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","280","250","28100","27130"
"In post","2021","Greater Manchester North East","Greater Manchester","Heterosexual / straight","790","750","28130","27570"
"In post","2021","Greater Manchester North East","Greater Manchester","LGBO","50","50","[c]","[c]"
"In post","2021","Greater Manchester North East","Greater Manchester","Undeclared","110","100","27140","27570"
"In post","2021","Greater Manchester North East","Greater Manchester","Unknown","250","220","25990","27570"
"In post","2021","Greater Manchester North West","Greater Manchester","Heterosexual / straight","1290","1160","25780","24920"
"In post","2021","Greater Manchester North West","Greater Manchester","LGBO","60","60","24710","22850"
"In post","2021","Greater Manchester North West","Greater Manchester","Undeclared","150","130","24410","23240"
"In post","2021","Greater Manchester North West","Greater Manchester","Unknown","490","430","24420","21280"
"In post","2021","Greater Manchester South East","Greater Manchester","Heterosexual / straight","930","860","25880","22920"
"In post","2021","Greater Manchester South East","Greater Manchester","LGBO","60","60","24830","21580"
"In post","2021","Greater Manchester South East","Greater Manchester","Undeclared","140","120","26030","23840"
"In post","2021","Greater Manchester South East","Greater Manchester","Unknown","260","230","24710","21010"
"In post","2021","Greater Manchester South West","Greater Manchester","Heterosexual / straight","3530","3330","31510","27570"
"In post","2021","Greater Manchester South West","Greater Manchester","LGBO","300","290","29580","25560"
"In post","2021","Greater Manchester South West","Greater Manchester","Undeclared","440","410","31540","28130"
"In post","2021","Greater Manchester South West","Greater Manchester","Unknown","1880","1760","28460","25560"
"In post","2021","Gwent Valleys","West Wales and The Valleys","Heterosexual / straight","770","700","29130","27570"
"In post","2021","Gwent Valleys","West Wales and The Valleys","LGBO","40","40","[c]","[c]"
"In post","2021","Gwent Valleys","West Wales and The Valleys","Undeclared","80","70","29600","27570"
"In post","2021","Gwent Valleys","West Wales and The Valleys","Unknown","200","170","24730","22920"
"In post","2021","Gwynedd","West Wales and The Valleys","Heterosexual / straight","490","450","25670","23830"
"In post","2021","Gwynedd","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","West Wales and The Valleys","Undeclared","70","70","25390","23830"
"In post","2021","Gwynedd","West Wales and The Valleys","Unknown","160","140","23500","21010"
