"Status","Year","Region_ITL3","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Armagh City, Banbridge and Craigavon","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Asian","Declared non-disabled","120","110","30800","31060"
"In post","2021","Barking & Dagenham and Havering","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Black","Declared non-disabled","80","80","30920","31060"
"In post","2021","Barking & Dagenham and Havering","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","White","Declared disabled","60","50","30290","31060"
"In post","2021","Barking & Dagenham and Havering","White","Declared non-disabled","170","150","30330","31060"
"In post","2021","Barking & Dagenham and Havering","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Asian","Declared non-disabled","290","270","35510","31880"
"In post","2021","Barnet","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Asian","Unknown","80","70","47100","40070"
"In post","2021","Barnet","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Black","Declared non-disabled","160","150","32890","31060"
"In post","2021","Barnet","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Mixed","Declared non-disabled","50","50","34370","31060"
"In post","2021","Barnet","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Barnet","Undeclared","Undeclared","30","30","[c]","[c]"
"In post","2021","Barnet","Undeclared","Unknown","50","40","[c]","[c]"
"In post","2021","Barnet","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Barnet","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","Barnet","White","Declared disabled","50","50","37380","31470"
"In post","2021","Barnet","White","Declared non-disabled","490","470","39640","33910"
"In post","2021","Barnet","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","White","Unknown","190","180","52470","46000"
"In post","2021","Barnsley, Doncaster and Rotherham","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Declared non-disabled","60","50","26240","26800"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Declared non-disabled","70","60","26710","26810"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","170","170","24130","22850"
"In post","2021","Barnsley, Doncaster and Rotherham","White","Declared disabled","390","330","26860","26810"
"In post","2021","Barnsley, Doncaster and Rotherham","White","Declared non-disabled","1950","1730","27140","27370"
"In post","2021","Barnsley, Doncaster and Rotherham","White","Undeclared","200","190","30380","27680"
"In post","2021","Barnsley, Doncaster and Rotherham","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","Declared non-disabled","300","290","35440","33000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","Declared non-disabled","220","210","33870","33000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","Declared non-disabled","160","160","34370","31950"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Other ethnicity","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Declared disabled","100","90","41460","40200"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Declared non-disabled","280","270","39720","38970"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Undeclared","320","320","40930","40450"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Unknown","70","60","42010","38630"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Declared disabled","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Declared non-disabled","210","200","35050","32910"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","620","600","34820","30000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","White","Declared disabled","1150","1100","36220","33300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","White","Declared non-disabled","8330","7990","38070","34530"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","White","Undeclared","460","430","38480","36130"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","White","Unknown","860","830","39450","36840"
"In post","2021","Bedford","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Asian","Declared non-disabled","60","60","27110","27570"
"In post","2021","Bedford","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Unknown","90","80","26150","24330"
"In post","2021","Bedford","White","Declared disabled","80","80","30130","28030"
"In post","2021","Bedford","White","Declared non-disabled","430","400","31090","29530"
"In post","2021","Bedford","White","Undeclared","40","40","[c]","[c]"
"In post","2021","Bedford","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Undeclared","30","30","[c]","[c]"
"In post","2021","Belfast","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Unknown","570","540","25670","21440"
"In post","2021","Belfast","White","Declared disabled","220","200","28270","25560"
"In post","2021","Belfast","White","Declared non-disabled","1590","1480","29720","25560"
"In post","2021","Belfast","White","Undeclared","110","100","30670","27330"
"In post","2021","Belfast","White","Unknown","200","190","30540","28130"
"In post","2021","Berkshire","Asian","Declared disabled","40","30","[c]","[c]"
"In post","2021","Berkshire","Asian","Declared non-disabled","220","200","30350","29290"
"In post","2021","Berkshire","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Black","Declared non-disabled","70","60","31800","29290"
"In post","2021","Berkshire","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Mixed","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Berkshire","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Declared non-disabled","60","60","32480","29340"
"In post","2021","Berkshire","Undeclared","Undeclared","80","70","37080","38170"
"In post","2021","Berkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Declared non-disabled","90","90","30750","29290"
"In post","2021","Berkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Unknown","330","320","33610","30430"
"In post","2021","Berkshire","White","Declared disabled","240","230","34080","31880"
"In post","2021","Berkshire","White","Declared non-disabled","1360","1310","35640","31870"
"In post","2021","Berkshire","White","Undeclared","70","70","32440","29290"
"In post","2021","Berkshire","White","Unknown","200","190","36580","39070"
"In post","2021","Bexley and Greenwich","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Asian","Declared non-disabled","80","80","30300","31060"
"In post","2021","Bexley and Greenwich","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Black","Declared non-disabled","210","210","30750","31060"
"In post","2021","Bexley and Greenwich","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
