"Status","Year","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Male","60","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Female","100","100","21620","21260"
"Leaver CS","2022","16-19","Male","90","80","20140","20370"
"Leaver CS","2022","20-29","Female","5760","5420","26280","24890"
"Leaver CS","2022","20-29","Male","4920","4710","26950","25040"
"Leaver CS","2022","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Female","4140","3650","33150","29170"
"Leaver CS","2022","30-39","Male","3940","3790","35160","31060"
"Leaver CS","2022","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Female","3340","2890","36580","29290"
"Leaver CS","2022","40-49","Male","2580","2460","39040","31780"
"Leaver CS","2022","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Female","4460","3830","35050","27570"
"Leaver CS","2022","50-59","Male","3750","3510","38230","31820"
"Leaver CS","2022","60-64","Female","3210","2490","32780","27570"
"Leaver CS","2022","60-64","Male","3040","2650","39380","34290"
"Leaver CS","2022","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Female","2400","1690","27860","25120"
"Leaver CS","2022","65+","Male","2450","1900","33120","27570"
"Leaver CS","2022","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Female","2410","2300","31620","31060"
"Leaver Dept.","2021","20-29","Male","1920","1820","32230","32000"
"Leaver Dept.","2021","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Female","1950","1790","38970","34600"
"Leaver Dept.","2021","30-39","Male","1740","1650","39450","35580"
"Leaver Dept.","2021","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Female","1290","1180","43600","37050"
"Leaver Dept.","2021","40-49","Male","920","880","43690","38050"
"Leaver Dept.","2021","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Female","810","770","39310","33320"
"Leaver Dept.","2021","50-59","Male","640","630","44040","36740"
"Leaver Dept.","2021","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Female","70","60","37410","29290"
"Leaver Dept.","2021","60-64","Male","60","50","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","60","40","[c]","[c]"
"Leaver Dept.","2022","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Female","4280","3920","30440","28720"
"Leaver Dept.","2022","20-29","Male","2890","2640","31150","29250"
"Leaver Dept.","2022","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Female","3820","3400","37850","34000"
"Leaver Dept.","2022","30-39","Male","2980","2750","38160","34020"
"Leaver Dept.","2022","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Female","3150","2730","42110","37450"
"Leaver Dept.","2022","40-49","Male","2030","1850","45110","40480"
"Leaver Dept.","2022","50-59","Female","2180","1890","43020","35830"
"Leaver Dept.","2022","50-59","Male","1440","1290","48160","40700"
"Leaver Dept.","2022","60-64","Female","380","300","45220","34990"
"Leaver Dept.","2022","60-64","Male","260","220","58280","50410"
"Leaver Dept.","2022","65+","Female","120","90","43440","32410"
"Leaver Dept.","2022","65+","Male","100","70","55690","46230"
"Leaver Dept.","2022","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Female","490","470","21620","21010"
"New entrant CS","2021","16-19","Male","420","410","21230","21010"
"New entrant CS","2021","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Female","13710","13510","26530","26160"
"New entrant CS","2021","20-29","Male","10180","10100","26790","25850"
"New entrant CS","2021","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Female","7460","7100","30750","27570"
"New entrant CS","2021","30-39","Male","6120","6060","31410","27570"
"New entrant CS","2021","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Female","5200","4910","32010","27570"
"New entrant CS","2021","40-49","Male","4220","4160","34360","27570"
"New entrant CS","2021","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Female","4050","3850","29820","27570"
"New entrant CS","2021","50-59","Male","3650","3590","33670","27570"
"New entrant CS","2021","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Female","650","580","28710","27570"
"New entrant CS","2021","60-64","Male","710","670","31850","27570"
"New entrant CS","2021","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Female","120","100","32050","26410"
"New entrant CS","2021","65+","Male","160","140","35770","27570"
"New entrant CS","2021","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Female","500","490","22170","21260"
"New entrant CS","2022","16-19","Male","510","490","21330","21250"
"New entrant CS","2022","20-29","Female","16290","15950","26490","25000"
"New entrant CS","2022","20-29","Male","11690","11540","26910","25860"
"New entrant CS","2022","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Female","9470","8920","30570","27570"
"New entrant CS","2022","30-39","Male","7600","7480","31420","27570"
"New entrant CS","2022","40-49","Female","6730","6300","32250","27570"
"New entrant CS","2022","40-49","Male","4710","4610","34990","29000"
"New entrant CS","2022","50-59","Female","5110","4780","30730","27420"
"New entrant CS","2022","50-59","Male","4180","3990","34010","28620"
"New entrant CS","2022","60-64","Female","1050","930","28610","26310"
"New entrant CS","2022","60-64","Male","970","890","32560","28200"
"New entrant CS","2022","65+","Female","260","210","30960","27490"
"New entrant CS","2022","65+","Male","320","250","32050","28200"
"New entrant CS","2022","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Age","Age in 10 year bands.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
