"Status","Year","Function_of_post","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North East (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Economics","30","30","[c]","[c]"
"In post","2021","Analysis","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Analysis","North West (England)","Operational Research","60","60","41360","38630"
"In post","2021","Analysis","North West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Social Research","40","30","[c]","[c]"
"In post","2021","Analysis","North West (England)","Statistics","130","120","38730","38630"
"In post","2021","Analysis","North West (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Statistics","30","30","[c]","[c]"
"In post","2021","Analysis","Scotland","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Operational Delivery","100","90","30920","29540"
"In post","2021","Analysis","South East (England)","Operational Research","250","240","41710","46080"
"In post","2021","Analysis","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Science and Engineering","80","80","38500","37320"
"In post","2021","Analysis","South East (England)","Social Research","220","200","37540","37020"
"In post","2021","Analysis","South East (England)","Statistics","180","180","40260","37020"
"In post","2021","Analysis","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Science and Engineering","200","190","33520","29270"
"In post","2021","Analysis","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Statistics","180","160","39510","36300"
"In post","2021","Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","Analysis","Wales","Economics","120","120","36080","29840"
"In post","2021","Analysis","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Operational Delivery","330","310","30790","29540"
"In post","2021","Analysis","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Social Research","260","250","38200","37020"
"In post","2021","Analysis","Wales","Statistics","310","300","41090","37020"
"In post","2021","Analysis","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Digital, Data and Technology","70","60","43220","42220"
"In post","2021","Analysis","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Intelligence Analysis","60","60","48480","49530"
"In post","2021","Analysis","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Policy","70","70","43520","42500"
"In post","2021","Analysis","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Statistics","100","100","38190","34090"
"In post","2021","Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Commercial","120","110","42940","41650"
"In post","2021","Commercial","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Commercial","230","220","39160","35760"
"In post","2021","Commercial","East of England","Knowledge and Information Management","90","90","34150","33000"
"In post","2021","Commercial","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Unknown","70","60","57360","54800"
"In post","2021","Commercial","London","Commercial","700","680","47510","42470"
"In post","2021","Commercial","London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Knowledge and Information Management","130","120","37250","32040"
"In post","2021","Commercial","London","Operational Delivery","240","240","52260","46550"
"In post","2021","Commercial","London","Other","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Unknown","760","750","75670","67770"
"In post","2021","Commercial","North East (England)","Commercial","70","70","45820","41100"
"In post","2021","Commercial","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Commercial","460","450","38480","35760"
"In post","2021","Commercial","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Commercial","North West (England)","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Commercial","North West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Unknown","220","210","59050","53460"
"In post","2021","Commercial","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Commercial","40","30","[c]","[c]"
"In post","2021","Commercial","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Commercial","280","270","35600","33930"
"In post","2021","Commercial","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Science and Engineering","40","40","[c]","[c]"
"In post","2021","Commercial","Scotland","Unknown","40","40","[c]","[c]"
"In post","2021","Commercial","South East (England)","Commercial","430","410","38370","36390"
"In post","2021","Commercial","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Knowledge and Information Management","140","140","30050","28670"
"In post","2021","Commercial","South East (England)","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Commercial","South East (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Unknown","70","60","67440","65640"
"In post","2021","Commercial","South West (England)","Commercial","910","870","40130","38200"
"In post","2021","Commercial","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Knowledge and Information Management","190","180","36110","33300"
"In post","2021","Commercial","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Other","50","50","[c]","[c]"
"In post","2021","Commercial","South West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Project Delivery","60","60","47390","42780"
"In post","2021","Commercial","South West (England)","Science and Engineering","60","50","45000","42530"
"In post","2021","Commercial","South West (England)","Unknown","80","80","74110","64500"
"In post","2021","Commercial","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Commercial","330","310","34880","31640"
"In post","2021","Commercial","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Commercial","210","200","39620","38000"
"In post","2021","Commercial","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Operational Delivery","50","50","27410","22030"
"In post","2021","Commercial","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Unknown","40","40","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Commercial","320","310","40400","37100"
"In post","2021","Commercial","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Unknown","110","100","64390","62210"
"In post","2021","Communications","East Midlands (England)","Communications","100","100","36620","34570"
"In post","2021","Communications","East Midlands (England)","Operational Delivery","110","110","29090","25560"
"In post","2021","Communications","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Tax","210","210","27410","25560"
"In post","2021","Communications","East Midlands (England)","Unknown","80","80","28310","25560"
"In post","2021","Communications","East of England","Communications","90","90","34140","31810"
"In post","2021","Communications","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Other","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Communications","1790","1750","46170","42130"
"In post","2021","Communications","London","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Operational Delivery","80","70","46090","35290"
"In post","2021","Communications","London","Other","190","180","25630","21800"
"In post","2021","Communications","London","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Unknown","350","350","48230","43120"
"In post","2021","Communications","North East (England)","Communications","120","110","33590","31810"
"In post","2021","Communications","North East (England)","Operational Delivery","630","580","27500","25560"
"In post","2021","Communications","North East (England)","Tax","660","630","27220","25560"
"In post","2021","Communications","North East (England)","Unknown","140","130","29240","25560"
"In post","2021","Communications","North West (England)","Communications","190","180","36540","33710"
"In post","2021","Communications","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Operational Delivery","220","210","29570","26520"
"In post","2021","Communications","North West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Tax","200","200","27700","25560"
"In post","2021","Communications","North West (England)","Unknown","100","100","29070","27570"
"In post","2021","Communications","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Communications","70","60","38380","36720"
"In post","2021","Communications","Scotland","Operational Delivery","70","70","31330","31810"
"In post","2021","Communications","Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Tax","60","50","28350","28130"
"In post","2021","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Communications","290","280","33380","31810"
"In post","2021","Communications","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Communications","290","280","35380","33300"
"In post","2021","Communications","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Communications","190","180","35150","31020"
"In post","2021","Communications","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Operational Delivery","220","210","29800","31810"
"In post","2021","Communications","Wales","Tax","530","500","27260","25560"
"In post","2021","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Communications","130","120","38570","36510"
"In post","2021","Communications","West Midlands (England)","Operational Delivery","70","70","32160","31810"
"In post","2021","Communications","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Tax","120","110","27970","25560"
"In post","2021","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Communications","120","120","41760","38180"
"In post","2021","Communications","Yorkshire and The Humber","Operational Delivery","100","90","29930","31810"
"In post","2021","Communications","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Tax","370","360","27380","25560"
"In post","2021","Communications","Yorkshire and The Humber","Unknown","50","50","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Legal","180","170","31030","31810"
"In post","2021","Counter Fraud","East Midlands (England)","Operational Delivery","190","170","30950","28130"
"In post","2021","Counter Fraud","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Tax","120","120","39600","35000"
"In post","2021","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Legal","320","300","26850","25560"
"In post","2021","Counter Fraud","East of England","Operational Delivery","60","60","28030","25560"
"In post","2021","Counter Fraud","East of England","Other","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Counter Fraud","330","330","44300","40000"
"In post","2021","Counter Fraud","London","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Intelligence Analysis","60","60","43950","39800"
"In post","2021","Counter Fraud","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Legal","920","900","36170","36160"
"In post","2021","Counter Fraud","London","Operational Delivery","390","370","34840","32520"
"In post","2021","Counter Fraud","London","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Other","80","70","40070","36160"
"In post","2021","Counter Fraud","London","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Tax","390","370","43620","36780"
"In post","2021","Counter Fraud","London","Unknown","120","120","45330","36160"
"In post","2021","Counter Fraud","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Legal","150","150","29010","25560"
"In post","2021","Counter Fraud","North East (England)","Operational Delivery","180","170","28990","25560"
"In post","2021","Counter Fraud","North East (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Tax","120","120","38350","31940"
"In post","2021","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Counter Fraud","80","80","39290","39170"
"In post","2021","Counter Fraud","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Legal","450","440","30570","28130"
"In post","2021","Counter Fraud","North West (England)","Operational Delivery","730","670","30290","28130"
"In post","2021","Counter Fraud","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Other","40","40","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Tax","350","320","39150","31870"
"In post","2021","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Legal","160","150","28890","25910"
"In post","2021","Counter Fraud","Northern Ireland","Operational Delivery","160","150","29800","28130"
"In post","2021","Counter Fraud","Northern Ireland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Tax","60","60","38570","38630"
"In post","2021","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Legal","200","190","29450","28130"
"In post","2021","Counter Fraud","Scotland","Operational Delivery","330","300","28220","25560"
