"Status","Year","Region_ITL2","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Undeclared","310","290","33080","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Unknown","380","360","36110","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Declared disabled","70","70","29340","28670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Declared non-disabled","250","240","31170","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Declared disabled","110","100","33560","29530"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Declared non-disabled","430","410","32650","30460"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Undeclared","280","270","34110","32520"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Unknown","80","70","35500","33040"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Declared disabled","60","50","32500","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Declared non-disabled","540","480","33670","30600"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","120","110","32270","34250"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","1000","960","32930","29290"
"In post","2021","Cheshire","Heterosexual / straight","Declared disabled","320","290","28890","27570"
"In post","2021","Cheshire","Heterosexual / straight","Declared non-disabled","1700","1610","31530","27570"
"In post","2021","Cheshire","Heterosexual / straight","Undeclared","100","90","29970","27570"
"In post","2021","Cheshire","Heterosexual / straight","Unknown","590","580","34380","32770"
"In post","2021","Cheshire","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Declared non-disabled","100","100","29190","27570"
"In post","2021","Cheshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Unknown","40","40","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Declared disabled","40","30","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Declared non-disabled","150","140","30390","27570"
"In post","2021","Cheshire","Undeclared","Undeclared","80","70","32130","31650"
"In post","2021","Cheshire","Undeclared","Unknown","50","50","33520","32770"
"In post","2021","Cheshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Declared non-disabled","290","250","27940","27570"
"In post","2021","Cheshire","Unknown","Undeclared","80","80","31060","31650"
"In post","2021","Cheshire","Unknown","Unknown","290","290","30710","27570"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Declared disabled","160","140","26980","27570"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Declared non-disabled","870","790","26790","26670"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Unknown","60","50","25360","21130"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Declared non-disabled","100","90","26430","26850"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Declared non-disabled","190","170","25330","26120"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","90","80","27880","26350"
"In post","2021","Cumbria","Heterosexual / straight","Declared disabled","160","140","28580","27280"
"In post","2021","Cumbria","Heterosexual / straight","Declared non-disabled","1060","970","28710","25770"
"In post","2021","Cumbria","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"In post","2021","Cumbria","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Cumbria","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Declared disabled","30","30","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Declared non-disabled","90","80","30340","26650"
"In post","2021","Cumbria","Undeclared","Undeclared","50","40","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Declared disabled","40","30","[c]","[c]"
"In post","2021","Cumbria","Unknown","Declared non-disabled","480","420","24610","21050"
"In post","2021","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Unknown","70","70","32540","29180"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Declared disabled","1140","1050","29710","27570"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Declared non-disabled","6110","5680","32060","27570"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Undeclared","330","300","29770","27570"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Unknown","290","280","32140","28130"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Declared disabled","110","100","30080","27570"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Declared non-disabled","310","300","31000","27470"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Unknown","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Declared disabled","190","180","29300","27570"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Declared non-disabled","590","530","31970","27570"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Undeclared","300","280","31800","31420"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Declared disabled","100","90","28020","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Declared non-disabled","1030","910","29950","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Undeclared","130","120","29740","28130"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","1550","1470","28240","25560"
"In post","2021","Devon","Heterosexual / straight","Declared disabled","640","560","28150","27130"
"In post","2021","Devon","Heterosexual / straight","Declared non-disabled","3800","3490","29810","27560"
"In post","2021","Devon","Heterosexual / straight","Undeclared","200","180","28140","26780"
"In post","2021","Devon","Heterosexual / straight","Unknown","260","250","30480","26650"
"In post","2021","Devon","LGBO","Declared disabled","70","60","27400","27570"
"In post","2021","Devon","LGBO","Declared non-disabled","160","150","26860","25680"
"In post","2021","Devon","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Declared disabled","100","90","27940","26930"
"In post","2021","Devon","Undeclared","Declared non-disabled","390","350","31210","27570"
"In post","2021","Devon","Undeclared","Undeclared","160","150","31110","29200"
"In post","2021","Devon","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Devon","Unknown","Declared disabled","160","140","31770","31650"
"In post","2021","Devon","Unknown","Declared non-disabled","2240","2060","36980","35820"
"In post","2021","Devon","Unknown","Undeclared","80","60","28770","27570"
"In post","2021","Devon","Unknown","Unknown","700","670","27370","22850"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Declared disabled","440","410","28860","27570"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Declared non-disabled","2840","2650","29650","27570"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Undeclared","180","160","29850","27570"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Unknown","140","130","29820","26670"
"In post","2021","Dorset and Somerset","LGBO","Declared disabled","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Declared non-disabled","110","110","28260","27570"
"In post","2021","Dorset and Somerset","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Declared disabled","80","70","28450","27130"
"In post","2021","Dorset and Somerset","Undeclared","Declared non-disabled","290","260","29840","27570"
"In post","2021","Dorset and Somerset","Undeclared","Undeclared","170","160","32140","31650"
"In post","2021","Dorset and Somerset","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Declared disabled","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Declared non-disabled","310","260","28540","27570"
"In post","2021","Dorset and Somerset","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Unknown","500","470","30670","27130"
"In post","2021","East Anglia","Heterosexual / straight","Declared disabled","1060","970","29270","27570"
"In post","2021","East Anglia","Heterosexual / straight","Declared non-disabled","6780","6340","30110","27570"
"In post","2021","East Anglia","Heterosexual / straight","Undeclared","480","450","31120","29810"
"In post","2021","East Anglia","Heterosexual / straight","Unknown","330","310","32780","29270"
"In post","2021","East Anglia","LGBO","Declared disabled","80","80","27400","27570"
"In post","2021","East Anglia","LGBO","Declared non-disabled","270","260","28520","27150"
"In post","2021","East Anglia","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Undeclared","Declared disabled","130","120","31130","27570"
"In post","2021","East Anglia","Undeclared","Declared non-disabled","650","590","29880","27570"
"In post","2021","East Anglia","Undeclared","Undeclared","390","360","31180","29810"
"In post","2021","East Anglia","Undeclared","Unknown","60","60","34320","33000"
"In post","2021","East Anglia","Unknown","Declared disabled","90","80","28320","27570"
"In post","2021","East Anglia","Unknown","Declared non-disabled","840","740","28860","27570"
"In post","2021","East Anglia","Unknown","Undeclared","230","200","30820","31650"
"In post","2021","East Anglia","Unknown","Unknown","1050","1000","31010","27130"
"In post","2021","East Wales","Heterosexual / straight","Declared disabled","1310","1200","31520","27570"
"In post","2021","East Wales","Heterosexual / straight","Declared non-disabled","10640","9990","33940","28850"
"In post","2021","East Wales","Heterosexual / straight","Undeclared","370","350","30540","27570"
"In post","2021","East Wales","Heterosexual / straight","Unknown","930","870","32560","29540"
"In post","2021","East Wales","LGBO","Declared disabled","160","160","31740","27570"
"In post","2021","East Wales","LGBO","Declared non-disabled","600","590","32100","27570"
"In post","2021","East Wales","LGBO","Undeclared","30","30","[c]","[c]"
"In post","2021","East Wales","LGBO","Unknown","70","70","30310","29540"
"In post","2021","East Wales","Undeclared","Declared disabled","180","170","30580","27460"
"In post","2021","East Wales","Undeclared","Declared non-disabled","950","890","34000","28850"
"In post","2021","East Wales","Undeclared","Undeclared","470","430","32600","28750"
"In post","2021","East Wales","Undeclared","Unknown","150","140","36280","32360"
"In post","2021","East Wales","Unknown","Declared disabled","130","110","28290","26980"
"In post","2021","East Wales","Unknown","Declared non-disabled","1320","1160","31880","27570"
"In post","2021","East Wales","Unknown","Undeclared","110","100","29870","27570"
"In post","2021","East Wales","Unknown","Unknown","2960","2800","28410","25560"
"In post","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Declared disabled","380","340","27260","27380"
"In post","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Declared non-disabled","2580","2360","28020","26930"
"In post","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Undeclared","180","160","29910","29200"
"In post","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Unknown","100","90","26650","26630"
"In post","2021","East Yorkshire and Northern Lincolnshire","LGBO","Declared disabled","40","30","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","LGBO","Declared non-disabled","110","110","26600","26410"
"In post","2021","East Yorkshire and Northern Lincolnshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Declared disabled","60","50","26500","27210"
"In post","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Declared non-disabled","280","260","28310","27130"
"In post","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Undeclared","140","130","30480","28220"
"In post","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","Declared non-disabled","370","320","27720","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","100","80","31030","31650"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","320","310","25410","24440"
"In post","2021","Eastern Scotland","Heterosexual / straight","Declared disabled","1300","1200","32940","27570"
"In post","2021","Eastern Scotland","Heterosexual / straight","Declared non-disabled","7560","7140","35700","30080"
"In post","2021","Eastern Scotland","Heterosexual / straight","Undeclared","260","250","31900","27570"
"In post","2021","Eastern Scotland","Heterosexual / straight","Unknown","1870","1770","38630","33650"
"In post","2021","Eastern Scotland","LGBO","Declared disabled","200","190","32820","28170"
"In post","2021","Eastern Scotland","LGBO","Declared non-disabled","430","420","34750","30080"
"In post","2021","Eastern Scotland","LGBO","Undeclared","30","30","[c]","[c]"
"In post","2021","Eastern Scotland","LGBO","Unknown","110","110","36960","33650"
"In post","2021","Eastern Scotland","Undeclared","Declared disabled","160","140","32190","27570"
"In post","2021","Eastern Scotland","Undeclared","Declared non-disabled","560","520","33710","27570"
"In post","2021","Eastern Scotland","Undeclared","Undeclared","190","180","33730","30080"
"In post","2021","Eastern Scotland","Undeclared","Unknown","1120","1040","29990","29350"
"In post","2021","Eastern Scotland","Unknown","Declared disabled","270","250","31130","30080"
"In post","2021","Eastern Scotland","Unknown","Declared non-disabled","1570","1420","34190","27570"
"In post","2021","Eastern Scotland","Unknown","Undeclared","60","50","26430","23180"
"In post","2021","Eastern Scotland","Unknown","Unknown","4160","3940","32130","29190"
"In post","2021","Essex","Heterosexual / straight","Declared disabled","520","470","30550","29290"
"In post","2021","Essex","Heterosexual / straight","Declared non-disabled","2960","2730","30900","29290"
"In post","2021","Essex","Heterosexual / straight","Undeclared","150","140","30910","29290"
"In post","2021","Essex","Heterosexual / straight","Unknown","150","140","32600","28130"
"In post","2021","Essex","LGBO","Declared disabled","50","50","29260","29290"
"In post","2021","Essex","LGBO","Declared non-disabled","130","120","30520","29290"
"In post","2021","Essex","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Essex","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Undeclared","Declared disabled","80","70","30180","29090"
"In post","2021","Essex","Undeclared","Declared non-disabled","290","260","29780","27370"
"In post","2021","Essex","Undeclared","Undeclared","160","150","31750","29200"
"In post","2021","Essex","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Unknown","Declared disabled","60","50","27960","27370"
"In post","2021","Essex","Unknown","Declared non-disabled","470","420","31060","29290"
"In post","2021","Essex","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2021","Essex","Unknown","Unknown","500","460","30050","25850"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","Declared disabled","2260","2130","34640","31950"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","Declared non-disabled","17140","16350","36780","33300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","Undeclared","720","680","36720","33300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","Unknown","1270","1220","37610","34860"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","Declared disabled","230","220","31930","28650"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","Declared non-disabled","680","660","33300","29180"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","Undeclared","50","50","36360","33380"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","Unknown","60","60","34670","29420"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Declared disabled","380","350","36200","33300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Declared non-disabled","1510","1410","37660","34510"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Undeclared","920","880","38900","37320"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Unknown","290","280","41130","39680"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Declared disabled","130","110","31660","27570"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Declared non-disabled","1010","890","33060","27570"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Undeclared","180","170","37500","37320"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","2470","2360","36000","31810"
"In post","2021","Greater Manchester","Heterosexual / straight","Declared disabled","1530","1400","29960","27570"
"In post","2021","Greater Manchester","Heterosexual / straight","Declared non-disabled","10010","9460","31940","27570"
"In post","2021","Greater Manchester","Heterosexual / straight","Undeclared","480","450","29260","27570"
"In post","2021","Greater Manchester","Heterosexual / straight","Unknown","480","450","33150","30260"
"In post","2021","Greater Manchester","LGBO","Declared disabled","200","200","29480","27570"
"In post","2021","Greater Manchester","LGBO","Declared non-disabled","680","670","31480","27570"
"In post","2021","Greater Manchester","LGBO","Undeclared","60","50","28520","27570"
"In post","2021","Greater Manchester","LGBO","Unknown","40","40","[c]","[c]"
"In post","2021","Greater Manchester","Undeclared","Declared disabled","230","200","28420","26780"
"In post","2021","Greater Manchester","Undeclared","Declared non-disabled","860","800","30910","27570"
"In post","2021","Greater Manchester","Undeclared","Undeclared","430","400","32450","29870"
"In post","2021","Greater Manchester","Undeclared","Unknown","80","70","30880","29360"
"In post","2021","Greater Manchester","Unknown","Declared disabled","190","170","28280","27570"
"In post","2021","Greater Manchester","Unknown","Declared non-disabled","1560","1380","28760","27570"
"In post","2021","Greater Manchester","Unknown","Undeclared","230","210","29870","31650"
"In post","2021","Greater Manchester","Unknown","Unknown","2670","2560","29320","25560"
"In post","2021","Hampshire and Isle of Wight","Heterosexual / straight","Declared disabled","1280","1160","30890","27570"
"In post","2021","Hampshire and Isle of Wight","Heterosexual / straight","Declared non-disabled","8080","7520","32710","28660"
"In post","2021","Hampshire and Isle of Wight","Heterosexual / straight","Undeclared","480","440","30390","27570"
"In post","2021","Hampshire and Isle of Wight","Heterosexual / straight","Unknown","1040","930","30000","27570"
"In post","2021","Hampshire and Isle of Wight","LGBO","Declared disabled","120","110","29650","27570"
"In post","2021","Hampshire and Isle of Wight","LGBO","Declared non-disabled","300","300","30930","27570"
"In post","2021","Hampshire and Isle of Wight","LGBO","Undeclared","40","40","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","LGBO","Unknown","50","50","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Undeclared","Declared disabled","170","150","29380","27570"
"In post","2021","Hampshire and Isle of Wight","Undeclared","Declared non-disabled","740","690","33280","30050"
"In post","2021","Hampshire and Isle of Wight","Undeclared","Undeclared","460","440","33830","33120"
"In post","2021","Hampshire and Isle of Wight","Undeclared","Unknown","160","140","32810","29540"
"In post","2021","Hampshire and Isle of Wight","Unknown","Declared disabled","120","100","27310","25190"
"In post","2021","Hampshire and Isle of Wight","Unknown","Declared non-disabled","650","570","31530","27570"
"In post","2021","Hampshire and Isle of Wight","Unknown","Undeclared","200","190","36830","31650"
"In post","2021","Hampshire and Isle of Wight","Unknown","Unknown","1480","1340","31650","26670"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","Declared disabled","330","300","27890","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","Declared non-disabled","2230","2100","28120","26350"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","Undeclared","180","170","29520","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","Unknown","70","60","28530","26570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","Declared non-disabled","110","100","28940","24920"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","Declared disabled","50","40","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","Declared non-disabled","190","170","27770","26780"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","Undeclared","120","110","30090","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Declared disabled","30","30","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Declared non-disabled","340","300","26220","25560"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Undeclared","100","90","31060","31900"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","200","200","25940","23970"
"In post","2021","Highlands and Islands","Heterosexual / straight","Declared disabled","120","110","27480","27570"
"In post","2021","Highlands and Islands","Heterosexual / straight","Declared non-disabled","880","830","28480","27570"
"In post","2021","Highlands and Islands","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Heterosexual / straight","Unknown","120","110","31240","29190"
"In post","2021","Highlands and Islands","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Undeclared","Declared non-disabled","80","70","30180","27570"
"In post","2021","Highlands and Islands","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Undeclared","Unknown","90","70","25930","22820"
"In post","2021","Highlands and Islands","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Declared non-disabled","420","400","29650","27570"
"In post","2021","Highlands and Islands","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Unknown","140","130","28470","26920"
"In post","2021","Inner London - East","Heterosexual / straight","Declared disabled","1100","1030","37780","31880"
"In post","2021","Inner London - East","Heterosexual / straight","Declared non-disabled","8160","7790","42720","36200"
"In post","2021","Inner London - East","Heterosexual / straight","Undeclared","370","350","38190","32960"
"In post","2021","Inner London - East","Heterosexual / straight","Unknown","1250","1220","43920","39840"
"In post","2021","Inner London - East","LGBO","Declared disabled","140","140","38490","32260"
"In post","2021","Inner London - East","LGBO","Declared non-disabled","540","530","43290","36370"
"In post","2021","Inner London - East","LGBO","Undeclared","30","30","[c]","[c]"
"In post","2021","Inner London - East","LGBO","Unknown","70","70","39350","36850"
"In post","2021","Inner London - East","Undeclared","Declared disabled","180","170","38380","31880"
"In post","2021","Inner London - East","Undeclared","Declared non-disabled","830","780","41950","36000"
"In post","2021","Inner London - East","Undeclared","Undeclared","350","320","44020","38430"
"In post","2021","Inner London - East","Undeclared","Unknown","160","160","44120","40170"
"In post","2021","Inner London - East","Unknown","Declared disabled","150","140","36210","31880"
"In post","2021","Inner London - East","Unknown","Declared non-disabled","1470","1360","40600","31880"
"In post","2021","Inner London - East","Unknown","Undeclared","260","230","37270","33390"
"In post","2021","Inner London - East","Unknown","Unknown","2130","2060","43000","36160"
"In post","2021","Inner London - West","Heterosexual / straight","Declared disabled","3730","3600","44930","40000"
"In post","2021","Inner London - West","Heterosexual / straight","Declared non-disabled","31710","30810","48050","43300"
"In post","2021","Inner London - West","Heterosexual / straight","Undeclared","1370","1340","44970","40170"
"In post","2021","Inner London - West","Heterosexual / straight","Unknown","2370","2320","45220","40650"
"In post","2021","Inner London - West","LGBO","Declared disabled","670","660","45020","40050"
"In post","2021","Inner London - West","LGBO","Declared non-disabled","2520","2480","48130","44660"
"In post","2021","Inner London - West","LGBO","Undeclared","170","170","44430","38190"
"In post","2021","Inner London - West","LGBO","Unknown","260","250","45030","40650"
"In post","2021","Inner London - West","Undeclared","Declared disabled","480","470","43540","38750"
"In post","2021","Inner London - West","Undeclared","Declared non-disabled","2810","2730","47440","42880"
"In post","2021","Inner London - West","Undeclared","Undeclared","1290","1260","47160","43420"
