"Status","Year","Profession_of_post","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Met Office","180","170","43020","40140"
"In post","2021","Commercial","Devon","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Defence Equipment and Support","30","30","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Crown Commercial Service","90","80","34770","34800"
"In post","2021","Commercial","East Anglia","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","HM Prison and Probation Service","50","50","46320","46600"
"In post","2021","Commercial","East Anglia","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Commercial","East Wales","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Crown Commercial Service","70","60","31160","28540"
"In post","2021","Commercial","East Wales","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Scottish Prison Service","60","60","31730","25870"
"In post","2021","Commercial","Eastern Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","820","790","39670","35270"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence (excl. agencies)","350","330","36620","34800"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Submarine Delivery Agency","110","110","40190","38240"
"In post","2021","Commercial","Greater Manchester","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Department for Education (excl. agencies)","60","60","38360","36780"
"In post","2021","Commercial","Greater Manchester","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","HM Revenue and Customs (excl. agencies)","50","50","38760","38630"
"In post","2021","Commercial","Greater Manchester","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Defence Science and Technology Laboratory","30","30","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Ministry of Defence (excl. agencies)","150","140","34320","34500"
"In post","2021","Commercial","Hampshire and Isle of Wight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department for Transport (excl. agencies)","90","90","51000","54110"
"In post","2021","Commercial","Inner London - West","Department of Health and Social Care (excl. agencies)","110","100","55070","53360"
"In post","2021","Commercial","Inner London - West","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","HM Prison and Probation Service","120","110","55410","53670"
"In post","2021","Commercial","Inner London - West","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Crown Commercial Service","190","180","33650","34800"
"In post","2021","Commercial","Merseyside","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","HM Prison and Probation Service","100","100","44710","44570"
"In post","2021","Commercial","Outer London - South","Home Office (incl. agencies)","40","40","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","The National Archives","40","40","[c]","[c]"
"In post","2021","Commercial","Overseas","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Department for Education (excl. agencies)","50","50","38610","38000"
"In post","2021","Commercial","South Yorkshire","Education and Skills Funding Agency","40","40","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","70","70","40370","39630"
"In post","2021","Commercial","Surrey, East and West Sussex","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Ministry of Defence (excl. agencies)","90","80","34770","33300"
"In post","2021","Commercial","West Central Scotland","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2021","Commercial","West Midlands","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Driver and Vehicle Licensing Agency","160","140","32760","31040"
"In post","2021","Commercial","West Wales and The Valleys","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
