"Status","Year","Region_ITL2","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Property","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Property","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Psychology","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Psychology","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Psychology","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Science and Engineering","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Science and Engineering","Central Bedfordshire","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Science and Engineering","Hertfordshire","170","170","50740","45570"
"In post","2021","Bedfordshire and Hertfordshire","Security","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Security","Central Bedfordshire","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Security","Hertfordshire","50","50","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Statistics","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Tax","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Tax","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Bedford","170","160","28010","27570"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Central Bedfordshire","80","70","32200","29670"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Hertfordshire","810","750","30200","29290"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Luton","180","170","26760","27570"
"In post","2021","Bedfordshire and Hertfordshire","Veterinarian","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Buckinghamshire CC","50","50","36230","36800"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Milton Keynes","80","70","43780","41160"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Oxfordshire","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Berkshire","110","100","40070","36460"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Milton Keynes","110","110","44170","40670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Economics","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Berkshire","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Buckinghamshire CC","130","130","38670","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Milton Keynes","70","70","38760","31730"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Oxfordshire","50","50","34200","33000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Berkshire","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Buckinghamshire CC","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Milton Keynes","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","International Trade","Berkshire","60","60","43640","38540"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","International Trade","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Milton Keynes","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Oxfordshire","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Berkshire","150","140","47200","46660"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Milton Keynes","50","30","48980","53630"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Medicine","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Medicine","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Medicine","Oxfordshire","80","70","59350","45100"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Berkshire","760","720","29660","26520"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Buckinghamshire CC","660","630","30190","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Milton Keynes","940","920","28210","27250"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Oxfordshire","1050","970","30030","29920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","Berkshire","190","190","29800","26670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","Buckinghamshire CC","190","180","25310","23040"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","Oxfordshire","520","510","26140","21130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Planning","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Planning","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","Berkshire","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Berkshire","70","70","45990","40580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Buckinghamshire CC","140","140","39140","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Milton Keynes","60","60","37890","32480"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Oxfordshire","100","90","38450","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Berkshire","50","50","31390","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Buckinghamshire CC","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Milton Keynes","190","180","35820","33510"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Oxfordshire","90","90","33170","33000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Psychology","Buckinghamshire CC","60","50","37710","31180"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Psychology","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Psychology","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Berkshire","50","50","42800","40000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Oxfordshire","260","250","43000","40130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Berkshire","630","630","34920","39070"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Milton Keynes","200","190","35940","33390"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Oxfordshire","140","140","29280","21130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Statistics","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Statistics","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Statistics","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Tax","Berkshire","170","160","37710","35000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Tax","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Berkshire","470","440","30000","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Buckinghamshire CC","230","220","29940","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Milton Keynes","360","330","27820","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Oxfordshire","270","250","28150","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Veterinarian","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data and Technology","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data and Technology","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data and Technology","Warrington","120","120","41950","41700"
"In post","2021","Cheshire","Finance","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Warrington","60","60","41600","39240"
"In post","2021","Cheshire","Intelligence Analysis","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Intelligence Analysis","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Internal Audit","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Internal Audit","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Medicine","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Operational Delivery","Cheshire East","520","490","28840","26410"
"In post","2021","Cheshire","Operational Delivery","Cheshire West and Chester","140","120","26170","23840"
"In post","2021","Cheshire","Operational Delivery","Warrington","1810","1750","32950","31650"
"In post","2021","Cheshire","Other","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Planning","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Policy","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Policy","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Warrington","50","50","[c]","[c]"
"In post","2021","Cheshire","Property","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Psychology","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Psychology","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Science and Engineering","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Science and Engineering","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Science and Engineering","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Cheshire East","150","140","27280","27570"
"In post","2021","Cheshire","Unknown","Cheshire West and Chester","290","270","25160","27570"
"In post","2021","Cheshire","Unknown","Warrington","500","440","25360","27570"
"In post","2021","Cheshire","Veterinarian","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data and Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Knowledge and Information Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Medicine","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Operational Delivery","Cornwall and Isles of Scilly","260","230","26810","25630"
"In post","2021","Cornwall and Isles of Scilly","Other","Cornwall and Isles of Scilly","210","200","23300","21130"
"In post","2021","Cornwall and Isles of Scilly","Policy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Cornwall and Isles of Scilly","50","50","29590","26580"
"In post","2021","Cornwall and Isles of Scilly","Science and Engineering","Cornwall and Isles of Scilly","100","100","24690","22500"
"In post","2021","Cornwall and Isles of Scilly","Security","Cornwall and Isles of Scilly","50","50","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Statistics","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Cornwall and Isles of Scilly","830","740","25490","27570"
"In post","2021","Cornwall and Isles of Scilly","Veterinarian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data and Technology","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data and Technology","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Intelligence Analysis","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Knowledge and Information Management","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Knowledge and Information Management","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Operational Delivery","East Cumbria","540","490","25740","21950"
"In post","2021","Cumbria","Operational Delivery","West Cumbria","760","680","25050","21050"
"In post","2021","Cumbria","Other","East Cumbria","90","90","23040","21130"
"In post","2021","Cumbria","Other","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Policy","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Policy","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","West Cumbria","80","70","42230","39860"
"In post","2021","Cumbria","Property","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Science and Engineering","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Science and Engineering","West Cumbria","80","80","42390","41400"
"In post","2021","Cumbria","Security","East Cumbria","50","50","[c]","[c]"
"In post","2021","Cumbria","Security","West Cumbria","40","40","[c]","[c]"
"In post","2021","Cumbria","Unknown","East Cumbria","100","80","27860","27570"
"In post","2021","Cumbria","Unknown","West Cumbria","180","150","26560","27570"
"In post","2021","Cumbria","Veterinarian","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Nottingham","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","Nottingham","80","70","37000","36470"
"In post","2021","Derbyshire and Nottinghamshire","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","Nottingham","170","160","38910","36000"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","Nottingham","140","130","37110","32800"
"In post","2021","Derbyshire and Nottinghamshire","Finance","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Nottingham","290","270","38830","33840"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","South and West Derbyshire","[c]","[c]","[c]","[c]"
