"Status","Year","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Heterosexual / straight","830","800","35390","33130"
"In post","2021","Declared disabled","Defence Equipment and Support","LGBO","60","60","30580","28700"
"In post","2021","Declared disabled","Defence Equipment and Support","Undeclared","160","160","37850","36940"
"In post","2021","Declared disabled","Defence Equipment and Support","Unknown","30","30","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Heterosexual / straight","380","360","38230","37320"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","LGBO","50","40","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","340","330","47610","43040"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","70","70","45270","40050"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","40","40","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","80","80","48390","39360"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Heterosexual / straight","390","370","41600","36960"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","LGBO","50","50","41090","33810"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Undeclared","50","40","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Unknown","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","450","440","40370","36970"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","70","70","40850","36520"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","50","50","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Heterosexual / straight","120","120","45620","41640"
"In post","2021","Declared disabled","Department for International Trade","LGBO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Heterosexual / straight","150","140","45280","42890"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","LGBO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","11020","9670","27190","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","LGBO","1090","1030","27590","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Undeclared","1600","1390","26520","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","1510","1270","26150","27570"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","90","80","46440","40650"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Heterosexual / straight","380","320","24830","21590"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Undeclared","240","190","22960","21590"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Heterosexual / straight","300","270","29590","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Undeclared","110","100","29140","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Heterosexual / straight","110","110","39080","36960"
"In post","2021","Declared disabled","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Heterosexual / straight","60","60","37390","32850"
"In post","2021","Declared disabled","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","560","540","44220","38600"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","70","70","45510","44620"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","60","60","44680","38600"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","30","30","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Heterosexual / straight","130","120","53150","51830"
"In post","2021","Declared disabled","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Heterosexual / straight","240","220","39530","35910"
"In post","2021","Declared disabled","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Undeclared","50","40","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Heterosexual / straight","1660","1490","23820","20650"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","LGBO","150","140","22450","20100"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Undeclared","230","210","24150","20420"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Unknown","40","30","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Heterosexual / straight","350","300","30630","27130"
"In post","2021","Declared disabled","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Undeclared","70","60","31130","27130"
"In post","2021","Declared disabled","HM Land Registry","Unknown","50","40","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Heterosexual / straight","4690","4400","30580","28690"
"In post","2021","Declared disabled","HM Prison and Probation Service","LGBO","540","530","30070","28380"
"In post","2021","Declared disabled","HM Prison and Probation Service","Undeclared","520","480","31850","31480"
"In post","2021","Declared disabled","HM Prison and Probation Service","Unknown","210","190","29840","31650"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","3900","3500","31390","28130"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","LGBO","410","380","31730","31810"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Undeclared","480","430","31360","28130"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","700","600","27690","25560"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Heterosexual / straight","130","130","45770","42650"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Heterosexual / straight","2400","2200","31020","27370"
"In post","2021","Declared disabled","Home Office (incl. agencies)","LGBO","230","220","33680","30010"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Undeclared","420","380","31840","28650"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Heterosexual / straight","100","100","35590","32060"
"In post","2021","Declared disabled","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Unknown","60","50","28130","25060"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Heterosexual / straight","110","110","25640","21310"
"In post","2021","Declared disabled","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Unknown","100","100","36210","33860"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Heterosexual / straight","2720","2610","31440","27570"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","LGBO","150","150","32900","29250"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Undeclared","460","440","33080","32200"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","120","110","31520","29200"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","220","210","42840","38230"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","50","50","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Heterosexual / straight","430","420","40200","36710"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","LGBO","60","60","41110","35300"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Undeclared","60","60","42410","36800"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Heterosexual / straight","160","150","38240","36630"
"In post","2021","Declared disabled","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","110","110","45660","51360"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Heterosexual / straight","160","150","22690","20420"
"In post","2021","Declared disabled","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Public Health England","Heterosexual / straight","250","230","39050","33290"
"In post","2021","Declared disabled","Public Health England","LGBO","50","50","[c]","[c]"
"In post","2021","Declared disabled","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","Heterosexual / straight","90","90","32450","30080"
"In post","2021","Declared disabled","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","Unknown","30","30","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","Heterosexual / straight","100","90","27380","25880"
"In post","2021","Declared disabled","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","Unknown","60","50","24500","21050"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
