"Status","Year","Region_ITL3","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ards and North Down","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Male","Security","90","90","20850","20310"
"In post","2021","Ards and North Down","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Female","Other","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Male","Other","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Female","Operational Delivery","100","90","27440","24080"
"In post","2021","Barking & Dagenham and Havering","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Female","Unknown","290","250","30770","31060"
"In post","2021","Barking & Dagenham and Havering","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Male","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Male","Unknown","180","170","31310","31060"
"In post","2021","Barnet","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","Barnet","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","Operational Delivery","340","310","34430","32090"
"In post","2021","Barnet","Female","Other","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","Science and Engineering","390","360","40300","38940"
"In post","2021","Barnet","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Female","Unknown","220","200","30620","31060"
"In post","2021","Barnet","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","Digital, Data and Technology","140","140","46230","44960"
"In post","2021","Barnet","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","Operational Delivery","170","160","37880","32330"
"In post","2021","Barnet","Male","Other","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","Science and Engineering","150","150","42300","40750"
"In post","2021","Barnet","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Male","Unknown","90","80","33260","31060"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Operational Delivery","700","630","26240","23840"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Other","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Psychology","30","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Unknown","1030","830","25040","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Operational Delivery","730","690","29090","27150"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Other","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Security","60","60","41080","41430"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Unknown","340","320","25390","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Commercial","580","540","37690","34270"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Communications","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Digital, Data and Technology","100","90","36960","33300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Finance","430","410","39740","34720"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Human Resources","330","290","33560","28840"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Knowledge and Information Management","70","70","36080","33980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Operational Delivery","750","680","29480","27250"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Other","1110","1020","31010","28230"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Policy","60","60","38700","36660"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Project Delivery","1120","1060","37320","35630"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Property","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Science and Engineering","290","280","36970","33740"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Security","50","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Unknown","300","260","33050","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Commercial","580","570","41650","38600"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Digital, Data and Technology","280","280","43370","42000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Finance","350","350","41290","39740"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Human Resources","130","130","35730","29200"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Knowledge and Information Management","160","160","38540","33700"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Operational Delivery","550","530","32350","30980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Other","1210","1180","37610","35000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Policy","60","60","46520","42570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Project Delivery","1790","1770","43650","40820"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Property","90","90","37750","36460"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Science and Engineering","2270","2240","39270","39890"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Security","140","140","31720","32680"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Unknown","290","280","39470","29250"
"In post","2021","Bedford","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Operational Delivery","310","290","28760","26410"
"In post","2021","Bedford","Female","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Unknown","120","100","28020","27570"
"In post","2021","Bedford","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Operational Delivery","280","280","32040","30400"
"In post","2021","Bedford","Male","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Unknown","50","50","27970","27570"
"In post","2021","Belfast","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Legal","70","70","29880","27540"
"In post","2021","Belfast","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Operational Delivery","820","710","25820","24890"
"In post","2021","Belfast","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Other","30","30","[c]","[c]"
"In post","2021","Belfast","Female","Policy","40","40","[c]","[c]"
"In post","2021","Belfast","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Tax","310","280","31400","31810"
"In post","2021","Belfast","Female","Unknown","60","50","28850","25560"
"In post","2021","Belfast","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Legal","90","90","29350","26030"
"In post","2021","Belfast","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Operational Delivery","750","720","26070","24880"
"In post","2021","Belfast","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Other","30","30","[c]","[c]"
"In post","2021","Belfast","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Tax","320","310","34110","31810"
"In post","2021","Belfast","Male","Unknown","60","60","26470","25560"
"In post","2021","Belfast","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Digital, Data and Technology","40","30","[c]","[c]"
"In post","2021","Berkshire","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Human Resources","30","30","[c]","[c]"
"In post","2021","Berkshire","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Legal","100","90","47240","50520"
