"Status","Year","Region_ITL3","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barking & Dagenham and Havering","Unknown","London","460","420","30980","31060"
"In post","2021","Barnet","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Digital, Data & Technology","London","40","40","[c]","[c]"
"In post","2021","Barnet","Finance","London","40","40","[c]","[c]"
"In post","2021","Barnet","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","No function","London","1090","1020","41390","35300"
"In post","2021","Barnet","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","London","460","440","35140","31060"
"In post","2021","Barnsley, Doncaster and Rotherham","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","No function","Yorkshire and The Humber","1460","1360","28180","26700"
"In post","2021","Barnsley, Doncaster and Rotherham","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Security","Yorkshire and The Humber","80","80","39250","40190"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Yorkshire and The Humber","1410","1190","25140","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Analysis","South West (England)","60","50","40630","38530"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","South West (England)","640","620","44040","40580"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","South West (England)","80","70","39300","35930"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","South West (England)","150","140","37130","36380"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","South West (England)","690","660","40000","35070"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","South West (England)","630","580","35350","31450"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Legal","South West (England)","50","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","South West (England)","1020","950","31310","31020"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","South West (England)","8330","8070","38680","36890"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","South West (England)","290","280","39230","37030"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","South West (England)","130","130","28650","20920"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","South West (England)","1280","1200","33500","27570"
"In post","2021","Bedford","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","No function","East of England","490","470","30760","29920"
"In post","2021","Bedford","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","East of England","290","270","28240","27570"
"In post","2021","Belfast","Communications","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","Northern Ireland","390","370","31230","28130"
"In post","2021","Belfast","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Belfast","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Belfast","No function","Northern Ireland","1720","1600","28640","25560"
"In post","2021","Belfast","Project Delivery","Northern Ireland","40","40","[c]","[c]"
"In post","2021","Belfast","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Northern Ireland","490","450","25070","23250"
"In post","2021","Berkshire","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","South East (England)","40","30","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","South East (England)","90","80","32030","31810"
"In post","2021","Berkshire","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","South East (England)","130","120","40720","38320"
"In post","2021","Berkshire","Finance","South East (England)","50","50","[c]","[c]"
"In post","2021","Berkshire","Grants Management","South East (England)","150","140","28830","25190"
"In post","2021","Berkshire","Human Resources","South East (England)","40","30","[c]","[c]"
"In post","2021","Berkshire","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","South East (England)","160","150","44880","41790"
"In post","2021","Berkshire","No function","South East (England)","700","660","33390","31810"
"In post","2021","Berkshire","Project Delivery","South East (England)","80","80","46250","40680"
"In post","2021","Berkshire","Property","South East (England)","50","50","31450","33300"
"In post","2021","Berkshire","Security","South East (England)","640","630","34910","39070"
"In post","2021","Berkshire","Unknown","South East (England)","760","720","30250","29290"
"In post","2021","Bexley and Greenwich","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","No function","London","1220","1170","31700","31590"
"In post","2021","Bexley and Greenwich","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","London","480","440","31320","31060"
"In post","2021","Birmingham","Analysis","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Birmingham","Commercial","West Midlands (England)","80","80","47790","40830"
"In post","2021","Birmingham","Communications","West Midlands (England)","250","240","31350","28130"
"In post","2021","Birmingham","Counter Fraud","West Midlands (England)","590","550","32550","31810"
"In post","2021","Birmingham","Debt","West Midlands (England)","410","370","21770","20140"
"In post","2021","Birmingham","Digital, Data & Technology","West Midlands (England)","240","230","41320","37000"
"In post","2021","Birmingham","Finance","West Midlands (England)","100","100","40080","38000"
"In post","2021","Birmingham","Human Resources","West Midlands (England)","120","110","41690","39490"
"In post","2021","Birmingham","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Legal","West Midlands (England)","620","580","38920","33310"
"In post","2021","Birmingham","No function","West Midlands (England)","6140","5770","30680","25560"
"In post","2021","Birmingham","Project Delivery","West Midlands (England)","300","290","43060","39850"
"In post","2021","Birmingham","Property","West Midlands (England)","250","230","34740","32100"
"In post","2021","Birmingham","Security","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Birmingham","Unknown","West Midlands (England)","2400","2150","27120","27570"
"In post","2021","Blackburn with Darwen","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","No function","North West (England)","130","120","26250","23850"
"In post","2021","Blackburn with Darwen","Unknown","North West (England)","360","320","26570","27570"
"In post","2021","Blackpool","Commercial","North West (England)","30","30","[c]","[c]"
"In post","2021","Blackpool","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","No function","North West (England)","160","140","28360","26290"
"In post","2021","Blackpool","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","North West (England)","4900","4470","28740","27570"
"In post","2021","Bournemouth and Poole","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","No function","South West (England)","230","210","25500","22920"
"In post","2021","Bournemouth and Poole","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","South West (England)","440","400","26950","27570"
"In post","2021","Bradford","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Counter Fraud","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Bradford","Debt","Yorkshire and The Humber","340","300","23860","21440"
"In post","2021","Bradford","Digital, Data & Technology","Yorkshire and The Humber","280","270","36680","31810"
"In post","2021","Bradford","Finance","Yorkshire and The Humber","390","330","23600","21440"
"In post","2021","Bradford","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","No function","Yorkshire and The Humber","950","830","26130","21440"
"In post","2021","Bradford","Project Delivery","Yorkshire and The Humber","130","120","40220","38630"
"In post","2021","Bradford","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","Yorkshire and The Humber","900","790","25300","27570"
"In post","2021","Breckland and South Norfolk","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","No function","East of England","430","410","28160","25830"
"In post","2021","Breckland and South Norfolk","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","East of England","70","60","27920","27570"
"In post","2021","Brent","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Brent","No function","London","190","170","26900","23500"
"In post","2021","Brent","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Property","London","140","130","37110","33750"
"In post","2021","Brent","Unknown","London","260","240","30440","31060"
"In post","2021","Bridgend and Neath Port Talbot","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","No function","Wales","230","210","29470","24800"
"In post","2021","Bridgend and Neath Port Talbot","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Wales","470","410","25730","27570"
"In post","2021","Brighton and Hove","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Legal","South East (England)","120","110","43280","40290"
"In post","2021","Brighton and Hove","No function","South East (England)","230","200","26550","22260"
"In post","2021","Brighton and Hove","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","South East (England)","280","250","27530","27570"
"In post","2021","Bristol, City of","Analysis","South West (England)","150","140","39320","34950"
"In post","2021","Bristol, City of","Commercial","South West (England)","80","80","41650","39830"
"In post","2021","Bristol, City of","Communications","South West (England)","100","90","38260","36420"
"In post","2021","Bristol, City of","Counter Fraud","South West (England)","390","370","35350","31810"
"In post","2021","Bristol, City of","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Digital, Data & Technology","South West (England)","370","360","40980","38630"
"In post","2021","Bristol, City of","Finance","South West (England)","150","140","39960","36780"
"In post","2021","Bristol, City of","Grants Management","South West (England)","30","30","[c]","[c]"
"In post","2021","Bristol, City of","Human Resources","South West (England)","160","150","40450","38470"
"In post","2021","Bristol, City of","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Legal","South West (England)","230","220","41820","38690"
"In post","2021","Bristol, City of","No function","South West (England)","3670","3420","36390","31810"
"In post","2021","Bristol, City of","Project Delivery","South West (England)","160","150","43250","39470"
"In post","2021","Bristol, City of","Property","South West (England)","190","170","36650","32970"
"In post","2021","Bristol, City of","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Unknown","South West (England)","890","780","26390","27570"
"In post","2021","Bromley","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","No function","London","160","150","24960","22450"
"In post","2021","Bromley","Unknown","London","280","260","31150","31060"
"In post","2021","Buckinghamshire CC","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Commercial","South East (England)","70","70","39960","36800"
"In post","2021","Buckinghamshire CC","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Finance","South East (England)","130","130","38670","35300"
"In post","2021","Buckinghamshire CC","Human Resources","South East (England)","50","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","No function","South East (England)","730","690","30800","30400"
"In post","2021","Buckinghamshire CC","Project Delivery","South East (England)","140","140","39140","35300"
"In post","2021","Buckinghamshire CC","Property","South East (England)","30","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","South East (England)","470","450","28800","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Property","Scotland","60","50","29410","28120"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Scotland","90","80","28040","27570"
"In post","2021","Calderdale and Kirklees","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","No function","Yorkshire and The Humber","180","160","26610","25190"
"In post","2021","Calderdale and Kirklees","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Property","Yorkshire and The Humber","130","110","25860","21100"
"In post","2021","Calderdale and Kirklees","Unknown","Yorkshire and The Humber","740","660","27050","27570"
"In post","2021","Cambridgeshire CC","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Commercial","East of England","130","120","37430","34800"
"In post","2021","Cambridgeshire CC","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Digital, Data & Technology","East of England","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","Finance","East of England","50","50","[c]","[c]"
"In post","2021","Cambridgeshire CC","Grants Management","East of England","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","No function","East of England","1850","1730","33830","30530"
"In post","2021","Cambridgeshire CC","Project Delivery","East of England","240","230","39740","40000"
"In post","2021","Cambridgeshire CC","Property","East of England","210","200","37160","33300"
"In post","2021","Cambridgeshire CC","Security","East of England","50","50","[c]","[c]"
"In post","2021","Cambridgeshire CC","Unknown","East of England","720","690","30880","27570"
"In post","2021","Camden and City of London","Analysis","London","230","220","67630","60780"
"In post","2021","Camden and City of London","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Counter Fraud","London","1090","1050","37410","36160"
"In post","2021","Camden and City of London","Debt","London","30","30","[c]","[c]"
"In post","2021","Camden and City of London","Digital, Data & Technology","London","150","150","52020","54700"
"In post","2021","Camden and City of London","Finance","London","50","50","46610","39980"
"In post","2021","Camden and City of London","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Legal","London","70","70","55840","57170"
"In post","2021","Camden and City of London","No function","London","1260","1210","30980","25740"
"In post","2021","Camden and City of London","Project Delivery","London","120","120","45720","41760"
"In post","2021","Camden and City of London","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Security","London","50","50","43210","41850"
"In post","2021","Camden and City of London","Unknown","London","490","470","33930","31060"
"In post","2021","Cardiff and Vale of Glamorgan","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Commercial","Wales","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Communications","Wales","800","770","28710","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Counter Fraud","Wales","360","330","31020","31810"
"In post","2021","Cardiff and Vale of Glamorgan","Debt","Wales","330","310","23100","20140"
"In post","2021","Cardiff and Vale of Glamorgan","Digital, Data & Technology","Wales","390","380","37630","36530"
"In post","2021","Cardiff and Vale of Glamorgan","Finance","Wales","90","80","33370","28570"
"In post","2021","Cardiff and Vale of Glamorgan","Human Resources","Wales","190","180","37350","31730"
"In post","2021","Cardiff and Vale of Glamorgan","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Legal","Wales","280","260","40560","38630"
"In post","2021","Cardiff and Vale of Glamorgan","No function","Wales","4610","4240","28490","24800"
"In post","2021","Cardiff and Vale of Glamorgan","Project Delivery","Wales","180","160","40420","36460"
"In post","2021","Cardiff and Vale of Glamorgan","Property","Wales","160","150","32500","30000"
"In post","2021","Cardiff and Vale of Glamorgan","Security","Wales","70","70","25170","21350"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Wales","4560","4290","37750","30820"
"In post","2021","Causeway Coast and Glens","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Security","Northern Ireland","60","60","20500","20310"
"In post","2021","Causeway Coast and Glens","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Digital, Data & Technology","East of England","40","40","[c]","[c]"
"In post","2021","Central Bedfordshire","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Internal Audit","East of England","[c]","[c]","[c]","[c]"
