"Status","Year","Region_ITL3","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Declared disabled","80","70","30460","31060"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Declared non-disabled","300","280","30520","31060"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Declared non-disabled","100","90","30840","31060"
"In post","2021","Barking & Dagenham and Havering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Heterosexual / straight","Declared disabled","90","90","35360","31060"
"In post","2021","Barnet","Heterosexual / straight","Declared non-disabled","890","840","36830","32330"
"In post","2021","Barnet","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Heterosexual / straight","Unknown","120","120","45910","41310"
"In post","2021","Barnet","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","LGBO","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Barnet","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Undeclared","Declared non-disabled","80","80","37080","32330"
"In post","2021","Barnet","Undeclared","Undeclared","40","40","[c]","[c]"
"In post","2021","Barnet","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Declared non-disabled","60","50","35100","31060"
"In post","2021","Barnet","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Unknown","260","240","49320","44950"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Declared disabled","320","280","27130","27470"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Declared non-disabled","1580","1410","27280","27150"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Undeclared","130","120","28900","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Declared non-disabled","80","80","27910","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Declared disabled","30","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Declared non-disabled","140","120","27860","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Undeclared","70","60","31060","31150"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Declared disabled","40","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Declared non-disabled","340","280","26120","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","170","170","24190","22890"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Declared disabled","1020","980","36570","33440"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Declared non-disabled","8200","7890","37900","34250"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Undeclared","340","320","38700","36980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Unknown","740","710","38820","36740"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Declared disabled","90","80","31560","29000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Declared non-disabled","290","280","32800","29750"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Unknown","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Declared disabled","200","190","39100","37440"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Declared non-disabled","740","700","39850","38410"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Undeclared","440","420","40220","39980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Unknown","150","140","43000","40580"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Declared disabled","50","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Declared non-disabled","320","310","34510","32650"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Undeclared","50","50","35730","31650"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","690","670","35620","31610"
"In post","2021","Bedford","Heterosexual / straight","Declared disabled","80","80","30480","28500"
"In post","2021","Bedford","Heterosexual / straight","Declared non-disabled","450","430","30650","28340"
"In post","2021","Bedford","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Bedford","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Declared non-disabled","50","40","31470","28800"
"In post","2021","Bedford","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Unknown","80","80","26190","24330"
"In post","2021","Belfast","Heterosexual / straight","Declared disabled","180","160","28520","26520"
"In post","2021","Belfast","Heterosexual / straight","Declared non-disabled","1420","1330","29900","25560"
"In post","2021","Belfast","Heterosexual / straight","Undeclared","80","70","31450","30580"
"In post","2021","Belfast","Heterosexual / straight","Unknown","120","110","33680","31960"
"In post","2021","Belfast","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Declared non-disabled","60","60","26640","25490"
"In post","2021","Belfast","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Declared non-disabled","70","60","29230","25630"
"In post","2021","Belfast","Undeclared","Undeclared","50","50","29700","27370"
"In post","2021","Belfast","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Declared non-disabled","100","90","29960","26750"
"In post","2021","Belfast","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Unknown","650","610","25620","21440"
"In post","2021","Berkshire","Heterosexual / straight","Declared disabled","240","230","33430","31810"
"In post","2021","Berkshire","Heterosexual / straight","Declared non-disabled","1470","1410","34570","30200"
"In post","2021","Berkshire","Heterosexual / straight","Undeclared","70","70","32610","29290"
"In post","2021","Berkshire","Heterosexual / straight","Unknown","180","170","36140","37950"
"In post","2021","Berkshire","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Declared non-disabled","50","50","34710","29290"
"In post","2021","Berkshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Declared disabled","40","40","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Declared non-disabled","120","110","34910","31880"
"In post","2021","Berkshire","Undeclared","Undeclared","80","80","35970","36090"
"In post","2021","Berkshire","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Berkshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Declared non-disabled","220","200","33680","29920"
"In post","2021","Berkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Unknown","370","360","33930","30890"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Declared disabled","130","130","30090","30780"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Declared non-disabled","900","860","32240","31060"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Undeclared","80","80","33500","33180"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Declared non-disabled","70","70","31970","31060"
"In post","2021","Bexley and Greenwich","Undeclared","Undeclared","50","50","32150","31880"
"In post","2021","Bexley and Greenwich","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Declared non-disabled","130","120","31960","31060"
"In post","2021","Bexley and Greenwich","Unknown","Undeclared","70","60","31480","34750"
"In post","2021","Bexley and Greenwich","Unknown","Unknown","200","190","29750","30150"
"In post","2021","Birmingham","Heterosexual / straight","Declared disabled","940","860","29730","27570"
"In post","2021","Birmingham","Heterosexual / straight","Declared non-disabled","5620","5260","31880","27570"
"In post","2021","Birmingham","Heterosexual / straight","Undeclared","280","270","29570","27570"
"In post","2021","Birmingham","Heterosexual / straight","Unknown","520","490","34310","31820"
"In post","2021","Birmingham","LGBO","Declared disabled","100","90","28450","27570"
"In post","2021","Birmingham","LGBO","Declared non-disabled","220","210","31890","27570"
"In post","2021","Birmingham","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Declared disabled","120","110","28200","27320"
"In post","2021","Birmingham","Undeclared","Declared non-disabled","500","460","30920","27570"
"In post","2021","Birmingham","Undeclared","Undeclared","240","220","33060","28130"
"In post","2021","Birmingham","Undeclared","Unknown","60","60","34710","31900"
"In post","2021","Birmingham","Unknown","Declared disabled","120","100","28210","26410"
"In post","2021","Birmingham","Unknown","Declared non-disabled","1050","930","30070","27570"
"In post","2021","Birmingham","Unknown","Undeclared","80","70","30850","27570"
"In post","2021","Birmingham","Unknown","Unknown","1710","1620","29670","25560"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","Declared disabled","50","50","27370","27570"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","Declared non-disabled","270","240","27080","27570"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Declared non-disabled","70","60","25880","25880"
"In post","2021","Blackburn with Darwen","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Heterosexual / straight","Declared disabled","550","490","27600","27570"
"In post","2021","Blackpool","Heterosexual / straight","Declared non-disabled","2570","2370","29540","27570"
"In post","2021","Blackpool","Heterosexual / straight","Undeclared","140","130","28490","27570"
"In post","2021","Blackpool","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","LGBO","Declared disabled","50","50","26500","27570"
"In post","2021","Blackpool","LGBO","Declared non-disabled","120","120","26630","22920"
"In post","2021","Blackpool","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Undeclared","Declared disabled","80","70","28760","27570"
"In post","2021","Blackpool","Undeclared","Declared non-disabled","250","220","29600","27570"
"In post","2021","Blackpool","Undeclared","Undeclared","50","40","[c]","[c]"
"In post","2021","Blackpool","Unknown","Declared disabled","90","70","26100","27570"
"In post","2021","Blackpool","Unknown","Declared non-disabled","1000","890","28970","27570"
"In post","2021","Blackpool","Unknown","Undeclared","60","50","27800","27570"
"In post","2021","Blackpool","Unknown","Unknown","160","160","31150","27570"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","Declared disabled","80","80","25980","27370"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","Declared non-disabled","400","360","26900","27370"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Declared non-disabled","60","50","28510","27570"
"In post","2021","Bournemouth and Poole","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Heterosexual / straight","Declared disabled","250","210","26500","25560"
"In post","2021","Bradford","Heterosexual / straight","Declared non-disabled","1430","1280","28750","27230"
"In post","2021","Bradford","Heterosexual / straight","Undeclared","60","50","24640","21010"
"In post","2021","Bradford","Heterosexual / straight","Unknown","70","60","28420","25560"
"In post","2021","Bradford","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","LGBO","Declared non-disabled","50","50","27910","25560"
"In post","2021","Bradford","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Undeclared","Declared non-disabled","160","140","25920","24440"
"In post","2021","Bradford","Undeclared","Undeclared","50","40","[c]","[c]"
"In post","2021","Bradford","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","Declared disabled","50","40","[c]","[c]"
"In post","2021","Bradford","Unknown","Declared non-disabled","390","330","25680","25560"
"In post","2021","Bradford","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","Unknown","510","470","25240","21010"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","Declared non-disabled","310","290","28520","26580"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","Brent","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"In post","2021","Brent","Heterosexual / straight","Declared non-disabled","310","290","31360","31060"
"In post","2021","Brent","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Brent","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Brent","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Brent","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","Declared non-disabled","70","60","30700","30160"
"In post","2021","Brent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","Unknown","60","50","31100","31060"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","Declared disabled","90","80","26880","27570"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","Declared non-disabled","390","350","26820","27570"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Declared non-disabled","90","70","25440","27570"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Heterosexual / straight","Declared disabled","50","50","29990","27570"
