"Status","Year","Region_ITL2","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","30-39","South East (England)","110","100","32900","29290"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","South East (England)","90","90","34780","29290"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","South East (England)","150","140","35250","29930"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","South East (England)","110","100","34470","30630"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","South East (England)","90","70","30200","26780"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","20-29","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Cheshire","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","50-59","North West (England)","50","50","[c]","[c]"
"Leaver CS","2021","Cheshire","60-64","North West (England)","40","30","[c]","[c]"
"Leaver CS","2021","Cheshire","65+","North West (England)","30","20","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","50-59","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Cumbria","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","20-29","East Midlands (England)","130","120","21680","21010"
"Leaver CS","2021","Derbyshire and Nottinghamshire","30-39","East Midlands (England)","90","80","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","40-49","East Midlands (England)","100","90","29340","27350"
"Leaver CS","2021","Derbyshire and Nottinghamshire","50-59","East Midlands (England)","140","120","30270","26890"
"Leaver CS","2021","Derbyshire and Nottinghamshire","60-64","East Midlands (England)","100","80","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","65+","East Midlands (England)","90","60","24200","21010"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","20-29","South West (England)","100","100","[c]","[c]"
"Leaver CS","2021","Devon","30-39","South West (England)","80","70","[c]","[c]"
"Leaver CS","2021","Devon","40-49","South West (England)","80","70","[c]","[c]"
"Leaver CS","2021","Devon","50-59","South West (England)","160","150","29670","26670"
"Leaver CS","2021","Devon","60-64","South West (England)","90","80","26670","21830"
"Leaver CS","2021","Devon","65+","South West (England)","100","70","25940","22220"
"Leaver CS","2021","Dorset and Somerset","20-29","South West (England)","60","60","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","30-39","South West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","40-49","South West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","50-59","South West (England)","70","70","28930","26930"
"Leaver CS","2021","Dorset and Somerset","60-64","South West (England)","70","60","33860","33840"
"Leaver CS","2021","Dorset and Somerset","65+","South West (England)","60","50","29050","27070"
"Leaver CS","2021","East Anglia","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","20-29","East of England","150","150","22910","21090"
"Leaver CS","2021","East Anglia","30-39","East of England","140","120","27930","27570"
"Leaver CS","2021","East Anglia","40-49","East of England","130","120","30640","27570"
"Leaver CS","2021","East Anglia","50-59","East of England","260","240","33450","27570"
"Leaver CS","2021","East Anglia","60-64","East of England","160","130","35280","28910"
"Leaver CS","2021","East Anglia","65+","East of England","150","110","29900","26160"
"Leaver CS","2021","East Anglia","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","20-29","Wales","240","230","23060","21010"
"Leaver CS","2021","East Wales","30-39","Wales","170","160","32960","29200"
"Leaver CS","2021","East Wales","40-49","Wales","110","100","[c]","[c]"
"Leaver CS","2021","East Wales","50-59","Wales","320","270","34590","27570"
"Leaver CS","2021","East Wales","60-64","Wales","200","160","40250","29200"
"Leaver CS","2021","East Wales","65+","Wales","140","100","31810","25490"
"Leaver CS","2021","East Wales","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","20-29","Yorkshire and The Humber","50","50","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","30-39","Yorkshire and The Humber","40","30","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","40-49","Yorkshire and The Humber","60","50","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","50-59","Yorkshire and The Humber","190","170","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","60-64","Yorkshire and The Humber","80","60","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","65+","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","20-29","Scotland","140","130","24460","22820"
"Leaver CS","2021","Eastern Scotland","30-39","Scotland","190","160","31850","28870"
"Leaver CS","2021","Eastern Scotland","40-49","Scotland","150","130","35880","30540"
"Leaver CS","2021","Eastern Scotland","50-59","Scotland","260","240","38000","33650"
"Leaver CS","2021","Eastern Scotland","60-64","Scotland","220","190","39590","33650"
"Leaver CS","2021","Eastern Scotland","65+","Scotland","140","110","32710","27570"
"Leaver CS","2021","Essex","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","20-29","East of England","50","40","[c]","[c]"
"Leaver CS","2021","Essex","30-39","East of England","60","50","[c]","[c]"
"Leaver CS","2021","Essex","40-49","East of England","50","40","[c]","[c]"
"Leaver CS","2021","Essex","50-59","East of England","80","70","33480","29290"
"Leaver CS","2021","Essex","60-64","East of England","70","60","[c]","[c]"
"Leaver CS","2021","Essex","65+","East of England","40","30","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","South West (England)","350","340","24340","22420"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","South West (England)","210","200","33200","31500"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","South West (England)","140","130","39200","33300"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","South West (England)","280","260","39660","36810"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","South West (England)","240","200","42170","38750"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","South West (England)","180","150","34160","31640"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","20-29","North West (England)","190","190","24770","23530"
"Leaver CS","2021","Greater Manchester","30-39","North West (England)","150","140","28680","27570"
"Leaver CS","2021","Greater Manchester","40-49","North West (England)","100","90","29870","27230"
"Leaver CS","2021","Greater Manchester","50-59","North West (England)","210","190","33820","27370"
"Leaver CS","2021","Greater Manchester","60-64","North West (England)","170","140","34020","27570"
"Leaver CS","2021","Greater Manchester","65+","North West (England)","140","100","27430","21350"
"Leaver CS","2021","Hampshire and Isle of Wight","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","20-29","South East (England)","150","140","23290","20920"
"Leaver CS","2021","Hampshire and Isle of Wight","30-39","South East (England)","110","100","31370","29540"
"Leaver CS","2021","Hampshire and Isle of Wight","40-49","South East (England)","100","90","32920","28650"
"Leaver CS","2021","Hampshire and Isle of Wight","50-59","South East (England)","170","160","31300","27570"
"Leaver CS","2021","Hampshire and Isle of Wight","60-64","South East (England)","170","140","31690","27570"
"Leaver CS","2021","Hampshire and Isle of Wight","65+","South East (England)","160","120","28690","22660"
"Leaver CS","2021","Hampshire and Isle of Wight","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","20-29","West Midlands (England)","60","60","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","30-39","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","50-59","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","60-64","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","65+","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","20-29","London","280","270","30600","27520"
"Leaver CS","2021","Inner London - East","30-39","London","240","230","42620","39880"
"Leaver CS","2021","Inner London - East","40-49","London","140","130","47770","41190"
"Leaver CS","2021","Inner London - East","50-59","London","180","170","50060","40980"
"Leaver CS","2021","Inner London - East","60-64","London","100","90","50230","40170"
"Leaver CS","2021","Inner London - East","65+","London","80","60","[c]","[c]"
"Leaver CS","2021","Inner London - West","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","20-29","London","970","900","29440","27500"
"Leaver CS","2021","Inner London - West","30-39","London","590","540","46560","49280"
"Leaver CS","2021","Inner London - West","40-49","London","370","340","56180","54910"
"Leaver CS","2021","Inner London - West","50-59","London","520","470","56340","53550"
"Leaver CS","2021","Inner London - West","60-64","London","350","300","54180","49200"
"Leaver CS","2021","Inner London - West","65+","London","220","170","43730","36390"
"Leaver CS","2021","Inner London - West","Unknown","London","60","[c]","[c]","[c]"
"Leaver CS","2021","Kent","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","20-29","South East (England)","100","100","20750","17710"
"Leaver CS","2021","Kent","30-39","South East (England)","80","80","[c]","[c]"
"Leaver CS","2021","Kent","40-49","South East (England)","80","70","[c]","[c]"
"Leaver CS","2021","Kent","50-59","South East (England)","150","130","29650","27240"
"Leaver CS","2021","Kent","60-64","South East (England)","80","70","[c]","[c]"
"Leaver CS","2021","Kent","65+","South East (England)","60","40","[c]","[c]"
"Leaver CS","2021","Lancashire","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","20-29","North West (England)","100","100","22120","21010"
"Leaver CS","2021","Lancashire","30-39","North West (England)","70","60","[c]","[c]"
"Leaver CS","2021","Lancashire","40-49","North West (England)","90","80","25320","21010"
"Leaver CS","2021","Lancashire","50-59","North West (England)","190","170","28240","26890"
"Leaver CS","2021","Lancashire","60-64","North West (England)","150","120","28400","26930"
"Leaver CS","2021","Lancashire","65+","North West (England)","120","80","25170","21010"
"Leaver CS","2021","Lancashire","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","20-29","East Midlands (England)","110","110","22490","19950"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","30-39","East Midlands (England)","80","80","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","40-49","East Midlands (England)","100","80","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","50-59","East Midlands (England)","170","160","26760","26380"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","60-64","East Midlands (England)","100","80","27340","26500"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","65+","East Midlands (England)","80","60","[c]","[c]"
"Leaver CS","2021","Lincolnshire","20-29","East Midlands (England)","30","30","[c]","[c]"
"Leaver CS","2021","Lincolnshire","30-39","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Lincolnshire","40-49","East Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2021","Lincolnshire","50-59","East Midlands (England)","120","110","29490","29930"
"Leaver CS","2021","Lincolnshire","60-64","East Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2021","Lincolnshire","65+","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Merseyside","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","20-29","North West (England)","140","130","22240","21430"
"Leaver CS","2021","Merseyside","30-39","North West (England)","80","70","25090","22720"
"Leaver CS","2021","Merseyside","40-49","North West (England)","70","60","[c]","[c]"
"Leaver CS","2021","Merseyside","50-59","North West (England)","180","160","32770","27360"
"Leaver CS","2021","Merseyside","60-64","North West (England)","150","110","30850","27240"
"Leaver CS","2021","Merseyside","65+","North West (England)","160","110","25230","21430"
"Leaver CS","2021","North Eastern Scotland","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","50-59","Scotland","60","50","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver CS","2021","North Yorkshire","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Yorkshire and The Humber","60","60","36710","30810"
"Leaver CS","2021","North Yorkshire","60-64","Yorkshire and The Humber","70","60","36600","32350"
"Leaver CS","2021","North Yorkshire","65+","Yorkshire and The Humber","40","30","[c]","[c]"
"Leaver CS","2021","Northern Ireland","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","40-49","Northern Ireland","30","30","[c]","[c]"
"Leaver CS","2021","Northern Ireland","50-59","Northern Ireland","70","60","[c]","[c]"
"Leaver CS","2021","Northern Ireland","60-64","Northern Ireland","40","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","20-29","North East (England)","160","150","22440","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","30-39","North East (England)","120","110","24020","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","North East (England)","100","90","29130","24250"
"Leaver CS","2021","Northumberland and Tyne and Wear","50-59","North East (England)","210","180","28390","26120"
"Leaver CS","2021","Northumberland and Tyne and Wear","60-64","North East (England)","260","190","30420","26380"
"Leaver CS","2021","Northumberland and Tyne and Wear","65+","North East (England)","210","140","23860","21010"
"Leaver CS","2021","Outer London - East and North East","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","20-29","London","50","50","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","30-39","London","40","40","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","40-49","London","40","30","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","50-59","London","50","40","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","60-64","London","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","65+","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","20-29","London","90","90","28160","27760"
"Leaver CS","2021","Outer London - South","30-39","London","60","60","[c]","[c]"
"Leaver CS","2021","Outer London - South","40-49","London","50","50","[c]","[c]"
"Leaver CS","2021","Outer London - South","50-59","London","90","80","42550","34250"
"Leaver CS","2021","Outer London - South","60-64","London","70","60","[c]","[c]"
"Leaver CS","2021","Outer London - South","65+","London","70","50","30070","25780"
"Leaver CS","2021","Outer London - West and North West","20-29","London","120","110","26530","26000"
"Leaver CS","2021","Outer London - West and North West","30-39","London","100","90","34210","31060"
"Leaver CS","2021","Outer London - West and North West","40-49","London","70","60","34830","31060"
"Leaver CS","2021","Outer London - West and North West","50-59","London","110","100","38770","31060"
"Leaver CS","2021","Outer London - West and North West","60-64","London","80","60","37840","31680"
"Leaver CS","2021","Outer London - West and North West","65+","London","90","60","30750","29280"
"Leaver CS","2021","Overseas","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","40-49","Overseas","40","30","[c]","[c]"
"Leaver CS","2021","Overseas","50-59","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","20-29","West Midlands (England)","120","120","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","30-39","West Midlands (England)","70","60","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","40-49","West Midlands (England)","60","60","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","50-59","West Midlands (England)","100","90","29920","27350"
"Leaver CS","2021","Shropshire and Staffordshire","60-64","West Midlands (England)","90","80","29610","27570"
"Leaver CS","2021","Shropshire and Staffordshire","65+","West Midlands (England)","60","40","[c]","[c]"
"Leaver CS","2021","South Yorkshire","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","20-29","Yorkshire and The Humber","110","100","23530","21010"
"Leaver CS","2021","South Yorkshire","30-39","Yorkshire and The Humber","70","60","[c]","[c]"
"Leaver CS","2021","South Yorkshire","40-49","Yorkshire and The Humber","70","60","[c]","[c]"
"Leaver CS","2021","South Yorkshire","50-59","Yorkshire and The Humber","180","160","31590","27570"
"Leaver CS","2021","South Yorkshire","60-64","Yorkshire and The Humber","130","100","29790","26890"
"Leaver CS","2021","South Yorkshire","65+","Yorkshire and The Humber","80","60","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","30-39","Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Southern Scotland","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","50-59","Scotland","60","50","[c]","[c]"
"Leaver CS","2021","Southern Scotland","60-64","Scotland","60","50","[c]","[c]"
"Leaver CS","2021","Southern Scotland","65+","Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","20-29","South East (England)","100","100","24830","24270"
"Leaver CS","2021","Surrey, East and West Sussex","30-39","South East (England)","90","80","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","40-49","South East (England)","80","70","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","50-59","South East (England)","100","90","32730","27720"
"Leaver CS","2021","Surrey, East and West Sussex","60-64","South East (England)","80","70","34900","28260"
"Leaver CS","2021","Surrey, East and West Sussex","65+","South East (England)","90","70","27290","24500"
"Leaver CS","2021","Tees Valley and Durham","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","20-29","North East (England)","90","80","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","30-39","North East (England)","70","60","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","40-49","North East (England)","90","80","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","50-59","North East (England)","170","140","30320","26600"
"Leaver CS","2021","Tees Valley and Durham","60-64","North East (England)","120","90","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","65+","North East (England)","80","50","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Unknown","200","200","28450","28000"
"Leaver CS","2021","Unknown","30-39","Unknown","130","130","39400","32000"
"Leaver CS","2021","Unknown","40-49","Unknown","90","90","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Unknown","150","140","54550","39180"
"Leaver CS","2021","Unknown","60-64","Unknown","80","80","42080","36580"
"Leaver CS","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","20-29","Scotland","100","90","24020","21850"
"Leaver CS","2021","West Central Scotland","30-39","Scotland","90","80","29160","26180"
"Leaver CS","2021","West Central Scotland","40-49","Scotland","90","70","28650","25200"
"Leaver CS","2021","West Central Scotland","50-59","Scotland","160","140","33910","33020"
"Leaver CS","2021","West Central Scotland","60-64","Scotland","150","120","34380","28220"
"Leaver CS","2021","West Central Scotland","65+","Scotland","130","90","27910","22230"
"Leaver CS","2021","West Midlands","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","20-29","West Midlands (England)","160","150","23970","21010"
"Leaver CS","2021","West Midlands","30-39","West Midlands (England)","140","130","32270","27570"
"Leaver CS","2021","West Midlands","40-49","West Midlands (England)","150","130","37980","27570"
"Leaver CS","2021","West Midlands","50-59","West Midlands (England)","290","260","36780","29580"
"Leaver CS","2021","West Midlands","60-64","West Midlands (England)","210","170","34650","27570"
"Leaver CS","2021","West Midlands","65+","West Midlands (England)","140","90","28540","21430"
"Leaver CS","2021","West Wales and The Valleys","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","20-29","Wales","120","120","21800","21590"
"Leaver CS","2021","West Wales and The Valleys","30-39","Wales","110","100","25410","21590"
"Leaver CS","2021","West Wales and The Valleys","40-49","Wales","100","90","27140","21590"
"Leaver CS","2021","West Wales and The Valleys","50-59","Wales","170","150","27420","21950"
"Leaver CS","2021","West Wales and The Valleys","60-64","Wales","150","110","29930","26130"
"Leaver CS","2021","West Wales and The Valleys","65+","Wales","120","80","25930","21590"
"Leaver CS","2021","West Yorkshire","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","20-29","Yorkshire and The Humber","200","190","25120","21010"
"Leaver CS","2021","West Yorkshire","30-39","Yorkshire and The Humber","130","120","30520","27570"
"Leaver CS","2021","West Yorkshire","40-49","Yorkshire and The Humber","120","100","30490","27570"
"Leaver CS","2021","West Yorkshire","50-59","Yorkshire and The Humber","240","200","33650","27570"
"Leaver CS","2021","West Yorkshire","60-64","Yorkshire and The Humber","160","120","31040","26300"
"Leaver CS","2021","West Yorkshire","65+","Yorkshire and The Humber","90","60","26870","26640"
"Leaver CS","2021","West Yorkshire","Unknown","Yorkshire and The Humber","30","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","20-29","East of England","150","150","27340","27570"
"Leaver CS","2022","Bedfordshire and Hertfordshire","30-39","East of England","130","120","32760","29290"
"Leaver CS","2022","Bedfordshire and Hertfordshire","40-49","East of England","70","70","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","50-59","East of England","130","120","32280","28720"
"Leaver CS","2022","Bedfordshire and Hertfordshire","60-64","East of England","70","50","36100","31310"
"Leaver CS","2022","Bedfordshire and Hertfordshire","65+","East of England","50","40","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","South East (England)","300","290","25430","25840"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","South East (England)","260","250","30340","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","South East (England)","190","190","32510","29290"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","South East (England)","260","250","29730","26670"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","South East (England)","170","150","34340","29530"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","65+","South East (England)","120","100","29310","26590"
"Leaver CS","2022","Cheshire","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","20-29","North West (England)","60","60","[c]","[c]"
"Leaver CS","2022","Cheshire","30-39","North West (England)","70","60","[c]","[c]"
"Leaver CS","2022","Cheshire","40-49","North West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Cheshire","50-59","North West (England)","90","80","33470","27570"
"Leaver CS","2022","Cheshire","60-64","North West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Cheshire","65+","North West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","20-29","South West (England)","[c]","[c]","[c]","[c]"
