"Status","Year","Region_ITL1","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East of England","Digital, Data and Technology","Male","350","340","36660","34620"
"In post","2021","East of England","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Finance","Female","240","220","34950","31810"
"In post","2021","East of England","Finance","Male","150","150","39830","36970"
"In post","2021","East of England","Human Resources","Female","140","130","34570","31180"
"In post","2021","East of England","Human Resources","Male","60","50","36860","33300"
"In post","2021","East of England","Inspector of Education and Training","Female","60","60","61880","51360"
"In post","2021","East of England","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Intelligence Analysis","Female","160","150","31730","30450"
"In post","2021","East of England","Intelligence Analysis","Male","260","260","32860","33300"
"In post","2021","East of England","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Knowledge and Information Management","Female","90","90","34840","30610"
"In post","2021","East of England","Knowledge and Information Management","Male","70","60","37440","37000"
"In post","2021","East of England","Legal","Female","410","360","38150","33840"
"In post","2021","East of England","Legal","Male","270","260","39790","33610"
"In post","2021","East of England","Medicine","Female","110","100","49180","37890"
"In post","2021","East of England","Medicine","Male","60","60","75500","79870"
"In post","2021","East of England","Operational Delivery","Female","5260","4730","27030","24920"
"In post","2021","East of England","Operational Delivery","Male","4950","4730","29680","28130"
"In post","2021","East of England","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other","Female","620","590","23460","21130"
"In post","2021","East of England","Other","Male","560","530","26060","21580"
"In post","2021","East of England","Policy","Female","110","100","42590","38630"
"In post","2021","East of England","Policy","Male","90","90","44070","42200"
"In post","2021","East of England","Project Delivery","Female","310","300","37920","34800"
"In post","2021","East of England","Project Delivery","Male","280","280","40730","38630"
"In post","2021","East of England","Property","Female","220","210","31630","31100"
"In post","2021","East of England","Property","Male","290","280","33610","33300"
"In post","2021","East of England","Psychology","Female","150","140","35180","30450"
"In post","2021","East of England","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Science and Engineering","Female","380","350","37430","35900"
"In post","2021","East of England","Science and Engineering","Male","540","530","36310","33020"
"In post","2021","East of England","Security","Female","150","140","29040","24620"
"In post","2021","East of England","Security","Male","400","400","34720","33300"
"In post","2021","East of England","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","Female","150","130","32220","29570"
"In post","2021","East of England","Tax","Male","110","110","36850","33120"
"In post","2021","East of England","Unknown","Female","3220","2790","28450","27570"
"In post","2021","East of England","Unknown","Male","1710","1650","29750","27570"
"In post","2021","East of England","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Commercial","Female","460","450","45900","41330"
"In post","2021","London","Commercial","Male","420","410","49660","45810"
"In post","2021","London","Communications","Female","1240","1190","45780","42200"
"In post","2021","London","Communications","Male","860","850","46940","42700"
"In post","2021","London","Corporate Finance","Female","30","30","[c]","[c]"
"In post","2021","London","Corporate Finance","Male","40","40","[c]","[c]"
"In post","2021","London","Counter Fraud","Female","160","150","40720","34980"
"In post","2021","London","Counter Fraud","Male","240","240","45040","40590"
"In post","2021","London","Digital, Data and Technology","Female","1250","1210","47840","43960"
"In post","2021","London","Digital, Data and Technology","Male","2050","2040","50520","46140"
"In post","2021","London","Economics","Female","640","620","47810","45470"
"In post","2021","London","Economics","Male","1130","1120","47900","42470"
"In post","2021","London","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Female","1230","1190","46890","41980"
"In post","2021","London","Finance","Male","1320","1310","51290","47250"
"In post","2021","London","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Human Resources","Female","1640","1570","46480","41970"
"In post","2021","London","Human Resources","Male","780","770","47410","42620"
"In post","2021","London","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Inspector of Education and Training","Female","170","160","63060","51360"
"In post","2021","London","Inspector of Education and Training","Male","60","60","74370","75500"
"In post","2021","London","Intelligence Analysis","Female","600","560","39550","36140"
"In post","2021","London","Intelligence Analysis","Male","820","800","41500","37640"
"In post","2021","London","Internal Audit","Female","90","90","51060","49600"
"In post","2021","London","Internal Audit","Male","120","110","56020","53690"
"In post","2021","London","International Trade","Female","500","490","46460","40780"
"In post","2021","London","International Trade","Male","580","570","48140","44030"
"In post","2021","London","Knowledge and Information Management","Female","410","380","40680","36140"
"In post","2021","London","Knowledge and Information Management","Male","340","330","42320","37920"
"In post","2021","London","Legal","Female","2780","2550","55510","54070"
"In post","2021","London","Legal","Male","1990","1940","53810","52100"
"In post","2021","London","Medicine","Female","250","220","78970","78450"
"In post","2021","London","Medicine","Male","140","130","81820","82100"
"In post","2021","London","Operational Delivery","Female","14690","13630","33470","29570"
"In post","2021","London","Operational Delivery","Male","11200","10880","36020","32520"
"In post","2021","London","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Operational Research","Female","160","150","48000","42800"
"In post","2021","London","Operational Research","Male","230","230","49680","47070"
"In post","2021","London","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Other","Female","2270","2170","39100","32410"
"In post","2021","London","Other","Male","1920","1850","42240","34630"
"In post","2021","London","Planning","Female","40","40","[c]","[c]"
"In post","2021","London","Planning","Male","60","60","47600","40290"
"In post","2021","London","Policy","Female","10450","10060","48000","44080"
"In post","2021","London","Policy","Male","9240","9150","50540","52430"
"In post","2021","London","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Project Delivery","Female","1910","1840","48690","42890"
"In post","2021","London","Project Delivery","Male","1740","1720","51900","45990"
"In post","2021","London","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Property","Female","460","430","41360","35900"
"In post","2021","London","Property","Male","650","640","46250","42170"
"In post","2021","London","Psychology","Female","60","50","42440","40520"
"In post","2021","London","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Science and Engineering","Female","850","790","45360","40960"
"In post","2021","London","Science and Engineering","Male","580","560","48380","43790"
"In post","2021","London","Security","Female","440","420","40010","35990"
"In post","2021","London","Security","Male","790","790","38280","35200"
"In post","2021","London","Social Research","Female","330","310","46930","42890"
"In post","2021","London","Social Research","Male","130","120","49090","46970"
"In post","2021","London","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Statistics","Female","410","390","46850","42890"
"In post","2021","London","Statistics","Male","510","500","46790","42470"
"In post","2021","London","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Tax","Female","1030","960","41080","36160"
"In post","2021","London","Tax","Male","1270","1220","44810","39800"
"In post","2021","London","Unknown","Female","10710","10050","38680","31060"
"In post","2021","London","Unknown","Male","7430","7320","43890","34550"
"In post","2021","London","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","Female","60","50","40740","37030"
"In post","2021","North East (England)","Commercial","Male","60","60","45420","42630"
"In post","2021","North East (England)","Communications","Female","80","70","32660","30090"
"In post","2021","North East (England)","Communications","Male","40","40","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data and Technology","Female","280","260","39080","37100"
"In post","2021","North East (England)","Digital, Data and Technology","Male","430","410","39130","38630"
"In post","2021","North East (England)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","Female","200","190","36530","31810"
"In post","2021","North East (England)","Finance","Male","170","170","41900","38630"
"In post","2021","North East (England)","Human Resources","Female","90","80","34850","32900"
"In post","2021","North East (England)","Human Resources","Male","40","40","[c]","[c]"
"In post","2021","North East (England)","Intelligence Analysis","Female","40","30","[c]","[c]"
"In post","2021","North East (England)","Intelligence Analysis","Male","40","30","[c]","[c]"
"In post","2021","North East (England)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Legal","Female","240","220","41860","40590"
"In post","2021","North East (England)","Legal","Male","180","180","40010","37780"
"In post","2021","North East (England)","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Delivery","Female","8180","6850","24970","21440"
"In post","2021","North East (England)","Operational Delivery","Male","5520","5190","26880","25310"
"In post","2021","North East (England)","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","Female","110","100","27660","21590"
"In post","2021","North East (England)","Other","Male","110","100","27910","21430"
"In post","2021","North East (England)","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Policy","Female","230","220","39040","36780"
"In post","2021","North East (England)","Policy","Male","130","130","42770","37330"
"In post","2021","North East (England)","Project Delivery","Female","460","430","39610","38630"
"In post","2021","North East (England)","Project Delivery","Male","420","410","41370","38630"
"In post","2021","North East (England)","Property","Female","120","110","31910","30000"
"In post","2021","North East (England)","Property","Male","170","160","36540","32700"
"In post","2021","North East (England)","Psychology","Female","80","80","37650","38150"
"In post","2021","North East (England)","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","Female","30","30","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","Male","30","30","[c]","[c]"
"In post","2021","North East (England)","Security","Female","40","30","[c]","[c]"
"In post","2021","North East (England)","Security","Male","60","60","33430","31920"
"In post","2021","North East (England)","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tax","Female","1090","1020","28110","25560"
"In post","2021","North East (England)","Tax","Male","1070","1040","29930","25560"
"In post","2021","North East (England)","Unknown","Female","6630","5650","26450","27570"
"In post","2021","North East (England)","Unknown","Male","4010","3840","28380","27570"
"In post","2021","North East (England)","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Female","290","270","37930","35760"
"In post","2021","North West (England)","Commercial","Male","230","220","39190","36500"
"In post","2021","North West (England)","Communications","Female","120","120","36400","33620"
"In post","2021","North West (England)","Communications","Male","80","80","36330","35110"
"In post","2021","North West (England)","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Counter Fraud","Female","50","50","33620","32390"
"In post","2021","North West (England)","Counter Fraud","Male","50","50","38550","36060"
"In post","2021","North West (England)","Digital, Data and Technology","Female","360","340","38550","35820"
"In post","2021","North West (England)","Digital, Data and Technology","Male","690","680","39740","37460"
"In post","2021","North West (England)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Finance","Female","330","310","36990","33300"
"In post","2021","North West (England)","Finance","Male","320","320","39530","36870"
"In post","2021","North West (England)","Human Resources","Female","720","660","33710","30530"
"In post","2021","North West (England)","Human Resources","Male","320","310","33840","30830"
"In post","2021","North West (England)","Inspector of Education and Training","Female","80","80","63080","64500"
"In post","2021","North West (England)","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Intelligence Analysis","Female","190","180","27660","25830"
"In post","2021","North West (England)","Intelligence Analysis","Male","180","170","29240","26910"
"In post","2021","North West (England)","Internal Audit","Female","30","30","[c]","[c]"
"In post","2021","North West (England)","Internal Audit","Male","30","30","[c]","[c]"
"In post","2021","North West (England)","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Knowledge and Information Management","Female","70","60","32840","29750"
"In post","2021","North West (England)","Knowledge and Information Management","Male","60","60","35800","36330"
"In post","2021","North West (England)","Legal","Female","670","610","43530","43460"
"In post","2021","North West (England)","Legal","Male","550","530","41260","38280"
"In post","2021","North West (England)","Medicine","Female","50","40","[c]","[c]"
"In post","2021","North West (England)","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Operational Delivery","Female","14790","13140","26550","24890"
"In post","2021","North West (England)","Operational Delivery","Male","11340","10850","28310","25560"
"In post","2021","North West (England)","Operational Research","Female","30","30","[c]","[c]"
"In post","2021","North West (England)","Operational Research","Male","60","50","43240","38630"
"In post","2021","North West (England)","Other","Female","470","440","27880","23490"
"In post","2021","North West (England)","Other","Male","360","340","28010","24260"
"In post","2021","North West (England)","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Policy","Female","580","550","40070","36820"
"In post","2021","North West (England)","Policy","Male","410","400","41970","38630"
"In post","2021","North West (England)","Project Delivery","Female","730","700","39250","37460"
"In post","2021","North West (England)","Project Delivery","Male","640","620","40840","38630"
"In post","2021","North West (England)","Property","Female","240","220","34660","30000"
"In post","2021","North West (England)","Property","Male","280","270","37550","32510"
"In post","2021","North West (England)","Psychology","Female","130","130","35130","30450"
"In post","2021","North West (England)","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Science and Engineering","Female","230","210","33960","31710"
"In post","2021","North West (England)","Science and Engineering","Male","270","260","37510","35110"
"In post","2021","North West (England)","Security","Female","80","80","31390","30820"
"In post","2021","North West (England)","Security","Male","220","220","28390","23540"
"In post","2021","North West (England)","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Statistics","Female","50","50","38500","32480"
"In post","2021","North West (England)","Statistics","Male","70","70","38890","38630"
"In post","2021","North West (England)","Tax","Female","1580","1460","30840","28130"
"In post","2021","North West (England)","Tax","Male","1710","1640","32890","31810"
"In post","2021","North West (England)","Unknown","Female","12160","10580","26860","27570"
"In post","2021","North West (England)","Unknown","Male","7220","6970","28560","27570"
"In post","2021","North West (England)","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Legal","Female","70","70","29610","27010"
"In post","2021","Northern Ireland","Legal","Male","90","90","29350","26030"
"In post","2021","Northern Ireland","Medicine","Female","30","20","[c]","[c]"
"In post","2021","Northern Ireland","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Operational Delivery","Female","880","760","26040","25040"
"In post","2021","Northern Ireland","Operational Delivery","Male","820","780","26680","24890"
"In post","2021","Northern Ireland","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Other","Female","170","170","23800","21980"
"In post","2021","Northern Ireland","Other","Male","150","150","23010","21040"
"In post","2021","Northern Ireland","Policy","Female","50","50","[c]","[c]"
"In post","2021","Northern Ireland","Policy","Male","30","30","[c]","[c]"
"In post","2021","Northern Ireland","Project Delivery","Female","40","30","[c]","[c]"
"In post","2021","Northern Ireland","Project Delivery","Male","40","40","[c]","[c]"
"In post","2021","Northern Ireland","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Property","Male","80","70","30050","27720"
"In post","2021","Northern Ireland","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Science and Engineering","Male","40","40","[c]","[c]"
"In post","2021","Northern Ireland","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Security","Male","360","360","21350","20310"
"In post","2021","Northern Ireland","Tax","Female","310","280","31400","31810"
"In post","2021","Northern Ireland","Tax","Male","320","310","34130","31810"
"In post","2021","Northern Ireland","Unknown","Female","70","60","29120","25560"
"In post","2021","Northern Ireland","Unknown","Male","70","70","26390","25560"
"In post","2021","Northern Ireland","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Intelligence Analysis","Female","30","30","[c]","[c]"
"In post","2021","Overseas","Intelligence Analysis","Male","40","40","[c]","[c]"
"In post","2021","Overseas","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","International Trade","Female","40","40","[c]","[c]"
"In post","2021","Overseas","International Trade","Male","110","110","57190","53750"
"In post","2021","Overseas","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Medicine","Female","40","30","[c]","[c]"
"In post","2021","Overseas","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Operational Delivery","Female","90","90","39940","31910"
"In post","2021","Overseas","Operational Delivery","Male","200","200","52040","56340"
"In post","2021","Overseas","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Other","Female","240","230","49350","46620"
"In post","2021","Overseas","Other","Male","140","140","52290","46620"
"In post","2021","Overseas","Policy","Female","750","750","51740","53370"
"In post","2021","Overseas","Policy","Male","1000","1000","53460","54470"
"In post","2021","Overseas","Project Delivery","Female","70","70","45750","45200"
"In post","2021","Overseas","Project Delivery","Male","90","90","47030","45340"
"In post","2021","Overseas","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Property","Male","170","170","40000","39410"
"In post","2021","Overseas","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Science and Engineering","Male","100","100","44150","42470"
"In post","2021","Overseas","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Security","Male","70","70","37690","34350"
"In post","2021","Overseas","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Female","120","120","[c]","[c]"
"In post","2021","Overseas","Unknown","Male","180","180","[c]","[c]"
"In post","2021","Scotland","Commercial","Female","140","130","35050","33930"
"In post","2021","Scotland","Commercial","Male","140","140","36290","34060"
"In post","2021","Scotland","Communications","Female","40","40","[c]","[c]"
"In post","2021","Scotland","Communications","Male","[c]","[c]","[c]","[c]"
