"Status","Year","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","120","110","29530","28910"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","90","80","33370","31690"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North West (England)","220","200","25480","24360"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","80","80","26940","25190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","170","160","29480","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","260","250","25510","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Wales","250","230","25010","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","180","170","26080","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","150","140","27250","25210"
"In post","2021","Animal and Plant Health Agency","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","460","430","32730","28630"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","50","50","28340","25320"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","40","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","80","80","43530","38080"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","60","50","42290","37480"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","London","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East of England","120","110","46980","38500"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","6410","6320","49820","42270"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North East (England)","410","390","29410","24570"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","440","430","46940","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Scotland","80","80","48190","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","South East (England)","220","210","42660","33950"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","South West (England)","190","180","53730","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","600","590","36190","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Wales","70","60","38410","30370"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Midlands (England)","50","50","62730","52530"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","740","700","36340","33030"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","East of England","50","50","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","East of England","350","330","34260","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","South West (England)","130","120","32530","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","North West (England)","40","40","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","North West (England)","40","40","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","London","30","30","[c]","[c]"
"In post","2021","Charity Commission","Unknown","North West (England)","160","150","31070","29160"
"In post","2021","Charity Commission","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data and Technology","Wales","260","250","38840","38000"
"In post","2021","Companies House","Finance","Wales","60","50","30930","27460"
"In post","2021","Companies House","Human Resources","Wales","90","80","33040","27460"
"In post","2021","Companies House","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Scotland","40","40","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Wales","510","450","24480","22490"
"In post","2021","Companies House","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","London","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","London","60","60","57200","55860"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","London","90","90","63040","59890"
"In post","2021","Competition and Markets Authority","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","London","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","London","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","London","120","110","70510","72430"
"In post","2021","Competition and Markets Authority","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","London","340","330","61130","56630"
"In post","2021","Competition and Markets Authority","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Scotland","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Scotland","290","270","25500","22570"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","East of England","90","80","34770","34800"
"In post","2021","Crown Commercial Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","North West (England)","190","180","33650","34800"
"In post","2021","Crown Commercial Service","Commercial","Wales","70","60","31160","28540"
"In post","2021","Crown Commercial Service","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","East of England","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","North West (England)","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","North West (England)","100","100","44840","46920"
"In post","2021","Crown Commercial Service","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Scotland","50","50","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Scotland","30","30","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Legal","Scotland","600","560","54610","52490"
"In post","2021","Crown Office and Procurator Fiscal Service","Operational Delivery","Scotland","1270","1170","26330","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Communications","London","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Communications","North East (England)","[c]","[c]","[c]","[c]"
